"state","lga","longitude","latitude","SLR","SWL_AEPPC","MTWL_AEPPC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"WANorth","Carnarvon",113.636138916016,-24.8981914520264,0.2,1.64,2.35,8.87,6.59,13.35,3.91,3.21,5.17
"TAS","George Town",146.792098999023,-41.052360534668,0.2,2.25,3.51,14.95,10.51,24.09,3.51,2.98,4.37
"WANorth","Broome",122.209922790527,-17.9969673156738,0.2,5.59,5.79,5.91,4.69,8.08,5.06,4.11,6.71
"QLDNorth","Cairns",145.847991943359,-16.8677730560303,0.2,2.18,2.58,19.85,13.27,34.44,8.99,6.65,13.62
"QLDNorth","Aurukun",141.797592163086,-12.6793203353882,0.2,2.36,3.32,4.65,3.75,6.25,2.59,2.27,3.11
"QLDNorth","Gladstone",151.407104492188,-23.962682723999,0.2,2.88,3.21,16.97,11.66,28.29,7.99,6.06,11.64
"NSW","Kempsey",153.09098815918,-30.9209632873535,0.2,1.58,2.4,30.36,19.67,54.32,3.98,3.3,5.16
"VIC","East Gippsland",147.9462890625,-37.9042129516602,0.2,1.19,1.9,26.9,17.12,50.16,4.96,3.98,6.69
"QLDNorth","Gladstone",151.320953369141,-23.7948703765869,0.2,2.89,3.01,16.03,11.05,26.64,10.99,7.97,17.05
"VIC","Bass Coast",145.121734619141,-38.5073280334473,0.2,2.27,3.15,12.46,8.87,19.83,4.52,3.68,6.01
"NSW","Bega Valley",149.936981201172,-37.097900390625,0.2,1.67,3.66,14.82,10.54,23.35,2.14,1.92,2.49
"NT","East Arnhem",136.425445556641,-13.8104448318481,0.2,1.98,2.5,5.68,4.46,7.93,3.19,2.7,4.02
"SA","Grant",140.672210693359,-38.0639533996582,0.2,1.32,2.87,32.24,20.37,60.17,3.24,2.76,4.01
"NSW","Northern Beaches",151.305068969727,-33.8254356384277,0.2,1.7,3.04,16.78,11.79,26.85,2.83,2.47,3.4
"WANorth","Karratha",116.761528015137,-20.5944957733154,0.2,4.03,4.43,8.63,6.43,12.94,3.74,3.07,4.93
"SA","Copper Coast",137.588287353516,-33.9396820068359,0.2,2.34,2.48,4.52,3.7,5.95,3.95,3.29,5.05
"TAS","Devonport",146.352432250977,-41.1579093933105,0.2,2.28,2.72,15.36,10.66,25.27,7.17,5.49,10.34
"NSW","Randwick",151.252304077148,-33.9962577819824,0.2,1.69,3.33,16.28,11.5,25.86,2.56,2.26,3.02
"QLDNorth","Mackay",149.297515869141,-21.2697410583496,0.2,4.28,4.64,5.66,4.53,7.66,3.86,3.22,4.95
"QLDNorth","Cassowary Coast",146.139678955078,-17.6090087890625,0.2,2.19,2.67,14.02,9.87,22.6,5.26,4.2,7.15
"TAS","Glamorgan-Spring Bay",148.067794799805,-42.5660400390625,0.2,1.3,1.67,33.75,21.03,64.47,14.12,9.85,23.12
"QLDNorth","Cassowary Coast",146.334701538086,-18.4832286834717,0.2,2.61,2.94,8.29,6.24,12.21,4.84,3.9,6.5
"WANorth","Ashburton",115.163749694824,-21.6142768859863,0.2,2.03,2.51,9.05,6.61,14.08,3.63,3,4.75
"WANorth","Karratha",117.169364929199,-20.5933799743652,0.2,4.08,5.05,6.68,5.1,9.75,2.24,1.99,2.67
"QLDSouth","Sunshine Coast",153.139892578125,-26.6974658966064,0.2,1.67,2.48,60.8,35.18,128.13,4.95,3.98,6.7
"QLDNorth","Whitsunday",148.842590332031,-20.2819118499756,0.2,3.01,3.84,7.53,5.75,10.87,2.69,2.36,3.22
"QLDNorth","Torres",142.155624389648,-10.5569248199463,0.2,2.57,3.03,6.88,5.34,9.69,3.91,3.27,4.97
"QLDSouth","Fraser Coast",152.941467285156,-25.2762908935547,0.2,2.6,3.03,25.17,16.6,44.11,6.54,4.99,9.56
"SA","Unincorporated SA",137.602798461914,-33.023551940918,0.2,2.96,3.37,3.58,3.04,4.46,3.48,2.96,4.33
"WANorth","Karratha",116.678909301758,-20.5885372161865,0.2,2.06,2.75,8.12,6.08,12.09,2.7,2.33,3.34
"QLDNorth","Torres",142.315673828125,-10.5067167282104,0.2,2.48,3.18,9.14,6.83,13.56,7.76,5.78,11.72
"QLDNorth","Douglas",145.468811035156,-16.4769401550293,0.2,2.18,2.4,18.49,12.5,31.58,11.77,8.42,18.64
"NSW","Clarence Valley",153.367126464844,-29.4367237091064,0.2,1.58,2.23,24.73,16.62,41.94,5.05,4.03,6.89
"QLDNorth","Torres Strait Island",142.210647583008,-10.522177696228,0.2,2.54,3.14,7.35,5.64,10.53,3.56,3.02,4.46
"VIC","Greater Geelong",144.724807739258,-38.1704139709473,0.2,1.3,1.62,17.31,12.05,28.15,12.64,8.88,20.62
"VIC","Mornington Peninsula",144.899749755859,-38.3481216430664,0.2,1.36,1.85,12.09,8.84,18.37,6.51,5.04,9.25
"SA","Onkaparinga",138.470275878906,-35.0958251953125,0.2,2.6,3.18,7.63,5.82,11.04,4.26,3.52,5.53
"QLDNorth","Livingstone",150.760681152344,-23.1353740692139,0.2,3.2,4.3,8.68,6.53,12.8,3.13,2.68,3.87
"VIC","Surf Coast",144.035140991211,-38.4956665039062,0.2,1.9,2.2,13.31,9.41,21.39,9.65,7.06,14.84
"SA","Yorke Peninsula",137.767929077148,-35.0375442504883,0.2,2.26,3.17,10.81,7.84,16.78,4.19,3.48,5.39
"QLDNorth","Whitsunday",148.079605102539,-19.8762283325195,0.2,2.49,3.28,9.85,7.25,14.97,3.26,2.77,4.08
"WANorth","Exmouth",114.142883300781,-21.9546566009521,0.2,2.02,2.9,9.67,7.11,14.74,2.63,2.3,3.17
"NSW","Shoalhaven",150.768478393555,-35.0744934082031,0.2,1.69,2.67,12.85,9.37,19.53,3.15,2.73,3.82
"NSW","Coffs Harbour",153.156051635742,-30.3061962127686,0.2,1.72,2.37,38.38,24.09,71.76,5.25,4.23,7.03
"VIC","Moyne",142.245132446289,-38.4012489318848,0.2,1.32,1.63,30.06,19.39,54.27,17.45,11.66,30.6
"SA","Onkaparinga",138.458389282227,-35.1697807312012,0.2,2.59,3.32,7.89,5.99,11.51,4.16,3.44,5.38
"WANorth","Ashburton",115.466323852539,-20.6898097991943,0.2,2.11,3.16,6.35,4.86,9.25,2.28,2.03,2.68
"QLDNorth","Isaac",149.473999023438,-21.7463283538818,0.2,4.26,5.42,6.09,4.79,8.48,2.38,2.11,2.8
"QLDNorth","Cook",145.285095214844,-15.4928417205811,0.2,2.11,2.48,20.39,13.66,35.19,11.93,8.51,19.01
"VIC","Greater Geelong",144.635314941406,-38.1060447692871,0.2,1.32,1.68,21.05,14.2,35.78,13.03,9.11,21.4
"WANorth","Ashburton",115.375946044922,-20.6875629425049,0.2,1.93,3.06,18.11,12.32,30.63,2.86,2.45,3.56
"TAS","West Coast",145.027053833008,-41.8157424926758,0.2,2.14,3.3,84.38,46.33,191.91,5.1,4.1,6.88
"WASouth","Dundas",128.882766723633,-31.7294902801514,0.2,2.26,3.47,9.73,7.25,14.49,3.34,2.85,4.13
"SA","Kingston (SA)",139.666198730469,-36.9562568664551,0.2,1.86,2.8,6.88,5.39,9.51,4.06,3.39,5.18
"SA","Kangaroo Island",137.180358886719,-36.0086135864258,0.2,2.25,2.86,11.4,8.37,17.23,7.9,5.98,11.58
"TAS","Circular Head",145.312255859375,-40.7651710510254,0.2,2.24,2.58,19.68,13.15,34.18,10.33,7.44,16.31
"SA","Elliston",134.854675292969,-33.6464500427246,0.2,2.06,3.96,5.43,4.33,7.4,2.61,2.29,3.13
"WANorth","Shark Bay",113.513900756836,-25.9233150482178,0.2,1.73,2.5,5.98,4.65,8.48,3.03,2.6,3.74
"VIC","Greater Geelong",144.474060058594,-38.2902946472168,0.2,1.61,2.1,13.03,9.27,20.69,6.87,5.25,10
"QLDSouth","Noosa",153.108322143555,-26.3750782012939,0.2,1.68,2.52,50.02,29.7,101.81,4.94,3.98,6.64
"SA","Unincorporated SA",132.431213378906,-32.0147438049316,0.2,2.28,3.34,8.6,6.39,12.96,3.45,2.92,4.33
"SA","Unincorporated SA",136.499649047852,-35.1658554077148,0.2,1.95,3.17,8.48,6.47,12.2,4.08,3.4,5.22
"WANorth","Derby-West Kimberley",123.719276428223,-16.1033020019531,0.2,5.58,6.22,6,4.75,8.22,2.96,2.53,3.68
"WANorth","Ashburton",115.097961425781,-21.6335697174072,0.2,2.03,2.97,9.31,6.78,14.52,2.5,2.19,3.02
"SA","Wattle Range",139.998825073242,-37.4942817687988,0.2,1.38,2.95,15.89,11.28,25.05,3.36,2.88,4.13
"QLDNorth","Torres",142.626602172852,-10.716986656189,0.2,2.5,3.33,8.57,6.47,12.54,6.74,5.14,9.85
"TAS","Huon Valley",147.098419189453,-43.2927169799805,0.2,1.45,1.58,17.39,11.86,29.36,13.67,9.67,21.91
"QLDNorth","Torres",142.322967529297,-10.5164833068848,0.2,2.44,3.19,11.97,8.59,18.83,9.04,6.65,13.85
"SA","Kangaroo Island",136.535095214844,-35.8576393127441,0.2,1.96,3.15,8.13,6.21,11.66,3.73,3.15,4.67
"SA","Wattle Range",139.879470825195,-37.3767509460449,0.2,1.45,2.03,9.84,7.37,14.48,6.76,5.25,9.53
"SA","Unincorporated SA",136.156509399414,-34.9915504455566,0.2,1.93,2.29,9.62,7.2,14.2,6.07,4.81,8.3
"VIC","Unincorporated Vic",146.515869140625,-38.9114189147949,0.2,2.17,2.39,29.53,18.61,55.7,13.93,9.95,21.88
"QLDSouth","Fraser Coast",153.356964111328,-24.9777183532715,0.2,2.57,3.19,36.81,22.66,71.45,6.95,5.35,9.92
"WASouth","Rockingham",115.701889038086,-32.3069496154785,0.2,1.38,2.6,11.35,8.28,17.39,3.59,3.01,4.57
"WASouth","Nedlands",115.749351501465,-31.9685497283936,0.2,1.4,2.79,9.75,7.33,14.28,2.67,2.35,3.19
"WANorth","Exmouth",114.09871673584,-22.0990867614746,0.2,2.04,2.72,8.64,6.44,12.96,2.85,2.46,3.5
"WANorth","Ashburton",115.477195739746,-20.836986541748,0.2,2.1,3.19,6.74,5.12,9.93,2.23,1.98,2.63
"SA","Kangaroo Island",137.937957763672,-35.7128486633301,0.2,1.77,2.69,10.98,8.08,16.56,4.35,3.6,5.62
"SA","Cleve",136.576965332031,-33.9472122192383,0.2,2.16,2.84,8.76,6.57,12.96,5.01,4.03,6.75
"SA","Lower Eyre Peninsula",136.023025512695,-34.8660087585449,0.2,1.91,2.21,10.68,7.92,15.93,7.92,6.09,11.28
"SA","Whyalla",137.786407470703,-32.9926872253418,0.2,2.95,3.36,3.63,3.07,4.53,3.5,2.97,4.37
"SA","Yorke Peninsula",137.354400634766,-34.9310340881348,0.2,2.42,2.95,5.39,4.32,7.27,3.47,2.95,4.33
"QLDNorth","Mackay",149.895462036133,-21.0195617675781,0.2,4.19,5.13,8.28,6.29,12,2.9,2.51,3.55
"VIC","East Gippsland",147.987808227539,-37.8907623291016,0.2,1.19,1.88,26.33,16.79,48.94,5,4.03,6.74
NA,"Whitsunday",149.818756103516,-20.0906581878662,0.2,2.89,4.13,16.28,11.29,26.76,2.5,2.21,2.94
"NSW","Ballina",153.61018371582,-28.8397369384766,0.2,1.64,2.36,39.05,24.59,72.47,6.28,4.88,8.87
"NT","Unincorporated NT",130.514770507812,-12.6257009506226,0.2,4.28,4.38,11.16,8.15,17.06,8.4,6.38,12.18
"SA","Yankalilla",138.086761474609,-35.6061515808105,0.2,1.81,2.79,8.77,6.64,12.72,3.94,3.28,5.04
"NSW","Port Stephens",152.201217651367,-32.7411689758301,0.2,1.7,2.87,18.42,12.77,30.08,2.91,2.54,3.47
"QLDNorth","Cook",144.883728027344,-14.5548992156982,0.2,2.11,2.58,25.24,16.47,45.11,9.21,6.8,13.99
"QLDNorth","Gladstone",151.92448425293,-23.306095123291,0.2,2.84,3.87,25.92,16.91,46.28,3.67,3.06,4.72
"VIC","Bass Coast",145.359298706055,-38.569507598877,0.2,2.25,3.88,13.44,9.46,21.72,3.08,2.64,3.79
"WASouth","Dundas",126.06566619873,-32.2820434570312,0.2,1.48,2.63,11.38,8.31,17.41,3.3,2.81,4.1
"VIC","Mornington Peninsula",144.762985229492,-38.345573425293,0.2,1.33,1.54,11.65,8.58,17.48,10.5,7.7,15.99
"QLDNorth","Cook",143.415405273438,-12.5892887115479,0.2,2.02,2.64,33.4,21,62.79,15.55,10.71,25.96
"QLDNorth","Gladstone",151.908676147461,-23.4388313293457,0.2,2.84,3.56,25.93,16.89,46.43,4.54,3.64,6.19
"VIC","Mornington Peninsula",145.036819458008,-38.4872627258301,0.2,2.25,3.54,14.48,10.13,23.59,3.47,2.94,4.34
"VIC","Kingston (Vic.)",145.111022949219,-38.0797386169434,0.2,1.33,1.96,16.49,11.37,27.35,5.79,4.56,8.05
"WANorth","Wyndham-East Kimberley",124.291732788086,-15.322434425354,0.2,5.56,6.24,6.45,5.04,9.04,3.58,3,4.56
"VIC","Bass Coast",145.368392944336,-38.5389366149902,0.2,2.26,3.21,13,9.2,20.87,4.23,3.48,5.53
"VIC","Wyndham",144.678146362305,-37.9899787902832,0.2,1.32,1.75,23.03,15.25,40.27,10.04,7.22,15.92
"VIC","Surf Coast",144.363662719727,-38.3202171325684,0.2,1.37,1.61,13.67,9.67,21.9,12.02,8.53,19.3
"SA","Elliston",134.446472167969,-33.7753486633301,0.2,1.98,3.24,7.3,5.62,10.38,3.03,2.62,3.71
"QLDNorth","Lockhart River",143.524948120117,-13.1872329711914,0.2,2.02,3.16,32.87,20.65,61.9,5.91,4.61,8.32
"VIC","Mornington Peninsula",145.015808105469,-38.2528228759766,0.2,1.34,1.91,13.73,9.81,21.58,6.19,4.82,8.71
"QLDNorth","Cook",145.479095458984,-14.6609563827515,0.2,2.13,3,21.54,14.28,37.74,5.72,4.5,7.93
"WASouth","Dandaragan",115.017585754395,-30.3131942749023,0.2,1.37,3.14,12.93,9.31,20.1,2.81,2.44,3.39
"QLDNorth","Livingstone",150.680480957031,-21.9535064697266,0.2,3.15,3.72,11.35,8.24,17.54,4.29,3.5,5.69
"QLDNorth","Cook",143.597961425781,-13.4578561782837,0.2,2.03,2.77,28.24,18,52.31,7.95,5.91,12.04
"QLDNorth","Gladstone",151.36018371582,-23.8441028594971,0.2,2.88,3,16.41,11.3,27.32,11.49,8.27,17.99
"SA","Franklin Harbour",136.89794921875,-33.7826766967773,0.2,2.22,3.03,6.66,5.19,9.36,3.79,3.16,4.86
"WANorth","Broome",122.920036315918,-16.39599609375,0.2,5.51,7.41,8.23,6.21,12.06,1.82,1.67,2.04
"QLDNorth","Palm Island",146.692947387695,-18.7623119354248,0.2,2.57,3.56,10.59,7.78,16.06,3.33,2.82,4.19
"VIC","Greater Geelong",144.608428955078,-38.1155853271484,0.2,1.32,1.71,21.42,14.41,36.58,11.87,8.36,19.38
"NT","Roper Gulf",136.516967773438,-15.5269403457642,0.2,2.06,2.48,4.48,3.63,6,3.08,2.63,3.84
"VIC","Mornington Peninsula",144.682495117188,-38.3029098510742,0.2,1.29,1.57,15.82,11.29,24.71,12.91,9.16,20.62
"VIC","Mornington Peninsula",144.72526550293,-38.3128089904785,0.2,1.32,1.53,12.61,9.25,19.03,10.24,7.59,15.34
"VIC","Bayside (Vic.)",145.012969970703,-37.9861907958984,0.2,1.31,1.85,19.28,12.98,33.06,7.97,5.93,12.03
"VIC","Port Phillip",144.961761474609,-37.8651657104492,0.2,1.3,1.78,20.25,13.49,35.33,7.65,5.73,11.47
"NT","Roper Gulf",135.730651855469,-14.306037902832,0.2,2.16,2.88,3.65,3.02,4.76,2.53,2.2,3.08
"QLDNorth","Torres",142.951507568359,-9.85594081878662,0.2,2.38,2.87,18.09,12.36,30.33,13.86,9.81,22.16
"SA","Port Augusta",137.856109619141,-32.7116355895996,0.2,2.98,3.21,3.46,2.96,4.27,3.53,3,4.41
"WANorth","Ashburton",115.418029785156,-20.6629943847656,0.2,1.96,3.46,14.24,9.97,23.18,2.27,2.01,2.71
"NT","East Arnhem",135.162536621094,-12.2201509475708,0.2,2.49,2.97,7.58,5.74,11.13,3.61,3,4.68
"TAS","Circular Head",144.763442993164,-40.4397125244141,0.2,2.19,3.24,33.14,20.65,63.4,7,5.4,9.98
"TAS","King Island",144.104827880859,-40.0475730895996,0.2,1.78,2.46,48.06,28.02,101.56,8.14,6.13,12.01
"QLDNorth","Cook",145.447540283203,-15.7513809204102,0.2,2.11,2.69,19.64,13.17,33.88,8.54,6.39,12.71
NA,"Mackay",150.928894042969,-20.4258937835693,0.2,3.88,5.33,24.99,16.35,44.46,2.52,2.22,3.01
"VIC","Bass Coast",145.272766113281,-38.5111198425293,0.2,2.25,2.82,13.55,9.53,21.96,6.34,4.91,9.03
"QLDNorth","Pormpuraaw",141.524032592773,-14.5044069290161,0.2,2.35,3.78,4.65,3.76,6.25,2.13,1.93,2.44
"WANorth","Broome",121.965843200684,-18.4140720367432,0.2,5.6,6.45,5.65,4.51,7.68,2.76,2.4,3.36
"VIC","Wyndham",144.801208496094,-37.9131851196289,0.2,1.31,1.76,19.81,13.4,33.63,8.1,6.02,12.24
"WASouth","Manjimup",115.999702453613,-34.846134185791,0.2,1.4,2.46,18.8,12.78,31.73,4.24,3.51,5.46
NA,"Whitsunday",149.715850830078,-20.0136013031006,0.2,2.89,3.77,16.13,11.19,26.5,3.11,2.67,3.86
"QLDNorth","Whitsunday",148.560501098633,-19.9888191223145,0.2,2.5,3.6,9.23,6.87,13.79,2.48,2.18,2.95
"SA","Yankalilla",138.237152099609,-35.4988975524902,0.2,1.79,2.86,9.42,6.97,14.22,3.38,2.87,4.24
"VIC","Mornington Peninsula",144.851089477539,-38.3629608154297,0.2,1.37,1.71,11.46,8.45,17.22,8.34,6.25,12.4
"WANorth","Exmouth",114.142738342285,-21.7975425720215,0.2,1.97,3.98,13.28,9.47,21.01,1.78,1.63,2
"WANorth","Wyndham-East Kimberley",128.772811889648,-14.8344984054565,0.2,4.33,5.16,16.81,11.67,27.49,3.44,2.91,4.35
"WASouth","Manjimup",116.738777160645,-35.0417938232422,0.2,1.38,1.76,14.64,10.3,23.55,8.64,6.56,12.51
"QLDNorth","Mornington",139.676879882812,-16.4017772674561,0.2,3.44,4.64,3.17,2.73,3.9,1.94,1.78,2.19
"QLDNorth","Torres",142.168746948242,-10.2303152084351,0.2,2.47,3.11,10.46,7.62,16.15,3.79,3.19,4.79
"WANorth","Karratha",116.95361328125,-20.6833477020264,0.2,4.2,5.4,4.68,3.74,6.41,1.93,1.75,2.22
"QLDNorth","Cairns",145.972595214844,-16.7534255981445,0.2,2.18,2.76,20.8,13.8,36.53,6.66,5.15,9.48
"WASouth","Rockingham",115.689399719238,-32.2365188598633,0.2,1.42,1.8,8.69,6.61,12.55,4.96,4.04,6.54
"QLDNorth","Burdekin",147.409255981445,-19.3074054718018,0.2,2.54,3.08,11.13,8.09,17.17,4.52,3.69,5.97
"NT","East Arnhem",135.678955078125,-11.9292297363281,0.2,2.47,2.73,8.29,6.25,12.21,4.9,3.94,6.62
"QLDNorth","Northern Peninsula Area",142.102737426758,-10.9672031402588,0.2,2.57,2.88,5.29,4.22,7.22,3.7,3.1,4.72
"WASouth","Augusta Margaret River",115.021179199219,-34.2565498352051,0.2,1.5,3.56,9.18,6.78,13.93,2.3,2.06,2.67
"QLDNorth","Torres",142.871856689453,-10.0437240600586,0.2,2.42,2.9,13.99,9.91,22.3,15.27,10.59,25.16
"WANorth","East Pilbara",119.774200439453,-19.9569301605225,0.2,4.14,4.51,5.56,4.43,7.59,3.38,2.85,4.27
"WANorth","Broome",122.248458862305,-17.1136341094971,0.2,5.48,6.03,9.33,6.96,13.89,4.25,3.47,5.65
"QLDNorth","Cassowary Coast",146.335098266602,-18.3602714538574,0.2,2.57,2.79,10.23,7.52,15.56,6.22,4.88,8.68
"SA","Whyalla",137.440902709961,-33.2315673828125,0.2,2.93,3.24,3.79,3.19,4.78,3.8,3.19,4.82
"SA","Yorke Peninsula",137.768692016602,-35.0113372802734,0.2,2.26,2.92,10.81,7.84,16.79,4.47,3.69,5.77
"WANorth","Broome",123.314888000488,-17.0903549194336,0.2,5.5,5.93,8.43,6.38,12.28,3.86,3.17,5.09
"QLDNorth","Torres",142.684844970703,-10.917688369751,0.2,2.36,2.69,22.94,15.19,40.13,13.67,9.69,21.79
"QLDNorth","Mornington",139.580749511719,-17.1097755432129,0.2,3.55,4.74,2.77,2.41,3.34,1.8,1.67,2
"WANorth","Broome",123.159187316895,-16.3905277252197,0.2,5.47,6.28,10.09,7.46,15.18,2.8,2.42,3.43
"WANorth","Karratha",116.191215515137,-20.8251476287842,0.2,1.96,3.33,14.06,9.88,22.72,2.11,1.89,2.48
"QLDSouth","Gold Coast",153.519638061523,-28.1603393554688,0.2,1.58,2.12,40.65,25.33,76.75,6.07,4.7,8.69
"QLDNorth","Torres",142.706924438477,-10.9305419921875,0.2,2.36,2.71,23.48,15.47,41.39,12.97,9.28,20.39
"WANorth","Shark Bay",113.505187988281,-25.5005359649658,0.2,1.68,2.46,7.5,5.65,11.12,3.29,2.79,4.14
"SA","Unincorporated SA",133.50520324707,-32.3217849731445,0.2,2.33,4.08,6.87,5.26,9.94,2.55,2.25,3.03
"QLDNorth","Palm Island",146.686508178711,-18.7334079742432,0.2,2.55,3.66,11.53,8.38,17.75,3.26,2.77,4.1
"WANorth","Wyndham-East Kimberley",127.829887390137,-14.3628454208374,0.2,4.33,5.12,16.85,11.91,26.67,3.46,2.91,4.42
"WANorth","Wyndham-East Kimberley",125.901412963867,-14.5167436599731,0.2,4.42,4.54,9.29,6.88,14,9.08,6.65,14.01
"NT","East Arnhem",136.830047607422,-13.7504892349243,0.2,1.97,2.82,5.87,4.6,8.2,2.56,2.25,3.08
"QLDNorth","Lockhart River",143.545196533203,-12.843300819397,0.2,2.02,2.84,34.53,21.6,65.33,11.32,8.14,17.81
"QLDNorth","Cook",143.759353637695,-13.9299163818359,0.2,2.11,2.51,25.53,16.42,46.83,13.15,9.16,21.75
"QLDNorth","Torres",142.325164794922,-10.6027498245239,0.2,2.44,2.66,11.57,8.33,18.12,12.05,8.47,19.67
"WANorth","Karratha",115.705352783203,-21.2753944396973,0.2,2.01,2.33,10.13,7.32,15.9,4.9,3.89,6.8
"QLDNorth","Isaac",149.581100463867,-22.1410808563232,0.2,4.29,4.7,5.54,4.39,7.59,3.45,2.91,4.35
"WANorth","Karratha",116.686172485352,-20.527889251709,0.2,4.03,4.93,8.5,6.34,12.73,2.51,2.19,3.05
"WANorth","Wyndham-East Kimberley",125.128280639648,-14.4441356658936,0.2,4.42,5.38,9.06,6.76,13.48,2.7,2.34,3.3
