"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'peel_inlet-plpee01-aus-bom'",31,115.713889,-32.592222,0.54,1.68,91.16,93.1,89.27
"'perth_barrack_street_jetty-6223a-aus-bom'",29,115.8573,-31.9597,0.54,1.76,202.43,205.97,198.95
"'point_lonsdale-60730-aus-bom'",56,144.6139,-38.2919,0.54,1.92,1698.59,1714.69,1682.65
"'point_richards_corio_bay-60757-aus-bom'",20,144.65,-38.1,0.54,1.71,1362.29,1386.27,1338.72
"'port_adelaide_inner_harbor-61610-aus-bom'",54,138.5,-34.85,0.54,3.18,36.59,37.3,35.88
"'port_adelaide_outer_harbor-61600-aus-bom'",77,138.4807,-34.7798,0.54,3.08,39.64,40.28,39
"'port_alma-59690-aus-bom'",36,150.8667,-23.585,0.54,3.66,634.37,643.33,625.53
"'port_douglas-59040-aus-bom'",23,145.4667,-16.4833,0.54,2.61,513.81,522.83,504.94
"'port_giles-61685-aus-bom'",26,137.7683,-35.0218,0.54,2.78,77.2,79.1,75.35
"port_hacking_decomm-214451-aus-csiro",24,151.14608,-34.076911,0.54,1.98,8490.34,8589.38,8392.43
"'port_hedland-169a-aus-uhslc'",43,118.575,-20.318,0.54,4.54,64.62,65.94,63.31
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.54,4.54,64.62,65.94,63.31
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.54,1.94,18009.64,18166.67,17853.97
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.54,1.94,18009.64,18166.67,17853.97
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.54,2.43,81.29,82.66,79.93
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.54,1.99,1433.59,1454.1,1413.37
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.54,3.55,20.63,21.02,20.24
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.54,1.99,10668.35,10781.13,10556.75
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.54,1.71,2409.99,2435.72,2384.54
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.54,1.71,2409.99,2435.72,2384.54
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.54,1.63,1584.11,1604.71,1563.77
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.54,3.59,181.84,185.37,178.37
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.54,3.59,181.84,185.37,178.37
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.54,3.33,326.3,332.51,320.21
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.54,3.28,595.76,605.58,586.11
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.54,1.69,2941.33,2973.11,2909.88
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.54,1.69,2941.33,2973.11,2909.88
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.54,1.99,7273.7,7350.25,7197.94
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.54,2.73,104.28,105.95,102.63
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.54,2.73,104.28,105.95,102.63
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.54,2.81,222.9,227.51,218.39
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.54,3.12,111.66,113.26,110.09
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.54,3.12,111.66,113.26,110.09
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.54,3.24,20.75,21.43,20.09
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.54,1.92,24196.38,24488.67,23907.58
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.54,3.01,1061.63,1075.16,1048.27
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.54,2.25,117,118.88,115.15
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.54,2.82,28.11,28.9,27.34
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.54,2.89,22.59,23.2,22
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.54,1.67,1083.22,1098.48,1068.17
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.54,2.69,265.4,269.65,261.21
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.54,3.42,18.79,19.48,18.12
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.54,4.62,8328.43,8404.61,8252.94
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.54,4.62,8328.43,8404.61,8252.94
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.54,1.86,56981.87,57563.27,56406.34
