"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'albany-62120-aus-bom'",51,117.8926,-35.0337,0.04,1.18,1.83,1.85,1.81
"'batemans_bay_princess_jetty-216410-aus-bom'",22,150.1779,-35.7049,0.04,1.47,1.73,1.76,1.71
"'bermagui-219470-aus-bom'",29,150.0715333,-36.42633887,0.04,1.44,1.9,1.92,1.88
"'booby_island-336a-aus-uhslc'",34,141.91,-10.603,0.04,2.46,1.5,1.52,1.47
"'booby_island-58230-aus-bom'",34,141.9101,-10.6026,0.04,2.46,1.5,1.52,1.47
"'botany_bay-60390-aus-bom'",33,151.2204,-33.9684,0.04,1.42,2.29,2.31,2.27
"'bowen-59320-aus-bom'",35,148.25,-20.025,0.04,2.43,1.44,1.47,1.41
"'brisbane_bar-59980-aus-bom'",49,153.1719,-27.3608,0.04,1.76,2.39,2.4,2.37
"'brisbane-331a-aus-uhslc'",49,153.167,-27.367,0.04,1.76,2.39,2.4,2.37
"'broome-166a-aus-uhslc'",44,122.218,-18.002,0.04,5.63,1.29,1.32,1.26
"'broome-62650-aus-bom'",44,122.2186,-18.0008,0.04,5.63,1.29,1.32,1.26
"'brunswick_heads-202403-aus-bom'",30,153.55211,-28.53681115,0.04,1.54,1.8,1.82,1.77
"'bunbury-62190-aus-bom'",53,115.66,-33.3234,0.04,1.48,1.4,1.42,1.37
"'bundaberg_burnett_heads-59820-aus-bom'",53,152.3833,-24.7667,0.04,2.31,1.52,1.54,1.5
"'bundaberg-332a-aus-uhslc'",53,152.38,-24.767,0.04,2.31,1.52,1.54,1.5
"'burnie-344a-aus-uhslc'",43,145.915,-41.05,0.04,2.17,1.59,1.61,1.57
"'burnie-60910-aus-bom'",43,145.9111,-41.0528,0.04,2.17,1.59,1.61,1.57
"'caddadup-dvcad01-aus-bom'",25,115.643056,-32.609444,0.04,1.09,1.55,1.57,1.52
"'cairns-59060-aus-bom'",47,145.78,-16.9267,0.04,2.15,1.52,1.55,1.5
"'cape_bouvard-dvbvd01-aus-bom'",20,115.629983,-32.601376,0.04,1.24,1.51,1.54,1.47
"'cape_ferguson-343a-aus-uhslc'",30,147.058,-19.277,0.04,2.58,1.4,1.43,1.37
"'cape_ferguson-59260-aus-bom'",35,147.0583,-19.2767,0.04,2.51,1.43,1.46,1.41
"'cape_ferguson-h033007a-aus-bom'",30,147.05,-19.27,0.04,2.58,1.4,1.43,1.37
"'cardwell-h035012a-aus-bom'",25,146.03,-18.25,0.04,2.95,1.27,1.31,1.22
"'carnarvon-167a-aus-uhslc'",41,113.652,-24.898,0.04,1.54,1.47,1.5,1.45
"'carnarvon-62370-aus-bom'",41,113.651,-24.8987,0.04,1.54,1.47,1.5,1.45
"'clump_point-59168-aus-bom'",35,146.1053,-17.8515,0.04,2.34,1.47,1.5,1.44
"'cocos-171a-aus-uhslc'",32,96.892,-12.117,0.04,1.2,1.95,1.97,1.93
"'coffs_harbour-205470-aus-bom'",20,153.1460611,-30.30285837,0.04,1.62,1.8,1.83,1.78
"'cooktown-58940-aus-bom'",27,145.25,-15.4667,0.04,2.02,1.64,1.66,1.61
"'cooktown-h066003a-aus-bom'",20,145.25,-15.45,0.04,2.13,1.49,1.53,1.46
"'crookhaven_heads-215408-aus-bom'",25,150.7592,-34.9066,0.04,1.42,1.73,1.76,1.71
"crowdy_head_fuel_wharf_decomm-208470-aus-csiro",24,152.750811,-31.839236,0.04,1.62,1.78,1.8,1.75
"'darwin-168a-aus-uhslc'",56,130.847,-12.472,0.04,4.1,1.66,1.68,1.64
"'darwin-63230-aus-bom'",56,130.8459,-12.4718,0.04,4.1,1.66,1.68,1.64
"'devonport-60930-aus-bom'",28,146.3833,-41.15,0.04,2.17,1.61,1.64,1.58
"'eden-60530-aus-bom'",31,149.9083,-37.0712,0.04,1.48,1.79,1.81,1.76
"'esperance-176a-aus-uhslc'",54,121.897,-33.87,0.04,1.32,1.63,1.65,1.62
"'esperance-62080-aus-bom'",54,121.8954,-33.8709,0.04,1.32,1.63,1.65,1.62
"'exmouth-62435-aus-bom'",25,114.1409,-21.9549,0.04,2.1,1.33,1.37,1.29
"'forster-209402-aus-bom'",24,152.5082112,-32.17398888,0.04,1.22,2.11,2.13,2.09
"'fort_denison-333a-aus-uhslc'",103,151.227,-33.855,0.04,1.46,2.05,2.06,2.04
"'fremantle-175a-aus-uhslc'",110,115.733,-32.05,0.04,1.32,1.47,1.48,1.46
"'fremantle-62230-aus-bom'",110,115.7395,-32.0558,0.04,1.32,1.47,1.48,1.46
"'geelong-60770-aus-bom'",43,144.3633,-38.1467,0.04,1.19,1.72,1.74,1.7
"'georgetown-60950-aus-bom'",28,146.82,-41.11,0.04,2.15,1.58,1.61,1.56
"'geraldton-62290-aus-bom'",54,114.6019,-28.776,0.04,1.2,1.66,1.68,1.64
"'gladstone-59750-aus-bom'",43,151.25,-23.8333,0.04,2.83,1.54,1.56,1.52
"'gold_coast_southport-60051-aus-bom'",22,153.4167,-27.9667,0.04,1.44,2.16,2.18,2.13
"'goods_island-58200-aus-bom'",27,142.1486,-10.5639,0.04,2.48,1.4,1.44,1.37
"'groote_eylandt-145a-aus-uhslc'",34,136.417,-13.86,0.04,2.08,1.26,1.3,1.22
"'harvey-dvhar01-aus-bom'",27,115.6761,-32.6835,0.04,1.2,1.4,1.43,1.37
"'hay_point-59511-aus-bom'",35,149.3033,-21.2683,0.04,4.09,1.45,1.47,1.42
"'hillarys-132a-aus-uhslc'",28,115.738,-31.825,0.04,1.29,1.51,1.54,1.48
"'hillarys-62237-aus-bom'",28,115.7386,-31.8256,0.04,1.29,1.51,1.54,1.48
"'hobart-339a-aus-uhslc'",46,147.342,-42.877,0.04,1.36,1.61,1.63,1.59
"'hobart-61220-aus-bom'",46,147.341,-42.8773,0.04,1.36,1.61,1.63,1.59
"'home_island-46280-aus-bom'",32,96.8919,-12.1167,0.04,1.2,1.95,1.97,1.93
"'hovell_pile-60721-aus-bom'",27,144.8987,-38.3271,0.04,1.19,1.67,1.7,1.65
"'ince_point-58140-aus-bom'",28,142.3117,-10.575,0.04,2.57,1.32,1.36,1.29
"'jervis_bay-216470-aus-bom'",27,150.7076,-35.12200281,0.04,1.42,2.08,2.1,2.06
"'jurien_bay-jujur01-aus-bom'",28,115.0428,-30.2872,0.04,1.2,1.69,1.71,1.66
"'karumba-63580-aus-bom'",33,140.8333,-17.4917,0.04,3.31,1.25,1.29,1.21
"'lakes_entrance_inner_bullock_island-6057a-aus-bom'",33,147.9731,-37.8852,0.04,1.23,1.47,1.49,1.44
"'lord_howe_island-57720-aus-bom'",36,159.0582,-31.5236,0.04,1.7,1.83,1.85,1.81
"'lord_howe-399a-aus-uhslc'",36,159.067,-31.517,0.04,1.7,1.83,1.85,1.81
"'lord_howe-399b-aus-uhslc'",36,159.067,-31.517,0.04,1.7,1.83,1.85,1.81
"'lorne-60790-aus-bom'",26,143.9888,-38.5472,0.04,1.66,1.95,1.97,1.92
"'lucinda_offshore-59200-aus-bom'",33,146.385,-18.5217,0.04,2.49,1.47,1.5,1.45
"'mackay_outer_harbour-59510-aus-bom'",48,149.2333,-21.1167,0.04,3.96,1.42,1.44,1.39
"'melbourne_williamstown-60780-aus-bom'",54,144.9165,-37.8657,0.04,1.18,1.72,1.74,1.7
"'melville_bay_gove_harbour-63480-aus-bom'",23,136.6717,-12.2067,0.04,2.37,1.46,1.49,1.43
"'milner_bay_groote_eylandt-63511-aus-bom'",34,136.4156,-13.8601,0.04,2.08,1.26,1.3,1.22
"'mooloolaba-59950-aus-bom'",35,153.12,-26.6867,0.04,1.56,1.98,2,1.96
"'mourilyan_harbour-59140-aus-bom'",37,146.1167,-17.6,0.04,2.03,1.69,1.71,1.66
