"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'newcastle-60310-aus-bom'",54,151.7889,-32.9238,0.04,1.44,1.96,1.97,1.95
"'onslow_beadon_creek-62470-aus-bom'",34,115.1315,-21.6497,0.04,1.8,1.71,1.73,1.69
"'patonga-212440-aus-bom'",27,151.27462,-33.55098053,0.04,1.49,2.02,2.04,2
"'peel_inlet-plpee01-aus-bom'",31,115.713889,-32.592222,0.04,1.18,1.4,1.43,1.37
"'perth_barrack_street_jetty-6223a-aus-bom'",29,115.8573,-31.9597,0.04,1.26,1.48,1.51,1.46
"'point_lonsdale-60730-aus-bom'",56,144.6139,-38.2919,0.04,1.42,1.73,1.75,1.72
"'point_richards_corio_bay-60757-aus-bom'",20,144.65,-38.1,0.04,1.21,1.71,1.74,1.68
"'port_adelaide_inner_harbor-61610-aus-bom'",54,138.5,-34.85,0.04,2.68,1.31,1.33,1.28
"'port_adelaide_outer_harbor-61600-aus-bom'",77,138.4807,-34.7798,0.04,2.58,1.31,1.33,1.29
"'port_alma-59690-aus-bom'",36,150.8667,-23.585,0.04,3.16,1.61,1.64,1.59
"'port_douglas-59040-aus-bom'",23,145.4667,-16.4833,0.04,2.11,1.59,1.62,1.56
"'port_giles-61685-aus-bom'",26,137.7683,-35.0218,0.04,2.28,1.38,1.41,1.35
"port_hacking_decomm-214451-aus-csiro",24,151.14608,-34.076911,0.04,1.48,1.95,1.98,1.93
"'port_hedland-169a-aus-uhslc'",43,118.575,-20.318,0.04,4.04,1.36,1.39,1.33
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.04,4.04,1.36,1.39,1.33
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.04,1.44,2.07,2.08,2.05
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.04,1.44,2.07,2.08,2.05
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.04,1.93,1.39,1.41,1.36
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.04,1.49,1.71,1.74,1.69
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.04,3.05,1.25,1.28,1.23
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.04,1.49,1.99,2.01,1.97
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.04,1.21,1.78,1.8,1.76
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.04,1.21,1.78,1.8,1.76
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.04,1.13,1.73,1.75,1.7
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.04,3.09,1.47,1.5,1.44
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.04,3.09,1.47,1.5,1.44
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.04,2.83,1.54,1.56,1.51
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.04,2.78,1.61,1.63,1.58
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.04,1.19,1.81,1.83,1.79
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.04,1.19,1.81,1.83,1.79
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.04,1.49,1.93,1.95,1.91
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.04,2.23,1.41,1.43,1.39
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.04,2.23,1.41,1.43,1.39
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.04,2.31,1.49,1.52,1.46
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.04,2.62,1.42,1.44,1.4
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.04,2.62,1.42,1.44,1.4
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.04,2.74,1.25,1.29,1.21
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.04,1.42,2.11,2.14,2.09
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.04,2.51,1.68,1.7,1.65
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.04,1.75,1.42,1.45,1.4
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.04,2.32,1.28,1.32,1.25
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.04,2.39,1.26,1.29,1.23
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.04,1.17,1.68,1.7,1.65
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.04,2.19,1.51,1.54,1.49
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.04,2.92,1.24,1.29,1.2
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.04,4.12,1.95,1.97,1.93
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.04,4.12,1.95,1.97,1.93
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.04,1.36,2.25,2.27,2.23
