"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'mourilyan_harbour-59140-aus-bom'",37,146.1167,-17.6,0.38,2.37,142.81,144.62,141.03
"'newcastle-60310-aus-bom'",54,151.7889,-32.9238,0.38,1.78,597,601.53,592.5
"'onslow_beadon_creek-62470-aus-bom'",34,115.1315,-21.6497,0.38,2.14,161.5,163.67,159.37
"'patonga-212440-aus-bom'",27,151.27462,-33.55098053,0.38,1.83,809.81,818.16,801.55
"'peel_inlet-plpee01-aus-bom'",31,115.713889,-32.592222,0.38,1.52,23.94,24.45,23.44
"'perth_barrack_street_jetty-6223a-aus-bom'",29,115.8573,-31.9597,0.38,1.6,41.97,42.7,41.25
"'point_lonsdale-60730-aus-bom'",56,144.6139,-38.2919,0.38,1.76,187.51,189.29,185.75
"'point_richards_corio_bay-60757-aus-bom'",20,144.65,-38.1,0.38,1.55,160.54,163.37,157.77
"'port_adelaide_inner_harbor-61610-aus-bom'",54,138.5,-34.85,0.38,3.02,12.59,12.84,12.35
"'port_adelaide_outer_harbor-61600-aus-bom'",77,138.4807,-34.7798,0.38,2.92,13.32,13.54,13.11
"'port_alma-59690-aus-bom'",36,150.8667,-23.585,0.38,3.5,93.76,95.08,92.45
"'port_douglas-59040-aus-bom'",23,145.4667,-16.4833,0.38,2.45,80.84,82.25,79.44
"'port_giles-61685-aus-bom'",26,137.7683,-35.0218,0.38,2.62,21.3,21.82,20.79
"port_hacking_decomm-214451-aus-csiro",24,151.14608,-34.076911,0.38,1.82,581.83,588.62,575.12
"'port_hedland-169a-aus-uhslc'",43,118.575,-20.318,0.38,4.38,18.79,19.18,18.41
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.38,4.38,18.79,19.18,18.41
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.38,1.78,987.68,996.29,979.14
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.38,1.78,987.68,996.29,979.14
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.38,2.27,22.08,22.46,21.72
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.38,1.83,166.41,168.79,164.07
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.38,3.39,8.41,8.57,8.25
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.38,1.83,683.26,690.48,676.11
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.38,1.55,239.85,242.41,237.32
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.38,1.55,239.85,242.41,237.32
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.38,1.47,178.53,180.85,176.23
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.38,3.43,38.92,39.67,38.18
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.38,3.43,38.92,39.67,38.18
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.38,3.17,58.73,59.84,57.63
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.38,3.12,89.71,91.19,88.25
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.38,1.53,275.95,278.93,273
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.38,1.53,275.95,278.93,273
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.38,1.83,521.83,527.32,516.4
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.38,2.57,26.32,26.74,25.9
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.38,2.57,26.32,26.74,25.9
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.38,2.65,44.91,45.84,44.01
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.38,2.96,27.61,28.01,27.23
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.38,2.96,27.61,28.01,27.23
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.38,3.08,8.45,8.72,8.18
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.38,1.76,1215.8,1230.48,1201.29
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.38,2.85,134.71,136.42,133.01
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.38,2.09,28.54,28.99,28.08
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.38,2.66,10.46,10.76,10.17
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.38,2.73,8.97,9.21,8.73
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.38,1.51,136.63,138.55,134.73
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.38,2.53,50.78,51.6,49.98
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.38,3.26,7.88,8.17,7.6
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.38,4.46,574,579.25,568.8
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.38,4.46,574,579.25,568.8
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.38,1.7,2221.41,2244.08,2198.98
