"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'lucinda_offshore-59200-aus-bom'",33,146.385,-18.5217,0.32,2.77,22.27,22.68,21.88
"'mackay_outer_harbour-59510-aus-bom'",48,149.2333,-21.1167,0.32,4.24,16.14,16.42,15.87
"'melbourne_williamstown-60780-aus-bom'",54,144.9165,-37.8657,0.32,1.46,76.22,76.97,75.47
"'melville_bay_gove_harbour-63480-aus-bom'",23,136.6717,-12.2067,0.32,2.65,20.41,20.86,19.98
"'milner_bay_groote_eylandt-63511-aus-bom'",34,136.4156,-13.8601,0.32,2.36,6.35,6.55,6.16
"'mooloolaba-59950-aus-bom'",35,153.12,-26.6867,0.32,1.84,233.51,235.86,231.18
"'mourilyan_harbour-59140-aus-bom'",37,146.1167,-17.6,0.32,2.31,65.24,66.07,64.43
"'newcastle-60310-aus-bom'",54,151.7889,-32.9238,0.32,1.72,217.6,219.25,215.96
"'onslow_beadon_creek-62470-aus-bom'",34,115.1315,-21.6497,0.32,2.08,72.36,73.33,71.41
"'patonga-212440-aus-bom'",27,151.27462,-33.55098053,0.32,1.77,281.3,284.2,278.43
"'peel_inlet-plpee01-aus-bom'",31,115.713889,-32.592222,0.32,1.46,14.5,14.81,14.2
"'perth_barrack_street_jetty-6223a-aus-bom'",29,115.8573,-31.9597,0.32,1.54,23.26,23.67,22.86
"'point_lonsdale-60730-aus-bom'",56,144.6139,-38.2919,0.32,1.7,82.06,82.84,81.29
"'point_richards_corio_bay-60757-aus-bom'",20,144.65,-38.1,0.32,1.49,72,73.27,70.76
"'port_adelaide_inner_harbor-61610-aus-bom'",54,138.5,-34.85,0.32,2.96,8.44,8.61,8.28
"'port_adelaide_outer_harbor-61600-aus-bom'",77,138.4807,-34.7798,0.32,2.86,8.85,9,8.71
"'port_alma-59690-aus-bom'",36,150.8667,-23.585,0.32,3.44,45.78,46.42,45.14
"'port_douglas-59040-aus-bom'",23,145.4667,-16.4833,0.32,2.39,40.4,41.11,39.7
"'port_giles-61685-aus-bom'",26,137.7683,-35.0218,0.32,2.56,13.14,13.46,12.82
"port_hacking_decomm-214451-aus-csiro",24,151.14608,-34.076911,0.32,1.76,212.94,215.42,210.48
"'port_hedland-169a-aus-uhslc'",43,118.575,-20.318,0.32,4.32,11.82,12.07,11.59
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.32,4.32,11.82,12.07,11.59
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.32,1.72,332.49,335.39,329.62
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.32,1.72,332.49,335.39,329.62
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.32,2.21,13.55,13.78,13.32
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.32,1.77,74.21,75.27,73.17
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.32,3.33,6.01,6.13,5.9
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.32,1.77,243.79,246.37,241.24
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.32,1.49,100.96,102.04,99.9
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.32,1.49,100.96,102.04,99.9
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.32,1.41,78.74,79.76,77.72
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.32,3.37,21.83,22.26,21.41
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.32,3.37,21.83,22.26,21.41
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.32,3.11,30.87,31.46,30.29
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.32,3.06,44.1,44.83,43.39
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.32,1.47,113.61,114.84,112.4
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.32,1.47,113.61,114.84,112.4
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.32,1.77,194.29,196.33,192.27
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.32,2.51,15.7,15.95,15.45
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.32,2.51,15.7,15.95,15.45
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.32,2.59,24.63,25.14,24.13
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.32,2.9,16.35,16.59,16.12
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.32,2.9,16.35,16.59,16.12
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.32,3.02,6.03,6.23,5.84
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.32,1.7,396.08,400.86,391.35
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.32,2.79,62.11,62.9,61.33
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.32,2.03,16.81,17.08,16.55
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.32,2.6,7.22,7.42,7.02
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.32,2.67,6.34,6.51,6.18
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.32,1.45,62.86,63.74,61.98
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.32,2.47,27.31,27.75,26.88
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.32,3.2,5.69,5.9,5.49
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.32,4.4,210.52,212.45,208.61
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.32,4.4,210.52,212.45,208.61
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.32,1.64,657.98,664.7,651.34
