"state","lga","longitude","latitude","SLR","SWL_AEPPC","MTWL_AEPPC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"WASouth","Albany",117.89533996582,-35.1227531433105,0.94,2.12,3.29,236492.43,47353.54,2077907.43,557.29,243.84,1706.69
NA,"Mackay",150.928894042969,-20.4258937835693,0.94,4.62,6.07,3712408.6,505527.71,55659668.94,77.33,42.26,178.55
"NSW","Wollongong",150.916046142578,-34.4743537902832,0,1.49,2.23,1,1,1,1,1,1
"NT","East Arnhem",136.368728637695,-13.844162940979,0,1.82,2.27,1,1,1,1,1,1
"QLDNorth","Townsville",147.064956665039,-19.2769813537598,0,2.33,3.59,1,1,1,1,1,1
"QLDSouth","Bundaberg",152.412872314453,-24.7567653656006,0,2.11,2.75,1,1,1,1,1,1
"SA","Onkaparinga",138.461669921875,-35.1174468994141,0,2.4,3.27,1,1,1,1,1,1
"TAS","Burnie",145.898666381836,-41.0429649353027,0,2.06,2.77,1,1,1,1,1,1
"VIC","Surf Coast",143.978164672852,-38.5659713745117,0,1.7,2.03,1,1,1,1,1,1
"WANorth","Broome",122.211631774902,-18.0006217956543,0,5.39,5.59,1,1,1,1,1,1
"WASouth","Esperance",121.899345397949,-33.8684463500977,0,1.33,1.92,1,1,1,1,1,1
NA,"Whitsunday",149.818756103516,-20.0906581878662,0,2.69,3.93,1,1,1,1,1,1
"NSW","Bega Valley",149.979293823242,-37.4584083557129,0.9,2.34,3.41,443423.35,82162.11,4318061.49,196.99,92.35,569.84
"NT","Tiwi Islands",131.151779174805,-11.246729850769,0.9,4.87,5.83,3591069.32,505716.55,50727413.89,400.14,173.68,1272.41
"QLDNorth","Whitsunday",148.712020874023,-20.5181045532227,0.9,3.84,4.04,1250.83,471.08,4800.03,390.59,170.95,1224.65
"QLDSouth","Bundaberg",152.196136474609,-24.648962020874,0.9,3.02,3.58,1839725.49,264446.62,26125809.31,2816.63,906.94,13751.95
"SA","Franklin Harbour",136.99674987793,-33.7267532348633,0.9,2.95,3.81,2927.15,1035.27,11934.12,280.46,131.73,787.59
"TAS","George Town",146.880859375,-41.0161895751953,0.9,2.95,3.67,220241.13,44960.9,1876257.24,2231.28,814.13,8739.19
"VIC","Mornington Peninsula",145.028579711914,-38.2162742614746,0.9,2.04,2.64,157580.67,33632.29,1263572.1,2948.27,998.81,13013.21
"WANorth","Derby-West Kimberley",123.475112915039,-17.3458309173584,0.9,6.18,6.66,26412.57,6655.4,174872.38,344.41,146.26,1156.93
"WASouth","Albany",117.89533996582,-35.1227531433105,0.9,2.08,3.25,139683.2,29950.31,1118899.39,425.82,192.98,1243.41
NA,"Mackay",150.928894042969,-20.4258937835693,0.9,4.58,6.03,1950275.43,289089.57,26058123.96,64.27,36.04,143.2
