"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"VIC","Queenscliffe",144.631576538086,-38.2900199890137,0.1,1.53,2.74,3.3,2.78,4.18,2.01,1.81,2.33
"NT","Darwin",130.789474487305,-12.4139251708984,0.1,4.02,5,8.48,6.31,12.77,1.71,1.58,1.91
"SA","Victor Harbor",138.631576538086,-35.5991897583008,0.1,1.81,2.67,2.4,2.15,2.79,2.02,1.82,2.34
"WASouth","Albany",117.894737243652,-35.1271858215332,0.1,1.3,4.08,3.51,3.01,4.31,1.38,1.33,1.46
"SA","Unincorporated SA",135.894729614258,-34.6957054138184,0.1,1.88,3.81,2.7,2.37,3.23,1.64,1.53,1.81
"WASouth","Esperance",121.894737243652,-33.8696632385254,0.1,1.4,1.77,3.18,2.73,3.9,2.15,1.95,2.45
"SA","Unincorporated SA",133.052627563477,-32.1043510437012,0.1,2.38,4.42,2.07,1.89,2.34,1.38,1.32,1.46
"WASouth","Greater Geraldton",114.57893371582,-28.7936973571777,0.1,1.18,3.11,4.99,3.96,6.89,1.61,1.51,1.77
"NSW","Newcastle",151.789474487305,-32.9031105041504,0.1,1.4,3.48,12.4,8.51,21.21,1.48,1.4,1.61
"VIC","Hobsons Bay",144.894729614258,-37.8758659362793,0.1,1.29,1.59,3.28,2.75,4.23,2.31,2.05,2.73
"QLDSouth","Bundaberg",152.421051025391,-24.754753112793,0.1,2.15,3.12,8.52,6.26,13.1,2.02,1.81,2.38
"WASouth","Bunbury",115.631576538086,-33.2998161315918,0.1,1.43,3.93,2.84,2.48,3.42,1.38,1.32,1.46
"TAS","Clarence",147.368423461914,-42.9977073669434,0.1,1.36,1.66,3.97,3.25,5.26,3.04,2.59,3.79
"WANorth","Port Hedland",118.578948974609,-20.2841644287109,0.1,3.82,5.23,4.12,3.35,5.52,1.43,1.35,1.56
"WANorth","Wyndham-East Kimberley",128.105255126953,-15.3765287399292,0.1,3.91,4.99,17252226781481064448,11456899817762785280,26180079637854056448,2.15,1.91,2.56
"QLDSouth","Brisbane",153.157897949219,-27.3544616699219,0.1,1.75,3.25,25.59,15.85,50.53,1.67,1.54,1.88
"VIC","Greater Geelong",144.421051025391,-38.2900199890137,0.1,1.28,2.06,3.58,2.98,4.65,2.26,2,2.68
"TAS","Burnie",145.894729614258,-41.0038528442383,0.1,2.18,3.32,3.75,3.12,4.83,1.77,1.64,1.98
"WANorth","Carnarvon",113.631576538086,-24.8980293273926,0.1,1.24,2.19,47.05,26.81,104.15,2.18,1.93,2.62
"QLDNorth","Mackay",149.263153076172,-21.1209907531738,0.1,3.71,4.69,7.93,5.89,12.03,1.93,1.74,2.23
"TAS","George Town",146.789474487305,-41.0435485839844,0.1,2.14,3.82,3.97,3.26,5.25,1.58,1.48,1.72
"WANorth","Broome",122.210517883301,-17.997501373291,0.1,5.35,5.9,3.3,2.79,4.14,2.05,1.84,2.4
"QLDNorth","Cairns",145.842102050781,-16.8426761627197,0.1,1.99,2.72,8.85,6.48,13.71,3.07,2.59,3.92
"NT","East Arnhem",136.684204101562,-12.2082605361938,0.1,2.2,2.59,5.64,4.39,8.02,2.93,2.5,3.68
"QLDNorth","Aurukun",141.789474487305,-12.6707773208618,0.1,2.12,3.91,2.72,2.33,3.41,1.38,1.32,1.47
"QLDNorth","Gladstone",151.421051025391,-23.9397563934326,0.1,2.65,3.59,10.07,7.23,16.02,2.21,1.95,2.64
"NSW","Unincorporated NSW",159.052627563477,-31.5230770111084,0.1,1.62,4.01,16.84,11.15,30.14,1.49,1.41,1.62
"VIC","East Gippsland",147.947357177734,-37.9173851013184,0.1,1.12,2.46,4.59,3.73,6.11,1.57,1.46,1.72
"QLDNorth","Gladstone",151.315795898438,-23.7953815460205,0.1,2.66,3.68,8.98,6.56,13.91,2.04,1.83,2.39
"VIC","Bass Coast",145.105270385742,-38.4962158203125,0.1,2.2,3.72,3.2,2.7,4.07,1.7,1.57,1.91
"NSW","Bega Valley",149.947372436523,-37.0825157165527,0.1,1.43,2.44,9.88,7.03,16.05,1.89,1.72,2.16
"NT","East Arnhem",136.421051025391,-13.7977819442749,0.1,1.71,2.2,3.54,2.93,4.64,2.03,1.83,2.36
"QLDNorth","Torres",141.894729614258,-10.6091213226318,0.1,2.44,4.14,3.49,2.89,4.56,1.44,1.36,1.54
"SA","Grant",140.684204101562,-38.0832366943359,0.1,1.26,4,4.52,3.72,5.87,1.54,1.45,1.68
"NSW","Northern Beaches",151.315795898438,-33.8259620666504,0.1,1.43,3.52,19.41,12.53,36.11,1.46,1.39,1.57
"WANorth","Karratha",116.736831665039,-20.5800476074219,0.1,3.81,5.27,4.48,3.61,6.06,1.41,1.34,1.54
"SA","Copper Coast",137.57893371582,-33.9133415222168,0.1,2.35,3.81,1.9,1.74,2.13,1.39,1.33,1.48
"QLDNorth","Townsville",147.105270385742,-19.2938747406006,0.1,2.3,2.62,7,5.24,10.57,3.13,2.64,4.01
"TAS","Devonport",146.368408203125,-41.1228675842285,0.1,2.18,3.79,3.95,3.25,5.2,1.57,1.48,1.71
"NSW","Randwick",151.263153076172,-34.0006294250488,0.1,1.42,3.63,19.14,12.39,35.48,1.44,1.37,1.54
"QLDNorth","Mackay",149.315780639648,-21.268180847168,0.1,3.88,4.93,7.59,5.68,11.41,1.85,1.68,2.12
"QLDNorth","Cassowary Coast",146.157897949219,-17.5966548919678,0.1,1.98,3.07,7,5.3,10.32,2,1.79,2.36
"TAS","Glamorgan-Spring Bay",148.052627563477,-42.5341911315918,0.1,1.24,1.9,4.57,3.68,6.18,2.18,1.96,2.54
"QLDNorth","Cassowary Coast",146.368423461914,-18.4972763061523,0.1,2.32,3.27,6.61,4.97,9.92,2.07,1.84,2.46
"WANorth","Ashburton",115.157897949219,-21.6110496520996,0.1,1.8,3.44,5.12,3.98,7.38,1.38,1.31,1.49
"WANorth","Karratha",117.157897949219,-20.5800476074219,0.1,3.86,5.37,3.63,2.97,4.84,1.38,1.31,1.49
"QLDNorth","Carpentaria",140.789474487305,-17.4963035583496,0.1,3.1,4.39,2.3,2.03,2.76,1.41,1.34,1.51
"QLDNorth","Rockhampton",150.842102050781,-23.602653503418,0.1,3.05,3.98,8.17,6.07,12.36,2.12,1.9,2.49
"QLDSouth","Sunshine Coast",153.157897949219,-26.6982269287109,0.1,1.53,2.91,12.58,8.83,20.57,1.81,1.66,2.05
"QLDNorth","Whitsunday",148.842102050781,-20.2841644287109,0.1,2.76,3.16,4.63,3.72,6.29,2.55,2.23,3.06
"QLDNorth","Torres",142.157897949219,-10.5573892593384,0.1,2.42,2.88,2.97,2.51,3.77,2.07,1.86,2.41
"QLDSouth","Fraser Coast",152.947372436523,-25.2792816162109,0.1,2.43,3.57,8.53,6.25,13.19,2.19,1.95,2.59
"SA","Unincorporated SA",137.631576538086,-33.0355453491211,0.1,2.95,4,1.76,1.63,1.94,1.46,1.38,1.57
"QLDSouth","Gold Coast",153.421051025391,-27.9603595733643,0.1,1.43,3.01,14.49,10.06,23.92,1.59,1.48,1.77
"WANorth","Karratha",116.684211730957,-20.5800476074219,0.1,3.79,5.28,4.97,3.92,6.95,1.41,1.33,1.53
"QLDNorth","Torres",142.315780639648,-10.5056486129761,0.1,2.18,2.86,8.42,6.12,13.27,3,2.59,3.68
"QLDNorth","Douglas",145.473678588867,-16.4393119812012,0.1,1.96,2.68,10.73,7.54,17.72,3.22,2.7,4.16
"NSW","Clarence Valley",153.368423461914,-29.4372825622559,0.1,1.35,3.11,19.32,12.82,34.11,1.58,1.48,1.74
"NT","Roper Gulf",136.894729614258,-15.7314138412476,0.1,1.87,3.08,2.42,2.11,2.93,1.45,1.37,1.58
"QLDNorth","Torres Strait Island",142.210525512695,-10.5056486129761,0.1,2.29,2.62,4.44,3.54,6.16,2.93,2.49,3.7
"VIC","Greater Geelong",144.736846923828,-38.1660194396973,0.1,1.26,1.57,3.34,2.8,4.3,2.32,2.07,2.73
"VIC","Mornington Peninsula",144.894729614258,-38.3313064575195,0.1,1.27,3.14,3.38,2.83,4.36,1.62,1.51,1.79
"WASouth","Joondalup",115.684211730957,-31.8365268707275,0.1,1.28,4.1,3.41,2.91,4.23,1.3,1.25,1.36
"SA","Onkaparinga",138.421051025391,-35.0841407775879,0.1,2.75,3.92,1.91,1.76,2.14,1.42,1.36,1.51
"QLDNorth","Livingstone",150.789474487305,-23.1195735931396,0.1,2.91,3.92,6.68,5.13,9.64,2,1.8,2.32
"VIC","Surf Coast",144.052627563477,-38.4962158203125,0.1,1.78,2.81,3.98,3.26,5.26,2.01,1.82,2.33
"SA","Yorke Peninsula",137.789474487305,-35.041072845459,0.1,2.42,3.28,2.05,1.87,2.3,1.54,1.46,1.66
"QLDNorth","Whitsunday",148.105270385742,-19.8392944335938,0.1,2.28,3.37,4.78,3.76,6.78,1.7,1.56,1.93
"WANorth","Exmouth",114.157897949219,-21.9531078338623,0.1,1.73,3.06,8.55,6.13,13.83,1.58,1.47,1.77
"NSW","Shoalhaven",150.736846923828,-35.0841293334961,0.1,1.39,3.39,17.18,11.21,31.66,1.47,1.39,1.59
"NSW","Coffs Harbour",153.157897949219,-30.3042221069336,0.1,1.51,3.29,23.62,14.98,44.73,1.57,1.47,1.72
"VIC","Moyne",142.263153076172,-38.4138069152832,0.1,1.28,2.7,4.04,3.35,5.22,1.97,1.78,2.28
"SA","Onkaparinga",138.421051025391,-35.1702117919922,0.1,2.75,3.93,1.92,1.77,2.15,1.42,1.36,1.51
"WANorth","Ashburton",115.473686218262,-20.6785373687744,0.1,1.7,3.06,12.17,8.53,19.99,1.61,1.49,1.82
"VIC","South Gippsland",146.473678588867,-38.7018203735352,0.1,2.07,3.12,5.5,4.38,7.5,1.84,1.69,2.07
"QLDNorth","Isaac",149.473678588867,-21.7577362060547,0.1,3.92,4.93,5.72,4.41,8.29,1.77,1.61,2.01
"QLDNorth","Cook",145.315795898438,-15.4779872894287,0.1,1.95,2.65,6.69,5.16,9.54,2.83,2.42,3.52
"VIC","Greater Geelong",144.631576538086,-38.0832366943359,0.1,1.26,1.59,3.91,3.2,5.2,2.39,2.12,2.83
NA,"Christmas Island",105.684211730957,-10.4021415710449,0.1,1.07,3,154.91,73.17,450.5,1.84,1.68,2.11
"TAS","West Coast",145,-41.8324203491211,0.1,2.1,5.21,5.39,4.26,7.48,1.45,1.38,1.57
"WASouth","Dundas",128.894729614258,-31.7470779418945,0.1,2.21,3.82,2.71,2.38,3.24,1.52,1.44,1.65
"SA","Kingston (SA)",139.684204101562,-36.9564933776855,0.1,1.85,4.21,2.25,2.03,2.58,1.44,1.37,1.55
"SA","Kangaroo Island",137.210525512695,-36.0258827209473,0.1,2.2,3.38,2.93,2.56,3.51,1.98,1.8,2.29
"TAS","Circular Head",145.315795898438,-40.7651672363281,0.1,2.16,3.45,3.97,3.3,5.11,1.71,1.59,1.91
"SA","Elliston",134.842086791992,-33.650936126709,0.1,2.03,4.44,2.13,1.93,2.42,1.34,1.29,1.42
"WASouth","Mandurah",115.684211730957,-32.5933265686035,0.1,1.17,4.14,2.62,2.32,3.1,1.29,1.25,1.35
"WANorth","Shark Bay",113.473686218262,-25.9435787200928,0.1,1.41,3.27,4.84,3.84,6.74,1.66,1.55,1.83
"VIC","Greater Geelong",144.473663330078,-38.2900199890137,0.1,1.51,2.56,3.51,2.93,4.54,2.09,1.87,2.44
"SA","Port Augusta",137.789474487305,-32.6376457214355,0.1,2.94,4.04,1.77,1.64,1.96,1.44,1.37,1.55
"QLDSouth","Noosa",153.105270385742,-26.3686771392822,0.1,1.53,2.81,11.85,8.38,19.2,1.95,1.77,2.24
"SA","Unincorporated SA",132.421051025391,-32.0151634216309,0.1,2.31,4.44,2.28,2.05,2.62,1.4,1.34,1.49
"WANorth","Derby-West Kimberley",123.578941345215,-17.2954330444336,0.1,5.26,5.59,4.74,3.73,6.74,2.48,2.14,3.09
"SA","Unincorporated SA",136.57893371582,-35.1702117919922,0.1,1.91,4.39,2.56,2.28,3.01,1.42,1.35,1.51
"WANorth","Derby-West Kimberley",123.736831665039,-16.0856781005859,0.1,5.26,6.02,4.92,3.9,6.8,1.72,1.57,1.97
"WANorth","Ashburton",115,-21.464204788208,0.1,1.73,3.32,8.88,6.42,14.11,1.43,1.35,1.55
"SA","Wattle Range",140,-37.5011253356934,0.1,1.31,4.13,3.64,3.09,4.51,1.51,1.42,1.63
"QLDNorth","Torres",142.631576538086,-10.7125587463379,0.1,2.16,2.98,10.38,7.35,16.96,2.77,2.4,3.38
"TAS","Huon Valley",147.105270385742,-43.3047904968262,0.1,1.37,1.61,3.87,3.17,5.14,3.15,2.63,4.08
"QLDNorth","Torres",142.421051025391,-10.4539003372192,0.1,2.17,2.85,9.41,6.76,15.06,3.16,2.7,3.92
NA,"Unincorporated SA",135.736846923828,-35.7701301574707,0.1,1.71,5.09,4.95,4,6.62,1.38,1.32,1.47
NA,"Robe",139.526321411133,-37.542854309082,0.1,1.23,4.44,5.14,4.15,6.88,1.45,1.38,1.56
"SA","Unincorporated SA",136.157897949219,-34.9979820251465,0.1,1.88,3.31,2.71,2.38,3.22,1.66,1.55,1.82
"VIC","Unincorporated Vic",146.526321411133,-38.9068374633789,0.1,2.11,3.07,4.47,3.63,5.96,1.89,1.74,2.13
"WANorth","Shark Bay",114.157897949219,-26.3686771392822,0.1,1.55,3.35,2.93,2.5,3.67,1.53,1.44,1.65
NA,"Fraser Coast",153.526321411133,-24.9457492828369,0.1,2.38,4.16,14.96,10.33,24.91,1.7,1.57,1.9
"WASouth","Rockingham",115.684211730957,-32.3269386291504,0.1,1.11,4.23,3,2.6,3.64,1.28,1.24,1.34
"WASouth","Nedlands",115.736831665039,-31.9705352783203,0.1,1.28,4.19,3.39,2.89,4.2,1.28,1.24,1.34
"WANorth","Exmouth",114.105262756348,-22.0994510650635,0.1,1.79,3.03,5.14,3.98,7.44,1.78,1.62,2.04
"WANorth","Ashburton",115.526313781738,-20.826171875,0.1,1.74,2.98,8.06,6,12.17,1.58,1.46,1.77
"SA","Kangaroo Island",137.947372436523,-35.684700012207,0.1,1.93,2.74,2.03,1.85,2.28,1.61,1.51,1.76
"SA","Cleve",136.578948974609,-33.9569969177246,0.1,2.24,3.28,2.13,1.94,2.42,1.51,1.43,1.63
"SA","Lower Eyre Peninsula",136.052627563477,-34.8685684204102,0.1,1.88,2.61,2.74,2.41,3.27,1.88,1.73,2.1
"SA","Whyalla",137.789474487305,-32.9914245605469,0.1,2.96,4.03,1.75,1.63,1.94,1.45,1.38,1.56
"SA","Yorke Peninsula",137.368423461914,-34.9117164611816,0.1,2.39,3.97,2.12,1.92,2.41,1.4,1.34,1.49
"QLDNorth","Mackay",149.894729614258,-21.0227813720703,0.1,3.88,5.04,7.79,5.8,11.76,1.89,1.71,2.18
"VIC","East Gippsland",148,-37.9173889160156,0.1,1.11,2.55,4.69,3.8,6.28,1.56,1.46,1.71
NA,"Mackay",150.315780639648,-20.0866088867188,0.1,3.71,5.07,7.99,6,11.89,1.73,1.59,1.96
"NSW","Ballina",153.631576538086,-28.8398017883301,0.1,1.43,3.12,24.45,15.58,45.75,1.65,1.53,1.84
"NT","Unincorporated NT",130.526321411133,-12.6194276809692,0.1,4.01,5.2,8.81,6.51,13.41,1.6,1.49,1.76
"SA","Yankalilla",138.052627563477,-35.5991897583008,0.1,1.95,2.81,1.99,1.83,2.24,1.57,1.48,1.71
"NSW","Port Stephens",152.210525512695,-32.7262115478516,0.1,1.46,3.23,14.05,9.53,24.36,1.56,1.46,1.71
"QLDNorth","Cook",144.842102050781,-14.5121669769287,0.1,1.93,2.75,9.23,6.8,14.07,2.75,2.39,3.34
"QLDNorth","Gladstone",152.473678588867,-22.001895904541,0.1,2.88,4.6,9.35,6.91,14.16,1.6,1.49,1.77
"VIC","Bass Coast",145.368408203125,-38.5785293579102,0.1,2.2,4.13,3.15,2.66,4.01,1.55,1.45,1.69
NA,"Dundas",126.052635192871,-32.3269386291504,0.1,1.43,3.28,2.94,2.55,3.57,1.52,1.44,1.65
"VIC","Mornington Peninsula",144.789474487305,-38.3313064575195,0.1,1.27,3.04,3.36,2.82,4.3,1.63,1.52,1.79
"QLDNorth","Cook",143.421051025391,-12.5680675506592,0.1,1.87,2.73,8.72,6.43,13.3,2.81,2.42,3.47
"QLDNorth","Gladstone",151.894729614258,-23.4096336364746,0.1,2.64,4.01,11.76,8.36,18.85,1.89,1.71,2.16
"VIC","Mornington Peninsula",145.052627563477,-38.4962158203125,0.1,2.19,3.95,3.23,2.72,4.12,1.64,1.52,1.81
"VIC","Kingston (Vic.)",145.105270385742,-38.0832252502441,0.1,1.32,1.65,3.01,2.56,3.8,2.14,1.93,2.48
"WANorth","Wyndham-East Kimberley",124.157897949219,-15.3257808685303,0.1,5.25,6.34,4.99,4.01,6.77,1.59,1.48,1.78
"VIC","Bass Coast",145.368408203125,-38.5373840332031,0.1,2.2,3.35,3.12,2.64,3.96,1.83,1.67,2.09
"VIC","Wyndham",144.684204101562,-38.000358581543,0.1,1.27,1.6,3.71,3.06,4.9,2.36,2.1,2.79
"VIC","Surf Coast",144.368423461914,-38.3313064575195,0.1,1.27,2.05,3.61,3,4.7,2.27,2.01,2.71
"SA","Elliston",134.263153076172,-33.9133415222168,0.1,1.89,4.8,2.64,2.33,3.11,1.32,1.27,1.39
"QLDNorth","Cook",143.578948974609,-13.1836938858032,0.1,1.87,2.77,8.78,6.5,13.31,3.36,2.78,4.44
"VIC","Mornington Peninsula",145,-38.2487106323242,0.1,1.27,1.61,3.35,2.8,4.31,2.24,2,2.61
"QLDNorth","Cook",145.473678588867,-14.6649475097656,0.1,1.93,2.82,9.37,6.86,14.42,2.96,2.52,3.74
"WASouth","Dandaragan",115,-30.3042221069336,0.1,1.17,3.88,5.58,4.42,7.67,1.43,1.36,1.53
"QLDNorth","Livingstone",150.684204101562,-21.9531078338623,0.1,2.9,4.42,7.14,5.47,10.31,1.65,1.53,1.84
"QLDNorth","Cook",143.684204101562,-13.4909391403198,0.1,1.88,2.78,8.12,6.09,12.07,3.51,2.88,4.71
"QLDNorth","Gladstone",151.368423461914,-23.8435211181641,0.1,2.66,3.6,9.67,6.99,15.25,2.18,1.93,2.58
"SA","Franklin Harbour",136.894729614258,-33.7822418212891,0.1,2.3,3.43,2,1.83,2.24,1.46,1.39,1.56
"WANorth","Broome",122.894737243652,-16.3888320922852,0.1,5.24,6.47,5.49,4.32,7.66,1.51,1.41,1.66
"QLDNorth","Palm Island",146.736846923828,-18.7964363098145,0.1,2.32,3.31,6.39,4.85,9.49,2.02,1.81,2.39
"VIC","Greater Geelong",144.578948974609,-38.0832252502441,0.1,1.25,1.57,4.09,3.32,5.48,2.43,2.15,2.89
"NT","Roper Gulf",136.526321411133,-15.528697013855,0.1,1.84,3.1,2.51,2.18,3.08,1.43,1.35,1.55
"VIC","Mornington Peninsula",144.684204101562,-38.2900199890137,0.1,1.22,2.48,3.48,2.91,4.45,1.96,1.77,2.26
"VIC","Mornington Peninsula",144.736831665039,-38.2900199890137,0.1,1.22,3,3.54,2.95,4.58,1.63,1.52,1.79
"VIC","Bayside (Vic.)",145,-38.000358581543,0.1,1.29,1.62,3.2,2.69,4.1,2.24,2,2.61
"VIC","Port Phillip",144.947357177734,-37.8758659362793,0.1,1.29,1.6,3.25,2.72,4.17,2.3,2.05,2.71
"NT","Roper Gulf",135.736846923828,-14.3082876205444,0.1,1.97,2.94,2.09,1.86,2.48,1.5,1.41,1.65
"QLDNorth","Torres",143.263153076172,-9.72852039337158,0.1,2.18,2.78,8.77,6.44,13.49,3.43,2.87,4.42
"SA","Port Augusta",137.842102050781,-32.7262115478516,0.1,2.95,4.05,1.76,1.64,1.95,1.44,1.37,1.54
"WANorth","Karratha",115.526313781738,-20.3828601837158,0.1,1.69,3.59,15.14,10.12,26.83,1.42,1.34,1.54
"QLDNorth","Douglas",145.526321411133,-16.3888320922852,0.1,1.96,2.68,11.5,7.99,19.29,3.22,2.7,4.14
"NT","East Arnhem",135.157897949219,-12.2082605361938,0.1,2.21,2.96,5.41,4.24,7.62,1.96,1.77,2.26
"TAS","Circular Head",144.736846923828,-40.4455947875977,0.1,2.07,4.18,6.79,5.11,10.19,1.75,1.62,1.95
NA,"King Island",144.157897949219,-40.0842666625977,0.1,1.7,2.99,6.23,4.78,9.06,2.09,1.88,2.43
NA,"Cook",145.789474487305,-15.6807527542114,0.1,1.91,3.16,9.54,6.94,14.87,2.23,1.98,2.65
NA,"Mackay",150.368408203125,-20.5307750701904,0.1,3.75,5.09,5.86,4.57,8.27,1.81,1.66,2.05
"VIC","Bass Coast",145.263153076172,-38.5373840332031,0.1,2.2,3.65,3.21,2.7,4.09,1.71,1.58,1.92
NA,"Pormpuraaw",141.368408203125,-14.5121669769287,0.1,2.04,3.6,3.31,2.73,4.37,1.44,1.37,1.55
"WANorth","Broome",121.947364807129,-18.3974285125732,0.1,5.27,6.15,4.52,3.68,6,1.72,1.58,1.96
"VIC","Wyndham",144.842086791992,-37.9173851013184,0.1,1.28,1.59,3.35,2.79,4.33,2.32,2.06,2.74
"WASouth","Manjimup",116,-34.8685684204102,0.1,1.36,4.2,2.96,2.58,3.55,1.38,1.33,1.46
NA,"Whitsunday",149.947372436523,-16.2878265380859,0.1,1.95,3.98,8.82,6.51,13.44,1.45,1.37,1.59
NA,"Whitsunday",148.684204101562,-19.4428100585938,0.1,2.27,3.64,4.9,3.86,6.87,1.69,1.56,1.91
"SA","Yankalilla",138.210525512695,-35.4707260131836,0.1,1.95,3.04,2,1.83,2.25,1.48,1.41,1.59
"VIC","Mornington Peninsula",144.842086791992,-38.3313064575195,0.1,1.28,3.02,3.25,2.74,4.13,1.65,1.54,1.83
"WANorth","Exmouth",114.157897949219,-21.8066101074219,0.1,1.68,3.19,15.04,9.94,27.27,1.52,1.42,1.68
NA,"Torres",142.526321411133,-9.62476348876953,0.1,2.26,2.87,5.03,3.98,7.02,2.69,2.36,3.21
"WANorth","Wyndham-East Kimberley",128.789474487305,-14.766752243042,0.1,4.06,5.31,21.2,12.96,43.83,1.71,1.58,1.93
"WASouth","Manjimup",116.736839294434,-35.041072845459,0.1,1.37,4.04,2.85,2.5,3.39,1.38,1.33,1.46
NA,"Mornington",140.210525512695,-15.3765287399292,0.1,2.98,4.53,2.92,2.47,3.74,1.45,1.37,1.56
"QLDNorth","Mornington",139.157897949219,-16.7419166564941,0.1,3.1,4.14,2.28,2.01,2.75,1.55,1.45,1.7
"QLDNorth","Torres",142.157897949219,-10.2468156814575,0.1,2.37,2.89,3.27,2.74,4.22,2.01,1.82,2.33
"WANorth","Karratha",116.947364807129,-20.6785373687744,0.1,3.89,5.25,3.25,2.71,4.23,1.4,1.33,1.52
"QLDNorth","Cairns",145.947357177734,-16.7419147491455,0.1,1.98,2.72,9.14,6.67,14.19,3.12,2.62,3.99
"WASouth","Rockingham",115.684211730957,-32.2379684448242,0.1,1.3,4.45,3.18,2.73,3.91,1.28,1.24,1.33
NA,"Burdekin",148.473678588867,-17.7470703125,0.1,2.27,4.19,8.76,6.48,13.32,1.47,1.38,1.61
"NT","East Arnhem",135.684204101562,-11.8994636535645,0.1,2.19,3.23,6.1,4.66,8.95,1.8,1.65,2.04
NA,"Tiwi Islands",126.842102050781,-10.1432237625122,0.1,3.95,4.71,19.7,13.09,34.57,3.17,2.7,3.97
"QLDNorth","Northern Peninsula Area",142.105255126953,-10.9709968566895,0.1,2.36,4.12,2.81,2.41,3.49,1.4,1.33,1.5
"WASouth","Augusta Margaret River",115,-34.2619590759277,0.1,1.45,4.45,2.71,2.4,3.2,1.35,1.3,1.42
"QLDNorth","Torres Strait Island",143.052627563477,-10.0914154052734,0.1,2.14,2.87,14.4,9.78,24.81,3.59,2.99,4.64
"WANorth","East Pilbara",119.789474487305,-19.9382705688477,0.1,3.81,4.91,4.35,3.57,5.71,1.54,1.43,1.7
"WANorth","Broome",122.210525512695,-17.0943374633789,0.1,5.29,6.34,4.25,3.47,5.61,1.59,1.47,1.78
"QLDNorth","Cassowary Coast",146.631576538086,-18.2475681304932,0.1,2.3,3.48,8.02,5.87,12.51,1.97,1.77,2.33
"SA","Whyalla",137.57893371582,-33.2998161315918,0.1,2.93,4,1.78,1.65,1.98,1.46,1.38,1.57
"SA","Yorke Peninsula",137.789474487305,-34.9979820251465,0.1,2.42,2.85,2.04,1.87,2.3,1.74,1.62,1.92
"WANorth","Broome",123.315788269043,-17.0943374633789,0.1,5.26,5.6,4.81,3.76,6.89,2.5,2.15,3.13
"QLDNorth","Torres",142.684204101562,-10.9193267822266,0.1,2.17,2.94,9.9,7.1,15.82,3.09,2.63,3.88
"QLDNorth","Mornington",139.578948974609,-17.0943374633789,0.1,3.2,4.34,2.03,1.82,2.38,1.44,1.36,1.56
