"state","lga","longitude","latitude","SLR","SWL_AEPPC","MTWL_AEPPC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"SA","Yorke Peninsula",137.354400634766,-34.9310340881348,0.04,1.98,4.72,1.4,1.34,1.49,1.24,1.2,1.29
"QLDNorth","Mackay",149.895462036133,-21.0195617675781,0.04,3.81,2.05,1.53,1.44,1.64,1.38,1.32,1.46
"VIC","East Gippsland",147.987808227539,-37.8907623291016,0.04,0.89,3.28,1.92,1.76,2.18,1.2,1.17,1.24
NA,"Whitsunday",149.818756103516,-20.0906581878662,0.04,2.56,1.91,1.75,1.62,1.93,1.44,1.37,1.55
"NSW","Ballina",153.61018371582,-28.8397369384766,0.04,1.35,3.86,2.08,1.9,2.36,1.53,1.45,1.65
"NT","Unincorporated NT",130.514770507812,-12.6257009506226,0.04,3.93,2.28,1.62,1.52,1.76,1.32,1.27,1.38
"SA","Yankalilla",138.086761474609,-35.6061515808105,0.04,1.43,2.18,1.54,1.46,1.66,1.24,1.21,1.28
"NSW","Port Stephens",152.201217651367,-32.7411689758301,0.04,1.38,2.65,1.79,1.66,1.98,1.56,1.47,1.69
"QLDNorth","Cook",144.883728027344,-14.5548992156982,0.04,1.81,2.73,1.91,1.75,2.14,1.3,1.25,1.36
"QLDNorth","Gladstone",151.92448425293,-23.306095123291,0.04,2.53,3.34,1.92,1.76,2.15,1.25,1.21,1.31
"VIC","Bass Coast",145.359298706055,-38.569507598877,0.04,1.91,2.4,1.68,1.57,1.85,1.27,1.23,1.33
"WASouth","Dundas",126.06566619873,-32.2820434570312,0.04,1.13,1.89,1.63,1.53,1.77,1.37,1.31,1.44
"VIC","Mornington Peninsula",144.762985229492,-38.345573425293,0.04,0.98,2.82,1.63,1.54,1.77,1.72,1.59,1.9
"QLDNorth","Cook",143.415405273438,-12.5892887115479,0.04,1.72,2.35,2.02,1.84,2.29,1.35,1.29,1.44
"QLDNorth","Gladstone",151.908676147461,-23.4388313293457,0.04,2.53,2.96,1.92,1.76,2.15,1.28,1.24,1.34
"VIC","Mornington Peninsula",145.036819458008,-38.4872627258301,0.04,1.91,1.94,1.71,1.59,1.88,1.42,1.35,1.52
"VIC","Kingston (Vic.)",145.111022949219,-38.0797386169434,0.04,1,5.58,1.75,1.63,1.94,1.29,1.25,1.35
"WANorth","Wyndham-East Kimberley",124.291732788086,-15.322434425354,0.04,5.15,2.5,1.45,1.38,1.55,1.33,1.28,1.41
"VIC","Bass Coast",145.368392944336,-38.5389366149902,0.04,1.92,1.68,1.67,1.56,1.84,1.59,1.49,1.74
"VIC","Wyndham",144.678146362305,-37.9899787902832,0.04,1.01,1.72,1.87,1.72,2.09,1.64,1.54,1.81
"VIC","Surf Coast",144.363662719727,-38.3202171325684,0.04,1.03,1.89,1.69,1.57,1.85,1.25,1.21,1.3
"SA","Elliston",134.446472167969,-33.7753486633301,0.04,1.59,3.41,1.49,1.41,1.6,1.42,1.35,1.51
"QLDNorth","Lockhart River",143.524948120117,-13.1872329711914,0.04,1.73,1.2,2.01,1.83,2.28,1.44,1.37,1.54
"VIC","Mornington Peninsula",145.015808105469,-38.2528228759766,0.04,1,2.71,1.69,1.58,1.85,1.42,1.35,1.51
"QLDNorth","Cook",145.479095458984,-14.6609563827515,0.04,1.81,2.27,1.85,1.7,2.07,1.23,1.2,1.28
"WASouth","Dandaragan",115.017585754395,-30.3131942749023,0.04,1.02,3.79,1.67,1.56,1.82,1.34,1.28,1.42
"QLDNorth","Livingstone",150.680480957031,-21.9535064697266,0.04,2.8,2.27,1.63,1.52,1.77,1.51,1.43,1.64
"QLDNorth","Cook",143.597961425781,-13.4578561782837,0.04,1.73,2.35,1.95,1.78,2.21,1.63,1.53,1.78
"QLDNorth","Gladstone",151.36018371582,-23.8441028594971,0.04,2.56,2.2,1.75,1.62,1.94,1.31,1.26,1.37
"SA","Franklin Harbour",136.89794921875,-33.7826766967773,0.04,1.81,5.79,1.46,1.39,1.56,1.13,1.11,1.15
"WANorth","Broome",122.920036315918,-16.39599609375,0.04,5.12,4.22,1.52,1.44,1.65,1.27,1.23,1.33
"QLDNorth","Palm Island",146.692947387695,-18.7623119354248,0.04,2.21,1.04,1.6,1.51,1.74,1.68,1.56,1.85
"VIC","Greater Geelong",144.608428955078,-38.1155853271484,0.04,1.01,2.15,1.85,1.7,2.05,1.25,1.21,1.31
"NT","Roper Gulf",136.516967773438,-15.5269403457642,0.04,1.59,0.87,1.35,1.29,1.43,1.67,1.56,1.83
"VIC","Mornington Peninsula",144.682495117188,-38.3029098510742,0.04,0.96,1.19,1.74,1.62,1.9,1.59,1.5,1.73
"VIC","Mornington Peninsula",144.72526550293,-38.3128089904785,0.04,0.97,1.59,1.66,1.56,1.8,1.51,1.43,1.64
"VIC","Bayside (Vic.)",145.012969970703,-37.9861907958984,0.04,0.99,1.39,1.81,1.67,2.01,1.5,1.42,1.63
"VIC","Port Phillip",144.961761474609,-37.8651657104492,0.04,0.99,2.49,1.83,1.68,2.04,1.2,1.17,1.25
"NT","Roper Gulf",135.730651855469,-14.306037902832,0.04,1.63,2.77,1.3,1.25,1.37,1.69,1.58,1.86
"QLDNorth","Torres",142.951507568359,-9.85594081878662,0.04,2.06,2.16,1.78,1.65,1.98,1.29,1.25,1.35
"SA","Port Augusta",137.856109619141,-32.7116355895996,0.04,2.44,2.99,1.28,1.24,1.34,1.18,1.15,1.22
"WANorth","Ashburton",115.418029785156,-20.6629943847656,0.04,1.63,2.17,1.7,1.58,1.88,1.49,1.41,1.61
"QLDNorth","Douglas",145.559967041016,-16.3844261169434,0.04,1.86,3.25,1.81,1.68,2.02,1.29,1.25,1.36
"NT","East Arnhem",135.162536621094,-12.2201509475708,0.04,2.1,0.93,1.5,1.42,1.62,1.48,1.4,1.58
"TAS","Circular Head",144.763442993164,-40.4397125244141,0.04,1.9,2.47,2.01,1.83,2.29,1.52,1.44,1.64
"TAS","King Island",144.104827880859,-40.0475730895996,0.04,1.5,3.04,2.17,1.95,2.52,1.54,1.45,1.66
"QLDNorth","Cook",145.447540283203,-15.7513809204102,0.04,1.8,2.94,1.81,1.67,2.02,1.2,1.17,1.25
NA,"Mackay",150.928894042969,-20.4258937835693,0.04,3.57,3.53,1.9,1.75,2.14,1.45,1.37,1.55
"VIC","Bass Coast",145.272766113281,-38.5111198425293,0.04,1.91,3.37,1.68,1.57,1.85,1.16,1.14,1.2
"QLDNorth","Pormpuraaw",141.524032592773,-14.5044069290161,0.04,1.89,5.84,1.36,1.3,1.44,1.23,1.19,1.27
"WANorth","Broome",121.965843200684,-18.4140720367432,0.04,5.17,1.35,1.41,1.35,1.5,1.52,1.43,1.65
"VIC","Wyndham",144.801208496094,-37.9131851196289,0.04,0.99,1.74,1.82,1.68,2.02,1.33,1.29,1.4
"WASouth","Manjimup",115.999702453613,-34.846134185791,0.04,1.08,3.45,1.8,1.66,2,1.26,1.22,1.31
NA,"Whitsunday",149.715850830078,-20.0136013031006,0.04,2.56,3.32,1.74,1.62,1.93,1.2,1.17,1.24
"QLDNorth","Whitsunday",148.560501098633,-19.9888191223145,0.04,2.13,2.02,1.56,1.47,1.69,1.28,1.23,1.33
"SA","Yankalilla",138.237152099609,-35.4988975524902,0.04,1.42,1.16,1.57,1.47,1.7,1.53,1.44,1.65
"VIC","Mornington Peninsula",144.851089477539,-38.3629608154297,0.04,1.01,2.88,1.63,1.53,1.77,1.12,1.1,1.15
"WANorth","Exmouth",114.142738342285,-21.7975425720215,0.04,1.63,3.13,1.68,1.57,1.84,1.54,1.45,1.68
"WANorth","Wyndham-East Kimberley",128.772811889648,-14.8344984054565,0.04,4,1.22,1.76,1.63,1.94,1.54,1.46,1.66
"WASouth","Manjimup",116.738777160645,-35.0417938232422,0.04,1.04,3.13,1.71,1.59,1.88,1.14,1.12,1.17
"QLDNorth","Mornington",139.676879882812,-16.4017772674561,0.04,2.88,3.67,1.26,1.22,1.31,1.18,1.15,1.21
"QLDNorth","Mornington",139.185501098633,-16.7576770782471,0.04,2.87,3.27,1.27,1.23,1.33,1.32,1.27,1.38
"QLDNorth","Torres",142.168746948242,-10.2303152084351,0.04,2.11,4.06,1.6,1.5,1.74,1.14,1.12,1.17
"WANorth","Karratha",116.95361328125,-20.6833477020264,0.04,3.73,2.9,1.36,1.3,1.45,1.46,1.39,1.57
"QLDNorth","Cairns",145.972595214844,-16.7534255981445,0.04,1.86,1.08,1.83,1.69,2.05,1.38,1.32,1.46
"WASouth","Rockingham",115.689399719238,-32.2365188598633,0.04,1.05,2.9,1.54,1.46,1.66,1.35,1.3,1.43
"QLDNorth","Burdekin",147.409255981445,-19.3074054718018,0.04,2.19,2.88,1.62,1.52,1.77,1.37,1.32,1.46
"NT","East Arnhem",135.678955078125,-11.9292297363281,0.04,2.09,1.67,1.53,1.44,1.65,1.57,1.47,1.7
"QLDNorth","Northern Peninsula Area",142.102737426758,-10.9672031402588,0.04,2.13,2.66,1.4,1.33,1.49,1.18,1.16,1.22
"WASouth","Augusta Margaret River",115.021179199219,-34.2565498352051,0.04,1.13,3.13,1.56,1.47,1.69,1.72,1.6,1.91
"QLDNorth","Torres",142.871856689453,-10.0437240600586,0.04,2.08,4.77,1.69,1.58,1.86,1.28,1.23,1.34
"WANorth","East Pilbara",119.774200439453,-19.9569301605225,0.04,3.7,3.37,1.41,1.35,1.5,1.34,1.28,1.41
"WANorth","Broome",122.248458862305,-17.1136341094971,0.04,5.11,3.45,1.56,1.47,1.69,1.44,1.37,1.54
"QLDNorth","Cassowary Coast",146.335098266602,-18.3602714538574,0.04,2.21,2.16,1.59,1.5,1.73,1.31,1.26,1.37
"SA","Whyalla",137.440902709961,-33.2315673828125,0.04,2.41,2.58,1.31,1.26,1.37,1.35,1.3,1.42
"SA","Yorke Peninsula",137.768692016602,-35.0113372802734,0.04,1.9,4.95,1.61,1.51,1.76,1.29,1.24,1.36
"WANorth","Broome",123.314888000488,-17.0903549194336,0.04,5.12,3.82,1.53,1.45,1.65,1.69,1.58,1.85
"QLDNorth","Torres",142.684844970703,-10.917688369751,0.04,2.05,2.91,1.87,1.72,2.09,1.11,1.1,1.13
"QLDNorth","Mornington",139.580749511719,-17.1097755432129,0.04,2.93,5.49,1.23,1.19,1.27,1.23,1.19,1.28
"WANorth","Broome",123.159187316895,-16.3905277252197,0.04,5.1,4.21,1.59,1.49,1.72,1.16,1.14,1.2
"WANorth","Karratha",116.191215515137,-20.8251476287842,0.04,1.63,0.78,1.7,1.58,1.87,1.43,1.36,1.54
