"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'point_lonsdale-60730-aus-bom'",56,144.6139,-38.2919,0.9,2.28,241814.34,244105.96,239544.24
"'point_richards_corio_bay-60757-aus-bom'",20,144.65,-38.1,0.9,2.07,167409.81,170356.98,164513.62
"'port_adelaide_inner_harbor-61610-aus-bom'",54,138.5,-34.85,0.9,3.54,403.2,411.11,395.45
"'port_adelaide_outer_harbor-61600-aus-bom'",77,138.4807,-34.7798,0.9,3.44,460.76,468.28,453.36
"'port_alma-59690-aus-bom'",36,150.8667,-23.585,0.9,4.02,46835.05,47496.59,46182.72
"'port_douglas-59040-aus-bom'",23,145.4667,-16.4833,0.9,2.97,32961.17,33539.81,32392.52
"'port_giles-61685-aus-bom'",26,137.7683,-35.0218,0.9,3.14,1399.81,1434.27,1366.17
"port_hacking_decomm-214451-aus-csiro",24,151.14608,-34.076911,0.9,2.34,3533524.98,3574745.23,3492780.04
"'port_hedland-169a-aus-uhslc'",43,118.575,-20.318,0.9,4.9,1040.45,1061.82,1019.51
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.9,4.9,1040.45,1061.82,1019.51
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.9,2.3,12373952.42,12481843.08,12266994.35
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.9,2.3,12373952.42,12481843.08,12266994.35
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.9,2.79,1525.29,1551.06,1499.95
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.9,2.35,182267.7,184875.14,179697.03
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.9,3.91,155.13,158.11,152.2
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.9,2.35,5170059.4,5224716.04,5115974.53
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.9,2.07,433204.14,437827.99,428629.11
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.9,2.07,433204.14,437827.99,428629.11
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.9,1.99,215265.53,218064.55,212502.45
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.9,3.95,5836.4,5949.89,5725.07
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.9,3.95,5836.4,5949.89,5725.07
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.9,3.69,15465.28,15759.57,15176.49
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.9,3.64,42181.4,42876.3,41497.77
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.9,2.05,603816.98,610341.46,597362.25
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.9,2.05,603816.98,610341.46,597362.25
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.9,2.35,2730604.75,2759342.8,2702166
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.9,3.09,2310.27,2347.31,2273.82
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.9,3.09,2310.27,2347.31,2273.82
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.9,3.17,8194.65,8363.85,8028.87
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.9,3.48,2589.37,2626.34,2552.92
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.9,3.48,2589.37,2626.34,2552.92
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.9,3.6,156.65,161.78,151.69
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.9,2.28,20241870.97,20486389.6,20000270.83
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.9,3.37,110480.99,111889.12,109090.58
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.9,2.61,2798.77,2843.72,2754.54
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.9,3.18,259.89,267.22,252.76
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.9,3.25,180.51,185.36,175.78
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.9,2.03,114251.79,115861.49,112664.46
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.9,3.05,10960.38,11136.23,10787.31
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.9,3.78,132.82,137.71,128.1
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.9,4.98,3421936.46,3453235.84,3390920.76
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.9,4.98,3421936.46,3453235.84,3390920.76
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.9,2.22,84377724.88,85238657.9,83525487.51
