"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
NA,"Mackay",150.368408203125,-20.5307750701904,0.04,3.69,5.03,2.03,1.84,2.33,1.27,1.22,1.33
"VIC","Bass Coast",145.263153076172,-38.5373840332031,0.04,2.14,3.59,1.59,1.49,1.76,1.24,1.2,1.3
NA,"Pormpuraaw",141.368408203125,-14.5121669769287,0.04,1.98,3.54,1.61,1.5,1.8,1.16,1.13,1.19
"WANorth","Broome",121.947364807129,-18.3974285125732,0.04,5.21,6.09,1.83,1.68,2.05,1.24,1.2,1.31
"VIC","Wyndham",144.842086791992,-37.9173851013184,0.04,1.22,1.53,1.62,1.51,1.8,1.4,1.34,1.5
"WASouth","Manjimup",116,-34.8685684204102,0.04,1.3,4.14,1.54,1.46,1.66,1.14,1.12,1.16
NA,"Whitsunday",149.947372436523,-16.2878265380859,0.04,1.89,3.92,2.39,2.12,2.83,1.16,1.13,1.2
NA,"Whitsunday",148.684204101562,-19.4428100585938,0.04,2.21,3.58,1.89,1.72,2.16,1.23,1.19,1.3
"SA","Yankalilla",138.210525512695,-35.4707260131836,0.04,1.89,2.98,1.32,1.27,1.38,1.17,1.15,1.2
"VIC","Mornington Peninsula",144.842086791992,-38.3313064575195,0.04,1.22,2.96,1.6,1.5,1.76,1.22,1.19,1.27
"WANorth","Exmouth",114.157897949219,-21.8066101074219,0.04,1.62,3.13,2.96,2.51,3.75,1.18,1.15,1.23
NA,"Torres",142.526321411133,-9.62476348876953,0.04,2.2,2.81,1.91,1.74,2.18,1.48,1.41,1.59
"WANorth","Wyndham-East Kimberley",128.789474487305,-14.766752243042,0.04,4,5.25,3.39,2.79,4.54,1.24,1.2,1.3
"WASouth","Manjimup",116.736839294434,-35.041072845459,0.04,1.31,3.98,1.52,1.44,1.63,1.14,1.12,1.16
NA,"Mornington",140.210525512695,-15.3765287399292,0.04,2.92,4.47,1.54,1.43,1.69,1.16,1.13,1.19
"QLDNorth","Mornington",139.157897949219,-16.7419166564941,0.04,3.04,4.08,1.39,1.32,1.5,1.19,1.16,1.24
"QLDNorth","Torres",142.157897949219,-10.2468156814575,0.04,2.31,2.83,1.61,1.5,1.78,1.32,1.27,1.4
"WANorth","Karratha",116.947364807129,-20.6785373687744,0.04,3.83,5.19,1.6,1.49,1.78,1.14,1.12,1.18
"QLDNorth","Cairns",145.947357177734,-16.7419147491455,0.04,1.92,2.66,2.42,2.14,2.89,1.58,1.47,1.74
"WASouth","Rockingham",115.684211730957,-32.2379684448242,0.04,1.24,4.39,1.59,1.49,1.72,1.1,1.09,1.12
NA,"Burdekin",148.473678588867,-17.7470703125,0.04,2.21,4.13,2.38,2.11,2.82,1.17,1.14,1.21
"NT","East Arnhem",135.684204101562,-11.8994636535645,0.04,2.13,3.17,2.06,1.85,2.4,1.27,1.22,1.33
NA,"Tiwi Islands",126.842102050781,-10.1432237625122,0.04,3.89,4.65,3.29,2.8,4.13,1.59,1.49,1.74
"QLDNorth","Northern Peninsula Area",142.105255126953,-10.9709968566895,0.04,2.3,4.06,1.51,1.42,1.65,1.14,1.12,1.17
"WASouth","Augusta Margaret River",115,-34.2619590759277,0.04,1.39,4.39,1.49,1.42,1.59,1.13,1.11,1.15
"QLDNorth","Torres Strait Island",143.052627563477,-10.0914154052734,0.04,2.08,2.81,2.91,2.49,3.61,1.67,1.55,1.85
"WANorth","East Pilbara",119.789474487305,-19.9382705688477,0.04,3.75,4.85,1.8,1.66,2.01,1.19,1.15,1.24
"WANorth","Broome",122.210525512695,-17.0943374633789,0.04,5.23,6.28,1.78,1.65,1.99,1.2,1.17,1.26
"QLDNorth","Cassowary Coast",146.631576538086,-18.2475681304932,0.04,2.24,3.42,2.3,2.03,2.75,1.31,1.26,1.4
"SA","Whyalla",137.57893371582,-33.2998161315918,0.04,2.87,3.94,1.26,1.22,1.31,1.16,1.14,1.2
"SA","Yorke Peninsula",137.789474487305,-34.9979820251465,0.04,2.36,2.79,1.33,1.28,1.39,1.25,1.21,1.3
"WANorth","Broome",123.315788269043,-17.0943374633789,0.04,5.2,5.54,1.87,1.7,2.16,1.44,1.36,1.58
"QLDNorth","Torres",142.684204101562,-10.9193267822266,0.04,2.11,2.88,2.5,2.19,3.02,1.57,1.47,1.72
