"state","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"QLDNorth",150.210525512695,-22.2456455230713,1,3.85,4.75,15346038.83,1584905.78,350671518.25,690.78,254.91,2898.97
"QLDNorth",150.421051025391,-22.2456455230713,1,3.85,4.81,15538239.21,1610616.35,352302893.6,783.16,279.1,3491.1
"QLDNorth",150.578948974609,-22.2456455230713,1,3.82,4.86,106347995.57,8452704.78,3479775008.8,669.15,243.3,2905.68
"WANorth",113.789474487305,-22.1969318389893,1,2.55,3.89,85297833095449.3,783186766330.35,64565658621287352,1529,474.59,8523.54
"WANorth",114.105262756348,-22.1969299316406,1,2.72,3.8,3738603.68,347155.29,119545605.16,236.04,96.38,894.86
"WANorth",114.421051025391,-22.1969318389893,1,2.72,4.2,2661780.77,253502,83606197.94,33.5,18.78,79.43
"QLDNorth",149.578948974609,-22.1969299316406,1,4.95,5.91,122567.27,23479.3,1224804.85,254.62,109.84,851.54
"QLDNorth",149.842102050781,-22.1969299316406,1,4.9,5.86,512311.88,80201.37,6782100.43,324.34,135.51,1132.24
"QLDNorth",150.157897949219,-22.1969299316406,1,3.85,4.76,13828211.66,1444992.2,311338890.72,629.6,235.82,2584.97
"QLDNorth",150.473678588867,-22.1969299316406,1,3.81,4.85,283155119.76,18385618.57,12697202689.65,597.21,223.04,2479.71
"QLDNorth",150.526321411133,-22.1969299316406,1,3.81,4.82,239349474.92,17016409.79,9133760681.93,743.66,264.29,3351.96
"WANorth",113.842094421387,-22.1481990814209,1,2.56,3.66,66010204274199.8,606397673631.6,51033168359427344,1526.12,474.68,8471.32
"WANorth",114.105262756348,-22.1481990814209,1,2.7,3.77,6880422.75,587575.58,246596417.05,286.16,113.17,1137.95
"WANorth",114.473678588867,-22.1481990814209,1,2.71,4.19,6179509.13,509492.2,241498878.42,34.37,19.21,81.79
"QLDNorth",149.842102050781,-22.1481990814209,1,4.89,5.88,784046.89,111402.38,12128834.85,308.89,129,1084.31
"QLDNorth",150.105270385742,-22.1481990814209,1,4.83,5.75,16250394.71,1681222.8,368612084.05,605.77,227.71,2478.02
"WANorth",113.842094421387,-22.0994510650635,1,2.55,3.82,83169255964814.2,734654150422.09,68182761741166736,1985.17,594.64,11611.9
"WANorth",114.473678588867,-22.0994510650635,1,2.68,4.15,22152536.17,1533071.03,1098105201.58,38.1,20.93,93.02
"QLDNorth",149.578948974609,-22.0994510650635,1,4.93,5.92,215331.89,36092.67,2673059.61,198.34,87.5,648.73
"QLDNorth",149.842102050781,-22.0994510650635,1,4.89,5.89,932559.92,127203.46,15416739.77,307.6,128.35,1082.09
"QLDNorth",150,-22.0994510650635,1,4.81,5.77,62457383.74,4813805.7,2257376293.19,540.65,204.83,2200.33
"QLDNorth",150.052627563477,-22.0994510650635,1,4.81,5.76,56025553.45,4591614.17,1812154368.58,655.19,242.38,2749.61
"WANorth",113.894737243652,-22.050687789917,1,2.56,3.82,80692344989401.4,691175758429.57,70580798289382192,1933.13,580.79,11267.49
"WANorth",114.157897949219,-22.050687789917,1,2.66,4,112560283,6292604.34,7407754201.16,76.9,37.68,222.45
"WANorth",114.526313781738,-22.050687789917,1,2.68,4.15,20702832.83,1403515.52,1080592223.44,38.92,21.31,95.45
"QLDNorth",149.526321411133,-22.050687789917,1,4.9,5.94,562405.02,79016.31,9152545.62,180.91,81.13,577.01
"QLDNorth",149.894729614258,-22.050687789917,1,4.83,5.89,17230329.4,1505921.39,540133966.81,312.5,130.97,1087.78
"QLDNorth",149.947357177734,-22.050687789917,1,4.86,5.84,3901889.76,458320.79,77106204.52,378.58,154.97,1358.46
"WANorth",113.894737243652,-22.0019054412842,1,2.55,3.93,91722823595018.5,771732594926.94,82239499560000336,1069.56,347.21,5629.99
"WANorth",114.157897949219,-22.0019054412842,1,2.64,3.98,549596923.2,24172646.48,51005731544.47,87.78,42.19,260.99
"WANorth",114.578948974609,-22.001895904541,1,2.68,4.44,21488501.61,1435344.09,1153374202.81,20.73,12.64,43.16
"QLDNorth",149.526321411133,-22.0019054412842,1,4.9,5.94,528311.01,75029.26,8459644.37,181.63,81.51,578.2
"WANorth",113.894737243652,-21.9531078338623,1,2.55,4.05,134021666980374,1064363678056.71,130562175928187120,829.82,278.2,4191.22
"WANorth",114.578941345215,-21.9531059265137,1,2.67,4.42,70941654.99,3990760.79,4837074294.48,21.85,13.22,46.04
"QLDNorth",149.526321411133,-21.9531078338623,1,4.91,5.92,415523.73,62213.56,6109725.1,196.51,87.19,635.74
"WANorth",113.947364807129,-21.9042835235596,1,2.55,3.89,149795898067979,1150786672409.96,154540442803222176,222.98,93.19,808.59
"WANorth",114.157897949219,-21.9042911529541,1,2.62,4.02,4360467783.2,144580493.07,594547571345.22,78.18,38.38,224.88
"WANorth",114.631576538086,-21.9042911529541,1,2.66,4.41,76489273.06,4286305.13,5215823854.47,22.17,13.39,46.81
"QLDNorth",149.526321411133,-21.9042911529541,1,4.91,5.9,449334.65,66363.04,6744525.51,212.16,92.75,702.56
"WANorth",113.947364807129,-21.8554515838623,1,2.55,4,266732752963407,1884264183131.56,309715434341601088,456.12,168.82,1987.25
"WANorth",114.157897949219,-21.8554592132568,1,2.6,3.99,30738324829.16,762274078.49,6335587180265.68,89.9,43.28,265.47
"WANorth",114.631576538086,-21.8554592132568,1,2.65,4.38,212203611.58,10533581.76,16819308158,23.52,14.07,50.39
"QLDNorth",149.526321411133,-21.8554592132568,1,4.91,5.9,458579.3,70922.16,6271108.77,202.14,89.25,658.78
"WANorth",114,-21.8066101074219,1,2.56,4.03,67243245808537.3,560420751338.84,63227297188136312,231.3,95.8,851.8
"WANorth",114.052635192871,-21.8066101074219,1,2.56,3.93,14385221044577.5,147882683796.38,10157077300689834,126.39,57.82,401.46
"WANorth",114.105255126953,-21.8066101074219,1,2.57,3.94,3176121318485.05,40234489278.68,1682785592491620,119.83,55.29,375.73
"WANorth",114.684211730957,-21.8066101074219,1,2.66,4.44,156222269.04,8075878.8,11729386001.84,20.97,12.8,43.57
"WANorth",114.736831665039,-21.8066101074219,1,2.67,4.47,78657045.02,4439087.37,5267060999.1,20.06,12.33,41.24
"QLDNorth",149.526321411133,-21.8066101074219,1,4.84,5.88,7335976.04,724685.18,193692048.34,230.42,98.99,784.77
"WANorth",114.789474487305,-21.7577457427979,1,2.67,4.46,106116269.51,5734671.76,7550590919.35,20.24,12.43,41.67
"WANorth",114.842102050781,-21.708854675293,1,2.67,4.48,55705053.31,3308668.6,3469476297.01,19.58,12.1,39.94
"WANorth",114.894737243652,-21.7088623046875,1,2.69,4.39,16630303.26,1179353.09,806868225.58,22.76,13.67,48.5
"QLDNorth",149.473678588867,-21.7088623046875,1,4.82,5.83,42978380.35,3176868.55,1742030655.08,298.83,121.73,1108.92
"WANorth",114.947364807129,-21.6599559783936,1,2.7,4.4,9202640.71,744786.8,358597180.36,22.41,13.51,47.45
"WANorth",115,-21.6599636077881,1,2.71,4.41,5900870.96,508051.67,211216195.99,21.76,13.19,45.72
"WANorth",115.052635192871,-21.6599636077881,1,2.71,4.4,5619509.34,484385.85,201690129.15,21.7,13.14,45.63
"QLDNorth",149.526321411133,-21.6599636077881,1,4.83,5.79,18355127.33,1693249.4,514438620.89,371.99,146.74,1444.48
"WANorth",115.105262756348,-21.6110401153564,1,2.69,4.36,15687595.19,1185141.82,669244368.14,24.29,14.42,52.69
"QLDNorth",149.526321411133,-21.6110496520996,1,4.84,5.77,7957794.76,846323.53,180483182.78,417.69,162.49,1650.31
"WANorth",115.210525512695,-21.5621089935303,1,2.68,4.24,27618066.65,2207503.62,994184568.05,31.25,17.67,73.32
"WANorth",115.263160705566,-21.5621166229248,1,2.68,4.23,43088010.66,3296400.28,1629548781.73,31.87,17.92,75.51
"WANorth",115.315788269043,-21.5621089935303,1,2.66,4.16,121558114.14,7940735.17,5768544317.69,37.22,20.32,92.37
"WANorth",115.368423461914,-21.5621089935303,1,2.65,4.15,251792168.11,14509662.69,14426873723.62,38.05,20.67,95.27
"QLDNorth",149.421051025391,-21.5621166229248,1,4.83,5.87,15955983.27,1520086.9,424625046.14,301.6,124.18,1093.13
"QLDNorth",149.473678588867,-21.5621089935303,1,4.83,5.86,17289777.91,1638904.05,461737982.6,314.42,128.6,1150.64
"WANorth",115.421051025391,-21.5131683349609,1,2.66,4.07,224409866.65,13725915.71,11526507709.18,46.73,24.5,123.61
"WANorth",115.473678588867,-21.5131683349609,1,2.66,4.06,195405796.74,12092715.14,9920586219.31,47.22,24.68,125.57
"QLDNorth",149.315795898438,-21.5131683349609,1,4.83,5.85,17299741.61,1610405.93,478593904.98,309.47,127.22,1122.36
"QLDNorth",149.368408203125,-21.5131683349609,1,4.83,5.85,16391180.84,1564365.38,433766858.4,324.1,132.41,1185.41
"WANorth",115.526313781738,-21.464204788208,1,2.66,4.02,140932579.96,9601178.95,6078564786.54,54.79,27.9,151.63
"QLDNorth",149.315795898438,-21.464204788208,1,4.83,5.84,16332312.93,1544851.92,439935490.14,369.09,147.5,1395.52
"WANorth",115.578941345215,-21.4152221679688,1,2.67,3.98,84532517.81,6428825.65,3062082185.21,62.23,31.01,177.91
"QLDNorth",149.368423461914,-21.4152221679688,1,4.82,5.83,26288824.38,2391189.32,736406217.7,403.49,159.41,1548.7
"WANorth",115.578941345215,-21.3662242889404,1,2.67,3.97,85201712.38,6697914.96,2893360804.29,67.06,33,195.46
"QLDNorth",149.368423461914,-21.3662242889404,1,4.8,5.83,95998067.55,7099096.21,3635940626.26,411.41,162.2,1582.9
"WANorth",115.631576538086,-21.317211151123,1,2.68,3.91,46911999.23,4110509.72,1352410170.55,95.25,44,306.38
"QLDNorth",149.368423461914,-21.317211151123,1,4.79,5.82,314843061.01,19339061.85,15599162157.33,465.79,180.5,1835.19
"WANorth",115.684211730957,-21.268180847168,1,2.69,3.94,21151285.73,2129568.5,495809675.89,83.27,39.44,257.42
"WANorth",115.736831665039,-21.268180847168,1,2.69,3.95,22274820.76,2211588.26,534166538.35,75.52,36.39,227.35
"WANorth",115.789474487305,-21.268180847168,1,2.69,4.09,26373424.6,2521113.93,671488378.05,43.27,23.57,106.13
"QLDNorth",149.263153076172,-21.268180847168,1,4.78,5.76,438367736.37,25404596.71,23706672188.82,674.68,247.2,2880.5
"WANorth",115.842094421387,-21.2191333770752,1,2.69,4.12,19679520.11,2032201.08,442031493.22,39.62,21.81,95.92
"QLDNorth",149.210525512695,-21.2191333770752,1,4.79,5.76,352696095.04,20781017.83,18790372644.69,645.56,237.83,2736.66
"WANorth",115.842094421387,-21.1700687408447,1,2.68,4.11,29882265.9,2925515.5,720957837.22,41.13,22.5,100.47
"QLDNorth",149.210525512695,-21.1700687408447,1,4.62,5.6,387356402.26,22379547.2,21287935568.18,646.4,237.93,2744.96
"WANorth",115.894737243652,-21.1209907531738,1,2.68,4.12,39063331.48,3631218.18,1019932256.25,39.34,21.65,95.39
"WANorth",115.947364807129,-21.0718860626221,1,2.68,4.16,49381994.2,4345672.34,1406756503.28,35.34,19.74,83.89
"QLDNorth",149.263153076172,-21.0718936920166,1,4.61,5.59,1078537771.88,54096137.4,72046396632.77,731.23,264.93,3170.5
"WANorth",116,-21.0227813720703,1,2.68,4.16,44236796.57,3891616.53,1271015791.97,34.07,19.13,80.36
"WANorth",116.052635192871,-21.0227813720703,1,2.68,4.15,50826005.61,4385261.07,1500262197.81,34.22,19.19,80.91
"QLDNorth",149.210525512695,-21.0227813720703,1,4.62,5.49,424896946.26,24875488.9,22581064826.14,831.55,299.19,3612.57
"WANorth",116.105255126953,-20.973653793335,1,2.67,4.12,83889378.83,6626100.97,2826228120.2,36.64,20.31,88.07
"WANorth",116.157897949219,-20.973653793335,1,2.67,4.1,103299598.21,7907225.74,3639476854.52,37.78,20.83,91.59
"QLDNorth",149.052627563477,-20.973653793335,1,4.64,5.54,81071111.17,6038102.65,3068823476.17,526.04,201.99,2087.36
"QLDNorth",149.105255126953,-20.973653793335,1,4.64,5.54,93219026.25,6761619.31,3675144016.19,532.41,204.47,2109.38
"QLDNorth",149.157897949219,-20.973653793335,1,4.64,5.54,89621395.97,6541319.79,3501401287.55,543.54,208.53,2153.74
"WANorth",116.157897949219,-20.9245090484619,1,2.66,4.09,108145469.18,8173918.02,3890837548.59,39.51,21.63,96.79
"QLDNorth",149.052627563477,-20.9245090484619,1,4.64,5.54,93146361.01,6750600.54,3678645548.49,540.46,206.83,2153.95
"WANorth",115.36841583252,-20.8753490447998,1,2.62,3.79,10922976142.93,517494002.55,687925473642.45,272.69,107.53,1097.84
"WANorth",115.421051025391,-20.8753490447998,1,2.64,3.78,827843038.83,53460888.08,34751854613.64,259.13,102.77,1036.45
"WANorth",116.157897949219,-20.8753490447998,1,2.66,4.07,131913978.11,9657320.17,4971922512.84,41.26,22.43,102.09
"QLDNorth",148.894729614258,-20.8753490447998,1,4.64,5.05,74292337.99,5608951.59,2757493852.18,14892.06,3597.43,111929.01
"QLDNorth",148.947357177734,-20.8753490447998,1,4.64,5.49,82787844.65,6083850.63,3211875236.88,821.71,294.34,3606.93
"QLDNorth",149,-20.8753490447998,1,4.64,5.49,94082328.76,6706472.56,3835466541.06,846.32,301.77,3739.74
"WANorth",115.315780639648,-20.826171875,1,2.57,3.91,22129719821622.4,270129094184.84,10657880056306618,178.94,76.18,639.25
"WANorth",115.473686218262,-20.826171875,1,2.66,3.84,213098217.77,15930918.33,7456172503.12,117.04,52.33,394.75
"WANorth",116.210517883301,-20.826171875,1,2.65,4.05,504693941.5,26537515.22,32717189791.05,41.9,22.71,104.23
"WANorth",116.263160705566,-20.826171875,1,2.64,4.06,665243512.61,32099092.39,50055158395.83,40.47,22.05,99.9
"WANorth",116.315780639648,-20.826171875,1,2.65,4.06,387329956.48,20397602.71,25623074781.95,39.54,21.63,97.04
"WANorth",116.36841583252,-20.826171875,1,2.66,4.07,216317122.41,12539033.73,12413249117.39,38.93,21.35,95.18
"WANorth",116.421051025391,-20.826171875,1,2.66,4.06,130152005.72,8250636.17,6521278570.77,39.56,21.64,97.09
"QLDNorth",148.842102050781,-20.826171875,1,4.65,5.05,50861488.82,4160004.59,1663826575.58,12950.36,3192.41,94597.29
"WANorth",115.315788269043,-20.7769718170166,1,2.57,3.86,25483424514578.6,292344140856.95,13712934990852256,138.66,61.47,466.84
"WANorth",115.526313781738,-20.7769794464111,1,2.62,3.9,11232324486.77,335701834.68,1733371770430.38,89.64,42.03,280.83
"WANorth",116.473686218262,-20.7769718170166,1,2.68,4.04,29074879.58,2419485.55,961547488.45,44.37,23.85,111.63
"QLDNorth",148.842102050781,-20.7769718170166,1,3.62,4.03,53119984.51,4249275.97,1808327442.5,12192.48,3029.04,88143.94
"WANorth",115.315788269043,-20.72776222229,1,2.57,3.85,18965661698863.2,225275019974.66,9762604955676252,140.61,62.22,474.63
"WANorth",115.526313781738,-20.7277698516846,1,2.62,3.9,5187421046.8,180807921.09,627667532087.34,87.71,41.3,273.07
"WANorth",116.526313781738,-20.7277698516846,1,2.69,4.03,25542628.4,2149279.6,835297170.2,45.97,24.59,116.53
"QLDNorth",148.842102050781,-20.72776222229,1,3.62,4.03,51495274.18,4082992.3,1788021048.15,10833.91,2748.09,75892.25
"WANorth",115.368423461914,-20.6785373687744,1,2.58,3.95,1034318488539.55,18919621211.28,288181084061650,140.91,62.1,479.71
"WANorth",115.421051025391,-20.6785449981689,1,2.59,3.95,494067375895.2,10343725159.12,112039677802053,131.71,58.48,444.57
"WANorth",116.578948974609,-20.6785373687744,1,2.69,4.02,16937466.84,1537942.33,492885189.31,47.37,25.21,120.88
"WANorth",116.842102050781,-20.6785373687744,1,4.8,6.16,97834.31,16667.46,1262617.21,28.38,16.52,63.13
"WANorth",116.894737243652,-20.6785449981689,1,4.8,6.16,112659.57,18784.72,1499639.98,28.7,16.68,64.02
"WANorth",117.263160705566,-20.6785449981689,1,4.79,6.37,146859.54,22510.5,2272316.09,20.1,12.34,41.41
"WANorth",117.315788269043,-20.6785373687744,1,4.79,6.36,148370.07,22781.32,2284785.26,20.63,12.61,42.77
"WANorth",117.368423461914,-20.6785373687744,1,4.79,6.35,139031.39,21570.39,2108532.5,20.87,12.74,43.39
"WANorth",117.421051025391,-20.6785449981689,1,4.79,6.34,119031.82,18987.14,1729751.41,21.1,12.85,44.03
"WANorth",117.473686218262,-20.6785373687744,1,4.8,6.45,99569.91,16439,1370277.86,18.51,11.51,37.46
"WANorth",117.526313781738,-20.6785449981689,1,4.8,6.44,92422.04,15519.92,1236549.98,18.73,11.62,38.01
"WANorth",117.578948974609,-20.6785373687744,1,4.8,6.54,99172.81,16530.46,1338100.2,15.96,10.14,31.33
"QLDNorth",148.736846923828,-20.6785373687744,1,3.63,4.05,20428550.17,1935139.17,539324644.55,8239.92,2191.5,53747.15
"QLDNorth",148.789474487305,-20.6785449981689,1,3.63,4.04,23195451.05,2138104.36,639312370.55,8759.36,2306.71,57973.23
"WANorth",116.578948974609,-20.6292953491211,1,2.7,4,14304273.43,1356203.76,387601358.72,50.92,26.78,132.33
"WANorth",116.842102050781,-20.6293048858643,1,4.8,6.16,105608.57,17755.2,1390600.47,29.01,16.83,64.81
"WANorth",117,-20.6293048858643,1,4.78,6.18,200924.51,30814.31,3007532.76,27.83,16.28,61.35
"WANorth",117.052635192871,-20.6293048858643,1,4.76,6.28,319378.98,45368.71,5358171.55,23.4,14.05,49.76
"WANorth",117.210525512695,-20.6292953491211,1,4.77,6.34,225658.24,32762.26,3745707.61,21.32,12.98,44.46
"WANorth",117.631576538086,-20.6293048858643,1,4.79,6.52,134156.17,21438.12,1918324.23,16.53,10.45,32.68
"QLDNorth",148.736846923828,-20.6292953491211,1,3.64,4.05,16460212.37,1609791.28,415342529.99,7610.33,2047.72,48831.88
"WANorth",116.631576538086,-20.5800476074219,1,2.7,4.37,12981791.74,1169777.4,392265057.33,23.74,14.23,50.62
"WANorth",116.894737243652,-20.5800476074219,1,4.79,6.18,118893.63,19761.42,1584682.37,27.83,16.3,61.24
"WANorth",117.105255126953,-20.5800476074219,1,4.76,6.26,399385.64,54756.99,7057516.53,24.86,14.78,53.69
"WANorth",117.684211730957,-20.5800476074219,1,4.79,6.49,134565.3,21398.06,1943600.93,17.12,10.75,34.18
"WANorth",117.736831665039,-20.5800476074219,1,4.8,6.46,111631.61,18194.54,1560164.41,17.76,11.09,35.82
"WANorth",117.789474487305,-20.5800476074219,1,4.8,6.45,103450.95,17033.13,1426295.11,17.93,11.17,36.25
"WANorth",117.842094421387,-20.5800476074219,1,4.8,6.43,107853.27,17705.39,1489931.75,18.46,11.44,37.6
"QLDNorth",148.684204101562,-20.5800476074219,1,3.64,4.06,16679954.64,1641780.92,415306418.3,6945.68,1891.81,43835.92
"QLDNorth",148.842102050781,-20.5800476074219,1,3.64,4.05,14234083.83,1399761.39,359324145.64,8604.91,2263,57192.9
"QLDNorth",148.894729614258,-20.5800476074219,1,3.62,4.04,34303167.13,2810798.16,1153798403.56,11039.46,2777.86,78462.96
"WANorth",116.736831665039,-20.5307750701904,1,4.71,6.16,3032179.94,363770.15,58648204.16,33.41,18.91,77.55
"WANorth",116.894737243652,-20.5307750701904,1,4.79,6.19,135543.17,22120.42,1852751.56,27.69,16.25,60.72
"WANorth",117.894737243652,-20.5307750701904,1,4.78,6.4,158118.43,24731.56,2326142.16,19.71,12.09,40.76
"QLDNorth",148.684204101562,-20.5307750701904,1,3.64,4.05,11822497.12,1220564.22,275546712.08,7267.76,1947.75,47199.76
"QLDNorth",148.736831665039,-20.5307750701904,1,3.64,4.04,10421238.76,1102372.35,233995192.63,7796.7,2063.62,51603.27
"QLDNorth",148.789474487305,-20.5307750701904,1,3.65,4.05,9179193.42,992085.22,199650737.01,7273.68,1965.92,46436.26
"QLDNorth",148.947372436523,-20.5307750701904,1,3.63,4.02,27871393.07,2335881.02,912054886.19,16440.5,3884.28,128105.79
"WANorth",116.736839294434,-20.4814777374268,1,4.7,6.15,3936588.76,454072.08,80537016.24,34.34,19.36,80.19
"WANorth",116.947364807129,-20.4814777374268,1,4.77,6.2,297860.97,43933.71,4653354.37,27.95,16.39,61.32
"WANorth",117.894737243652,-20.4814853668213,1,4.77,6.38,217047.21,32898.08,3304214.8,20.6,12.56,42.96
"QLDNorth",148.947372436523,-20.4814777374268,1,3.65,4,6993313.58,735370.29,163808047.85,20999.91,4800.36,171159.67
"WANorth",116.789474487305,-20.4321823120117,1,4.7,6.29,3818249.02,436563.33,79666994.57,27.39,16.09,59.96
"WANorth",116.947364807129,-20.4321823120117,1,4.75,6.19,453864.38,64915.27,7262058.18,29.3,17.05,64.95
"WANorth",117.947357177734,-20.4321823120117,1,4.77,6.38,221883.37,33693.27,3357642.04,20.73,12.66,43.06
"WANorth",118,-20.4321823120117,1,4.77,6.38,239813.49,35954.95,3698212.29,20.86,12.72,43.39
"QLDNorth",148.894729614258,-20.4321823120117,1,3.67,4.04,2561547.94,311849.43,48792808.69,16030.65,3911.94,117315.13
"WANorth",116.842102050781,-20.3828525543213,1,4.71,6.36,2437754.42,289673.34,48902235.83,23.84,14.35,50.28
"WANorth",116.894737243652,-20.3828601837158,1,4.72,6.35,1615277.1,199744.72,30989094.58,23.8,14.33,50.24
"WANorth",118.052635192871,-20.3828601837158,1,4.76,6.37,316924.59,46496.94,4976520.93,21.53,13.08,45.01
"QLDNorth",148.894729614258,-20.3828601837158,1,3.66,4.03,3466667.02,392610.29,74284299.83,19091.45,4578.4,142532.09
"QLDNorth",148.947372436523,-20.3828620910645,1,3.67,4.07,2614658.9,315146.15,50707904.94,13355.11,3276.6,98224.59
"QLDNorth",149,-20.3828620910645,1,3.67,4.17,2823096.61,334775.81,56180935.26,6386.51,1712.51,41917.39
"WANorth",118.105262756348,-20.333517074585,1,4.76,6.35,357064.76,52016.04,5625770.77,22.18,13.48,46.2
"WANorth",118.157897949219,-20.3335247039795,1,4.76,6.35,421576.6,59660.34,6940321.41,22.46,13.62,46.93
"WANorth",118.210525512695,-20.333517074585,1,4.76,6.33,336036.25,50259.54,5045352.34,23.18,13.99,48.81
"WANorth",118.263160705566,-20.3335247039795,1,4.77,6.31,286415.35,44633.01,4014300.57,24.11,14.46,51.21
"WANorth",118.315788269043,-20.333517074585,1,4.76,6.28,347504.29,53083.74,4984703.9,25.35,15.08,54.49
"WANorth",118.368423461914,-20.333517074585,1,4.75,6.29,432691.83,64361.91,6423551.65,25.31,15.08,54.17
"QLDNorth",148.894729614258,-20.3335247039795,1,3.64,3.96,14937680.92,1366230.47,432968561.09,31955.1,7392.31,245662.86
"QLDNorth",149.052627563477,-20.3335247039795,1,3.64,4.75,10080474.27,965311.26,275639822.6,944.72,321.78,4545.43
"WANorth",118.421051025391,-20.2841739654541,1,4.74,6.25,710946.19,99449.08,11436883.72,27.15,16,59.05
"WANorth",118.473686218262,-20.2841644287109,1,4.73,6.25,965699.32,129034.76,16584378.55,27.53,16.2,60.01
"WANorth",118.526313781738,-20.2841739654541,1,4.73,6.22,1234792.81,159419.56,22239830.93,29.03,16.94,64.09
"WANorth",118.631576538086,-20.2841739654541,1,4.72,6.11,1496225.02,188779.54,27757172.09,38.1,21.24,90.08
"WANorth",118.684211730957,-20.2841739654541,1,4.72,6.09,1490559.07,188383.73,27567758.88,40.01,22.11,95.93
"WANorth",118.736839294434,-20.2841644287109,1,4.72,6.07,1681786.59,208439.28,32010249.11,41.35,22.71,100.05
"QLDNorth",148.894729614258,-20.2841739654541,1,3.67,4.04,2081167.83,263886.81,37219815.8,15089.71,3861.29,101073.67
"QLDNorth",149.052627563477,-20.2841739654541,1,3.65,4.45,7362127.79,750402.28,182593442.84,2393.76,724.79,13425.23
"WANorth",118.789474487305,-20.234806060791,1,4.7,6.05,3778635.32,407977.89,88408885.94,43.81,23.86,107.28
"WANorth",118.842094421387,-20.234806060791,1,4.7,6.05,3777507.37,406388.65,89026606.86,43.61,23.77,106.72
"QLDNorth",148.842102050781,-20.234806060791,1,3.66,4.05,3517029.56,402529.42,73725207.27,11537.07,3022.84,75374.26
"QLDNorth",148.894729614258,-20.234806060791,1,3.66,4.05,3961869.15,442856.54,86167919.52,12530.12,3257.44,82579.85
"QLDNorth",149.052627563477,-20.234806060791,1,3.67,4.6,3183223.19,379168.88,62196474.22,593.87,218.14,2555.13
"WANorth",118.842094421387,-20.1854228973389,1,4.69,6.03,6219800.56,622793.29,162122984.18,45.38,24.59,111.9
"QLDNorth",148.684204101562,-20.1854228973389,1,3.67,4.35,2549367.57,294846.98,53767595.94,761.8,281.74,3153.58
"QLDNorth",148.736831665039,-20.1854228973389,1,3.67,4.34,2589470.64,299892.32,54393049.68,804.56,295.46,3361.98
"QLDNorth",148.789474487305,-20.1854228973389,1,3.67,4.13,2591775.69,301371.84,54001659.68,4235.48,1246.05,23905.47
"QLDNorth",148.894729614258,-20.1854228973389,1,3.66,4.08,3373512.46,379264.95,73515931.9,7956.07,2166.82,49645.73
"QLDNorth",149.052627563477,-20.1854228973389,1,3.68,4.59,1940595.09,249896.27,33861057.46,719.7,258.42,3185.06
"WANorth",118.894737243652,-20.1360244750977,1,4.69,6.02,9315182.56,882327.33,262095524.96,46.52,25.14,115.14
"QLDNorth",148.631576538086,-20.1360244750977,1,3.67,4.55,2699628.35,306520.41,58787152.07,416.72,166.22,1563.03
"QLDNorth",148.842102050781,-20.1360244750977,1,3.67,4.2,2525877.32,293506.93,52816169.97,2021.81,661.58,9828.13
"QLDNorth",149,-20.1360244750977,1,3.68,4.59,1855539.64,235122.25,33532123.39,1308.85,427.52,6652.64
"WANorth",118.947357177734,-20.0866088867188,1,4.68,6.03,11793311.35,1096303.84,337603708.94,45.65,24.76,112.34
"QLDNorth",148.315795898438,-20.0866088867188,1,3.19,3.68,3411445.71,323149.3,105572639.99,2017.21,629.32,10810.66
"QLDNorth",148.368408203125,-20.0866088867188,1,3.19,3.67,3359962.34,319304.19,103431836.69,2204.63,679.84,11999.3
"QLDNorth",148.631576538086,-20.0866088867188,1,3.67,4.55,2414097.42,277421.21,51814634.51,406.75,163.14,1511.8
"QLDNorth",148.842102050781,-20.0866088867188,1,3.67,4.46,2656437.9,304770.21,56733085.09,403.54,163.45,1471
"QLDNorth",149,-20.0866088867188,1,3.68,4.76,1652655.04,213313.46,29072984.96,606.88,221.83,2632.35
"WANorth",119,-20.0371780395508,1,4.67,5.99,22442782.92,1957512.05,690913814.84,50.63,27.02,127.47
"WANorth",119.526313781738,-20.0371780395508,1,4.69,5.96,7382609.27,827607.88,152144488.53,51.21,27.19,130.23
"WANorth",119.578941345215,-20.0371780395508,1,4.69,5.85,6518330.65,747599.98,129773296.81,66.52,33.76,181.24
"WANorth",119.631576538086,-20.0371780395508,1,4.7,5.83,5666025.46,664233.47,109297146.53,71.18,35.74,196.91
"QLDNorth",148.315795898438,-20.0371780395508,1,3.19,3.67,3051326.08,296393.87,90574334.17,2062.33,642.95,11044.36
"QLDNorth",148.368408203125,-20.0371780395508,1,3.19,3.67,3131700.56,302755.91,93649551.78,2239.76,690.89,12164.37
"QLDNorth",148.526321411133,-20.0371780395508,1,3.2,4.12,2135177.63,241810.51,47719809.72,544.68,202.93,2294.43
"QLDNorth",148.57893371582,-20.0371780395508,1,3.2,4.2,2099994.85,238797.92,46616087.21,377.65,149.29,1457.52
"QLDNorth",148.894729614258,-20.0371780395508,1,3.69,4.45,1139305.76,158326.17,17867371.95,471,186.56,1771.59
"QLDNorth",148.947357177734,-20.0371780395508,1,3.67,4.46,2558834.91,314067.85,47974710.72,853.28,306.31,3715.23
"WANorth",119.052635192871,-19.9877319335938,1,4.67,6.01,25565261.27,2303597.46,730870110.69,48.32,26.01,120.06
