"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'harvey-dvhar01-aus-bom'",27,115.6761,-32.6835,0.2,1.36,5.32,5.43,5.2
"'hay_point-59511-aus-bom'",35,149.3033,-21.2683,0.2,4.25,6.3,6.42,6.19
"'hillarys-132a-aus-uhslc'",28,115.738,-31.825,0.2,1.45,7.83,7.97,7.7
"'hillarys-62237-aus-bom'",28,115.7386,-31.8256,0.2,1.45,7.83,7.97,7.7
"'hobart-339a-aus-uhslc'",46,147.342,-42.877,0.2,1.52,10.76,10.89,10.63
"'hobart-61220-aus-bom'",46,147.341,-42.8773,0.2,1.52,10.76,10.89,10.63
"'home_island-46280-aus-bom'",32,96.8919,-12.1167,0.2,1.36,28.12,28.4,27.84
"'hovell_pile-60721-aus-bom'",27,144.8987,-38.3271,0.2,1.35,13.17,13.37,12.97
"'ince_point-58140-aus-bom'",28,142.3117,-10.575,0.2,2.73,4.01,4.12,3.91
"'jervis_bay-216470-aus-bom'",27,150.7076,-35.12200281,0.2,1.58,39.17,39.58,38.76
"'jurien_bay-jujur01-aus-bom'",28,115.0428,-30.2872,0.2,1.36,13.61,13.81,13.41
"'karumba-63580-aus-bom'",33,140.8333,-17.4917,0.2,3.47,3.05,3.15,2.96
"'lakes_entrance_inner_bullock_island-6057a-aus-bom'",33,147.9731,-37.8852,0.2,1.39,6.79,6.9,6.67
"'lord_howe_island-57720-aus-bom'",36,159.0582,-31.5236,0.2,1.86,20.63,20.86,20.4
"'lord_howe-399a-aus-uhslc'",36,159.067,-31.517,0.2,1.86,20.63,20.86,20.4
"'lord_howe-399b-aus-uhslc'",36,159.067,-31.517,0.2,1.86,20.7,20.94,20.47
"'lorne-60790-aus-bom'",26,143.9888,-38.5472,0.2,1.82,28,28.34,27.66
"'lucinda_offshore-59200-aus-bom'",33,146.385,-18.5217,0.2,2.65,6.96,7.08,6.83
"'mackay_outer_harbour-59510-aus-bom'",48,149.2333,-21.1167,0.2,4.12,5.69,5.78,5.59
"'melbourne_williamstown-60780-aus-bom'",54,144.9165,-37.8657,0.2,1.34,15.01,15.15,14.86
"'melville_bay_gove_harbour-63480-aus-bom'",23,136.6717,-12.2067,0.2,2.53,6.59,6.73,6.45
"'milner_bay_groote_eylandt-63511-aus-bom'",34,136.4156,-13.8601,0.2,2.24,3.18,3.27,3.08
"'mooloolaba-59950-aus-bom'",35,153.12,-26.6867,0.2,1.72,30.21,30.52,29.91
"'mourilyan_harbour-59140-aus-bom'",37,146.1167,-17.6,0.2,2.19,13.62,13.79,13.45
"'newcastle-60310-aus-bom'",54,151.7889,-32.9238,0.2,1.6,28.91,29.13,28.69
"'onslow_beadon_creek-62470-aus-bom'",34,115.1315,-21.6497,0.2,1.96,14.53,14.72,14.34
"'patonga-212440-aus-bom'",27,151.27462,-33.55098053,0.2,1.65,33.94,34.29,33.59
"'peel_inlet-plpee01-aus-bom'",31,115.713889,-32.592222,0.2,1.34,5.32,5.43,5.21
"'perth_barrack_street_jetty-6223a-aus-bom'",29,115.8573,-31.9597,0.2,1.42,7.15,7.27,7.02
"'point_lonsdale-60730-aus-bom'",56,144.6139,-38.2919,0.2,1.58,15.72,15.86,15.57
"'point_richards_corio_bay-60757-aus-bom'",20,144.65,-38.1,0.2,1.37,14.48,14.74,14.23
"'port_adelaide_inner_harbor-61610-aus-bom'",54,138.5,-34.85,0.2,2.84,3.79,3.87,3.72
"'port_adelaide_outer_harbor-61600-aus-bom'",77,138.4807,-34.7798,0.2,2.74,3.91,3.97,3.84
"'port_alma-59690-aus-bom'",36,150.8667,-23.585,0.2,3.32,10.91,11.07,10.76
"'port_douglas-59040-aus-bom'",23,145.4667,-16.4833,0.2,2.27,10.09,10.27,9.92
"'port_giles-61685-aus-bom'",26,137.7683,-35.0218,0.2,2.44,5,5.12,4.88
"port_hacking_decomm-214451-aus-csiro",24,151.14608,-34.076911,0.2,1.64,28.52,28.85,28.19
"'port_hedland-169a-aus-uhslc'",43,118.575,-20.318,0.2,4.2,4.68,4.78,4.59
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.2,4.2,4.68,4.78,4.59
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.2,1.6,37.68,38.01,37.35
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.2,1.6,37.68,38.01,37.35
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.2,2.09,5.1,5.18,5.01
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.2,1.65,14.76,14.97,14.55
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.2,3.21,3.07,3.13,3.01
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.2,1.65,31.04,31.37,30.71
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.2,1.37,17.89,18.08,17.7
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.2,1.37,17.89,18.08,17.7
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.2,1.29,15.31,15.51,15.12
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.2,3.25,6.87,7,6.74
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.2,3.25,6.87,7,6.74
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.2,2.99,8.53,8.69,8.37
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.2,2.94,10.66,10.84,10.49
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.2,1.35,19.26,19.47,19.05
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.2,1.35,19.26,19.47,19.05
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.2,1.65,26.93,27.22,26.65
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.2,2.39,5.59,5.68,5.5
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.2,2.39,5.59,5.68,5.5
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.2,2.47,7.41,7.56,7.26
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.2,2.78,5.73,5.82,5.65
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.2,2.78,5.73,5.82,5.65
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.2,2.9,3.07,3.18,2.98
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.2,1.58,42.04,42.54,41.53
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.2,2.67,13.2,13.37,13.04
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.2,1.91,5.83,5.93,5.74
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.2,2.48,3.44,3.54,3.35
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.2,2.55,3.17,3.26,3.09
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.2,1.33,13.3,13.49,13.12
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.2,2.35,7.9,8.03,7.78
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.2,3.08,2.96,3.07,2.86
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.2,4.28,28.32,28.58,28.06
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.2,4.28,28.32,28.58,28.06
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.2,1.52,57.73,58.32,57.14
