"state","lga","longitude","latitude","SLR","SWL_AEPPC","MTWL_AEPPC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"NSW","Newcastle",151.791976928711,-32.9030685424805,0.6,2.05,3.48,4995.14,1718.61,20741.59,20.92,14.08,35.74
"VIC","Hobsons Bay",144.897003173828,-37.8736267089844,0.6,1.71,2.18,7718.27,2344.23,39158.25,467.14,195.21,1580.03
"QLDSouth","Bundaberg",152.412872314453,-24.7567653656006,0.6,2.71,3.35,21984.49,5662.9,141431.87,138,68.11,371.32
"WASouth","Bunbury",115.637229919434,-33.3057746887207,0.6,2.06,3.97,122.8,67.9,269.56,10.48,7.67,16.05
"TAS","Clarence",147.393463134766,-42.9977607727051,0.6,1.83,1.97,11399.54,3144.52,67479.78,6235.45,1814.76,34832.65
"WANorth","Port Hedland",118.570663452148,-20.2921123504639,0.6,4.55,5.73,151.58,74.78,405.28,8.49,6.17,13.38
"WANorth","Wyndham-East Kimberley",128.095184326172,-15.3794431686401,0.6,4.66,4.73,45188.24,10801.17,318448.82,26191.8,6523.35,177367.97
"QLDSouth","Brisbane",153.156661987305,-27.3602046966553,0.6,2.34,2.71,139360.05,28346.57,1230739.19,1232.86,470.2,4624.65
"VIC","Greater Geelong",144.419860839844,-38.2895736694336,0.6,1.77,2.1,2334.56,837.18,9413.06,963.54,364.49,3738.3
"TAS","Burnie",145.878601074219,-41.0355949401855,0.6,2.66,3.08,4517.83,1461.54,21118.93,447.56,195.29,1397.69
"WANorth","Carnarvon",113.636138916016,-24.8981914520264,0.6,2.04,2.75,698.5,286.26,2380.33,59.79,33.04,137.8
"TAS","George Town",146.792098999023,-41.052360534668,0.6,2.65,3.91,3341.61,1160.43,13972.17,43.23,26.59,83.25
"WANorth","Broome",122.209922790527,-17.9969673156738,0.6,5.99,6.19,206.84,103.38,528.11,129.82,69.28,302.64
"QLDNorth","Cairns",145.847991943359,-16.8677730560303,0.6,2.58,2.98,7823.33,2339.16,40832.94,725.59,293.58,2526.39
"QLDNorth","Aurukun",141.797592163086,-12.6793203353882,0.6,2.76,3.72,100.27,52.73,244.46,17.43,11.72,30.2
"QLDNorth","Gladstone",151.407104492188,-23.962682723999,0.6,3.28,3.61,4885.39,1583.56,22636.35,509.9,222.48,1578.59
"NSW","Kempsey",153.09098815918,-30.9209632873535,0.6,1.98,2.8,27975.2,7609.69,160322.62,63.14,35.91,137.07
"VIC","East Gippsland",147.9462890625,-37.9042129516602,0.6,1.59,2.3,19461.53,5015.01,126186.53,121.66,63.23,299.12
"QLDNorth","Gladstone",151.320953369141,-23.7948703765869,0.6,3.29,3.41,4116.91,1348.89,18910.69,1326.13,505.49,4954.88
"VIC","Bass Coast",145.121734619141,-38.5073280334473,0.6,2.67,3.55,1933.46,698.12,7793.68,92.49,49.78,217.01
"NSW","Bega Valley",149.936981201172,-37.097900390625,0.6,2.07,4.06,3252.23,1172.02,12737.35,9.79,7.09,15.38
"NT","East Arnhem",136.425445556641,-13.8104448318481,0.6,2.38,2.9,183.1,88.86,498.08,32.34,19.63,65.17
"SA","Grant",140.672210693359,-38.0639533996582,0.6,1.72,3.27,33520.27,8458.29,217858.8,33.87,21.11,64.68
"NSW","Northern Beaches",151.305068969727,-33.8254356384277,0.6,2.1,3.44,4720.95,1638.36,19365.07,22.6,15.03,39.26
"WANorth","Karratha",116.761528015137,-20.5944957733154,0.6,4.43,4.83,643.14,265.95,2167.24,52.11,29,119.86
"SA","Copper Coast",137.588287353516,-33.9396820068359,0.6,2.74,2.88,92.51,50.57,210.79,61.59,35.75,128.99
"TAS","Devonport",146.352432250977,-41.1579093933105,0.6,2.68,3.12,3622.15,1212.07,16134.15,367.86,165.06,1104.9
"NSW","Randwick",151.252304077148,-33.9962577819824,0.6,2.09,3.73,4311,1519.34,17292.45,16.74,11.57,27.6
"QLDNorth","Mackay",149.297515869141,-21.2697410583496,0.6,4.68,5.04,181.77,92.87,449.44,57.49,33.31,121.35
"QLDNorth","Cassowary Coast",146.139678955078,-17.6090087890625,0.6,2.59,3.07,2756.05,962.6,11543.51,145.27,74.1,365.52
"TAS","Glamorgan-Spring Bay",148.067794799805,-42.5660400390625,0.6,1.7,2.07,38457.66,9302.19,267957.45,2812.4,956.77,12356.43
"QLDNorth","Cassowary Coast",146.334701538086,-18.4832286834717,0.6,3.01,3.34,568.81,242.72,1822.25,113.31,59.45,275.06
"WANorth","Ashburton",115.163749694824,-21.6142768859863,0.6,2.43,2.91,741.99,288.19,2791.03,47.71,26.96,107.28
"WANorth","Karratha",117.169364929199,-20.5933799743652,0.6,4.48,5.45,298.72,132.83,927.02,11.27,7.83,18.95
"QLDSouth","Sunshine Coast",153.139892578125,-26.6974658966064,0.6,2.07,2.88,224708.32,43549.74,2103482.61,121.36,62.88,300.25
"QLDNorth","Whitsunday",148.842590332031,-20.2819118499756,0.6,3.41,4.24,426.79,190.29,1284.11,19.5,13.11,33.5
"QLDNorth","Torres",142.155624389648,-10.5569248199463,0.6,2.97,3.43,325.33,152.41,909.21,59.63,34.95,122.92
"QLDSouth","Fraser Coast",152.941467285156,-25.2762908935547,0.6,3,3.43,15954.5,4577.76,85837.76,279.77,124.42,872.67
"SA","Unincorporated SA",137.602798461914,-33.023551940918,0.6,3.36,3.77,45.85,28.04,88.87,42.17,25.93,81.32
"WANorth","Karratha",116.678909301758,-20.5885372161865,0.6,2.46,3.15,534.8,224.91,1768.59,19.67,12.6,37.13
"QLDNorth","Torres",142.315673828125,-10.5067167282104,0.6,2.88,3.58,763.73,319.3,2492.66,466.57,193.04,1609.33
"QLDNorth","Douglas",145.468811035156,-16.4769401550293,0.6,2.58,2.8,6325.49,1954.74,31488.43,1630.05,596.94,6473.97
"NSW","Clarence Valley",153.367126464844,-29.4367237091064,0.6,1.98,2.63,15125.54,4591.53,73787.23,128.55,65.54,326.54
"QLDNorth","Torres Strait Island",142.210647583008,-10.522177696228,0.6,2.94,3.54,396.94,179.62,1167.49,45.28,27.58,88.53
"VIC","Greater Geelong",144.724807739258,-38.1704139709473,0.6,1.7,2.02,5187.69,1748.34,22304.78,2018.61,699.43,8771.63
"VIC","Mornington Peninsula",144.899749755859,-38.3481216430664,0.6,1.76,2.25,1765.68,689.81,6197.23,275.88,128.18,791.57
"SA","Onkaparinga",138.470275878906,-35.0958251953125,0.6,3,3.58,444.67,197.39,1345.35,77.53,43.68,169.07
"QLDNorth","Livingstone",150.760681152344,-23.1353740692139,0.6,3.6,4.7,654.22,277.85,2094.89,30.58,19.21,57.92
"VIC","Surf Coast",144.035140991211,-38.4956665039062,0.6,2.3,2.6,2359.77,833.14,9787.05,897.89,351.95,3270.42
"SA","Yorke Peninsula",137.767929077148,-35.0375442504883,0.6,2.66,3.57,1263.52,482.05,4728.74,73.74,42.2,156.72
"QLDNorth","Whitsunday",148.079605102539,-19.8762283325195,0.6,2.89,3.68,955.84,381.21,3355.01,34.64,21.3,67.75
"WANorth","Exmouth",114.142883300781,-21.9546566009521,0.6,2.42,3.3,903.01,358.86,3203.21,18.22,12.18,31.8
"NSW","Shoalhaven",150.768478393555,-35.0744934082031,0.6,2.09,3.07,2119.45,822.86,7446.49,31.35,20.36,55.75
"NSW","Coffs Harbour",153.156051635742,-30.3061962127686,0.6,2.12,2.77,56537.76,13974.98,369468.12,144.93,75.9,347.33
"VIC","Moyne",142.245132446289,-38.4012489318848,0.6,1.72,2.03,27167.21,7290.55,159823.01,5312.59,1584.29,28659.64
"SA","Onkaparinga",138.458389282227,-35.1697807312012,0.6,2.99,3.72,491.97,214.73,1525.66,71.91,40.74,155.86
"WANorth","Ashburton",115.466323852539,-20.6898097991943,0.6,2.51,3.56,255.98,114.71,792.28,11.81,8.31,19.31
"QLDNorth","Isaac",149.473999023438,-21.7463283538818,0.6,4.66,5.82,226.37,109.63,609.12,13.44,9.43,21.86
"QLDNorth","Cook",145.285095214844,-15.4928417205811,0.6,2.51,2.88,8481.3,2549.94,43578.03,1699.74,615.97,6865.61
"VIC","Greater Geelong",144.635314941406,-38.1060447692871,0.6,1.72,2.08,9326.21,2864.56,45799.8,2211.91,756,9800.34
"WANorth","Ashburton",115.375946044922,-20.6875629425049,0.6,2.33,3.46,5943.58,1869.69,28741.98,23.3,14.65,44.99
"TAS","West Coast",145.027053833008,-41.8157424926758,0.6,2.54,3.7,600885.04,99468.68,7067888.78,132.53,68.72,325.35
"WASouth","Dundas",128.882766723633,-31.7294902801514,0.6,2.66,3.87,922.55,381.22,3040.12,37.11,23.16,70.23
"SA","Kingston (SA)",139.666198730469,-36.9562568664551,0.6,2.26,3.2,325.06,156.95,860.07,66.91,38.85,139.32
"SA","Kangaroo Island",137.180358886719,-36.0086135864258,0.6,2.65,3.26,1480.68,586.73,5117.66,493.19,213.43,1553.78
"TAS","Circular Head",145.312255859375,-40.7651710510254,0.6,2.64,2.98,7618.78,2275.27,39927.06,1103.08,412.01,4340.9
"SA","Elliston",134.854675292969,-33.6464500427246,0.6,2.46,4.36,160.43,81.3,405.9,17.87,12.06,30.68
"WANorth","Shark Bay",113.513900756836,-25.9233150482178,0.6,2.13,2.9,213.48,100.43,609.49,27.77,17.57,52.25
"VIC","Greater Geelong",144.474060058594,-38.2902946472168,0.6,2.01,2.5,2210.03,796.46,8861.18,324.79,144.44,1001.23
"QLDSouth","Noosa",153.108322143555,-26.3750782012939,0.6,2.08,2.92,125153.55,26197.63,1055267.12,120.45,63.04,292.52
"SA","Unincorporated SA",132.431213378906,-32.0147438049316,0.6,2.68,3.74,636.02,260.93,2177.55,40.99,24.9,81.01
"SA","Unincorporated SA",136.499649047852,-35.1658554077148,0.6,2.35,3.57,610.79,271,1813.73,68,39.39,142.09
"WANorth","Derby-West Kimberley",123.719276428223,-16.1033020019531,0.6,5.98,6.62,215.93,107.43,554.46,25.85,16.22,49.65
"WANorth","Ashburton",115.097961425781,-21.6335697174072,0.6,2.43,3.37,807.36,311.35,3059.17,15.61,10.45,27.55
"SA","Wattle Range",139.998825073242,-37.4942817687988,0.6,1.78,3.35,4013.11,1437.1,15710.5,37.99,23.97,70.39
"QLDNorth","Torres",142.626602172852,-10.716986656189,0.6,2.9,3.73,630.28,271.38,1972.56,306.76,136.01,955.36
"TAS","Huon Valley",147.098419189453,-43.2927169799805,0.6,1.85,1.98,5263.23,1667.48,25321.14,2553.87,902.85,10511.39
"QLDNorth","Torres",142.322967529297,-10.5164833068848,0.6,2.84,3.59,1714.1,633.26,6673.68,739.38,293.92,2659.37
"SA","Kangaroo Island",136.535095214844,-35.8576393127441,0.6,2.36,3.55,536.38,239.51,1586.54,51.77,31.24,102.09
"SA","Wattle Range",139.879470825195,-37.3767509460449,0.6,1.85,2.43,952.44,400.63,3033.66,309.4,145.09,865.87
"SA","Unincorporated SA",136.156509399414,-34.9915504455566,0.6,2.33,2.69,891.04,373.56,2866.3,223.57,111.39,571.4
"VIC","Unincorporated Vic",146.515869140625,-38.9114189147949,0.6,2.57,2.79,25745.13,6445.7,172837.15,2703.41,985.62,10480.8
"QLDSouth","Fraser Coast",153.356964111328,-24.9777183532715,0.6,2.97,3.59,49864.23,11642.81,364694.72,335.07,153.33,976.17
"WASouth","Rockingham",115.701889038086,-32.3069496154785,0.6,1.78,3,1462.82,567.61,5255.75,46.16,27.29,95.23
"WASouth","Nedlands",115.749351501465,-31.9685497283936,0.6,1.8,3.19,927.84,393.78,2912.99,19.05,12.91,32.32
"WANorth","Exmouth",114.09871673584,-22.0990867614746,0.6,2.44,3.12,645.69,267,2175.27,23.27,14.97,42.97
"WANorth","Ashburton",115.477195739746,-20.836986541748,0.6,2.5,3.59,306.67,134.21,979.84,11.02,7.76,18.09
"SA","Kangaroo Island",137.937957763672,-35.7128486633301,0.6,2.17,3.09,1322.16,527.81,4539.27,82.57,46.76,177.57
"SA","Cleve",136.576965332031,-33.9472122192383,0.6,2.56,3.24,672.59,283.89,2174.6,125.76,65.4,308.2
"SA","Lower Eyre Peninsula",136.023025512695,-34.8660087585449,0.6,2.31,2.61,1217.42,496.37,4043.22,496.66,225.36,1433.71
"SA","Whyalla",137.786407470703,-32.9926872253418,0.6,3.35,3.76,47.71,29.07,92.87,42.77,26.08,83.7
"SA","Yorke Peninsula",137.354400634766,-34.9310340881348,0.6,2.82,3.35,156.39,80.55,384.64,41.87,25.68,81.22
"QLDNorth","Mackay",149.895462036133,-21.0195617675781,0.6,4.59,5.53,567.73,249.06,1728.23,24.48,15.84,44.55
"VIC","East Gippsland",147.987808227539,-37.8907623291016,0.6,1.59,2.28,18244.41,4735.72,117211.07,125.31,65.24,306.5
NA,"Whitsunday",149.818756103516,-20.0906581878662,0.6,3.29,4.53,4315.86,1437.64,19167.43,15.58,10.84,25.49
"NSW","Ballina",153.61018371582,-28.8397369384766,0.6,2.04,2.76,59530.35,14871.66,380541.15,247.27,116.43,697.25
"NT","Unincorporated NT",130.514770507812,-12.6257009506226,0.6,4.68,4.78,1388.32,541.25,4961.21,592.63,259.5,1805.44
"SA","Yankalilla",138.086761474609,-35.6061515808105,0.6,2.21,3.19,673.53,293.35,2056.09,61.02,35.34,128.39
"NSW","Port Stephens",152.201217651367,-32.7411689758301,0.6,2.1,3.27,6254.49,2080.96,27224.36,24.53,16.43,41.87
"QLDNorth","Cook",144.883728027344,-14.5548992156982,0.6,2.51,2.98,16081.01,4466.79,91771.91,781.29,314.24,2736.89
"QLDNorth","Gladstone",151.92448425293,-23.306095123291,0.6,3.24,4.27,17420.12,4832.74,99133.24,49.49,28.7,105.43
"VIC","Bass Coast",145.359298706055,-38.569507598877,0.6,2.65,4.28,2426.29,847.62,10244.76,29.11,18.48,54.23
"WASouth","Dundas",126.06566619873,-32.2820434570312,0.6,1.88,3.03,1475.26,573.56,5278.69,35.92,22.26,68.96
"VIC","Mornington Peninsula",144.762985229492,-38.345573425293,0.6,1.73,1.94,1579.92,632.58,5341.26,1156.25,456.23,4088.49
"QLDNorth","Cook",143.415405273438,-12.5892887115479,0.6,2.42,3.04,37256.35,9255.97,247505.29,3762.45,1228.42,17504.49
"QLDNorth","Gladstone",151.908676147461,-23.4388313293457,0.6,3.24,3.96,17440.62,4816.11,100090.89,93.31,48.23,236.64
"VIC","Mornington Peninsula",145.036819458008,-38.4872627258301,0.6,2.65,3.94,3037.27,1039.13,13134.73,41.61,25.38,81.53
"VIC","Kingston (Vic.)",145.111022949219,-38.0797386169434,0.6,1.73,2.36,4483.57,1469.64,20463.2,194.09,94.52,522.25
"WANorth","Wyndham-East Kimberley",124.291732788086,-15.322434425354,0.6,5.96,6.64,268.76,127.98,737.8,45.76,27.01,94.72
"VIC","Bass Coast",145.368392944336,-38.5389366149902,0.6,2.66,3.61,2196.54,778.59,9086.74,75.74,42.11,169.52
"VIC","Wyndham",144.678146362305,-37.9899787902832,0.6,1.72,2.15,12214.66,3548.65,65308.63,1012.07,376.64,4038.19
"VIC","Surf Coast",144.363662719727,-38.3202171325684,0.6,1.77,2.01,2555.89,904.56,10497.81,1737.85,621.53,7186.15
"SA","Elliston",134.446472167969,-33.7753486633301,0.6,2.38,3.64,388.3,177.95,1117.42,27.87,17.9,50.92
"QLDNorth","Lockhart River",143.524948120117,-13.1872329711914,0.6,2.42,3.56,35505.91,8809.99,237171.03,206.14,98.25,575.46
"VIC","Mornington Peninsula",145.015808105469,-38.2528228759766,0.6,1.74,2.31,2590.54,945.52,10048.4,236.65,112.1,661.73
"QLDNorth","Cook",145.479095458984,-14.6609563827515,0.6,2.53,3.4,9989.95,2912.72,53760.19,186.77,91.39,499.38
"WASouth","Dandaragan",115.017585754395,-30.3131942749023,0.6,1.77,3.54,2161.97,807.87,8123.75,22.12,14.59,39.1
"QLDNorth","Livingstone",150.680480957031,-21.9535064697266,0.6,3.55,4.12,1461.94,558.89,5398.1,78.91,42.9,183.79
"QLDNorth","Cook",143.597961425781,-13.4578561782837,0.6,2.43,3.17,22521.93,5833.84,143138.75,502.09,206.4,1743.42
"QLDNorth","Gladstone",151.36018371582,-23.8441028594971,0.6,3.28,3.4,4420.85,1441.27,20399.18,1515.15,566.18,5822.85
"SA","Franklin Harbour",136.89794921875,-33.7826766967773,0.6,2.62,3.43,296.04,139.75,820.71,54.5,31.68,114.77
"WANorth","Broome",122.920036315918,-16.39599609375,0.6,5.91,7.81,556.65,239.83,1754.04,6,4.68,8.46
"QLDNorth","Palm Island",146.692947387695,-18.7623119354248,0.6,2.97,3.96,1187.02,471.43,4140.52,36.86,22.38,73.5
"VIC","Greater Geelong",144.608428955078,-38.1155853271484,0.6,1.72,2.11,9825.37,2989.57,48930.17,1672.45,583.41,7277.25
"NT","Roper Gulf",136.516967773438,-15.5269403457642,0.6,2.46,2.88,89.75,47.71,216.07,29.17,18.12,56.58
"VIC","Mornington Peninsula",144.682495117188,-38.3029098510742,0.6,1.69,1.97,3960.27,1440.78,15089.22,2152.77,769.78,8773.18
"VIC","Mornington Peninsula",144.72526550293,-38.3128089904785,0.6,1.72,1.93,2005.74,790.21,6887.79,1074.27,436.73,3613.13
"VIC","Bayside (Vic.)",145.012969970703,-37.9861907958984,0.6,1.71,2.25,7164.14,2188.2,36146.53,505.64,208.58,1743.01
"VIC","Port Phillip",144.961761474609,-37.8651657104492,0.6,1.7,2.18,8309.41,2457.55,44084.15,448.4,188.24,1507.85
"NT","Roper Gulf",135.730651855469,-14.306037902832,0.6,2.56,3.28,48.71,27.67,108.18,16.14,10.66,29.11
"QLDNorth","Torres",142.951507568359,-9.85594081878662,0.6,2.78,3.27,5917.7,1887.5,27901.12,2662.21,943.19,10884.4
"SA","Port Augusta",137.856109619141,-32.7116355895996,0.6,3.38,3.61,41.37,25.81,77.83,43.99,26.87,85.68
"WANorth","Ashburton",115.418029785156,-20.6629943847656,0.6,2.36,3.86,2885.28,989.67,12460.51,11.69,8.09,19.81
"NT","East Arnhem",135.162536621094,-12.2201509475708,0.6,2.89,3.37,435.59,188.82,1380.01,47.06,27.03,102.54
"TAS","Circular Head",144.763442993164,-40.4397125244141,0.6,2.59,3.64,36405.37,8802.36,254793.18,342.62,157.08,993.15
"TAS","King Island",144.104827880859,-40.0475730895996,0.6,2.18,2.86,110999.68,21989.67,1047402.35,539.94,230.75,1730.81
"QLDNorth","Cook",145.447540283203,-15.7513809204102,0.6,2.51,3.09,7570.86,2285.6,38895.24,623.09,260.97,2054.37
NA,"Mackay",150.928894042969,-20.4258937835693,0.6,4.28,5.73,15609.8,4372.08,87894.58,16.04,10.91,27.37
"VIC","Bass Coast",145.272766113281,-38.5111198425293,0.6,2.65,3.22,2488.68,864.89,10593.25,255.09,118.4,737.52
"QLDNorth","Pormpuraaw",141.524032592773,-14.5044069290161,0.6,2.75,4.18,100.7,53.06,244.48,9.68,7.19,14.5
"WANorth","Broome",121.965843200684,-18.4140720367432,0.6,6,6.85,180.64,91.66,452.43,21.06,13.75,38.07
"VIC","Wyndham",144.801208496094,-37.9131851196289,0.6,1.71,2.16,7771.64,2406.4,38033.54,530.48,218.12,1833.34
"WASouth","Manjimup",115.999702453613,-34.846134185791,0.6,1.8,2.86,6641.41,2086.62,31959.49,76.08,43.37,162.49
NA,"Whitsunday",149.715850830078,-20.0136013031006,0.6,3.29,4.17,4199.86,1401.63,18620.12,30.22,18.93,57.54
"QLDNorth","Whitsunday",148.560501098633,-19.9888191223145,0.6,2.9,4,785.58,324.27,2620.33,15.19,10.39,25.69
"SA","Yankalilla",138.237152099609,-35.4988975524902,0.6,2.19,3.26,836.1,338.61,2877.7,38.66,23.57,76.18
"VIC","Mornington Peninsula",144.851089477539,-38.3629608154297,0.6,1.77,2.11,1505.66,602.89,5103.08,580.91,244.64,1904.76
"WANorth","Exmouth",114.142738342285,-21.7975425720215,0.6,2.37,4.38,2343.89,849.18,9271.87,5.62,4.37,8.02
"WANorth","Wyndham-East Kimberley",128.772811889648,-14.8344984054565,0.6,4.73,5.56,4752.43,1591.33,20781.53,40.87,24.61,82.15
"WASouth","Manjimup",116.738777160645,-35.0417938232422,0.6,1.78,2.16,3136.3,1093.94,13060.13,644.46,281.85,1957.88
"QLDNorth","Mornington",139.676879882812,-16.4017772674561,0.6,3.84,5.04,31.98,20.24,59.5,7.32,5.62,10.48
"QLDNorth","Torres",142.168746948242,-10.2303152084351,0.6,2.87,3.51,1144.22,442.12,4209.7,54.49,32.46,109.65
"WANorth","Karratha",116.95361328125,-20.6833477020264,0.6,4.6,5.8,102.57,52.51,263.13,7.2,5.37,10.96
"QLDNorth","Cairns",145.972595214844,-16.7534255981445,0.6,2.58,3.16,9000.78,2625.36,48744.2,295.77,136.69,853.08
"WASouth","Rockingham",115.689399719238,-32.2365188598633,0.6,1.82,2.2,656.71,288.69,1974.46,121.88,65.74,279.79
"QLDNorth","Burdekin",147.409255981445,-19.3074054718018,0.6,2.94,3.48,1378.17,529.27,5065.45,92.13,50.08,212.27
"NT","East Arnhem",135.678955078125,-11.9292297363281,0.6,2.87,3.13,570.55,243.87,1821.62,117.54,61.03,290.3
"QLDNorth","Northern Peninsula Area",142.102737426758,-10.9672031402588,0.6,2.97,3.28,147.93,74.9,376.99,50.77,29.86,105.05
"WASouth","Augusta Margaret River",115.021179199219,-34.2565498352051,0.6,1.9,3.96,774.31,311.95,2705.67,12.16,8.76,18.97
"QLDNorth","Torres",142.871856689453,-10.0437240600586,0.6,2.82,3.3,2736.7,973.39,11089.49,3558.37,1188.57,15922.49
"WANorth","East Pilbara",119.774200439453,-19.9569301605225,0.6,4.54,4.91,171.79,86.65,436.44,38.46,23.09,78.11
"WANorth","Broome",122.248458862305,-17.1136341094971,0.6,5.88,6.43,812.35,337.04,2678.34,76.83,41.67,180.15
"QLDNorth","Cassowary Coast",146.335098266602,-18.3602714538574,0.6,2.97,3.19,1070.83,424.95,3765.23,241.22,116.05,654.35
"SA","Whyalla",137.440902709961,-33.2315673828125,0.6,3.33,3.64,54.57,32.55,109.54,54.74,32.35,111.7
"SA","Yorke Peninsula",137.768692016602,-35.0113372802734,0.6,2.66,3.32,1262.54,481.33,4731.7,89.21,50.31,192.5
"WANorth","Broome",123.314888000488,-17.0903549194336,0.6,5.9,6.33,598.85,259.83,1854.04,57.42,31.85,131.82
"QLDNorth","Torres",142.684844970703,-10.917688369751,0.6,2.76,3.09,12069.01,3505.64,64602.72,2554.73,910.85,10351.26
"QLDNorth","Mornington",139.580749511719,-17.1097755432129,0.6,3.95,5.14,21.2,14.01,37.4,5.84,4.62,8.03
"WANorth","Broome",123.159187316895,-16.3905277252197,0.6,5.87,6.68,1027.51,415.49,3499.36,21.84,14.1,40.23
"WANorth","Karratha",116.191215515137,-20.8251476287842,0.6,2.36,3.73,2777.64,965.61,11729.34,9.45,6.76,15.21
"QLDSouth","Gold Coast",153.519638061523,-28.1603393554688,0.6,1.98,2.52,67190.17,16248.68,452136.07,224.11,103.87,656.13
"QLDNorth","Torres",142.706924438477,-10.9305419921875,0.6,2.76,3.11,12938.44,3701.6,70904.9,2180.71,799.89,8471.19
"WANorth","Shark Bay",113.505187988281,-25.5005359649658,0.6,2.08,2.86,421.5,180.15,1375.42,35.55,21.63,70.74
"SA","Unincorporated SA",133.50520324707,-32.3217849731445,0.6,2.73,4.48,324.19,145.52,981.74,16.59,11.36,27.83
"QLDNorth","Palm Island",146.686508178711,-18.7334079742432,0.6,2.95,4.06,1532.46,588.55,5594.07,34.77,21.2,69.01
"WANorth","Wyndham-East Kimberley",127.829887390137,-14.3628454208374,0.6,4.73,5.52,4783.77,1691.42,18972.7,41.51,24.56,86.16
"WANorth","Wyndham-East Kimberley",125.901412963867,-14.5167436599731,0.6,4.82,4.94,802.26,326.35,2745.94,747.56,293.61,2749.92
"NT","East Arnhem",136.830047607422,-13.7504892349243,0.6,2.37,3.22,201.94,97.4,551.9,16.86,11.35,29.18
