"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"QLDNorth","Mackay",149.315780639648,-21.268180847168,0.14,3.92,4.97,17.09,11.38,30.2,2.36,2.07,2.86
"QLDNorth","Cassowary Coast",146.157897949219,-17.5966548919678,0.14,2.02,3.11,15.24,10.33,26.26,2.64,2.26,3.32
"TAS","Glamorgan-Spring Bay",148.052627563477,-42.5341911315918,0.14,1.28,1.94,8.39,6.19,12.82,2.99,2.56,3.7
"QLDNorth","Cassowary Coast",146.368423461914,-18.4972763061523,0.14,2.36,3.31,14.06,9.44,24.85,2.76,2.34,3.52
"WANorth","Ashburton",115.157897949219,-21.6110496520996,0.14,1.84,3.48,9.84,6.91,16.41,1.57,1.46,1.75
"WANorth","Karratha",117.157897949219,-20.5800476074219,0.14,3.9,5.41,6.07,4.6,9.09,1.56,1.46,1.74
"QLDNorth","Carpentaria",140.789474487305,-17.4963035583496,0.14,3.14,4.43,3.22,2.7,4.14,1.61,1.5,1.78
"QLDNorth","Rockhampton",150.842102050781,-23.602653503418,0.14,3.09,4.02,18.94,12.5,33.81,2.87,2.45,3.59
"QLDSouth","Sunshine Coast",153.157897949219,-26.6982269287109,0.14,1.57,2.95,34.65,21.11,68.93,2.29,2.03,2.72
"QLDNorth","Whitsunday",148.842102050781,-20.2841644287109,0.14,2.8,3.2,8.54,6.28,13.12,3.7,3.08,4.79
"QLDNorth","Torres",142.157897949219,-10.5573892593384,0.14,2.46,2.92,4.59,3.64,6.42,2.77,2.38,3.43
"QLDSouth","Fraser Coast",152.947372436523,-25.2792816162109,0.14,2.47,3.61,20.09,13.01,37.03,3,2.55,3.79
"SA","Unincorporated SA",137.631576538086,-33.0355453491211,0.14,2.99,4.04,2.2,1.98,2.53,1.7,1.58,1.88
"QLDSouth","Gold Coast",153.421051025391,-27.9603595733643,0.14,1.47,3.05,42.22,25.35,85.14,1.92,1.73,2.23
"WANorth","Karratha",116.684211730957,-20.5800476074219,0.14,3.83,5.32,9.44,6.78,15.1,1.62,1.5,1.82
"QLDNorth","Torres",142.315780639648,-10.5056486129761,0.14,2.22,2.9,19.74,12.63,37.33,4.66,3.78,6.19
"QLDNorth","Douglas",145.473678588867,-16.4393119812012,0.14,2,2.72,27.71,16.92,55.94,5.15,4.02,7.35
"NSW","Clarence Valley",153.368423461914,-29.4372825622559,0.14,1.39,3.15,63.17,35.55,139.96,1.9,1.73,2.18
"NT","Roper Gulf",136.894729614258,-15.7314138412476,0.14,1.91,3.12,3.44,2.85,4.51,1.68,1.55,1.9
"QLDNorth","Torres Strait Island",142.210525512695,-10.5056486129761,0.14,2.33,2.66,8.06,5.86,12.74,4.5,3.58,6.24
"VIC","Greater Geelong",144.736846923828,-38.1660194396973,0.14,1.3,1.61,5.41,4.22,7.7,3.25,2.76,4.07
"VIC","Mornington Peninsula",144.894729614258,-38.3313064575195,0.14,1.31,3.18,5.51,4.29,7.85,1.96,1.77,2.25
"WASouth","Joondalup",115.684211730957,-31.8365268707275,0.14,1.32,4.14,5.58,4.47,7.53,1.44,1.37,1.53
"SA","Onkaparinga",138.421051025391,-35.0841407775879,0.14,2.79,3.96,2.48,2.21,2.89,1.63,1.53,1.78
"QLDNorth","Livingstone",150.789474487305,-23.1195735931396,0.14,2.95,3.96,14.28,9.86,23.84,2.63,2.27,3.26
"VIC","Surf Coast",144.052627563477,-38.4962158203125,0.14,1.82,2.85,6.91,5.23,10.22,2.67,2.31,3.28
"SA","Yorke Peninsula",137.789474487305,-35.041072845459,0.14,2.46,3.32,2.72,2.4,3.22,1.83,1.69,2.03
"QLDNorth","Whitsunday",148.105270385742,-19.8392944335938,0.14,2.32,3.41,8.94,6.38,14.57,2.11,1.87,2.51
"WANorth","Exmouth",114.157897949219,-21.9531078338623,0.14,1.77,3.1,20.16,12.67,39.55,1.91,1.71,2.23
"NSW","Shoalhaven",150.736846923828,-35.0841293334961,0.14,1.43,3.43,53.6,29.46,126.07,1.72,1.58,1.92
"NSW","Coffs Harbour",153.157897949219,-30.3042221069336,0.14,1.55,3.33,83.65,44.25,204.57,1.87,1.71,2.14
"VIC","Moyne",142.263153076172,-38.4138069152832,0.14,1.32,2.74,7.07,5.44,10.1,2.58,2.24,3.17
"SA","Onkaparinga",138.421051025391,-35.1702117919922,0.14,2.79,3.97,2.5,2.22,2.92,1.63,1.53,1.78
"WANorth","Ashburton",115.473686218262,-20.6785373687744,0.14,1.74,3.1,33.07,20.12,66.23,1.96,1.75,2.31
"VIC","South Gippsland",146.473678588867,-38.7018203735352,0.14,2.11,3.16,10.88,7.91,16.81,2.35,2.09,2.77
"QLDNorth","Isaac",149.473678588867,-21.7577362060547,0.14,3.96,4.97,11.5,7.99,19.31,2.22,1.95,2.66
"QLDNorth","Cook",145.315795898438,-15.4779872894287,0.14,1.99,2.69,14.3,9.96,23.51,4.28,3.45,5.83
"VIC","Greater Geelong",144.631576538086,-38.0832366943359,0.14,1.3,1.63,6.74,5.09,10.04,3.39,2.86,4.29
NA,"Christmas Island",105.684211730957,-10.4021415710449,0.14,1.11,3.04,1164.4,407.47,5190.14,2.35,2.06,2.84
"TAS","West Coast",145,-41.8324203491211,0.14,2.14,5.25,10.58,7.61,16.73,1.69,1.57,1.88
"WASouth","Dundas",128.894729614258,-31.7470779418945,0.14,2.25,3.86,4.04,3.37,5.18,1.8,1.66,2.01
"SA","Kingston (SA)",139.684204101562,-36.9564933776855,0.14,1.89,4.25,3.11,2.69,3.77,1.67,1.56,1.84
"SA","Kangaroo Island",137.210525512695,-36.0258827209473,0.14,2.24,3.42,4.51,3.74,5.8,2.61,2.27,3.18
"TAS","Circular Head",145.315795898438,-40.7651672363281,0.14,2.2,3.49,6.9,5.33,9.81,2.12,1.91,2.47
"SA","Elliston",134.842086791992,-33.650936126709,0.14,2.07,4.48,2.88,2.51,3.45,1.51,1.43,1.63
"WASouth","Mandurah",115.684211730957,-32.5933265686035,0.14,1.21,4.18,3.86,3.24,4.87,1.43,1.37,1.52
"WANorth","Shark Bay",113.473686218262,-25.9435787200928,0.14,1.45,3.31,9.1,6.57,14.45,2.03,1.84,2.33
"VIC","Greater Geelong",144.473663330078,-38.2900199890137,0.14,1.55,2.6,5.81,4.5,8.32,2.81,2.41,3.49
"SA","Port Augusta",137.789474487305,-32.6376457214355,0.14,2.98,4.08,2.22,2,2.56,1.67,1.56,1.84
"QLDSouth","Noosa",153.105270385742,-26.3686771392822,0.14,1.57,2.85,31.87,19.61,62.61,2.55,2.22,3.1
"SA","Unincorporated SA",132.421051025391,-32.0151634216309,0.14,2.35,4.48,3.17,2.74,3.85,1.6,1.5,1.74
"WANorth","Derby-West Kimberley",123.578941345215,-17.2954330444336,0.14,5.3,5.63,8.84,6.31,14.44,3.57,2.9,4.86
"SA","Unincorporated SA",136.57893371582,-35.1702117919922,0.14,1.95,4.43,3.74,3.16,4.67,1.63,1.52,1.78
"WANorth","Derby-West Kimberley",123.736831665039,-16.0856781005859,0.14,5.3,6.06,9.3,6.73,14.65,2.13,1.88,2.58
"WANorth","Ashburton",115,-21.464204788208,0.14,1.77,3.36,21.28,13.5,40.68,1.64,1.51,1.86
"SA","Wattle Range",140,-37.5011253356934,0.14,1.35,4.17,6.1,4.86,8.24,1.77,1.64,1.98
"QLDNorth","Torres",142.631576538086,-10.7125587463379,0.14,2.2,3.02,26.48,16.32,52.61,4.16,3.4,5.51
"TAS","Huon Valley",147.105270385742,-43.3047904968262,0.14,1.41,1.65,6.65,5.03,9.9,4.98,3.88,7.16
"QLDNorth","Torres",142.421051025391,-10.4539003372192,0.14,2.21,2.89,23.08,14.52,44.54,5.01,4.02,6.76
NA,"Unincorporated SA",135.736846923828,-35.7701301574707,0.14,1.75,5.13,9.39,6.97,14.1,1.57,1.47,1.71
NA,"Robe",139.526321411133,-37.542854309082,0.14,1.27,4.48,9.9,7.33,14.87,1.69,1.57,1.86
"SA","Unincorporated SA",136.157897949219,-34.9979820251465,0.14,1.92,3.35,4.03,3.37,5.13,2.03,1.84,2.31
"VIC","Unincorporated Vic",146.526321411133,-38.9068374633789,0.14,2.15,3.11,8.14,6.08,12.17,2.44,2.17,2.87
"WANorth","Shark Bay",114.157897949219,-26.3686771392822,0.14,1.59,3.39,4.5,3.6,6.18,1.81,1.67,2.02
NA,"Fraser Coast",153.526321411133,-24.9457492828369,0.14,2.42,4.2,44.14,26.28,90.16,2.1,1.88,2.46
"WASouth","Rockingham",115.684211730957,-32.3269386291504,0.14,1.15,4.27,4.66,3.82,6.1,1.41,1.35,1.5
"WASouth","Nedlands",115.736831665039,-31.9705352783203,0.14,1.32,4.23,5.51,4.41,7.46,1.42,1.35,1.51
"WANorth","Exmouth",114.105262756348,-22.0994510650635,0.14,1.83,3.07,9.89,6.93,16.61,2.24,1.96,2.71
"WANorth","Ashburton",115.526313781738,-20.826171875,0.14,1.78,3.02,18.57,12.28,33.05,1.9,1.7,2.23
"SA","Kangaroo Island",137.947372436523,-35.684700012207,0.14,1.97,2.78,2.69,2.37,3.17,1.95,1.78,2.2
"SA","Cleve",136.578948974609,-33.9569969177246,0.14,2.28,3.32,2.88,2.52,3.44,1.79,1.66,1.98
"SA","Lower Eyre Peninsula",136.052627563477,-34.8685684204102,0.14,1.92,2.65,4.11,3.42,5.25,2.42,2.15,2.82
"SA","Whyalla",137.789474487305,-32.9914245605469,0.14,3,4.07,2.2,1.98,2.53,1.68,1.56,1.86
"SA","Yorke Peninsula",137.368423461914,-34.9117164611816,0.14,2.43,4.01,2.86,2.5,3.43,1.6,1.51,1.74
"QLDNorth","Mackay",149.894729614258,-21.0227813720703,0.14,3.92,5.08,17.7,11.73,31.51,2.44,2.12,2.98
"VIC","East Gippsland",148,-37.9173889160156,0.14,1.15,2.59,8.71,6.47,13.1,1.86,1.7,2.13
NA,"Mackay",150.315780639648,-20.0866088867188,0.14,3.75,5.11,18.36,12.28,32.02,2.16,1.91,2.57
"NSW","Ballina",153.631576538086,-28.8398017883301,0.14,1.47,3.16,87.79,46.75,211.1,2.02,1.82,2.35
"NT","Unincorporated NT",130.526321411133,-12.6194276809692,0.14,4.05,5.24,21.03,13.76,37.88,1.93,1.75,2.21
"SA","Yankalilla",138.052627563477,-35.5991897583008,0.14,1.99,2.85,2.63,2.33,3.1,1.89,1.73,2.12
"NSW","Port Stephens",152.210525512695,-32.7262115478516,0.14,1.5,3.27,40.45,23.49,87.37,1.86,1.7,2.13
"QLDNorth","Cook",144.842102050781,-14.5121669769287,0.14,1.97,2.79,22.46,14.64,40.52,4.13,3.39,5.41
"QLDNorth","Gladstone",152.473678588867,-22.001895904541,0.14,2.92,4.64,22.86,14.97,40.88,1.93,1.75,2.22
"VIC","Bass Coast",145.368408203125,-38.5785293579102,0.14,2.24,4.17,4.99,3.94,6.98,1.84,1.69,2.09
NA,"Dundas",126.052635192871,-32.3269386291504,0.14,1.47,3.32,4.53,3.71,5.95,1.8,1.66,2.01
"VIC","Mornington Peninsula",144.789474487305,-38.3313064575195,0.14,1.31,3.08,5.46,4.28,7.71,1.98,1.79,2.27
"QLDNorth","Cook",143.421051025391,-12.5680675506592,0.14,1.91,2.77,20.72,13.55,37.43,4.25,3.45,5.7
"QLDNorth","Gladstone",151.894729614258,-23.4096336364746,0.14,2.68,4.05,31.52,19.55,61,2.43,2.13,2.94
"VIC","Mornington Peninsula",145.052627563477,-38.4962158203125,0.14,2.23,3.99,5.17,4.06,7.27,1.99,1.8,2.3
"VIC","Kingston (Vic.)",145.105270385742,-38.0832252502441,0.14,1.36,1.69,4.68,3.73,6.47,2.91,2.51,3.57
"WANorth","Wyndham-East Kimberley",124.157897949219,-15.3257808685303,0.14,5.29,6.38,9.5,6.98,14.54,1.92,1.73,2.24
"VIC","Bass Coast",145.368408203125,-38.5373840332031,0.14,2.24,3.39,4.93,3.9,6.88,2.34,2.06,2.81
"VIC","Wyndham",144.684204101562,-38.000358581543,0.14,1.31,1.64,6.28,4.78,9.27,3.33,2.82,4.21
"VIC","Surf Coast",144.368423461914,-38.3313064575195,0.14,1.31,2.09,6.04,4.65,8.73,3.16,2.66,4.03
"SA","Elliston",134.263153076172,-33.9133415222168,0.14,1.93,4.84,3.89,3.27,4.9,1.48,1.4,1.59
"QLDNorth","Cook",143.578948974609,-13.1836938858032,0.14,1.91,2.81,20.94,13.75,37.47,5.46,4.18,8.07
"VIC","Mornington Peninsula",145,-38.2487106323242,0.14,1.31,1.65,5.43,4.23,7.73,3.09,2.65,3.84
"QLDNorth","Cook",145.473678588867,-14.6649475097656,0.14,1.97,2.86,22.92,14.82,41.95,4.58,3.65,6.33
"WASouth","Dandaragan",115,-30.3042221069336,0.14,1.21,3.92,11.09,8.01,17.32,1.65,1.54,1.81
"QLDNorth","Livingstone",150.684204101562,-21.9531078338623,0.14,2.94,4.46,15.68,10.79,26.23,2.01,1.81,2.36
"QLDNorth","Cook",143.684204101562,-13.4909391403198,0.14,1.92,2.82,18.78,12.56,32.71,5.81,4.39,8.75
"QLDNorth","Gladstone",151.368423461914,-23.8435211181641,0.14,2.7,3.64,23.97,15.21,45.35,2.97,2.51,3.78
"SA","Franklin Harbour",136.894729614258,-33.7822418212891,0.14,2.34,3.47,2.63,2.33,3.1,1.7,1.58,1.86
"WANorth","Broome",122.894737243652,-16.3888320922852,0.14,5.28,6.51,10.86,7.76,17.31,1.78,1.62,2.04
"QLDNorth","Palm Island",146.736846923828,-18.7964363098145,0.14,2.36,3.35,13.43,9.11,23.36,2.68,2.29,3.39
"VIC","Greater Geelong",144.578948974609,-38.0832252502441,0.14,1.29,1.61,7.17,5.37,10.82,3.47,2.92,4.42
"NT","Roper Gulf",136.526321411133,-15.528697013855,0.14,1.88,3.14,3.63,2.98,4.83,1.65,1.52,1.85
"VIC","Mornington Peninsula",144.684204101562,-38.2900199890137,0.14,1.26,2.52,5.72,4.46,8.09,2.56,2.23,3.13
"VIC","Mornington Peninsula",144.736831665039,-38.2900199890137,0.14,1.26,3.04,5.87,4.55,8.41,1.97,1.79,2.26
"VIC","Bayside (Vic.)",145,-38.000358581543,0.14,1.33,1.66,5.1,4,7.22,3.09,2.64,3.84
"VIC","Port Phillip",144.947357177734,-37.8758659362793,0.14,1.33,1.64,5.2,4.06,7.39,3.21,2.72,4.04
"NT","Roper Gulf",135.736846923828,-14.3082876205444,0.14,2.01,2.98,2.81,2.39,3.57,1.77,1.62,2.02
"QLDNorth","Torres",143.263153076172,-9.72852039337158,0.14,2.22,2.82,20.89,13.56,38.21,5.62,4.38,8
"SA","Port Augusta",137.842102050781,-32.7262115478516,0.14,2.99,4.09,2.21,1.99,2.54,1.67,1.56,1.84
"WANorth","Karratha",115.526313781738,-20.3828601837158,0.14,1.73,3.63,44.89,25.55,100,1.63,1.51,1.83
"QLDNorth","Douglas",145.526321411133,-16.3888320922852,0.14,2,2.72,30.54,18.36,63.04,5.14,4.01,7.32
"NT","East Arnhem",135.157897949219,-12.2082605361938,0.14,2.25,3,10.64,7.57,17.18,2.56,2.22,3.14
"TAS","Circular Head",144.736846923828,-40.4455947875977,0.14,2.11,4.22,14.61,9.8,25.79,2.19,1.96,2.55
NA,"King Island",144.157897949219,-40.0842666625977,0.14,1.74,3.03,12.96,8.93,21.87,2.81,2.42,3.47
NA,"Cook",145.789474487305,-15.6807527542114,0.14,1.95,3.2,23.52,15.06,43.79,3.08,2.6,3.9
NA,"Mackay",150.368408203125,-20.5307750701904,0.14,3.79,5.13,11.89,8.4,19.26,2.3,2.03,2.74
"VIC","Bass Coast",145.263153076172,-38.5373840332031,0.14,2.24,3.69,5.11,4.02,7.19,2.12,1.9,2.49
NA,"Pormpuraaw",141.368408203125,-14.5121669769287,0.14,2.08,3.64,5.34,4.09,7.88,1.67,1.55,1.84
"WANorth","Broome",121.947364807129,-18.3974285125732,0.14,5.31,6.19,8.27,6.2,12.28,2.14,1.9,2.57
"VIC","Wyndham",144.842086791992,-37.9173851013184,0.14,1.32,1.63,5.43,4.21,7.78,3.25,2.75,4.09
"WASouth","Manjimup",116,-34.8685684204102,0.14,1.4,4.24,4.56,3.76,5.9,1.57,1.49,1.7
NA,"Whitsunday",149.947372436523,-16.2878265380859,0.14,1.99,4.02,21.07,13.77,37.99,1.69,1.55,1.91
NA,"Whitsunday",148.684204101562,-19.4428100585938,0.14,2.31,3.68,9.25,6.63,14.86,2.09,1.86,2.48
"SA","Yankalilla",138.210525512695,-35.4707260131836,0.14,1.99,3.08,2.64,2.33,3.11,1.74,1.61,1.92
"VIC","Mornington Peninsula",144.842086791992,-38.3313064575195,0.14,1.32,3.06,5.2,4.1,7.29,2.02,1.82,2.34
"WANorth","Exmouth",114.157897949219,-21.8066101074219,0.14,1.72,3.23,44.47,24.92,102.34,1.8,1.63,2.07
NA,"Torres",142.526321411133,-9.62476348876953,0.14,2.3,2.91,9.61,6.9,15.32,3.99,3.32,5.12
"WANorth","Wyndham-East Kimberley",128.789474487305,-14.766752243042,0.14,4.1,5.35,71.94,36.12,198.86,2.12,1.89,2.51
"WASouth","Manjimup",116.736839294434,-35.041072845459,0.14,1.41,4.08,4.34,3.61,5.53,1.57,1.48,1.7
NA,"Mornington",140.210525512695,-15.3765287399292,0.14,3.02,4.57,4.48,3.54,6.34,1.67,1.55,1.86
"QLDNorth","Mornington",139.157897949219,-16.7419166564941,0.14,3.14,4.18,3.17,2.65,4.11,1.84,1.68,2.11
"QLDNorth","Torres",142.157897949219,-10.2468156814575,0.14,2.41,2.93,5.26,4.1,7.5,2.67,2.31,3.26
"WANorth","Karratha",116.947364807129,-20.6785373687744,0.14,3.93,5.29,5.21,4.04,7.53,1.6,1.49,1.79
"QLDNorth","Cairns",145.947357177734,-16.7419147491455,0.14,2.02,2.76,22.16,14.26,41,4.91,3.86,6.94
"WASouth","Rockingham",115.684211730957,-32.2379684448242,0.14,1.34,4.49,5.05,4.08,6.74,1.41,1.35,1.5
NA,"Burdekin",148.473678588867,-17.7470703125,0.14,2.31,4.23,20.88,13.68,37.52,1.71,1.57,1.96
"NT","East Arnhem",135.684204101562,-11.8994636535645,0.14,2.23,3.27,12.57,8.62,21.5,2.28,2.02,2.72
NA,"Tiwi Islands",126.842102050781,-10.1432237625122,0.14,3.99,4.75,64.9,36.64,142.64,5.02,4.01,6.88
"QLDNorth","Northern Peninsula Area",142.105255126953,-10.9709968566895,0.14,2.4,4.16,4.25,3.43,5.75,1.6,1.49,1.76
"WASouth","Augusta Margaret River",115,-34.2619590759277,0.14,1.49,4.49,4.05,3.4,5.09,1.53,1.45,1.64
"QLDNorth","Torres Strait Island",143.052627563477,-10.0914154052734,0.14,2.18,2.91,41.85,24.36,89.62,5.99,4.63,8.58
"WANorth","East Pilbara",119.789474487305,-19.9382705688477,0.14,3.85,4.95,7.83,5.94,11.45,1.82,1.65,2.11
"WANorth","Broome",122.210525512695,-17.0943374633789,0.14,5.33,6.38,7.57,5.71,11.18,1.91,1.72,2.24
"QLDNorth","Cassowary Coast",146.631576538086,-18.2475681304932,0.14,2.34,3.52,18.45,11.93,34.37,2.59,2.22,3.26
"SA","Whyalla",137.57893371582,-33.2998161315918,0.14,2.97,4.04,2.25,2.02,2.6,1.69,1.58,1.87
"SA","Yorke Peninsula",137.789474487305,-34.9979820251465,0.14,2.46,2.89,2.71,2.4,3.2,2.18,1.97,2.5
"WANorth","Broome",123.315788269043,-17.0943374633789,0.14,5.3,5.64,9.01,6.39,14.9,3.6,2.92,4.93
"QLDNorth","Torres",142.684204101562,-10.9193267822266,0.14,2.21,2.98,24.77,15.54,47.75,4.85,3.87,6.66
