"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.6,4.6,102.68,104.79,100.61
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.6,2,53498.17,53964.63,53035.75
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.6,2,53498.17,53964.63,53035.75
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.6,2.49,132.51,134.74,130.3
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.6,2.05,3214.7,3260.68,3169.36
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.6,3.61,28.87,29.43,28.33
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.6,2.05,29899.48,30215.57,29586.7
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.6,1.77,5725.26,5786.37,5664.79
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.6,1.77,5725.26,5786.37,5664.79
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.6,1.69,3591.83,3638.54,3545.73
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.6,3.65,324.16,330.47,317.98
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.6,3.65,324.16,330.47,317.98
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.6,3.39,620.73,632.55,609.14
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.6,3.34,1211.75,1231.72,1192.11
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.6,1.75,7143.92,7221.12,7067.56
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.6,1.75,7143.92,7221.12,7067.56
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.6,2.05,19536.16,19741.77,19332.7
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.6,2.79,174.76,177.56,172
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.6,2.79,174.76,177.56,172
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.6,2.87,406.46,414.85,398.24
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.6,3.18,188.57,191.26,185.91
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.6,3.18,188.57,191.26,185.91
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.6,3.3,29.06,30.01,28.14
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.6,1.98,74273.48,75170.69,73386.98
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.6,3.07,2302.46,2331.8,2273.48
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.6,2.31,198.6,201.79,195.46
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.6,2.88,40.72,41.87,39.61
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.6,2.95,31.94,32.8,31.1
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.6,1.73,2354.55,2387.73,2321.84
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.6,2.75,493.42,501.34,485.63
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.6,3.48,26.03,26.99,25.11
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.6,4.68,22708.13,22915.83,22502.3
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.6,4.68,22708.13,22915.83,22502.3
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.6,1.92,192376.44,194339.31,190433.38
