"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'albany-62120-aus-bom'",51,117.8926,-35.0337,1,2.14,3660869.24,3692997.41,3629020.59
"'batemans_bay_princess_jetty-216410-aus-bom'",22,150.1779,-35.7049,1,2.43,918498.55,932667.31,904545.04
"'bermagui-219470-aus-bom'",29,150.0715333,-36.42633887,1,2.4,9568387.59,9678493.08,9459534.69
"'booby_island-336a-aus-uhslc'",34,141.91,-10.603,1,3.42,24183.15,24589.31,23783.7
"'booby_island-58230-aus-bom'",34,141.9101,-10.6026,1,3.42,24183.15,24589.31,23783.7
"'botany_bay-60390-aus-bom'",33,151.2204,-33.9684,1,2.38,1039696073.05,1048651851.42,1030816779.53
"'bowen-59320-aus-bom'",35,148.25,-20.025,1,3.39,8776.24,8947.86,8607.91
"'brisbane_bar-59980-aus-bom'",49,153.1719,-27.3608,1,2.72,2746861651.84,2764709005.02,2729129510.79
"'brisbane-331a-aus-uhslc'",49,153.167,-27.367,1,2.72,2746861651.84,2764709005.02,2729129510.79
"'broome-166a-aus-uhslc'",44,122.218,-18.002,1,6.59,571.38,584.18,558.86
"'broome-62650-aus-bom'",44,122.2186,-18.0008,1,6.59,571.38,584.18,558.86
"'brunswick_heads-202403-aus-bom'",30,153.55211,-28.53681115,1,2.5,2279285.23,2310191.99,2248791.94
"'bunbury-62190-aus-bom'",53,115.66,-33.3234,1,2.44,4187.21,4255.8,4119.72
"'bundaberg_burnett_heads-59820-aus-bom'",53,152.3833,-24.7667,1,3.27,36666.2,37142.79,36195.74
"'bundaberg-332a-aus-uhslc'",53,152.38,-24.767,1,3.27,36666.2,37142.79,36195.74
"'burnie-344a-aus-uhslc'",43,145.915,-41.05,1,3.13,109243.06,110623.92,107879.45
"'burnie-60910-aus-bom'",43,145.9111,-41.0528,1,3.13,109243.06,110623.92,107879.45
"'caddadup-dvcad01-aus-bom'",25,115.643056,-32.609444,1,2.05,53849.47,54783.67,52931.21
"'cairns-59060-aus-bom'",47,145.78,-16.9267,1,3.11,37496.91,38022.82,36978.28
"'cape_bouvard-dvbvd01-aus-bom'",20,115.629983,-32.601376,1,2.2,28400.72,29020.36,27794.32
"'cape_ferguson-343a-aus-uhslc'",30,147.058,-19.277,1,3.54,4759.57,4860.4,4660.84
"'cape_ferguson-59260-aus-bom'",35,147.0583,-19.2767,1,3.47,7837.91,7984.24,7694.27
"'cape_ferguson-h033007a-aus-bom'",30,147.05,-19.27,1,3.54,4759.57,4860.4,4660.84
"'cardwell-h035012a-aus-bom'",25,146.03,-18.25,1,3.91,366.46,380.14,353.28
"'carnarvon-167a-aus-uhslc'",41,113.652,-24.898,1,2.5,15463.63,15726.77,15204.9
"'carnarvon-62370-aus-bom'",41,113.651,-24.8987,1,2.5,15463.63,15726.77,15204.9
"'clump_point-59168-aus-bom'",35,146.1053,-17.8515,1,3.3,15089.19,15356.49,14826.55
"'cocos-171a-aus-uhslc'",32,96.892,-12.117,1,2.16,17569566.51,17744778.89,17396084.17
"'coffs_harbour-205470-aus-bom'",20,153.1460611,-30.30285837,1,2.58,2488305.09,2526181.25,2450996.83
"'cooktown-58940-aus-bom'",27,145.25,-15.4667,1,2.98,218245.83,221709.37,214836.4
"'cooktown-h066003a-aus-bom'",20,145.25,-15.45,1,3.09,22953.41,23474.7,22443.7
"'crookhaven_heads-215408-aus-bom'",25,150.7592,-34.9066,1,2.38,911481.76,925292.22,897877.44
"crowdy_head_fuel_wharf_decomm-208470-aus-csiro",24,152.750811,-31.839236,1,2.58,1766839.7,1790922.29,1743080.95
"'darwin-168a-aus-uhslc'",56,130.847,-12.472,1,5.06,313607.83,316853.36,310395.53
"'darwin-63230-aus-bom'",56,130.8459,-12.4718,1,5.06,313607.83,316853.36,310395.53
"'devonport-60930-aus-bom'",28,146.3833,-41.15,1,3.13,147907.66,150246.35,145605.36
"'eden-60530-aus-bom'",31,149.9083,-37.0712,1,2.44,1998209.76,2022974.51,1973748.18
"'esperance-176a-aus-uhslc'",54,121.897,-33.87,1,2.28,210576.01,212838.35,208337.71
"'esperance-62080-aus-bom'",54,121.8954,-33.8709,1,2.28,210576.01,212838.35,208337.71
"'exmouth-62435-aus-bom'",25,114.1409,-21.9549,1,3.06,1172.3,1208.64,1137.04
"'forster-209402-aus-bom'",24,152.5082112,-32.17398888,1,2.18,127406760.94,128729388.25,126097722.94
"'fort_denison-333a-aus-uhslc'",103,151.227,-33.855,1,2.42,64527184.74,64875609.66,64180631.09
"'fremantle-175a-aus-uhslc'",110,115.733,-32.05,1,2.28,15148.24,15292.19,15005.64
"'fremantle-62230-aus-bom'",110,115.7395,-32.0558,1,2.28,15148.24,15292.19,15005.64
"'geelong-60770-aus-bom'",43,144.3633,-38.1467,1,2.15,805233.45,813921.89,796637.75
