"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"WANorth","Wyndham-East Kimberley",128.105255126953,-15.3765287399292,0.9,4.71,5.79,1.35396184200695e+173,3.40097969995644e+171,5.77748291372012e+174,990.47,340.04,4663.73
"QLDSouth","Brisbane",153.157897949219,-27.3544616699219,0.9,2.55,4.05,4709400834949.26,63105296240.62,2146476144835048,102.29,49.57,293.69
"VIC","Greater Geelong",144.421051025391,-38.2900199890137,0.9,2.08,2.86,96788.99,18302.63,1011084.76,1530.38,515.07,7203.34
"TAS","Burnie",145.894729614258,-41.0038528442383,0.9,2.98,4.12,147214.43,28274.24,1443663.51,171.95,83.61,468.19
"WANorth","Carnarvon",113.631576538086,-24.8980293273926,0.9,2.04,2.99,1130328820517971,7155750805089.39,1441970655125038080,1126.38,369.3,5770.11
"QLDNorth","Mackay",149.263153076172,-21.1209907531738,0.9,4.51,5.49,124065412.76,8566674.26,5265219217.73,368.58,148.27,1374.51
"TAS","George Town",146.789474487305,-41.0435485839844,0.9,2.94,4.62,246183.7,41150.46,3038773.33,60.06,34.06,131.6
"WANorth","Broome",122.210517883301,-17.997501373291,0.9,6.15,6.7,45911.41,10356.63,360525.2,644.64,240.58,2660.73
"QLDNorth","Cairns",145.842102050781,-16.8426761627197,0.9,2.79,3.52,332703994.11,20036976.29,17058506866.17,24400.17,5275.32,219771.85
"NT","East Arnhem",136.684204101562,-12.2082605361938,0.9,3,3.39,5756813.14,605856.15,136772625.86,16113.82,3818.14,125050.76
"QLDNorth","Aurukun",141.789474487305,-12.6707773208618,0.9,2.92,4.71,8178.31,2025.41,61792.98,18.2,11.93,33.02
"QLDNorth","Gladstone",151.421051025391,-23.9397563934326,0.9,3.45,4.39,1064359382.34,53976715.73,69647690656.19,1248.84,415.59,6132.77
"NSW","Unincorporated NSW",159.052627563477,-31.5230770111084,0.9,2.42,4.81,108898333788.07,2665081843.62,20550802607952.5,36.33,21.46,76.51
"VIC","East Gippsland",147.947357177734,-37.9173851013184,0.9,1.92,3.26,901174.41,138664.79,11827489.47,56.35,30.9,132.64
"QLDNorth","Gladstone",151.315795898438,-23.7953815460205,0.9,3.46,4.48,377990849.68,22580814.42,19490283211.23,618.37,231.19,2553.12
"VIC","Bass Coast",145.105270385742,-38.4962158203125,0.9,3,4.52,34970.62,7511.41,308949.34,121.23,59.3,335.77
"NSW","Bega Valley",149.947372436523,-37.0825157165527,0.9,2.23,3.24,900256135.52,42018095.88,70519040973.59,304.44,129.53,1030.01
"NT","East Arnhem",136.421051025391,-13.7977819442749,0.9,2.51,3,87290.3,15788.77,1006358.47,595.79,230.88,2293.61
"QLDNorth","Torres",141.894729614258,-10.6091213226318,0.9,3.24,4.94,76246.98,14029.64,859457.79,26.1,16.45,49.72
"SA","Grant",140.684204101562,-38.0832366943359,0.9,2.06,4.8,785021.3,136663.36,8270572.95,49.98,28.88,107.11
"NSW","Northern Beaches",151.315795898438,-33.8259620666504,0.9,2.23,4.32,391226896451.01,7620498268.79,104454242008644,30.95,19.47,58.4
"WANorth","Karratha",116.736831665039,-20.5800476074219,0.9,4.61,6.07,727101.45,104767.95,11009330.19,22.61,13.63,47.81
"SA","Copper Coast",137.57893371582,-33.9133415222168,0.9,3.15,4.61,315.66,146.56,898.59,19.57,13.04,34.23
"QLDNorth","Townsville",147.105270385742,-19.2938747406006,0.9,3.1,3.42,40459537.55,2986536.79,1653429889.32,29177.77,6214.92,266469.32
"TAS","Devonport",146.368408203125,-41.1228675842285,0.9,2.98,4.59,236372.08,40680.23,2764252.47,57.46,33.07,122.82
"NSW","Randwick",151.263153076172,-34.0006294250488,0.9,2.22,4.43,345152216691.47,6871545505.02,89162159457005.3,26.14,16.54,49.37
"QLDNorth","Mackay",149.315780639648,-21.268180847168,0.9,4.68,5.73,84067938.67,6169320.81,3266434921.42,249.83,106.78,853.26
"QLDNorth","Cassowary Coast",146.157897949219,-17.5966548919678,0.9,2.78,3.87,40228672.51,3300920.1,1332104670.32,514.15,189.28,2235.83
"TAS","Glamorgan-Spring Bay",148.052627563477,-42.5341911315918,0.9,2.04,2.7,865155.92,123201.43,13219881.26,1131.74,421.35,4472.86
"QLDNorth","Cassowary Coast",146.368423461914,-18.4972763061523,0.9,3.12,4.07,23962852.82,1853617.65,933785840.03,683.4,238.1,3244.38
"WANorth","Ashburton",115.157897949219,-21.6110496520996,0.9,2.6,4.24,2415414.4,248916.53,64827992.16,17.88,11.15,36.09
"WANorth","Karratha",117.157897949219,-20.5800476074219,0.9,4.66,6.17,108880.83,18152.45,1454636.84,17.77,11.15,35.4
"QLDNorth","Carpentaria",140.789474487305,-17.4963035583496,0.9,3.9,5.19,1826,586.85,9291.22,21.55,13.75,40.72
"QLDNorth","Rockhampton",150.842102050781,-23.602653503418,0.9,3.85,4.78,162977871.65,11265714.38,6754484880.58,875.27,318.23,3703.99
"QLDSouth","Sunshine Coast",153.157897949219,-26.6982269287109,0.9,2.33,3.71,7907345531.94,327051816.71,657952257183.16,205.92,94,625.76
"QLDNorth","Whitsunday",148.842102050781,-20.2841644287109,0.9,3.56,3.96,971758.12,135444.21,15343246.08,4502.81,1370.29,23654.99
"QLDNorth","Torres",142.157897949219,-10.5573892593384,0.9,3.22,3.68,17950.29,4021.22,154711.57,698.91,264.96,2772.92
"QLDSouth","Fraser Coast",152.947372436523,-25.2792816162109,0.9,3.23,4.37,238058578.44,14591782.09,12116125355,1179.15,414.11,5212.27
"SA","Unincorporated SA",137.631576538086,-33.0355453491211,0.9,3.75,4.8,158.01,81.48,387.48,29.98,18.68,57.78
"QLDSouth","Gold Coast",153.421051025391,-27.9603595733643,0.9,2.23,3.81,28169099515.69,1060007472.34,2559474163579.23,66.42,34.51,172.02
"WANorth","Karratha",116.684211730957,-20.5800476074219,0.9,4.59,6.08,1849839.37,220041.83,37913917.22,21.97,13.31,46.15
"QLDNorth","Torres",142.315780639648,-10.5056486129761,0.9,2.98,3.66,212265610.48,12036764.87,12758015454.32,19755.4,5191.26,123317.08
"QLDNorth","Douglas",145.473678588867,-16.4393119812012,0.9,2.76,3.48,1881125992.56,78771934.39,171843414827.19,37498.92,7607.52,369692.48
"NSW","Clarence Valley",153.368423461914,-29.4372825622559,0.9,2.15,3.91,375656189548.74,9326663200.59,62493459220744.4,62.15,33.61,149.15
"NT","Roper Gulf",136.894729614258,-15.7314138412476,0.9,2.67,3.88,2799.91,835.62,15935.98,28.59,16.78,62.43
"QLDNorth","Torres Strait Island",142.210525512695,-10.5056486129761,0.9,3.09,3.42,671274.33,86832.5,12725314.96,15860.24,3665.22,129720.33
"VIC","Greater Geelong",144.736846923828,-38.1660194396973,0.9,2.06,2.37,51648.96,10440.9,498210.02,1957.41,687.56,8304.83
"VIC","Mornington Peninsula",144.894729614258,-38.3313064575195,0.9,2.07,3.94,57998.26,11606.04,565251.75,75.36,39.99,184.72
"WASouth","Joondalup",115.684211730957,-31.8365268707275,0.9,2.08,4.9,62932.61,15094.65,431513.85,10.33,7.62,15.6
"SA","Onkaparinga",138.421051025391,-35.0841407775879,0.9,3.55,4.72,343.42,164.21,921.73,23.28,15.48,40.39
"QLDNorth","Livingstone",150.789474487305,-23.1195735931396,0.9,3.71,4.72,26485058.99,2453899.85,715596336.8,502.41,193.96,1980.3
"VIC","Surf Coast",144.052627563477,-38.4962158203125,0.9,2.58,3.61,250229.97,41816.07,3086163.52,547.58,215.49,2058.72
"SA","Yorke Peninsula",137.789474487305,-35.041072845459,0.9,3.22,4.08,627.01,281.39,1821.73,48.44,29.3,95.53
"QLDNorth","Whitsunday",148.105270385742,-19.8392944335938,0.9,3.08,4.17,1308541.21,149323.61,30160950.32,119.79,55.62,370.5
"WANorth","Exmouth",114.157897949219,-21.9531078338623,0.9,2.53,3.86,243610648.08,12256082.24,18506295874.98,63.01,32.04,172.03
"NSW","Shoalhaven",150.736846923828,-35.0841293334961,0.9,2.19,4.19,130584959156.34,2789344218.29,31916252484452,32.1,19.17,66.8
"NSW","Coffs Harbour",153.157897949219,-30.3042221069336,0.9,2.31,4.09,2284717300363.87,38076192213.46,716849006674269,56.73,31.09,133.64
"VIC","Moyne",142.263153076172,-38.4138069152832,0.9,2.08,3.5,287854.49,53598.78,2855695.36,446.79,177.66,1675.29
"SA","Onkaparinga",138.421051025391,-35.1702117919922,0.9,3.55,4.73,359.62,170.64,976.02,23.27,15.47,40.4
"WANorth","Ashburton",115.473686218262,-20.6785373687744,0.9,2.5,3.86,5863448544.03,240075430.32,509134143121.53,74.58,36.32,219.63
"VIC","South Gippsland",146.473678588867,-38.7018203735352,0.9,2.87,3.92,4600876.89,592143.73,75518425.14,245.02,114.76,698.28
"QLDNorth","Isaac",149.473678588867,-21.7577362060547,0.9,4.72,5.73,6586672.06,635474.43,184117166.68,166.31,74.35,538.57
"QLDNorth","Cook",145.315795898438,-15.4779872894287,0.9,2.75,3.45,26734585.27,2608681.48,654071475.35,11487.28,2850.55,83684.27
"VIC","Greater Geelong",144.631576538086,-38.0832366943359,0.9,2.06,2.39,212139.25,34769.79,2757640.79,2560,858.66,11632.93
NA,"Christmas Island",105.684211730957,-10.4021415710449,0.9,1.87,3.8,51363599726275600384,60141601415085640,7.64350179255484e+23,242.75,103.86,829.62
"TAS","West Coast",145,-41.8324203491211,0.9,2.9,6.01,3859297.24,462865.86,73312500.38,29.21,18.04,57.35
"WASouth","Dundas",128.894729614258,-31.7470779418945,0.9,3.01,4.62,7952.51,2459.51,38946.22,44.18,26.39,89.67
"SA","Kingston (SA)",139.684204101562,-36.9564933776855,0.9,2.65,5.01,1467.43,582.91,5052.3,27.32,17.46,50.49
"SA","Kangaroo Island",137.210525512695,-36.0258827209473,0.9,3,4.18,16122.84,4794.15,81302.58,478.18,194.04,1710.5
"TAS","Circular Head",145.315795898438,-40.7651672363281,0.9,2.96,4.25,246430.69,46835.06,2377695.77,126.78,63.81,330.58
"SA","Elliston",134.842086791992,-33.650936126709,0.9,2.83,5.24,889.35,372.78,2862.17,14.09,9.84,23.06
"WASouth","Mandurah",115.684211730957,-32.5933265686035,0.9,1.97,4.94,5866.69,1923.97,26305.59,10.07,7.47,15.06
"WANorth","Shark Bay",113.473686218262,-25.9435787200928,0.9,2.21,4.07,1461394.93,179585.09,28639354.21,96.05,51.14,229.45
"VIC","Greater Geelong",144.473663330078,-38.2900199890137,0.9,2.31,3.36,81775.76,15871.16,822778.71,763.54,284.75,3107.08
"SA","Port Augusta",137.789474487305,-32.6376457214355,0.9,3.74,4.84,168.99,86.14,421.52,27.46,17.46,51.21
"QLDSouth","Noosa",153.105270385742,-26.3686771392822,0.9,2.33,3.61,4621143683.42,203514550.58,354789275883.48,412.91,170.31,1447.63
"SA","Unincorporated SA",132.421051025391,-32.0151634216309,0.9,3.11,5.24,1657.79,652.46,5762.75,20.64,13.82,35.66
"WANorth","Derby-West Kimberley",123.578941345215,-17.2954330444336,0.9,6.06,6.39,1217649.66,138352.07,28526709.35,3582.14,945.55,25808.93
"SA","Unincorporated SA",136.57893371582,-35.1702117919922,0.9,2.71,5.19,4786.67,1642.6,20016.76,22.92,14.97,41.16
"WANorth","Derby-West Kimberley",123.736831665039,-16.0856781005859,0.9,6.06,6.82,1678791.68,210487.99,31232260.52,129.97,57.7,439.77
"WANorth","Ashburton",115,-21.464204788208,0.9,2.53,4.12,344253994.25,18459842.9,22187667145.21,24.35,14.41,53.15
"SA","Wattle Range",140,-37.5011253356934,0.9,2.11,4.93,111332.04,25987.72,775435.88,39.66,23.78,80.52
"QLDNorth","Torres",142.631576538086,-10.7125587463379,0.9,2.96,3.78,1403391182.74,62567983.66,115932879184.61,9540.48,2609.42,58180.57
"TAS","Huon Valley",147.105270385742,-43.3047904968262,0.9,2.17,2.41,194831.05,32175.52,2513058.29,30198.66,6051.65,312022.2
"QLDNorth","Torres",142.421051025391,-10.4539003372192,0.9,2.97,3.65,580246129.09,29505242.09,39747350199.06,31457.92,7697.82,217442.34
NA,"Unincorporated SA",135.736846923828,-35.7701301574707,0.9,2.51,5.89,1788026.95,262914.74,24386082.72,18.21,12.16,31.84
NA,"Robe",139.526321411133,-37.542854309082,0.9,2.03,5.24,2517227.08,365709.13,34338536.97,28.82,18.21,54.2
"SA","Unincorporated SA",136.157897949219,-34.9979820251465,0.9,2.68,4.11,7830.04,2479.73,36761.24,93.71,50.62,218.2
"VIC","Unincorporated Vic",146.526321411133,-38.9068374633789,0.9,2.91,3.87,711758.34,109661.93,9478337.83,311.15,144.36,887.82
"WANorth","Shark Bay",114.157897949219,-26.3686771392822,0.9,2.35,4.15,15881.92,3790.36,121628.17,45.03,26.66,92.86
NA,"Fraser Coast",153.526321411133,-24.9457492828369,0.9,3.18,4.96,37505744725.23,1337620536.17,3696611415771.17,116.47,57.01,323.32
"WASouth","Rockingham",115.684211730957,-32.3269386291504,0.9,1.91,5.03,19889.47,5517.37,112270.74,9.29,6.95,13.76
"WASouth","Nedlands",115.736831665039,-31.9705352783203,0.9,2.08,4.99,58475.11,13917.48,408498.51,9.34,6.96,13.92
"WANorth","Exmouth",114.105262756348,-22.0994510650635,0.9,2.59,3.83,2506404.76,253164.82,69904280.91,177.46,76.71,613.47
"WANorth","Ashburton",115.526313781738,-20.826171875,0.9,2.54,3.78,143490439.31,10065361.15,5836999668.8,61.27,30.59,174.84
"SA","Kangaroo Island",137.947372436523,-35.684700012207,0.9,2.73,3.54,576.35,259.92,1667.91,72.29,40.62,159.12
"SA","Cleve",136.578948974609,-33.9569969177246,0.9,3.04,4.08,897.5,383.05,2794.9,41.5,25.52,80.11
"SA","Lower Eyre Peninsula",136.052627563477,-34.8685684204102,0.9,2.68,3.41,8786.87,2722.4,42630.33,289.66,138.51,785.28
"SA","Whyalla",137.789474487305,-32.9914245605469,0.9,3.76,4.83,157.65,81.22,387.28,28.11,17.69,53.38
"SA","Yorke Peninsula",137.368423461914,-34.9117164611816,0.9,3.19,4.77,852.04,357.3,2746.85,20.69,13.93,35.35
"QLDNorth","Mackay",149.894729614258,-21.0227813720703,0.9,4.68,5.84,105198938.86,7462861.79,4290468652.4,307.21,126.74,1106.73
"VIC","East Gippsland",148,-37.9173889160156,0.9,1.91,3.35,1100750.04,163494.26,15229586.03,54.18,29.79,127.26
NA,"Mackay",150.315780639648,-20.0866088867188,0.9,4.51,5.87,133429286.31,10048938.76,4758952726.24,139.59,64.02,435.98
"NSW","Ballina",153.631576538086,-28.8398017883301,0.9,2.23,3.92,3116935660163.47,54224764411.61,877380646673723,92.83,47.13,244.24
"NT","Unincorporated NT",130.526321411133,-12.6194276809692,0.9,4.81,6,319586603.24,20887119.35,14022874845.43,68.35,36.95,162.74
"SA","Yankalilla",138.052627563477,-35.5991897583008,0.9,2.75,3.61,499.06,227.49,1428.39,59.6,34.33,126.85
"NSW","Port Stephens",152.210525512695,-32.7262115478516,0.9,2.26,4.03,21393804085.34,649117343.87,3020184225231.35,54.95,30.34,127.81
"QLDNorth","Cook",144.842102050781,-14.5121669769287,0.9,2.73,3.55,486640795.97,31075566.45,21644626241.98,9048.74,2566.64,51648.87
"QLDNorth","Gladstone",152.473678588867,-22.001895904541,0.9,3.68,5.4,546349033.49,35843396.51,22902534728.02,67.72,36.02,166.8
"VIC","Bass Coast",145.368408203125,-38.5785293579102,0.9,3,4.93,30817.1,6723.08,266796.46,50.94,28.69,114.59
NA,"Dundas",126.052635192871,-32.3269386291504,0.9,2.23,4.08,16525.25,4567.24,95017.19,43.95,26.41,88.28
"VIC","Mornington Peninsula",144.789474487305,-38.3313064575195,0.9,2.07,3.84,54957.12,11385.39,502200.08,79.9,42.65,192.65
"QLDNorth","Cook",143.421051025391,-12.5680675506592,0.9,2.67,3.53,290474214.53,18877307.71,12978205515.58,10948.15,2858.1,72350.72
"QLDNorth","Gladstone",151.894729614258,-23.4096336364746,0.9,3.44,4.81,4300878977.71,199695441.78,299892190297.92,302.34,128.24,1030.06
"VIC","Mornington Peninsula",145.052627563477,-38.4962158203125,0.9,2.99,4.75,38582.36,8198.21,345365.64,84,43.6,213.2
"VIC","Kingston (Vic.)",145.105270385742,-38.0832252502441,0.9,2.12,2.45,20405.18,4707.69,163655.91,957.88,371.31,3547.08
"WANorth","Wyndham-East Kimberley",124.157897949219,-15.3257808685303,0.9,6.05,7.14,1931992.82,265408.63,29780398.62,66.03,33.64,178.53
"VIC","Bass Coast",145.368408203125,-38.5373840332031,0.9,3,4.15,28364.65,6253.62,242162.95,234.72,102.71,768.11
"VIC","Wyndham",144.684204101562,-38.000358581543,0.9,2.07,2.4,134615.07,23225.77,1642454.84,2294.77,778.55,10284.69
"VIC","Surf Coast",144.368423461914,-38.3313064575195,0.9,2.07,2.85,105183.73,19615.79,1121659.39,1628.34,542.26,7787.45
"SA","Elliston",134.263153076172,-33.9133415222168,0.9,2.69,5.6,6179.26,2030.65,27519.71,12.43,8.9,19.6
"QLDNorth","Cook",143.578948974609,-13.1836938858032,0.9,2.67,3.57,310444689.43,20742195.41,13085837543.77,54917.47,9843.67,675463.96
"VIC","Mornington Peninsula",145,-38.2487106323242,0.9,2.07,2.41,52684.8,10606.52,511540.01,1424.77,522.98,5688.04
"QLDNorth","Cook",145.473678588867,-14.6649475097656,0.9,2.73,3.62,555639803.77,33683090.21,27033896057.18,17643.21,4086.1,142250.92
"WASouth","Dandaragan",115,-30.3042221069336,0.9,1.97,4.68,5216690.88,644021.6,91779260.86,24.97,16.16,45.36
"QLDNorth","Livingstone",150.684204101562,-21.9531078338623,0.9,3.7,5.22,48433897.76,4363196.32,1321742297.57,90.21,45.04,246.31
"QLDNorth","Cook",143.684204101562,-13.4909391403198,0.9,2.68,3.58,154262269.34,11605562.34,5455669039.83,81641.36,13529.66,1138324.06
"QLDNorth","Gladstone",151.368423461914,-23.8435211181641,0.9,3.46,4.4,739581705.44,39675452.93,44625662024.74,1094.47,374.57,5135.99
"SA","Franklin Harbour",136.894729614258,-33.7822418212891,0.9,3.1,4.23,505,230.93,1436.17,29.86,19.15,54.48
"WANorth","Broome",122.894737243652,-16.3888320922852,0.9,6.04,7.27,4549906.81,526957.75,91316427,40.33,22.26,96.85
"QLDNorth","Palm Island",146.736846923828,-18.7964363098145,0.9,3.12,4.11,17877693.28,1475993.05,626567260.34,566.97,203.61,2573.88
"VIC","Greater Geelong",144.578948974609,-38.0832252502441,0.9,2.05,2.37,317155.76,49186.85,4448359.87,2997.69,981.5,14101.36
"NT","Roper Gulf",136.526321411133,-15.528697013855,0.9,2.64,3.9,3989.06,1118.77,24958.23,24.76,14.78,53
"VIC","Mornington Peninsula",144.684204101562,-38.2900199890137,0.9,2.02,3.28,74102.53,15029.27,689175.19,422.33,171.42,1526.44
"VIC","Mornington Peninsula",144.736831665039,-38.2900199890137,0.9,2.02,3.8,87417.79,16908,880664.8,79.14,42.47,188.95
"VIC","Bayside (Vic.)",145,-38.000358581543,0.9,2.09,2.42,35455.39,7419.8,329741.09,1402.05,509.96,5702.78
"VIC","Port Phillip",144.947357177734,-37.8758659362793,0.9,2.09,2.4,39918.84,8174.05,383898.18,1810.34,626.75,7944.73
"NT","Roper Gulf",135.736846923828,-14.3082876205444,0.9,2.77,3.74,769.14,269.81,3551.73,39.06,21.86,91.35
"QLDNorth","Torres",143.263153076172,-9.72852039337158,0.9,2.98,3.58,305768168.37,19014701.78,14823021107.74,66066.72,13204.82,638330.56
"SA","Port Augusta",137.842102050781,-32.7262115478516,0.9,3.75,4.85,163.1,83.56,403.9,26.96,17.18,50.13
"WANorth","Karratha",115.526313781738,-20.3828601837158,0.9,2.49,4.39,41795879362.7,1116119165.91,7194545156665.14,22.99,13.92,48.12
"QLDNorth","Douglas",145.526321411133,-16.3888320922852,0.9,2.76,3.48,3514109551.49,133338195.73,370636658997.02,36987.64,7549.51,360592.69
"NT","East Arnhem",135.157897949219,-12.2082605361938,0.9,3.01,3.76,4000512.91,447217.76,86923102.45,424.51,170.93,1558.84
"TAS","Circular Head",144.736846923828,-40.4455947875977,0.9,2.87,4.98,30678987.17,2357659.94,1184502735.06,153.54,75.69,410.67
NA,"King Island",144.157897949219,-40.0842666625977,0.9,2.5,3.79,14171155.97,1299691.47,410314036.01,769.01,293.02,2995.46
NA,"Cook",145.789474487305,-15.6807527542114,0.9,2.71,3.96,656005859.35,37335137.63,35602340376.64,1377.96,470.87,6348.63
NA,"Mackay",150.368408203125,-20.5307750701904,0.9,4.55,5.89,8166607.06,876662.29,181547560.92,210.2,95.2,647.82
"VIC","Bass Coast",145.263153076172,-38.5373840332031,0.9,3,4.45,35816.65,7618.08,322047.52,125.73,61.05,352.31
NA,"Pormpuraaw",141.368408203125,-14.5121669769287,0.9,2.84,4.4,47283.18,8558.4,578742.79,26.67,16.72,51.21
"WANorth","Broome",121.947364807129,-18.3974285125732,0.9,6.07,6.95,790875.44,124467.37,10038526.36,135.06,61.31,432.93
"VIC","Wyndham",144.842086791992,-37.9173851013184,0.9,2.08,2.39,52649.93,10362.76,535136.11,1942.46,668.06,8587.78
"WASouth","Manjimup",116,-34.8685684204102,0.9,2.16,5,17228.67,5006.84,90172.67,18.52,12.85,30.14
NA,"Whitsunday",149.947372436523,-16.2878265380859,0.9,2.75,4.78,322939115.15,20999690.75,14297357237.35,28.92,16.73,65.08
NA,"Whitsunday",148.684204101562,-19.4428100585938,0.9,3.07,4.44,1625541.87,191887.45,34228821.58,114.94,54.23,345.12
"SA","Yankalilla",138.210525512695,-35.4707260131836,0.9,2.75,3.84,514.29,233.1,1484.54,34.89,21.77,66.34
"VIC","Mornington Peninsula",144.842086791992,-38.3313064575195,0.9,2.08,3.82,40223.43,8637.09,351356.4,92.22,47.72,233.62
"WANorth","Exmouth",114.157897949219,-21.8066101074219,0.9,2.48,3.99,39319105787.58,950140912.01,8349811889417.21,43,23.37,106
NA,"Torres",142.526321411133,-9.62476348876953,0.9,3.06,3.67,2071554.77,247795.49,41577358.95,7265.95,2233.66,36189.79
"WANorth","Wyndham-East Kimberley",128.789474487305,-14.766752243042,0.9,4.86,6.11,866614991700.33,10330684090.44,597495909968051,126.21,60.02,368.95
"WASouth","Manjimup",116.736839294434,-35.041072845459,0.9,2.17,4.84,12482.98,3869.58,59297.08,18.27,12.66,29.87
NA,"Mornington",140.210525512695,-15.3765287399292,0.9,3.78,5.33,15436.52,3365.54,143036.63,27.47,16.95,54.28
"QLDNorth","Mornington",139.157897949219,-16.7419166564941,0.9,3.9,4.94,1661.35,524.06,8869.67,50.91,27.95,120.72
"QLDNorth","Torres",142.157897949219,-10.2468156814575,0.9,3.17,3.69,43190.07,8741.62,422270.18,547.13,218.99,1988.56
