"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"WASouth","Manjimup",115.947364807129,-34.7821807861328,0.94,2.3,5.43,9907.68,3034.58,48727.55,14.53,10.31,23.05
"WASouth","Albany",118.473686218262,-34.7821807861328,0.94,2.07,3,1932405.95,311771.26,22149754.62,560.06,230.59,1922.42
NA,"Lower Eyre Peninsula",135.421051025391,-34.7821807861328,0.94,2.78,5.17,3881.04,1358.62,15850.04,26.28,16.75,48.95
"SA","Lower Eyre Peninsula",136.052627563477,-34.7821807861328,0.94,2.72,3.46,11155.5,3342.94,56676.84,344.48,161.1,962.3
"SA","Yorke Peninsula",137.421051025391,-34.7821807861328,0.94,3.26,4.78,840.07,354.25,2683.34,23.09,15.37,40
"SA","Yorke Peninsula",137.894729614258,-34.7821807861328,0.94,3.27,3.62,760.3,330.84,2308.66,233.01,114.27,611.38
"NSW","Kiama",150.842102050781,-34.7821807861328,0.94,2.14,4.05,1573594203492.84,22865801330.29,671773701521409,38.82,22.98,80.97
"WASouth","Manjimup",115.894737243652,-34.7389526367188,0.94,2.31,5.4,8033.95,2517.55,38389.26,15.06,10.63,24.1
"WASouth","Albany",118.526313781738,-34.7389526367188,0.94,2.08,3.2,1403514.89,236689.19,15136045.48,265.99,118.57,829.18
"WASouth","Albany",118.578948974609,-34.7389526367188,0.94,2.08,3.51,1390084.52,234353.26,15007474.44,183.86,88.53,507.59
"WASouth","Albany",118.631576538086,-34.7389526367188,0.94,2.08,3.5,1747741.15,283675.8,19932886.69,191.11,91.55,531.33
"SA","Lower Eyre Peninsula",135.368423461914,-34.7389526367188,0.94,2.78,4.62,3967.77,1388.73,16188.8,37.06,22.62,73.08
"SA","Lower Eyre Peninsula",135.421051025391,-34.7389526367188,0.94,2.79,4.65,3317.39,1181.54,13254.24,34.43,21.23,66.97
"SA","Port Lincoln",135.894729614258,-34.7389526367188,0.94,2.71,4.63,14282.86,4057.64,78791.76,110.9,56.56,284.76
"SA","Lower Eyre Peninsula",135.947372436523,-34.738941192627,0.94,2.71,4.66,13854.2,3959.09,75750.25,101.23,52.35,254.77
"SA","Lower Eyre Peninsula",136,-34.7389526367188,0.94,2.72,3.45,12698.71,3693.18,67599.33,394.76,181.28,1130.6
"SA","Yorke Peninsula",137.473678588867,-34.738941192627,0.94,3.27,4.8,733.54,314.64,2290.42,22.26,14.88,38.35
"SA","Yorke Peninsula",137.894729614258,-34.7389526367188,0.94,3.26,3.62,768.04,333.48,2339.98,233.45,114.37,613.65
"SA","Playford",138.473678588867,-34.738941192627,0.94,3.53,4.46,401.97,188.23,1110.01,36.69,22.99,68.98
"NSW","Kiama",150.894729614258,-34.7389526367188,0.94,2.14,3.86,2378191105263.55,32803560624.55,1087033640646412,57.48,31.93,131.59
"WASouth","Manjimup",115.894737243652,-34.6957054138184,0.94,2.32,5.16,6602.45,2124.12,30435.91,18.04,12.43,29.8
"WASouth","Albany",118.684211730957,-34.6957054138184,0.94,2.06,3.75,3383410.63,493820.13,44950659.04,123.32,64,303.78
"SA","Lower Eyre Peninsula",135.315780639648,-34.6957054138184,0.94,2.8,4.9,3158.5,1131.2,12529.92,30.37,18.98,58.1
"SA","Yorke Peninsula",137.473663330078,-34.6957054138184,0.94,3.27,4.8,706.98,304.96,2189.89,22.04,14.75,37.89
"SA","Yorke Peninsula",137.894729614258,-34.6957054138184,0.94,3.26,3.68,768.37,333.45,2343.03,182.09,92.8,452.21
"SA","Playford",138.473663330078,-34.6957054138184,0.94,3.53,4.08,401.58,188.28,1106.5,80.57,45.72,172.92
"NSW","Kiama",150.894729614258,-34.6957054138184,0.94,2.24,3.76,2562816067332.98,35188974866.86,1174292136284543,86.09,44.83,216.63
"WASouth","Manjimup",115.842094421387,-34.6524314880371,0.94,2.32,5.16,6282.21,2038.26,28604.17,17.82,12.3,29.37
"WASouth","Albany",118.736839294434,-34.6524314880371,0.94,2.05,3.5,6786862.85,880810.26,107003788.62,221.28,103.78,633.87
"SA","Lower Eyre Peninsula",135.315780639648,-34.6524314880371,0.94,2.82,5.14,2395.36,878.83,9247.66,21.34,14.01,38.14
"SA","Lower Eyre Peninsula",135.894729614258,-34.6524314880371,0.94,2.73,4.66,9459.15,2870.55,47444.61,100.81,52.06,254.51
"SA","Yorke Peninsula",137.473663330078,-34.6524314880371,0.94,3.28,4.81,674.29,293.08,2065.88,21.76,14.59,37.33
"SA","Yorke Peninsula",137.947372436523,-34.6524314880371,0.94,3.27,3.69,699.2,306.06,2110.85,169.21,86.9,416.23
"SA","Adelaide Plains",138.421051025391,-34.6524314880371,0.94,3.52,4.06,447.76,207.24,1254.79,85.94,48.35,186.61
"NSW","Kiama",150.894729614258,-34.6524314880371,0.94,2.24,3.77,2796050386309.61,38039438195.14,1295068997905405,85.33,44.49,214.34
"WASouth","Manjimup",115.789474487305,-34.6091346740723,0.94,2.33,5.15,5303.23,1761.19,23384.37,18.46,12.67,30.64
"WASouth","Albany",118.736839294434,-34.6091232299805,0.94,2.04,3.53,10040472.65,1219053.42,174527329.95,205.79,98.27,572.48
"SA","Lower Eyre Peninsula",135.315795898438,-34.6091232299805,0.94,2.83,4.88,1957.04,730.09,7420.33,25.45,16.3,47.06
"SA","Lower Eyre Peninsula",135.947372436523,-34.6091232299805,0.94,2.74,3.64,7835.56,2452.83,37569.06,154.11,80.06,373.46
"SA","Yorke Peninsula",137.473678588867,-34.6091232299805,0.94,3.28,4.87,636.84,279.19,1927.62,20.07,13.61,33.92
"SA","Yorke Peninsula",137.947372436523,-34.6091232299805,0.94,3.27,3.69,697.59,304.96,2111.06,167.63,86.09,412.59
"SA","Adelaide Plains",138.421051025391,-34.6091346740723,0.94,3.52,4.06,442.37,205.13,1236.43,85.36,48.08,185.06
"NSW","Shellharbour",150.894729614258,-34.6091346740723,0.94,2.24,4.27,3183634519513.66,42477126118.64,1516188078595364,32.7,19.84,65.88
NA,"Manjimup",115.684211730957,-34.5658187866211,0.94,2.33,5.17,5427.69,1798.46,23998.05,17.86,12.32,29.44
"WASouth","Manjimup",115.736839294434,-34.5658187866211,0.94,2.34,5.33,4437.95,1512.43,18873.89,15.93,11.15,25.74
"WASouth","Albany",118.736839294434,-34.5658187866211,0.94,2.04,3.31,13393687.59,1551854,249132560.37,285.98,128.08,878.26
"WASouth","Jerramungup",119.210525512695,-34.5658187866211,0.94,2.05,4.31,7718797.99,943505.5,134760343.74,44.83,27.45,86.81
"WASouth","Jerramungup",119.263160705566,-34.5658187866211,0.94,2.05,4.18,7271000.92,896049.35,125526464.63,57.58,33.74,118.98
"SA","Lower Eyre Peninsula",135.315795898438,-34.5658073425293,0.94,2.85,4.9,1613.82,611.33,6022.26,23.96,15.47,43.84
"SA","Unincorporated SA",135.947372436523,-34.5658187866211,0.94,2.75,3.64,6541.3,2103.68,30190.93,153.87,79.79,374.09
"SA","Yorke Peninsula",137.473678588867,-34.5658187866211,0.94,3.29,4.84,595.07,263.57,1775.19,20.92,14.07,35.76
"SA","Yorke Peninsula",137.947372436523,-34.5658073425293,0.94,3.27,3.69,701.46,306.16,2128.25,166.74,85.59,410.95
"SA","Adelaide Plains",138.368423461914,-34.5658187866211,0.94,3.51,4.05,476.06,218.68,1347.5,89.79,50.24,196.4
"NSW","Shellharbour",150.842102050781,-34.5658073425293,0.94,2.24,4.26,3115190017420.71,42191408054.5,1441835687482285,34.12,20.58,69.32
"WASouth","Manjimup",115.631576538086,-34.5224761962891,0.94,2.34,5.26,4755.35,1602.93,20544.11,16.85,11.7,27.56
"WASouth","Albany",118.789474487305,-34.5224761962891,0.94,2.04,3.31,11531873.15,1361025.36,209320130.93,290.37,129.39,899.5
"WASouth","Albany",118.842102050781,-34.5224761962891,0.94,2.04,3.6,8917152.3,1090052.79,154228046.26,179.04,86.97,486.93
"WASouth","Albany",118.894737243652,-34.5224761962891,0.94,2.05,3.6,7815347.57,971553.53,132159322.36,181.46,87.93,495.35
"WASouth","Jerramungup",119.157897949219,-34.5224761962891,0.94,2.05,4.32,5561403.38,716611.55,89962727.94,44.71,27.28,87.17
"WASouth","Jerramungup",119.315788269043,-34.5224647521973,0.94,2.04,4.11,9241849.84,1104694.91,166212848.28,71.08,40.07,155.66
"SA","Lower Eyre Peninsula",135.315795898438,-34.5224647521973,0.94,2.86,4.91,1393.15,534.29,5129.94,22.92,14.88,41.61
"SA","Lower Eyre Peninsula",136,-34.5224761962891,0.94,2.76,3.65,6175.58,2000.49,28228.7,148.29,77.17,359
"SA","Tumby Bay",136.052627563477,-34.5224761962891,0.94,2.76,3.67,5987.59,1950.35,27146.56,137.13,72.17,326.87
"SA","Tumby Bay",136.105270385742,-34.5224761962891,0.94,2.75,3.68,6392.99,2064.1,29336.7,129.16,68.56,304.16
"SA","Unincorporated SA",137.421051025391,-34.5224761962891,0.94,3.28,4.83,662.76,290.25,2005.24,21.26,14.28,36.42
"SA","Yorke Peninsula",137.947372436523,-34.5224647521973,0.94,3.47,3.89,710.92,309.62,2163.69,166.76,85.53,411.59
"SA","Adelaide Plains",138.315795898438,-34.5224761962891,0.94,3.5,4.04,505.39,230.34,1445.83,93.99,52.27,207.3
"NSW","Shellharbour",150.842102050781,-34.5224647521973,0.94,2.24,4.26,2714056875809.96,37811375893.21,1200997667546987,33.73,20.37,68.39
"WASouth","Nannup",115.578948974609,-34.4791145324707,0.94,2.34,5.04,4444.12,1515.87,18868.51,20.49,13.86,34.72
"WASouth","Jerramungup",118.947364807129,-34.4791145324707,0.94,2.05,3.47,6043164.14,774616.05,98181989.74,190.68,92.8,514.44
"WASouth","Jerramungup",119,-34.4791145324707,0.94,2.05,3.85,5535677.71,719348.17,88189411.28,86.26,47.85,192.22
"WASouth","Jerramungup",119.052635192871,-34.4791145324707,0.94,2.05,3.97,5158705.53,678864.23,80660641,59.49,35.34,119.68
"WASouth","Jerramungup",119.105262756348,-34.4791145324707,0.94,2.06,3.97,4006526.49,547107.46,59472128.7,57.9,34.52,115.93
"WASouth","Jerramungup",119.315788269043,-34.4791145324707,0.94,2.04,3.5,10212721.81,1200712.76,188160988.18,202.02,95.59,572.77
"WASouth","Jerramungup",119.368423461914,-34.4791145324707,0.94,2.04,3.77,9150853.85,1087478.78,166465474.09,115.44,60.32,282
"SA","Lower Eyre Peninsula",135.315795898438,-34.4791030883789,0.94,2.87,4.87,1254.9,487.14,4549.03,15.35,10.69,25.11
"SA","Tumby Bay",136.157897949219,-34.4791145324707,0.94,2.75,3.58,7234.6,2279.22,34454.52,167.76,85.8,416.12
"SA","Yorke Peninsula",137.421051025391,-34.4791145324707,0.94,3.15,4.7,604.59,268.23,1796.62,20.86,14.05,35.59
"SA","Yorke Peninsula",137.947372436523,-34.4791145324707,0.94,3.46,3.89,718.03,312.49,2186.83,166.06,85.21,409.62
"SA","Adelaide Plains",138.263153076172,-34.4791145324707,0.94,3.49,4.03,543.22,245.24,1574.17,98.76,54.54,219.96
"NSW","Wollongong",150.842102050781,-34.4791145324707,0.94,2.24,3.94,2025155770777.36,29638391294.88,832576049877671,60.2,33.33,138.19
"NSW","Wollongong",150.894729614258,-34.4791145324707,0.94,2.24,3.94,2544357991175.01,35943858685.14,1100934032655043,60.28,33.39,138.26
"WASouth","Nannup",115.473686218262,-34.4357261657715,0.94,2.33,5.16,5365.76,1792.68,23388.6,19.38,13.22,32.45
"WASouth","Nannup",115.526313781738,-34.4357261657715,0.94,2.34,5.13,4299.95,1477.5,18051.15,19.36,13.23,32.33
"WASouth","Jerramungup",119.421051025391,-34.4357261657715,0.94,2.04,3.77,14119232.34,1545083.38,290976857.55,116.29,60.65,284.99
"SA","Lower Eyre Peninsula",135.315795898438,-34.4357147216797,0.94,2.87,4.86,1193.63,467.31,4273.36,15.37,10.7,25.15
"SA","Tumby Bay",136.157897949219,-34.4357261657715,0.94,2.75,3.6,6669.12,2133.72,31035.49,156.68,80.83,384.11
"SA","Yorke Peninsula",137.421051025391,-34.4357261657715,0.94,3.15,4.71,566.89,253.83,1663.16,20.56,13.87,34.97
"SA","Yorke Peninsula",138,-34.4357261657715,0.94,3.47,3.89,689.51,301.56,2086.35,160.82,82.81,394.96
"SA","Adelaide Plains",138.263153076172,-34.4357261657715,0.94,3.49,4.03,542.65,245.08,1571.6,98.43,54.39,219.07
"NSW","Wollongong",150.947372436523,-34.4357147216797,0.94,2.23,3.93,4228942799115.82,55213763188.7,2051153348380983,60.73,33.62,139.32
"WASouth","Nannup",115.421051025391,-34.3923187255859,0.94,2.34,4.83,4766.22,1624.54,20179.88,26.49,17.36,46.82
"WASouth","Jerramungup",119.421051025391,-34.3923187255859,0.94,2.03,2.82,16617022.84,1751418.99,363368357.36,1074.08,418.51,3906.96
"WASouth","Jerramungup",119.473670959473,-34.3923187255859,0.94,2.04,3.38,13134532.43,1448893.08,267962006.18,281.84,125.23,880.05
"SA","Lower Eyre Peninsula",135.315780639648,-34.3923187255859,0.94,2.87,4.86,1188.16,466.53,4232.18,15.43,10.74,25.26
"SA","Tumby Bay",136.157897949219,-34.3923187255859,0.94,2.76,3.61,5747.31,1885.99,25773.21,143.9,75.09,347.31
"SA","Yorke Peninsula",137.421051025391,-34.3923187255859,0.94,3.16,4.64,533.23,240.83,1545.81,22.65,15.06,39.33
"SA","Yorke Peninsula",138,-34.3923187255859,0.94,3.47,3.89,695.52,303.89,2107.18,160.62,82.71,394.48
"SA","Adelaide Plains",138.263153076172,-34.3923187255859,0.94,3.5,4.03,535.77,242.4,1547.88,97.43,53.92,216.35
"NSW","Wollongong",150.947372436523,-34.3923187255859,0.94,2.24,3.64,3093208448606.01,42626409246.58,1382981847937675,122.24,61.5,319.84
"WASouth","Augusta Margaret River",115.105247497559,-34.3488883972168,0.94,2.3,5.56,9958.27,3183.43,45352.33,15.02,10.6,24
"WASouth","Augusta Margaret River",115.157897949219,-34.3488883972168,0.94,2.31,5.58,8073.29,2644.06,35631.74,14.67,10.38,23.35
"WASouth","Augusta Margaret River",115.210510253906,-34.3488883972168,0.94,2.32,4.52,6870.01,2283.03,29810.22,37.32,23.52,69.38
"WASouth","Augusta Margaret River",115.263160705566,-34.3488883972168,0.94,2.32,4.54,5949.36,2000.33,25487.29,34.87,22.17,64.03
"WASouth","Augusta Margaret River",115.315773010254,-34.3488883972168,0.94,2.33,4.69,5162.76,1758.28,21790.22,28.96,18.81,51.77
"WASouth","Nannup",115.368408203125,-34.3488883972168,0.94,2.34,4.83,4315.5,1498.52,17773.47,26.48,17.35,46.82
"WASouth","Jerramungup",119.526313781738,-34.3488883972168,0.94,2.05,2.61,8646191.23,1028315.14,157642279.09,9431.22,2500.75,61184.58
"SA","Lower Eyre Peninsula",135.315780639648,-34.3488883972168,0.94,2.87,5.3,1205.56,473.22,4292.45,10.9,8,16.54
"SA","Tumby Bay",136.210525512695,-34.3488883972168,0.94,2.76,3.62,5272.63,1748.96,23307.38,130.5,69.19,307.84
"SA","Yorke Peninsula",137.421051025391,-34.3488883972168,0.94,3.17,4.64,488.4,223.3,1392.1,22.28,14.86,38.55
"SA","Yorke Peninsula",138,-34.3488883972168,0.94,3.13,3.56,696.78,304.49,2110.23,159.29,82.15,390.27
"SA","Adelaide Plains",138.210510253906,-34.3488883972168,0.94,3.48,4.02,597.64,266.27,1763.73,104.03,57.03,234.12
NA,"Wollongong",151,-34.3488883972168,0.94,2.23,4.19,4297820930029.44,56163381245.32,2077731616827618,39.54,23.45,82.05
"WASouth","Augusta Margaret River",115.052635192871,-34.3054351806641,0.94,2.29,5.6,11335.27,3572.11,52575.74,14.37,10.21,22.79
"WASouth","Jerramungup",119.526313781738,-34.3054351806641,0.94,2.05,2.61,7483884.14,910924.22,131955587.53,9164.78,2429.44,59631.66
"SA","Lower Eyre Peninsula",135.315795898438,-34.3054237365723,0.94,2.87,5.3,1219,478.39,4339.02,10.91,8.01,16.56
"SA","Tumby Bay",136.263153076172,-34.3054351806641,0.94,2.78,3.63,4309.05,1473.82,18238.23,122.7,65.67,285.55
"SA","Yorke Peninsula",137.473678588867,-34.3054237365723,0.94,3.19,4.68,401.2,188.58,1100.57,20.85,14.03,35.6
"SA","Yorke Peninsula",138.052627563477,-34.3054351806641,0.94,3.13,3.57,699.51,305.13,2124.86,158.23,81.69,387.19
"SA","Wakefield",138.210525512695,-34.3054351806641,0.94,3.48,4.02,601.28,267.65,1776.75,103.87,56.96,233.65
"NSW","Wollongong",151,-34.3054351806641,0.94,2.24,4.2,3047550269713.94,42354298315.64,1341166966229331,39.18,23.25,81.26
"WASouth","Ravensthorpe",119.526313781738,-34.2619590759277,0.94,2.05,2.77,8394908.3,999062.61,153179175.7,1730.97,576.34,8236.3
"SA","Lower Eyre Peninsula",135.315795898438,-34.2619590759277,0.94,2.87,5.48,1228.84,482.39,4369.43,9.4,7.06,13.8
"SA","Tumby Bay",136.315795898438,-34.2619476318359,0.94,2.79,3.63,3368.1,1197.75,13482.29,109.62,59.74,248.54
"SA","Yorke Peninsula",137.473678588867,-34.2619476318359,0.94,3.2,4.66,385.28,182.2,1047.9,20.91,14.07,35.75
"SA","Yorke Peninsula",138.052627563477,-34.2619590759277,0.94,3.13,3.57,708.63,308.46,2159.14,158.77,81.93,388.72
"SA","Wakefield",138.157897949219,-34.2619590759277,0.94,3.14,3.68,647.66,285.25,1942.24,108.51,59.13,246.21
NA,"Wollongong",151.052627563477,-34.2619590759277,0.94,2.25,4.3,3480201522424.19,47874021932.84,1545231006188741,36.79,21.87,76.41
"WASouth","Augusta Margaret River",115,-34.2184600830078,0.94,2.29,5.21,11885.68,3734.87,55266.38,15.26,10.74,24.48
"WASouth","Ravensthorpe",119.578948974609,-34.2184600830078,0.94,2.05,3.14,6697788.6,823780.18,116681569.61,359.29,149.18,1258.33
"SA","Lower Eyre Peninsula",135.263153076172,-34.2184600830078,0.94,2.86,5.65,1406.55,543.04,5112.77,9.33,7,13.75
"SA","Tumby Bay",136.315795898438,-34.2184600830078,0.94,2.8,3.61,2990.66,1084.26,11643.12,105,57.53,236.34
"SA","Yorke Peninsula",137.473663330078,-34.2184600830078,0.94,3.21,4.68,366.12,174.33,986.48,20.24,13.68,34.35
"SA","Yorke Peninsula",138.052627563477,-34.2184600830078,0.94,3.13,3.57,704.62,306.9,2145.27,157.28,81.29,384.2
"SA","Wakefield",138.105255126953,-34.2184600830078,0.94,3.14,3.67,672.79,294.78,2032.09,111.12,60.36,253.29
"SA","Wakefield",138.157897949219,-34.2184600830078,0.94,3.14,3.68,637.77,281.39,1908.3,107.17,58.52,242.45
"NSW","Wollongong",151.052627563477,-34.2184600830078,0.94,2.26,4.2,2311180381801.92,34128872344.22,922132951770139,42.55,24.79,90.87
NA,"Augusta Margaret River",114.947364807129,-34.1749267578125,0.94,2.28,5.63,13716.41,4240.37,65137.49,13.28,9.52,20.76
"WASouth","Ravensthorpe",119.578948974609,-34.1749382019043,0.94,2.05,3.15,7159237.77,871621.98,126543840.63,342.27,143.15,1186.47
"SA","Lower Eyre Peninsula",135.263153076172,-34.1749382019043,0.94,2.86,5.66,1401.47,541.19,5093.58,9.27,6.96,13.64
"SA","Tumby Bay",136.368423461914,-34.1749267578125,0.94,2.81,3.61,2513.95,934.37,9454.4,105.46,57.57,238.91
"SA","Yorke Peninsula",137.473678588867,-34.1749267578125,0.94,3.22,4.7,336.82,161.99,895.71,19.29,13.13,32.43
"NSW","Sutherland",151.105270385742,-34.1749382019043,0.94,2.26,4.45,2190667197642.9,32666343205.13,861082040285537,30.86,18.84,61.68
"WASouth","Augusta Margaret River",114.947357177734,-34.1313934326172,0.94,2.28,5.53,13741.22,4235.93,65578.26,14.38,10.2,22.85
"WASouth","Ravensthorpe",119.631576538086,-34.1313934326172,0.94,2.05,3.3,6668959.93,830079.61,113667263.45,259.43,112.64,854.59
"SA","Lower Eyre Peninsula",135.263153076172,-34.1313934326172,0.94,2.86,5.58,1422.15,547.56,5191.84,9.69,7.24,14.34
"SA","Tumby Bay",136.368423461914,-34.1313934326172,0.94,2.82,3.61,2268.4,856.17,8348.17,106.17,57.75,242.03
"SA","Yorke Peninsula",137.473663330078,-34.1313934326172,0.94,3.23,4.72,297.8,145.35,776.78,18.66,12.75,31.22
"NSW","Sutherland",151.157897949219,-34.1313934326172,0.94,2.26,4.47,1949435694485.74,29656801335.39,743566575076763,30.51,18.84,59.72
"WASouth","Augusta Margaret River",114.947364807129,-34.087818145752,0.94,2.28,5.49,13727.25,4226.49,65655.46,14.55,10.3,23.16
"WASouth","Ravensthorpe",119.684211730957,-34.0878295898438,0.94,2.05,3.26,6561954.43,823872.26,110179427.26,312.3,132.51,1060.01
"WASouth","Ravensthorpe",119.736839294434,-34.0878295898438,0.94,2.05,3.26,5851775.28,750081.44,95268895.94,319.89,135.2,1092.03
"SA","Lower Eyre Peninsula",135.263153076172,-34.0878295898438,0.94,2.85,5.32,1453.27,557.43,5335.31,11,8.09,16.61
"SA","Tumby Bay",136.421051025391,-34.0878295898438,0.94,2.84,3.62,1768.03,691.83,6187.24,104.65,56.9,238.94
"SA","Yorke Peninsula",137.473678588867,-34.087818145752,0.94,3.26,4.73,249.82,124.73,632,18.66,12.73,31.33
"NSW","Sutherland",151.210525512695,-34.087818145752,0.94,2.26,4.36,1988045530053.71,30207060327.26,758859480565164,33.31,20.27,66.57
"WASouth","Augusta Margaret River",114.947357177734,-34.0442390441895,0.94,2.28,5.49,13370.8,4131.74,63631.79,14.62,10.34,23.3
"WASouth","Ravensthorpe",119.789474487305,-34.0442428588867,0.94,2.12,3.63,5446350.79,707819.53,86838353.98,180.28,82.56,550.8
"WASouth","Esperance",122.105247497559,-34.0442390441895,0.94,2.22,3.55,110860.08,24369.65,860732.1,64.93,39.06,127.13
"WASouth","Esperance",122.157897949219,-34.0442428588867,0.94,2.22,2.94,115345.41,25274.99,898573.65,303.37,149.32,778.69
"WASouth","Esperance",122.210510253906,-34.0442390441895,0.94,2.21,3.2,146905.99,31011.05,1207064.15,189.13,96.24,469.91
"WASouth","Esperance",123.210510253906,-34.0442390441895,0.94,2.24,4.02,65189.16,15442.19,456269.91,55.71,33.4,110.63
"WASouth","Esperance",123.263160705566,-34.0442428588867,0.94,2.24,3.71,60595.03,14535.52,416365.3,92.72,51.83,202.74
"SA","Lower Eyre Peninsula",135.263153076172,-34.0442428588867,0.94,2.85,5.33,1468.91,562.72,5401.49,10.93,8.05,16.5
"SA","Tumby Bay",136.473678588867,-34.0442390441895,0.94,2.86,3.62,1387.27,561.92,4627.54,103.84,56.38,237.79
"SA","Copper Coast",137.526321411133,-34.0442390441895,0.94,3.23,4.7,292.86,140.94,784.28,19.76,13.26,34.08
"NSW","Sutherland",151.210525512695,-34.0442390441895,0.94,2.26,4.37,1473087538506.47,23357335537.96,529807560865028,33.02,20.11,65.94
"WASouth","Augusta Margaret River",114.947357177734,-34.0006294250488,0.94,2.28,5.4,12739.2,3962.78,60076.79,15.32,10.76,24.7
"WASouth","Ravensthorpe",119.842102050781,-34.0006294250488,0.94,2.13,3.49,4111814.42,556315.01,61979630.57,266.74,115.36,883.55
"WASouth","Ravensthorpe",119.894737243652,-34.0006294250488,0.94,2.13,3.49,3291793.73,461514.34,47134258.93,265.8,114.97,880.38
"WASouth","Ravensthorpe",119.947357177734,-34.0006294250488,0.94,2.14,3.7,2572643.01,375650.01,34724351.14,175.2,81.24,523.23
"WASouth","Ravensthorpe",120.368408203125,-34.0006294250488,0.94,2.14,4.38,2651164.05,369344.76,38948517.79,58.37,33.61,124.54
"WASouth","Ravensthorpe",120.421051025391,-34.0006294250488,0.94,2.13,4.37,3444037.26,463674.55,52993565.17,61.1,34.96,131.49
"WASouth","Esperance",122.052635192871,-34.0006294250488,0.94,2.25,3.59,45522.23,11295.29,299306.97,55.97,34.24,107.24
"WASouth","Esperance",122.263160705566,-34.0006294250488,0.94,2.2,3.2,179934.12,36973.79,1533660.3,194.54,98.45,487.46
"WASouth","Esperance",123.157897949219,-34.0006294250488,0.94,2.25,4.04,43929.8,10938.11,287640.72,51.28,31.06,100.5
"WASouth","Esperance",123.315788269043,-34.0006294250488,0.94,2.24,3.82,52614.76,12871.05,351873.68,79.21,44.02,176.81
"SA","Lower Eyre Peninsula",135.210510253906,-34.0006294250488,0.94,2.85,5.85,1530.69,587.12,5601.19,9.1,6.83,13.39
"SA","Cleve",136.526321411133,-34.0006294250488,0.94,2.86,3.73,1301.31,530.26,4310.24,79.67,44.72,174.57
"SA","Copper Coast",137.526321411133,-34.0006294250488,0.94,3.22,4.7,330.87,155.93,913.69,19.98,13.36,34.65
"WASouth","Augusta Margaret River",114.947357177734,-33.9569969177246,0.94,2.29,5.34,12007.27,3765.12,56009.19,15.34,10.76,24.77
"WASouth","Ravensthorpe",120,-33.9569969177246,0.94,2.15,3.84,1345769.49,218091.31,15630244.67,140.46,68.07,391.35
"WASouth","Ravensthorpe",120.052635192871,-33.9569969177246,0.94,2.16,3.84,992536.49,167761.32,10877731.89,138.64,67.29,385.45
"WASouth","Ravensthorpe",120.105247497559,-33.9569969177246,0.94,2.17,3.84,738166.18,129618.15,7684750.37,136.66,66.45,379.09
"WASouth","Ravensthorpe",120.157897949219,-33.9569969177246,0.94,2.17,4.28,561150.32,101787.91,5599270.98,69.63,38.1,161.69
"WASouth","Ravensthorpe",120.210510253906,-33.9569969177246,0.94,2.17,4.34,513523.89,93425.73,5124015.74,62.9,35.21,140.87
"WASouth","Ravensthorpe",120.263160705566,-33.9569969177246,0.94,2.17,4.39,596013.75,104351.2,6320785.95,56.66,32.45,122.36
"WASouth","Ravensthorpe",120.315773010254,-33.9569969177246,0.94,2.17,4.42,555366.37,96992.24,5943493.62,50.76,29.82,105.31
"WASouth","Ravensthorpe",120.473686218262,-33.9569969177246,0.94,2.13,4.2,4053750.56,529390.3,65303031.13,59.26,34.04,126.84
"WASouth","Esperance",122.052635192871,-33.9569969177246,0.94,2.27,3.03,27292.47,7280.64,162263.52,176.23,92.86,413.01
"WASouth","Esperance",122.315788269043,-33.9569969177246,0.94,2.2,3.21,171706.86,35607.49,1443423.3,178.95,91.6,441.39
"WASouth","Esperance",122.368408203125,-33.9569969177246,0.94,2.21,3.68,154821.99,32306.31,1295111.16,62.38,36.26,130.14
"WASouth","Esperance",122.421051025391,-33.9569969177246,0.94,2.21,3.68,159916.95,32948.17,1366569.31,62.51,36.36,130.31
"WASouth","Esperance",122.473670959473,-33.9569969177246,0.94,2.21,3.67,159091.31,32683.36,1367248.78,64.39,37.28,135.06
"WASouth","Esperance",122.526313781738,-33.9569969177246,0.94,2.21,3.67,153706.75,31780.59,1308300.31,66.13,38.14,139.53
"WASouth","Esperance",122.57893371582,-33.9569969177246,0.94,2.21,4.42,148712.05,31012.64,1248570.97,30.4,19.66,54.6
"WASouth","Esperance",123.105247497559,-33.9569969177246,0.94,2.26,4.05,39126.97,9916.18,249826.04,49.91,30.29,97.58
"WASouth","Esperance",123.315788269043,-33.9569969177246,0.94,2.25,3.83,47215.56,11710.02,310006.84,77.09,42.99,171.34
"WASouth","Esperance",123.473670959473,-33.9569969177246,0.94,2.25,3.8,41892.72,10571.97,268446.29,105.51,57.43,240.28
"WASouth","Esperance",123.526313781738,-33.9569969177246,0.94,2.24,3.82,51536.24,12627.77,344075.46,105.68,57.24,242.82
"SA","Elliston",135.157897949219,-33.9569969177246,0.94,2.85,5.63,1470.1,570.86,5273.11,10.89,7.96,16.66
"SA","Copper Coast",137.526321411133,-33.9569969177246,0.94,3.19,4.63,398.98,182.15,1154.1,22.99,15.02,41.21
"NSW","Randwick",151.263153076172,-33.9569969177246,0.94,2.26,4.48,949981797898.49,16256607056.23,304533861255873,30.01,18.61,58.27
