"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"TAS","Devonport",146.368408203125,-41.1228675842285,0.94,3.02,4.63,409659.17,65199.59,5344044.3,68.8,38.64,152.09
"NSW","Randwick",151.263153076172,-34.0006294250488,0.94,2.26,4.47,1124116030197.84,18804285910.51,371696613256092,30.22,18.74,58.72
"QLDNorth","Mackay",149.315780639648,-21.268180847168,0.94,4.72,5.77,189163000.53,12360205.21,8648120728.09,319.31,131.41,1151.74
"QLDNorth","Cassowary Coast",146.157897949219,-17.5966548919678,0.94,2.82,3.91,87602210.73,6432090.16,3389014201.62,678.55,238.96,3149.94
"TAS","Glamorgan-Spring Bay",148.052627563477,-42.5341911315918,0.94,2.08,2.74,1588419.63,207427.03,27398485.48,1546.92,551.18,6498.8
"QLDNorth","Cassowary Coast",146.368423461914,-18.4972763061523,0.94,3.16,4.11,50993874.42,3520455.26,2338433053.23,913.4,303.67,4647.09
"WANorth","Ashburton",115.157897949219,-21.6110496520996,0.94,2.64,4.28,4641733.15,432392.69,144195603.34,20.33,12.41,42.33
"WANorth","Karratha",117.157897949219,-20.5800476074219,0.94,4.7,6.21,182312.28,28068.63,2733095.37,20.19,12.41,41.49
"QLDNorth","Carpentaria",140.789474487305,-17.4963035583496,0.94,3.94,5.23,2549.51,779.06,13945.42,24.71,15.44,48.01
"QLDNorth","Rockhampton",150.842102050781,-23.602653503418,0.94,3.89,4.82,377669694.7,23183032.05,18469834325.48,1182.77,411.13,5336.75
"QLDSouth","Sunshine Coast",153.157897949219,-26.6982269287109,0.94,2.37,3.75,21774249408.09,781706942.12,2205197364496.35,260.94,115.03,833.1
"QLDNorth","Whitsunday",148.842102050781,-20.2841644287109,0.94,3.6,4,1793378.16,229001.69,32010418.39,6544.26,1888.97,37010.02
"QLDNorth","Torres",142.157897949219,-10.5573892593384,0.94,3.26,3.72,27742.23,5815.03,263128.71,935.06,339.53,3944.18
"QLDSouth","Fraser Coast",152.947372436523,-25.2792816162109,0.94,3.27,4.41,561023295.92,30374780.64,34002688611.37,1614.67,541.29,7624.79
"SA","Unincorporated SA",137.631576538086,-33.0355453491211,0.94,3.79,4.84,197.87,99.07,504.99,34.88,21.27,69.19
"QLDSouth","Gold Coast",153.421051025391,-27.9603595733643,0.94,2.27,3.85,82074324690.93,2669523620.57,9112218323051.73,80.04,40.39,216.24
"WANorth","Karratha",116.684211730957,-20.5800476074219,0.94,4.63,6.12,3512960.84,380145.57,82344415.92,25.21,14.93,54.72
"QLDNorth","Torres",142.315780639648,-10.5056486129761,0.94,3.02,3.7,497694886.39,24842717.49,35886329508.74,30662.34,7592.7,207630.4
"QLDNorth","Douglas",145.473678588867,-16.4393119812012,0.94,2.8,3.52,4859753427.87,176734508.08,542590435574.87,59883.68,11317.3,653582.18
"NSW","Clarence Valley",153.368423461914,-29.4372825622559,0.94,2.19,3.95,1228077245115.63,25871716310.14,256438228376114,74.67,39.29,186.3
"NT","Roper Gulf",136.894729614258,-15.7314138412476,0.94,2.71,3.92,3984.28,1126.88,24499.16,33.19,19.03,75.02
"QLDNorth","Torres Strait Island",142.210525512695,-10.5056486129761,0.94,3.13,3.46,1218634.23,143939.27,26328831.58,24377.56,5278.42,218903.57
"VIC","Greater Geelong",144.736846923828,-38.1660194396973,0.94,2.1,2.41,83662.52,15752.46,892546.38,2741.44,919.21,12402.89
"VIC","Mornington Peninsula",144.894729614258,-38.3313064575195,0.94,2.11,3.98,94432.67,17592.87,1018350.1,91.32,47.12,232.94
"WASouth","Joondalup",115.684211730957,-31.8365268707275,0.94,2.12,4.94,102839.3,23149.87,768137.46,11.46,8.34,17.63
"SA","Onkaparinga",138.421051025391,-35.0841407775879,0.94,3.59,4.76,445.17,206,1248.42,26.78,17.49,47.61
"QLDNorth","Livingstone",150.789474487305,-23.1195735931396,0.94,3.75,4.76,56612469.24,4719005.36,1770960658.5,662.38,245.12,2774.94
"VIC","Surf Coast",144.052627563477,-38.4962158203125,0.94,2.62,3.65,434775.95,67102.12,5995667.68,724.7,273.62,2889.81
"SA","Yorke Peninsula",137.789474487305,-35.041072845459,0.94,3.26,4.12,834.83,361.55,2543.29,57.56,34.04,116.99
"QLDNorth","Whitsunday",148.105270385742,-19.8392944335938,0.94,3.12,4.21,2447060.02,253565.26,64843253.88,148.18,66.5,481.9
"WANorth","Exmouth",114.157897949219,-21.9531078338623,0.94,2.57,3.9,574696197.28,25315675.4,52923043599.4,75.75,37.37,216.25
"NSW","Shoalhaven",150.736846923828,-35.0841293334961,0.94,2.23,4.23,407317297341.83,7333346492.56,127113067235488,37.45,21.86,80.51
"NSW","Coffs Harbour",153.157897949219,-30.3042221069336,0.94,2.35,4.13,8093081490604.18,112435842288.13,3278452670579190,67.88,36.22,166.12
"VIC","Moyne",142.263153076172,-38.4138069152832,0.94,2.12,3.54,503272.17,86964.01,5528819.4,585.98,223.66,2330.15
"SA","Onkaparinga",138.421051025391,-35.1702117919922,0.94,3.59,4.77,467.13,214.43,1325.33,26.76,17.47,47.62
"WANorth","Ashburton",115.473686218262,-20.6785373687744,0.94,2.54,3.9,15932842272.33,565988509.62,1687080775560.79,90.34,42.61,279.1
"VIC","South Gippsland",146.473678588867,-38.7018203735352,0.94,2.91,3.96,9098438.46,1069004.29,169117523.42,312.89,141.69,934.19
"QLDNorth","Isaac",149.473678588867,-21.7577362060547,0.94,4.76,5.77,13234814.71,1150836.29,428974825.99,208.75,90.04,712.25
"QLDNorth","Cook",145.315795898438,-15.4779872894287,0.94,2.79,3.49,57169659.39,5030316.66,1612244018.78,17404.9,4059.58,138493.06
"VIC","Greater Geelong",144.631576538086,-38.0832366943359,0.94,2.1,2.43,365897.75,55339.25,5330694.76,3628.41,1159.34,17635.44
NA,"Christmas Island",105.684211730957,-10.4021415710449,0.94,1.91,3.84,3.86086471448903e+20,334900733425028224,8.80586519447872e+24,309.86,127.66,1118.43
"TAS","West Coast",145,-41.8324203491211,0.94,2.94,6.05,7572546.14,826519.6,163961355.39,33.94,20.52,68.66
"WASouth","Dundas",128.894729614258,-31.7470779418945,0.94,3.05,4.66,11853.86,3479.79,62299.7,52.28,30.52,109.5
"SA","Kingston (SA)",139.684204101562,-36.9564933776855,0.94,2.69,5.05,2029.06,773.6,7380.55,31.65,19.83,60.1
"SA","Kangaroo Island",137.210525512695,-36.0258827209473,0.94,3.04,4.22,24799.27,6987.13,134378.94,629.05,245.23,2381.31
"TAS","Circular Head",145.315795898438,-40.7651672363281,0.94,3,4.29,427883.63,75535.66,4566053.64,157.23,76.75,427.81
"SA","Elliston",134.842086791992,-33.650936126709,0.94,2.87,5.28,1202.66,485,4076.86,15.84,10.89,26.51
"WASouth","Mandurah",115.684211730957,-32.5933265686035,0.94,2.01,4.98,8627.34,2692.54,41351.81,11.16,8.17,16.98
"WANorth","Shark Bay",113.473686218262,-25.9435787200928,0.94,2.25,4.11,2746358.75,307463.38,61430465.81,117.66,60.91,292.15
"VIC","Greater Geelong",144.473663330078,-38.2900199890137,0.94,2.35,3.4,135195.89,24395.09,1507247.3,1025.56,366.05,4441.9
"SA","Port Augusta",137.789474487305,-32.6376457214355,0.94,3.78,4.88,212.26,105,551.41,31.81,19.83,61
"QLDSouth","Noosa",153.105270385742,-26.3686771392822,0.94,2.37,3.65,12424928351.8,476284419.43,1156917806714.18,539.65,214,2000.46
"SA","Unincorporated SA",132.421051025391,-32.0151634216309,0.94,3.15,5.28,2304.72,870.25,8467.76,23.62,15.53,41.79
"WANorth","Derby-West Kimberley",123.578941345215,-17.2954330444336,0.94,6.1,6.43,2269812.65,234139.08,61178129.75,5153.52,1282.14,40536.73
"SA","Unincorporated SA",136.57893371582,-35.1702117919922,0.94,2.75,5.23,6975.75,2282.68,31086.14,26.35,16.88,48.55
"WANorth","Derby-West Kimberley",123.736831665039,-16.0856781005859,0.94,6.1,6.86,3174412.3,362923.6,67250714.67,161.36,69.09,576.37
"WANorth","Ashburton",115,-21.464204788208,0.94,2.57,4.16,824699690.96,38830364.51,63964473006.45,28.06,16.23,63.42
"SA","Wattle Range",140,-37.5011253356934,0.94,2.15,4.97,186601.19,40830.06,1416783.5,46.71,27.38,97.86
"QLDNorth","Torres",142.631576538086,-10.7125587463379,0.94,3,3.82,3578656555.92,138949407.71,359707206065.87,14336.4,3701.6,94742.72
"TAS","Huon Valley",147.105270385742,-43.3047904968262,0.94,2.21,2.45,334775.82,51034.05,4837890.22,47763.72,8911.62,547484.1
"QLDNorth","Torres",142.421051025391,-10.4539003372192,0.94,3.01,3.69,1422676408.07,63371604.28,117594915627.67,49845.86,11457.65,375456.31
NA,"Unincorporated SA",135.736846923828,-35.7701301574707,0.94,2.55,5.93,3390450.06,457820.89,51934919.97,20.71,13.59,37.14
NA,"Robe",139.526321411133,-37.542854309082,0.94,2.07,5.28,4846272.56,646228.77,74251532.67,33.46,20.71,64.72
"SA","Unincorporated SA",136.157897949219,-34.9979820251465,0.94,2.72,4.15,11663.26,3509.67,58653.83,114.67,60.27,277.21
"VIC","Unincorporated Vic",146.526321411133,-38.9068374633789,0.94,2.95,3.91,1295496.46,183678.51,19355712.83,401.58,180.07,1200.49
"WANorth","Shark Bay",114.157897949219,-26.3686771392822,0.94,2.39,4.19,24412.37,5466.8,204661.29,53.34,30.85,113.57
NA,"Fraser Coast",153.526321411133,-24.9457492828369,0.94,3.22,5,110677080685.32,3403672176.9,13377435268077.9,143.89,68.23,417.99
"WASouth","Rockingham",115.684211730957,-32.3269386291504,0.94,1.95,5.07,30879.7,8091.54,188244.75,10.26,7.58,15.46
"WASouth","Nedlands",115.736831665039,-31.9705352783203,0.94,2.12,5.03,95243.73,21267.62,725398.61,10.31,7.59,15.65
"WANorth","Exmouth",114.105262756348,-22.0994510650635,0.94,2.63,3.87,4824513.01,440103.3,156008544.37,223.39,93.04,816.01
"WANorth","Ashburton",115.526313781738,-20.826171875,0.94,2.58,3.82,330634699.74,20609441.48,15857785636.94,73.57,35.61,219.95
"SA","Kangaroo Island",137.947372436523,-35.684700012207,0.94,2.77,3.58,764.52,332.78,2319.42,87.44,47.89,199.34
"SA","Cleve",136.578948974609,-33.9569969177246,0.94,3.08,4.12,1214.17,498.96,3976.84,48.97,29.47,97.34
"SA","Lower Eyre Peninsula",136.052627563477,-34.8685684204102,0.94,2.72,3.45,13155.75,3869.16,68467.42,372.65,172.45,1056.07
"SA","Whyalla",137.789474487305,-32.9914245605469,0.94,3.8,4.87,197.41,98.75,504.72,32.61,20.1,63.7
"SA","Yorke Peninsula",137.368423461914,-34.9117164611816,0.94,3.23,4.81,1150.02,463.99,3905.46,23.67,15.66,41.42
"QLDNorth","Mackay",149.894729614258,-21.0227813720703,0.94,4.72,5.88,239081073.56,15078837.49,11497834541.86,396.27,157.17,1511.24
"VIC","East Gippsland",148,-37.9173889160156,0.94,1.95,3.39,2042717.02,278749.26,31762792.74,64.7,34.64,157.85
NA,"Mackay",150.315780639648,-20.0866088867188,0.94,4.55,5.91,306459745.79,20574322.43,12812179308.51,173.85,77.02,571.19
"NSW","Ballina",153.631576538086,-28.8398017883301,0.94,2.27,3.96,11194498189582.6,162657137814.25,4048831858673127,113.54,55.93,311.85
"NT","Unincorporated NT",130.526321411133,-12.6194276809692,0.94,4.85,6.04,763080366.92,44178044.04,39610250949.39,82.46,43.38,204.08
"SA","Yankalilla",138.052627563477,-35.5991897583008,0.94,2.79,3.65,657.76,289.54,1972.71,71.47,40.17,157.32
"NSW","Port Stephens",152.210525512695,-32.7262115478516,0.94,2.3,4.07,61576064173.86,1599491817.64,10831823818557.9,65.66,35.31,158.56
"QLDNorth","Cook",144.842102050781,-14.5121669769287,0.94,2.77,3.59,1183877236.27,66898357.66,62330266500.09,13565.52,3638.25,83662.38
"QLDNorth","Gladstone",152.473678588867,-22.001895904541,0.94,3.72,5.44,1335986861.25,77653435.55,66118473644.28,81.67,42.24,209.39
"VIC","Bass Coast",145.368408203125,-38.5785293579102,0.94,3.04,4.97,48785.83,9946.78,464882.96,60.66,33.31,141.47
NA,"Dundas",126.052635192871,-32.3269386291504,0.94,2.27,4.12,25446.1,6642.1,158138.58,52,30.54,107.73
"VIC","Mornington Peninsula",144.789474487305,-38.3313064575195,0.94,2.11,3.88,89267.15,17243.68,900013.62,97.08,50.39,243.39
"QLDNorth","Cook",143.421051025391,-12.5680675506592,0.94,2.71,3.57,690630415.64,39747989.71,36533464077.2,16552.64,4070.81,118964.7
"QLDNorth","Gladstone",151.894729614258,-23.4096336364746,0.94,3.48,4.85,11526974194.11,466953250.63,970627287115.26,389.71,159.11,1402.06
"VIC","Mornington Peninsula",145.052627563477,-38.4962158203125,0.94,3.03,4.79,61691.91,12236.64,608730.23,102.29,51.57,270.58
"VIC","Kingston (Vic.)",145.105270385742,-38.0832252502441,0.94,2.16,2.49,31716.45,6855.58,279037.12,1299.61,482.99,5100.86
"WANorth","Wyndham-East Kimberley",124.157897949219,-15.3257808685303,0.94,6.09,7.18,3676067.96,462357.53,63988981.23,79.55,39.33,224.8
"VIC","Bass Coast",145.368408203125,-38.5373840332031,0.94,3.04,4.19,44738.21,9222.5,420147.11,299.16,126.18,1031.96
"VIC","Wyndham",144.684204101562,-38.000358581543,0.94,2.11,2.44,227537.72,36308.92,3102684.31,3236.72,1046.61,15506.4
"VIC","Surf Coast",144.368423461914,-38.3313064575195,0.94,2.11,2.89,175851.59,30436.05,2083261.12,2261.98,717.34,11597.02
"SA","Elliston",134.263153076172,-33.9133415222168,0.94,2.73,5.64,9107.99,2848.66,43347.23,13.91,9.81,22.37
"QLDNorth","Cook",143.578948974609,-13.1836938858032,0.94,2.71,3.61,740296603.13,43857943.59,36849970768.06,89199.89,14812.58,1226579.25
"VIC","Mornington Peninsula",145,-38.2487106323242,0.94,2.11,2.45,85415.77,16013.54,917503.21,1967.49,690.72,8353.15
"QLDNorth","Cook",145.473678588867,-14.6649475097656,0.94,2.77,3.66,1359724213.71,72771875.81,78622893649.73,27246.72,5913.06,241034.8
"WASouth","Dandaragan",115,-30.3042221069336,0.94,2.01,4.72,10373994.1,1167007.88,207321486.38,28.81,18.28,53.74
"QLDNorth","Livingstone",150.684204101562,-21.9531078338623,0.94,3.74,5.26,106343663.4,8608097.7,3361484321.22,110.19,53.35,314.61
"QLDNorth","Cook",143.684204101562,-13.4909391403198,0.94,2.72,3.62,356600846.68,23913951.97,14777358767.98,134963.82,20649.04,2115598.69
"QLDNorth","Gladstone",151.368423461914,-23.8435211181641,0.94,3.5,4.44,1833003618.99,86344360.53,132708746255.48,1493.76,487.43,7508.29
"SA","Franklin Harbour",136.894729614258,-33.7822418212891,0.94,3.14,4.27,665.94,294.12,1983.94,34.72,21.83,65.07
"WANorth","Broome",122.894737243652,-16.3888320922852,0.94,6.08,7.31,8993189.06,946404.81,206229640.15,47.53,25.55,118.68
"QLDNorth","Palm Island",146.736846923828,-18.7964363098145,0.94,3.16,4.15,37552290.92,2775018.2,1541501814.75,751.52,257.87,3648.97
"VIC","Greater Geelong",144.578948974609,-38.0832252502441,0.94,2.09,2.41,556895.36,79501.56,8783658.98,4278.69,1333.1,21561.18
"NT","Roper Gulf",136.526321411133,-15.528697013855,0.94,2.68,3.94,5766.46,1528.4,39142.23,28.55,16.65,63.23
"VIC","Mornington Peninsula",144.684204101562,-38.2900199890137,0.94,2.06,3.32,121974.79,23045.15,1252595.81,552.52,215.46,2114.35
"VIC","Mornington Peninsula",144.736831665039,-38.2900199890137,0.94,2.06,3.84,144952.76,26061.98,1618171.12,96.1,50.17,238.52
"VIC","Bayside (Vic.)",145,-38.000358581543,0.94,2.13,2.46,56479.44,11025.79,579996.27,1934.73,672.78,8375.76
"VIC","Port Phillip",144.947357177734,-37.8758659362793,0.94,2.13,2.44,63925.58,12198.98,679834.86,2526.68,834.47,11841.76
"NT","Roper Gulf",135.736846923828,-14.3082876205444,0.94,2.81,3.78,1033.41,346.02,5107.85,45.97,25.07,111.64
"QLDNorth","Torres",143.263153076172,-9.72852039337158,0.94,3.02,3.62,728653100.36,40050192.53,41973806815.82,108194.26,20131.49,1156239.14
"SA","Port Augusta",137.842102050781,-32.7262115478516,0.94,3.79,4.89,204.54,101.73,527.36,31.21,19.49,59.66
"WANorth","Karratha",115.526313781738,-20.3828601837158,0.94,2.53,4.43,123932109850.55,2817286637.95,26817958450469.6,26.43,15.65,57.16
"QLDNorth","Douglas",145.526321411133,-16.3888320922852,0.94,2.8,3.52,9334128040.59,306241234.18,1210943430918.6,59031.16,11227.18,636788.85
"NT","East Arnhem",135.157897949219,-12.2082605361938,0.94,3.05,3.8,7862181.03,797357.75,195878005.35,555.49,214.81,2161.25
"TAS","Circular Head",144.736846923828,-40.4455947875977,0.94,2.91,5.02,66006925.95,4525874.94,2997811612.28,192.03,91.73,536.59
NA,"King Island",144.157897949219,-40.0842666625977,0.94,2.54,3.83,29460866.26,2429777.49,990652969.57,1033.22,377.16,4275.37
NA,"Cook",145.789474487305,-15.6807527542114,0.94,2.75,4,1617224394.59,81031956.25,104817343831.78,1900.02,619.01,9368.89
NA,"Mackay",150.368408203125,-20.5307750701904,0.94,4.59,5.93,16566986.22,1610490.64,422723760.51,266.6,116.56,863.79
"VIC","Bass Coast",145.263153076172,-38.5373840332031,0.94,3.04,4.49,57080.62,11333.71,565869.65,155.86,73.29,457.22
NA,"Pormpuraaw",141.368408203125,-14.5121669769287,0.94,2.88,4.44,76290.66,12798.69,1043748.98,30.86,18.95,61
"WANorth","Broome",121.947364807129,-18.3974285125732,0.94,6.11,6.99,1446259.5,209653.65,20552056.99,167.96,73.62,567.01
"VIC","Wyndham",144.842086791992,-37.9173851013184,0.94,2.12,2.43,85356.71,15629.36,961751.04,2719.57,891.99,12844.58
"WASouth","Manjimup",116,-34.8685684204102,0.94,2.2,5.04,26578.45,7311.19,149727.13,21.08,14.4,35.06
NA,"Whitsunday",149.947372436523,-16.2878265380859,0.94,2.79,4.82,771442908.3,44426754.06,40420387208.08,33.59,18.96,78.35
NA,"Whitsunday",148.684204101562,-19.4428100585938,0.94,3.11,4.48,3069322.49,329494.85,74003764.41,141.92,64.76,447.47
"SA","Yankalilla",138.210525512695,-35.4707260131836,0.94,2.79,3.88,678.75,297.01,2053.76,40.86,24.96,79.94
"VIC","Mornington Peninsula",144.842086791992,-38.3313064575195,0.94,2.12,3.86,64435.12,12921.62,619762.87,112.76,56.67,297.7
"WANorth","Exmouth",114.157897949219,-21.8066101074219,0.94,2.52,4.03,116271936296.19,2381227116.91,31330940608295.2,50.82,26.88,130.42
NA,"Torres",142.526321411133,-9.62476348876953,0.94,3.1,3.71,3953854.69,430358.99,90671909.35,10787.12,3146.76,57701.87
"WANorth","Wyndham-East Kimberley",128.789474487305,-14.766752243042,0.94,4.9,6.15,2940331190918.28,28787336524.93,2710571913635560,156.48,72.01,479.8
"WASouth","Manjimup",116.736839294434,-35.041072845459,0.94,2.21,4.88,18983.52,5586.18,96642.49,20.79,14.17,34.74
NA,"Mornington",140.210525512695,-15.3765287399292,0.94,3.82,5.37,23697.76,4828.5,242425.48,31.83,19.22,64.82
"QLDNorth","Mornington",139.157897949219,-16.7419166564941,0.94,3.94,4.98,2309.9,692.22,13285.25,60.63,32.4,149.38
