"state","lga","longitude","latitude","SLR","SWL_AEPPC","MTWL_AEPPC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"WASouth","Fremantle",115.73705291748,-32.0583763122559,0.1,1.1,2.23,3.11,2.69,3.76,1.71,1.6,1.88
"NSW","Waverley",151.290802001953,-33.871639251709,0.1,1.43,3.01,4.09,3.43,5.17,1.86,1.71,2.08
"SA","Port Pirie",138.000579833984,-33.1267433166504,0.1,2.65,2.54,1.9,1.75,2.12,2.22,2,2.56
"SA","Port Adelaide Enfield",138.475845336914,-34.7812461853027,0.1,2.2,3.65,2.58,2.28,3.06,1.86,1.7,2.1
"QLDNorth","Townsville",146.846267700195,-19.251106262207,0.1,2.35,2.07,3.18,2.74,3.9,2.11,1.92,2.41
"SA","Charles Sturt",138.472106933594,-34.8702430725098,0.1,2.28,2.44,2.62,2.31,3.11,2.03,1.84,2.32
"VIC","Queenscliffe",144.617172241211,-38.2871551513672,0.1,1.29,4.12,4.88,3.94,6.55,2.68,2.36,3.19
"NT","Darwin",130.81266784668,-12.4085102081299,0.1,4,2.51,3.14,2.72,3.81,1.8,1.66,2
"SA","Victor Harbor",138.605804443359,-35.594554901123,0.1,1.51,2.2,2.72,2.4,3.2,1.96,1.79,2.21
"WASouth","Albany",117.89533996582,-35.1227531433105,0.1,1.11,1.79,3.73,3.14,4.7,2.96,2.56,3.6
"SA","Unincorporated SA",135.905776977539,-34.6888732910156,0.1,1.59,2.54,3.72,3.15,4.64,1.87,1.72,2.1
"SA","Unincorporated SA",133.05322265625,-32.1064491271973,0.1,2.01,2.35,2.43,2.15,2.88,2.39,2.13,2.81
"WASouth","Greater Geraldton",114.582710266113,-28.7869205474854,0.1,1.06,2.41,3.91,3.29,4.93,1.66,1.55,1.81
"NSW","Newcastle",151.791976928711,-32.9030685424805,0.1,1.38,1.61,4.13,3.46,5.24,2.79,2.41,3.41
"VIC","Hobsons Bay",144.897003173828,-37.8736267089844,0.1,1.05,2.64,4.45,3.64,5.83,2.27,2.02,2.68
"QLDSouth","Bundaberg",152.412872314453,-24.7567653656006,0.1,2.07,2.68,5.29,4.22,7.22,1.48,1.4,1.59
"WASouth","Bunbury",115.637229919434,-33.3057746887207,0.1,1.27,1.23,2.23,2.02,2.54,4.29,3.49,5.71
"TAS","Clarence",147.393463134766,-42.9977607727051,0.1,1.17,4.99,4.74,3.83,6.38,1.43,1.35,1.54
"WANorth","Port Hedland",118.570663452148,-20.2921123504639,0.1,3.77,3.41,2.31,2.05,2.72,5.45,4.32,7.5
"WANorth","Wyndham-East Kimberley",128.095184326172,-15.3794431686401,0.1,4.03,2.54,5.97,4.7,8.26,3.27,2.79,4.08
"QLDSouth","Brisbane",153.156661987305,-27.3602046966553,0.1,1.72,1.76,7.2,5.52,10.35,3.14,2.67,3.94
"VIC","Greater Geelong",144.419860839844,-38.2895736694336,0.1,1.09,1.61,3.64,3.07,4.6,2.77,2.41,3.34
"TAS","Burnie",145.878601074219,-41.0355949401855,0.1,1.99,2.24,4.07,3.37,5.26,1.98,1.79,2.27
"WANorth","Carnarvon",113.636138916016,-24.8981914520264,0.1,1.33,4.29,2.98,2.57,3.65,1.73,1.6,1.92
"QLDNorth","Mackay",149.22673034668,-21.1112022399902,0.1,3.75,2.73,2.34,2.1,2.72,1.87,1.73,2.09
"TAS","George Town",146.792098999023,-41.052360534668,0.1,1.98,5.86,3.87,3.24,4.91,2.25,2.03,2.59
"WANorth","Broome",122.209922790527,-17.9969673156738,0.1,5.22,2.28,2.43,2.17,2.84,3,2.58,3.69
"QLDNorth","Cairns",145.847991943359,-16.8677730560303,0.1,1.93,2.4,4.46,3.64,5.87,1.61,1.51,1.76
"NT","East Arnhem",136.69255065918,-12.2084197998047,0.1,2.13,2.98,3.13,2.67,3.88,1.61,1.51,1.76
"QLDNorth","Aurukun",141.797592163086,-12.6793203353882,0.1,1.95,2.8,2.16,1.94,2.5,2.83,2.46,3.41
"QLDNorth","Gladstone",151.407104492188,-23.962682723999,0.1,2.61,1.89,4.12,3.41,5.32,2,1.82,2.27
"NSW","Kempsey",153.09098815918,-30.9209632873535,0.1,1.34,1.8,5.51,4.44,7.37,2.23,2,2.59
"VIC","East Gippsland",147.9462890625,-37.9042129516602,0.1,0.95,2.87,5.19,4.14,7.08,2.51,2.21,2.99
"QLDNorth","Gladstone",151.320953369141,-23.7948703765869,0.1,2.62,2.29,4,3.32,5.16,2.13,1.92,2.45
"VIC","Bass Coast",145.121734619141,-38.5073280334473,0.1,1.98,3.08,3.53,2.98,4.45,1.46,1.39,1.58
"NSW","Bega Valley",149.936981201172,-37.097900390625,0.1,1.39,2.2,3.85,3.25,4.83,1.78,1.64,2.01
"NT","East Arnhem",136.425445556641,-13.8104448318481,0.1,1.6,2.35,2.38,2.11,2.82,2.43,2.16,2.86
"QLDNorth","Torres",142.110595703125,-10.6579341888428,0.1,2.24,2.15,2.53,2.24,2.99,1.8,1.66,2
"SA","Grant",140.672210693359,-38.0639533996582,0.1,1.08,2.43,5.68,4.51,7.76,1.68,1.57,1.84
"NSW","Northern Beaches",151.305068969727,-33.8254356384277,0.1,1.43,3.41,4.1,3.43,5.18,1.93,1.75,2.22
"WANorth","Karratha",116.761528015137,-20.5944957733154,0.1,3.71,2.54,2.94,2.54,3.6,1.99,1.82,2.25
"SA","Copper Coast",137.588287353516,-33.9396820068359,0.1,1.93,2.38,2.13,1.92,2.44,2.68,2.34,3.22
"TAS","Devonport",146.352432250977,-41.1579093933105,0.1,2.01,2.79,3.92,3.27,5.03,1.6,1.5,1.74
"NSW","Randwick",151.252304077148,-33.9962577819824,0.1,1.42,4.38,4.03,3.39,5.09,1.96,1.79,2.23
"QLDNorth","Mackay",149.297515869141,-21.2697410583496,0.1,3.91,2.68,2.38,2.13,2.77,2.29,2.05,2.67
"QLDNorth","Cassowary Coast",146.139678955078,-17.6090087890625,0.1,1.91,0.87,3.74,3.14,4.75,3.76,3.14,4.81
"TAS","Glamorgan-Spring Bay",148.067794799805,-42.5660400390625,0.1,1.06,2.98,5.81,4.59,8.03,2.2,1.98,2.55
"QLDNorth","Cassowary Coast",146.334701538086,-18.4832286834717,0.1,2.29,2.01,2.88,2.5,3.49,1.9,1.73,2.18
"WANorth","Ashburton",115.163749694824,-21.6142768859863,0.1,1.72,3.73,3.01,2.57,3.75,1.5,1.41,1.63
"WANorth","Karratha",117.169364929199,-20.5933799743652,0.1,3.74,3.27,2.59,2.26,3.12,1.52,1.44,1.65
"QLDNorth","Carpentaria",140.803146362305,-17.5088596343994,0.1,2.86,3.98,2.04,1.84,2.35,2.45,2.16,2.92
"QLDNorth","Rockhampton",150.838195800781,-23.6046981811523,0.1,2.95,2.35,6.59,5.11,9.35,2.23,1.99,2.59
"QLDSouth","Sunshine Coast",153.139892578125,-26.6974658966064,0.1,1.45,3.45,7.8,5.93,11.32,1.64,1.54,1.8
"QLDNorth","Whitsunday",148.842590332031,-20.2819118499756,0.1,2.68,2.39,2.74,2.4,3.3,1.98,1.81,2.23
"QLDNorth","Torres",142.155624389648,-10.5569248199463,0.1,2.23,2.53,2.62,2.31,3.11,3.44,2.9,4.35
"QLDSouth","Fraser Coast",152.941467285156,-25.2762908935547,0.1,2.35,2.59,5.02,4.07,6.64,1.87,1.72,2.08
"SA","Unincorporated SA",137.602798461914,-33.023551940918,0.1,2.49,2.18,1.89,1.74,2.11,2.19,1.96,2.57
"QLDSouth","Gold Coast",153.421966552734,-27.9614505767822,0.1,1.37,3.24,7.59,5.85,10.77,1.82,1.67,2.07
"WANorth","Karratha",116.678909301758,-20.5885372161865,0.1,1.73,1.95,2.85,2.47,3.48,2.78,2.4,3.42
"QLDNorth","Torres",142.315673828125,-10.5067167282104,0.1,2.17,2.04,3.02,2.61,3.68,3.43,2.9,4.32
"QLDNorth","Douglas",145.468811035156,-16.4769401550293,0.1,1.92,1.69,4.3,3.54,5.62,2.25,2.01,2.62
"NSW","Clarence Valley",153.367126464844,-29.4367237091064,0.1,1.33,2.55,4.97,4.08,6.48,1.43,1.36,1.53
"NT","Roper Gulf",136.915344238281,-15.7344379425049,0.1,1.69,2.59,1.91,1.75,2.16,1.89,1.74,2.11
"QLDNorth","Torres Strait Island",142.210647583008,-10.522177696228,0.1,2.2,1.24,2.71,2.38,3.24,3.56,2.98,4.54
"VIC","Greater Geelong",144.724807739258,-38.1704139709473,0.1,1.03,1.5,4.16,3.47,5.31,2.55,2.25,3.04
"VIC","Mornington Peninsula",144.899749755859,-38.3481216430664,0.1,1.07,2.95,3.48,2.97,4.29,1.47,1.39,1.57
"WASouth","Joondalup",115.731964111328,-31.8238124847412,0.1,1.1,2.42,3.21,2.76,3.93,2.06,1.88,2.35
"SA","Onkaparinga",138.470275878906,-35.0958251953125,0.1,2.27,4.34,2.76,2.41,3.32,1.77,1.64,1.97
"QLDNorth","Livingstone",150.760681152344,-23.1353740692139,0.1,2.88,1.6,2.95,2.55,3.58,3.11,2.66,3.85
"VIC","Surf Coast",144.035140991211,-38.4956665039062,0.1,1.62,2.66,3.65,3.07,4.62,2.05,1.87,2.32
"SA","Yorke Peninsula",137.767929077148,-35.0375442504883,0.1,1.96,3.38,3.29,2.8,4.1,1.81,1.66,2.02
"QLDNorth","Whitsunday",148.079605102539,-19.8762283325195,0.1,2.18,2.09,3.14,2.69,3.87,1.62,1.52,1.78
"WANorth","Exmouth",114.142883300781,-21.9546566009521,0.1,1.71,1.83,3.11,2.67,3.84,1.78,1.65,1.95
"NSW","Shoalhaven",150.768478393555,-35.0744934082031,0.1,1.4,2.03,3.58,3.06,4.42,2.29,2.06,2.65
"NSW","Coffs Harbour",153.156051635742,-30.3061962127686,0.1,1.49,1.32,6.2,4.91,8.47,4.18,3.41,5.53
"VIC","Moyne",142.245132446289,-38.4012489318848,0.1,1.08,2.62,5.48,4.4,7.37,2.04,1.86,2.32
"SA","Onkaparinga",138.458389282227,-35.1697807312012,0.1,2.26,3.55,2.81,2.45,3.39,1.57,1.47,1.73
"WANorth","Ashburton",115.466323852539,-20.6898097991943,0.1,1.76,0.95,2.52,2.2,3.04,3.6,3.05,4.49
"VIC","South Gippsland",146.47053527832,-38.7002143859863,0.1,1.92,5.87,6.54,5.06,9.32,1.54,1.45,1.67
"QLDNorth","Isaac",149.473999023438,-21.7463283538818,0.1,3.9,2.01,2.47,2.19,2.91,3.45,2.92,4.36
"QLDNorth","Cook",145.285095214844,-15.4928417205811,0.1,1.85,1.1,4.52,3.7,5.93,3.61,3.02,4.63
"VIC","Greater Geelong",144.635314941406,-38.1060447692871,0.1,1.07,2.74,4.59,3.77,5.98,1.69,1.56,1.89
"WANorth","Ashburton",115.375946044922,-20.6875629425049,0.1,1.67,1.56,4.26,3.51,5.53,2.26,2.02,2.62
"TAS","West Coast",145.027053833008,-41.8157424926758,0.1,1.93,3.54,9.19,6.81,13.85,1.83,1.69,2.03
"WASouth","Dundas",128.882766723633,-31.7294902801514,0.1,1.95,2.77,3.12,2.69,3.81,2.01,1.84,2.28
"SA","Kingston (SA)",139.666198730469,-36.9562568664551,0.1,1.52,1.83,2.62,2.32,3.08,2.81,2.44,3.4
"SA","Kangaroo Island",137.180358886719,-36.0086135864258,0.1,1.96,2.83,3.38,2.89,4.15,3.21,2.73,4.04
"TAS","Circular Head",145.312255859375,-40.7651710510254,0.1,1.98,3.49,4.44,3.63,5.85,1.62,1.51,1.77
"SA","Elliston",134.854675292969,-33.6464500427246,0.1,1.69,2.17,2.33,2.08,2.72,1.81,1.68,2.02
"WASouth","Mandurah",115.67813873291,-32.5906257629395,0.1,0.86,2.12,3.83,3.19,4.93,1.74,1.61,1.93
"WANorth","Shark Bay",113.513900756836,-25.9233150482178,0.1,1.37,1.96,2.44,2.16,2.91,2.62,2.29,3.16
"VIC","Greater Geelong",144.474060058594,-38.2902946472168,0.1,1.32,2.61,3.61,3.04,4.55,1.83,1.69,2.04
"SA","Port Augusta",137.763549804688,-32.6352653503418,0.1,2.51,2.16,1.83,1.7,2.03,2.22,1.99,2.58
"QLDSouth","Noosa",153.108322143555,-26.3750782012939,0.1,1.46,2.25,7.07,5.45,10.09,1.86,1.71,2.08
"SA","Unincorporated SA",132.431213378906,-32.0147438049316,0.1,1.96,5.7,2.93,2.53,3.6,1.96,1.77,2.25
"WANorth","Derby-West Kimberley",123.560806274414,-17.287561416626,0.1,5.17,2.54,3.05,2.65,3.71,2.02,1.84,2.28
"SA","Unincorporated SA",136.499649047852,-35.1658554077148,0.1,1.63,6.47,2.91,2.54,3.49,1.72,1.59,1.92
"WANorth","Derby-West Kimberley",123.719276428223,-16.1033020019531,0.1,5.22,2.23,2.45,2.18,2.87,1.58,1.48,1.74
"WANorth","Ashburton",115.097961425781,-21.6335697174072,0.1,1.72,2.15,3.05,2.6,3.81,1.83,1.7,2.03
"SA","Wattle Range",139.998825073242,-37.4942817687988,0.1,1.11,3.46,3.99,3.36,5,2.6,2.27,3.14
"QLDNorth","Torres",142.626602172852,-10.716986656189,0.1,2.18,0.66,2.93,2.54,3.54,3.7,3.11,4.68
"TAS","Huon Valley",147.098419189453,-43.2927169799805,0.1,1.19,3.51,4.17,3.44,5.42,3.01,2.58,3.72
"QLDNorth","Torres",142.322967529297,-10.5164833068848,0.1,2.15,1.7,3.46,2.93,4.34,1.93,1.77,2.16
"SA","Kangaroo Island",136.535095214844,-35.8576393127441,0.1,1.64,2.35,2.85,2.49,3.42,2.6,2.29,3.09
"SA","Wattle Range",139.879470825195,-37.3767509460449,0.1,1.15,1.51,3.14,2.72,3.8,2.46,2.19,2.88
"SA","Unincorporated SA",136.156509399414,-34.9915504455566,0.1,1.62,1.88,3.1,2.68,3.77,3.73,3.15,4.68
"VIC","Unincorporated Vic",146.515869140625,-38.9114189147949,0.1,1.93,3.68,5.43,4.31,7.46,1.57,1.48,1.71
"WANorth","Shark Bay",114.16576385498,-26.3805446624756,0.1,1.45,1.76,1.97,1.79,2.23,2.64,2.31,3.15
"QLDSouth","Fraser Coast",153.356964111328,-24.9777183532715,0.1,2.34,2.79,6.07,4.76,8.45,1.89,1.74,2.14
"WASouth","Rockingham",115.701889038086,-32.3069496154785,0.1,1.08,2.21,3.37,2.88,4.17,1.63,1.53,1.78
"WASouth","Nedlands",115.749351501465,-31.9685497283936,0.1,1.1,2.5,3.12,2.71,3.78,1.69,1.57,1.87
"WANorth","Exmouth",114.09871673584,-22.0990867614746,0.1,1.72,3.16,2.94,2.54,3.6,1.49,1.41,1.62
"WANorth","Ashburton",115.477195739746,-20.836986541748,0.1,1.75,1.23,2.6,2.26,3.15,2.09,1.9,2.37
"SA","Kangaroo Island",137.937957763672,-35.7128486633301,0.1,1.47,2.25,3.31,2.84,4.07,2.24,2.01,2.6
"SA","Cleve",136.576965332031,-33.9472122192383,0.1,1.84,1.85,2.96,2.56,3.6,2.81,2.47,3.36
"SA","Lower Eyre Peninsula",136.023025512695,-34.8660087585449,0.1,1.61,3.13,3.27,2.81,3.99,1.87,1.72,2.09
"SA","Whyalla",137.786407470703,-32.9926872253418,0.1,2.49,2.01,1.9,1.75,2.13,1.86,1.72,2.08
"SA","Yorke Peninsula",137.354400634766,-34.9310340881348,0.1,2.04,4.78,2.32,2.08,2.7,1.7,1.58,1.88
"QLDNorth","Mackay",149.895462036133,-21.0195617675781,0.1,3.87,2.11,2.88,2.51,3.46,2.24,2.01,2.6
"VIC","East Gippsland",147.987808227539,-37.8907623291016,0.1,0.95,3.34,5.13,4.1,7,1.58,1.49,1.72
NA,"Whitsunday",149.818756103516,-20.0906581878662,0.1,2.62,1.97,4.04,3.36,5.17,2.51,2.21,2.98
"NSW","Ballina",153.61018371582,-28.8397369384766,0.1,1.41,3.92,6.25,4.96,8.51,2.9,2.53,3.49
"NT","Unincorporated NT",130.514770507812,-12.6257009506226,0.1,3.99,2.34,3.34,2.85,4.13,1.98,1.81,2.25
"SA","Yankalilla",138.086761474609,-35.6061515808105,0.1,1.49,2.24,2.96,2.58,3.57,1.7,1.59,1.86
"NSW","Port Stephens",152.201217651367,-32.7411689758301,0.1,1.44,2.71,4.29,3.57,5.48,3.03,2.61,3.74
"QLDNorth","Cook",144.883728027344,-14.5548992156982,0.1,1.87,2.79,5.02,4.06,6.72,1.92,1.75,2.17
"QLDNorth","Gladstone",151.92448425293,-23.306095123291,0.1,2.59,3.4,5.09,4.11,6.8,1.75,1.63,1.95
"VIC","Bass Coast",145.359298706055,-38.569507598877,0.1,1.97,2.46,3.67,3.08,4.66,1.82,1.68,2.03
"WASouth","Dundas",126.06566619873,-32.2820434570312,0.1,1.19,1.95,3.37,2.88,4.17,2.18,1.96,2.51
"VIC","Mornington Peninsula",144.762985229492,-38.345573425293,0.1,1.04,2.88,3.41,2.93,4.18,3.85,3.21,4.96
"QLDNorth","Cook",143.415405273438,-12.5892887115479,0.1,1.78,2.41,5.78,4.58,7.92,2.13,1.91,2.49
"QLDNorth","Gladstone",151.908676147461,-23.4388313293457,0.1,2.59,3.02,5.09,4.11,6.81,1.86,1.71,2.08
"VIC","Mornington Peninsula",145.036819458008,-38.4872627258301,0.1,1.97,2,3.81,3.18,4.86,2.41,2.13,2.84
"VIC","Kingston (Vic.)",145.111022949219,-38.0797386169434,0.1,1.06,5.64,4.06,3.37,5.23,1.89,1.73,2.14
"WANorth","Wyndham-East Kimberley",124.291732788086,-15.322434425354,0.1,5.21,2.56,2.54,2.24,3.01,2.06,1.87,2.35
"VIC","Bass Coast",145.368392944336,-38.5389366149902,0.1,1.98,1.74,3.61,3.03,4.57,3.17,2.69,3.99
"VIC","Wyndham",144.678146362305,-37.9899787902832,0.1,1.07,1.78,4.8,3.91,6.35,3.47,2.92,4.39
"VIC","Surf Coast",144.363662719727,-38.3202171325684,0.1,1.09,1.95,3.7,3.11,4.68,1.74,1.62,1.93
"SA","Elliston",134.446472167969,-33.7753486633301,0.1,1.65,3.47,2.7,2.37,3.22,2.39,2.11,2.82
"QLDNorth","Lockhart River",143.524948120117,-13.1872329711914,0.1,1.79,1.26,5.73,4.54,7.87,2.49,2.2,2.95
"VIC","Mornington Peninsula",145.015808105469,-38.2528228759766,0.1,1.06,2.77,3.71,3.13,4.65,2.39,2.12,2.82
"QLDNorth","Cook",145.479095458984,-14.6609563827515,0.1,1.87,2.33,4.64,3.78,6.14,1.69,1.57,1.86
"WASouth","Dandaragan",115.017585754395,-30.3131942749023,0.1,1.08,3.85,3.6,3.05,4.48,2.07,1.87,2.38
"QLDNorth","Livingstone",150.680480957031,-21.9535064697266,0.1,2.86,2.33,3.37,2.87,4.19,2.82,2.43,3.47
"QLDNorth","Cook",143.597961425781,-13.4578561782837,0.1,1.79,2.41,5.31,4.24,7.23,3.39,2.88,4.24
"QLDNorth","Gladstone",151.36018371582,-23.8441028594971,0.1,2.62,2.26,4.05,3.36,5.23,1.95,1.78,2.2
"SA","Franklin Harbour",136.89794921875,-33.7826766967773,0.1,1.87,5.85,2.58,2.28,3.06,1.35,1.29,1.43
"WANorth","Broome",122.920036315918,-16.39599609375,0.1,5.18,4.28,2.87,2.49,3.47,1.82,1.68,2.05
"QLDNorth","Palm Island",146.692947387695,-18.7623119354248,0.1,2.27,1.1,3.25,2.79,4.01,3.63,3.03,4.66
"VIC","Greater Geelong",144.608428955078,-38.1155853271484,0.1,1.07,2.21,4.63,3.8,6.05,1.75,1.62,1.96
"NT","Roper Gulf",136.516967773438,-15.5269403457642,0.1,1.65,0.93,2.12,1.9,2.45,3.59,3.03,4.54
"VIC","Mornington Peninsula",144.682495117188,-38.3029098510742,0.1,1.02,1.25,3.98,3.36,4.97,3.2,2.75,3.92
"VIC","Mornington Peninsula",144.72526550293,-38.3128089904785,0.1,1.03,1.65,3.55,3.04,4.36,2.82,2.44,3.47
"VIC","Bayside (Vic.)",145.012969970703,-37.9861907958984,0.1,1.05,1.45,4.39,3.6,5.75,2.77,2.39,3.39
"VIC","Port Phillip",144.961761474609,-37.8651657104492,0.1,1.05,2.55,4.5,3.67,5.94,1.59,1.48,1.75
"NT","Roper Gulf",135.730651855469,-14.306037902832,0.1,1.69,2.83,1.91,1.74,2.18,3.72,3.13,4.71
"QLDNorth","Torres",142.951507568359,-9.85594081878662,0.1,2.12,2.22,4.25,3.52,5.51,1.88,1.73,2.1
"SA","Port Augusta",137.856109619141,-32.7116355895996,0.1,2.5,3.05,1.86,1.72,2.07,1.51,1.42,1.64
"WANorth","Ashburton",115.418029785156,-20.6629943847656,0.1,1.69,2.23,3.77,3.16,4.81,2.72,2.37,3.28
"QLDNorth","Douglas",145.559967041016,-16.3844261169434,0.1,1.92,3.31,4.44,3.63,5.83,1.9,1.73,2.16
"NT","East Arnhem",135.162536621094,-12.2201509475708,0.1,2.16,0.99,2.75,2.4,3.34,2.65,2.32,3.16
"TAS","Circular Head",144.763442993164,-40.4397125244141,0.1,1.96,2.53,5.76,4.54,7.96,2.85,2.48,3.47
"TAS","King Island",144.104827880859,-40.0475730895996,0.1,1.56,3.1,6.93,5.29,10.08,2.92,2.53,3.57
"QLDNorth","Cook",145.447540283203,-15.7513809204102,0.1,1.86,3,4.43,3.63,5.82,1.59,1.49,1.74
NA,"Mackay",150.928894042969,-20.4258937835693,0.1,3.63,3.59,5,4.04,6.67,2.52,2.22,3.01
"VIC","Bass Coast",145.272766113281,-38.5111198425293,0.1,1.97,3.43,3.68,3.09,4.69,1.46,1.39,1.56
"QLDNorth","Pormpuraaw",141.524032592773,-14.5044069290161,0.1,1.95,5.9,2.16,1.94,2.5,1.66,1.55,1.83
"WANorth","Broome",121.965843200684,-18.4140720367432,0.1,5.23,1.41,2.38,2.12,2.77,2.85,2.45,3.5
"VIC","Wyndham",144.801208496094,-37.9131851196289,0.1,1.05,1.8,4.45,3.66,5.8,2.06,1.87,2.34
"WASouth","Manjimup",115.999702453613,-34.846134185791,0.1,1.14,3.51,4.34,3.57,5.63,1.76,1.63,1.96
NA,"Whitsunday",149.715850830078,-20.0136013031006,0.1,2.62,3.38,4.02,3.35,5.15,1.57,1.48,1.72
"QLDNorth","Whitsunday",148.560501098633,-19.9888191223145,0.1,2.19,2.08,3.04,2.62,3.71,1.84,1.69,2.06
"SA","Yankalilla",138.237152099609,-35.4988975524902,0.1,1.48,1.22,3.07,2.64,3.77,2.89,2.5,3.52
"VIC","Mornington Peninsula",144.851089477539,-38.3629608154297,0.1,1.07,2.94,3.39,2.91,4.15,1.33,1.28,1.41
"WANorth","Exmouth",114.142738342285,-21.7975425720215,0.1,1.69,3.19,3.64,3.08,4.58,2.95,2.53,3.64
"WANorth","Wyndham-East Kimberley",128.772811889648,-14.8344984054565,0.1,4.06,1.28,4.1,3.42,5.24,2.94,2.56,3.54
"WASouth","Manjimup",116.738777160645,-35.0417938232422,0.1,1.1,3.19,3.83,3.21,4.85,1.39,1.33,1.48
"QLDNorth","Mornington",139.676879882812,-16.4017772674561,0.1,2.94,3.73,1.78,1.65,1.98,1.5,1.42,1.62
"QLDNorth","Mornington",139.185501098633,-16.7576770782471,0.1,2.93,3.33,1.81,1.67,2.02,2,1.83,2.26
"QLDNorth","Torres",142.168746948242,-10.2303152084351,0.1,2.17,4.12,3.23,2.76,4.02,1.39,1.32,1.49
"WANorth","Karratha",116.95361328125,-20.6833477020264,0.1,3.79,2.96,2.16,1.94,2.53,2.58,2.27,3.08
"QLDNorth","Cairns",145.972595214844,-16.7534255981445,0.1,1.92,1.14,4.56,3.71,6.04,2.23,2.01,2.56
"WASouth","Rockingham",115.689399719238,-32.2365188598633,0.1,1.11,2.96,2.95,2.57,3.54,2.13,1.92,2.44
"QLDNorth","Burdekin",147.409255981445,-19.3074054718018,0.1,2.25,2.94,3.34,2.84,4.14,2.21,1.98,2.57
"NT","East Arnhem",135.678955078125,-11.9292297363281,0.1,2.15,1.73,2.88,2.5,3.49,3.07,2.64,3.78
"QLDNorth","Northern Peninsula Area",142.102737426758,-10.9672031402588,0.1,2.19,2.72,2.3,2.05,2.69,1.52,1.44,1.63
"WASouth","Augusta Margaret River",115.021179199219,-34.2565498352051,0.1,1.19,3.19,3.03,2.6,3.73,3.91,3.25,5.02
"QLDNorth","Torres",142.871856689453,-10.0437240600586,0.1,2.14,4.83,3.74,3.15,4.72,1.84,1.69,2.07
"WANorth","East Pilbara",119.774200439453,-19.9569301605225,0.1,3.76,3.43,2.36,2.1,2.75,2.06,1.86,2.38
"WANorth","Broome",122.248458862305,-17.1136341094971,0.1,5.17,3.51,3.05,2.64,3.73,2.49,2.21,2.95
"QLDNorth","Cassowary Coast",146.335098266602,-18.3602714538574,0.1,2.27,2.22,3.2,2.74,3.94,1.95,1.79,2.19
"SA","Whyalla",137.440902709961,-33.2315673828125,0.1,2.47,2.64,1.95,1.79,2.19,2.11,1.92,2.4
"SA","Yorke Peninsula",137.768692016602,-35.0113372802734,0.1,1.96,5.01,3.29,2.8,4.1,1.9,1.73,2.16
"WANorth","Broome",123.314888000488,-17.0903549194336,0.1,5.18,3.88,2.9,2.53,3.5,3.7,3.11,4.67
"QLDNorth","Torres",142.684844970703,-10.917688369751,0.1,2.11,2.97,4.79,3.9,6.33,1.3,1.26,1.36
"QLDNorth","Mornington",139.580749511719,-17.1097755432129,0.1,2.99,5.55,1.66,1.55,1.83,1.67,1.55,1.85
"WANorth","Broome",123.159187316895,-16.3905277252197,0.1,5.16,4.27,3.18,2.73,3.9,1.45,1.38,1.57
"WANorth","Karratha",116.191215515137,-20.8251476287842,0.1,1.69,0.84,3.75,3.14,4.77,2.46,2.17,2.95
