"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"SA","Wattle Range",140.157897949219,-37.6262474060059,0.09,1.29,3.83,3.27,2.82,4,1.49,1.41,1.61
"SA","Wattle Range",140.157897949219,-37.5845642089844,0.09,1.3,3.78,3.13,2.71,3.8,1.51,1.43,1.63
"VIC","East Gippsland",149.842086791992,-37.5845642089844,0.09,1.42,3.13,7.47,5.51,11.57,1.59,1.49,1.75
"VIC","Unincorporated Vic",149.894729614258,-37.5845642089844,0.09,1.42,3.12,7.61,5.6,11.8,1.6,1.49,1.76
"SA","Wattle Range",140.105255126953,-37.542854309082,0.09,1.3,3.78,3.12,2.71,3.78,1.51,1.43,1.64
"VIC","East Gippsland",149.947372436523,-37.542854309082,0.09,1.42,2.97,7.79,5.73,12.09,1.64,1.52,1.82
"SA","Wattle Range",140.052627563477,-37.5011253356934,0.09,1.31,3.77,3.08,2.68,3.71,1.52,1.43,1.64
"NSW","Bega Valley",150,-37.5011253356934,0.09,1.42,3.29,7.73,5.71,11.93,1.58,1.48,1.73
"SA","Wattle Range",139.947357177734,-37.4593696594238,0.09,1.3,3.94,3.2,2.76,3.88,1.47,1.4,1.58
"SA","Wattle Range",140,-37.4593696594238,0.09,1.31,4.13,3.06,2.66,3.69,1.44,1.37,1.55
"SA","Wattle Range",140.052627563477,-37.4593696594238,0.09,1.33,4.14,2.92,2.56,3.49,1.44,1.37,1.54
"NSW","Bega Valley",150,-37.4593696594238,0.09,1.42,3.06,7.88,5.79,12.23,1.62,1.51,1.79
"SA","Wattle Range",139.894729614258,-37.4175910949707,0.09,1.31,3.96,3.07,2.67,3.71,1.47,1.39,1.57
"NSW","Bega Valley",150,-37.4175910949707,0.09,1.41,2.92,7.98,5.85,12.44,1.64,1.52,1.82
"SA","Wattle Range",139.894729614258,-37.375789642334,0.09,1.33,4.02,2.87,2.51,3.42,1.44,1.37,1.55
"NSW","Bega Valley",150,-37.375789642334,0.09,1.41,2.93,8.05,5.89,12.58,1.64,1.52,1.81
"SA","Wattle Range",139.894729614258,-37.3339653015137,0.09,1.35,3.79,2.75,2.42,3.25,1.5,1.42,1.62
"NSW","Bega Valley",150,-37.3339653015137,0.09,1.41,2.89,8.12,5.93,12.7,1.61,1.5,1.78
"SA","Robe",139.842102050781,-37.292106628418,0.09,1.35,3.79,2.73,2.41,3.23,1.5,1.42,1.61
"NSW","Bega Valley",150,-37.2921180725098,0.09,1.41,2.6,8.14,5.94,12.75,1.74,1.6,1.95
"SA","Robe",139.842086791992,-37.250244140625,0.09,1.36,3.98,2.65,2.35,3.12,1.46,1.38,1.56
"NSW","Bega Valley",150.052627563477,-37.250244140625,0.09,1.42,2.92,7.91,5.82,12.22,1.65,1.53,1.83
"SA","Robe",139.789474487305,-37.2083511352539,0.09,1.36,3.97,2.69,2.38,3.17,1.46,1.39,1.57
"NSW","Bega Valley",150.052627563477,-37.2083511352539,0.09,1.42,2.93,7.89,5.81,12.18,1.6,1.49,1.78
"SA","Robe",139.736831665039,-37.166431427002,0.09,1.7,4.29,2.66,2.35,3.13,1.44,1.37,1.54
"NSW","Bega Valley",150.052627563477,-37.166431427002,0.09,1.42,2.94,7.8,5.76,12,1.59,1.49,1.76
"SA","Robe",139.736831665039,-37.1244926452637,0.09,1.72,4.31,2.53,2.25,2.95,1.43,1.36,1.53
"NSW","Bega Valley",150,-37.1244926452637,0.09,1.42,2.55,7.81,5.76,12.04,1.83,1.66,2.09
"SA","Robe",139.736846923828,-37.0825271606445,0.09,1.74,4.32,2.44,2.18,2.83,1.42,1.36,1.52
"SA","Robe",139.684204101562,-37.0405387878418,0.09,1.76,4.35,2.33,2.09,2.68,1.41,1.35,1.5
"NSW","Bega Valley",149.947372436523,-37.04052734375,0.09,1.42,2.43,7.77,5.73,11.98,1.77,1.63,2
"SA","Kingston (SA)",139.684204101562,-36.9985275268555,0.09,1.81,4.39,2.16,1.96,2.46,1.39,1.33,1.48
"NSW","Bega Valley",149.947372436523,-36.9985160827637,0.09,1.42,2.85,7.73,5.71,11.89,1.59,1.48,1.75
"NSW","Bega Valley",149.947372436523,-36.9564819335938,0.09,1.42,2.47,7.69,5.69,11.83,1.78,1.63,2.02
"SA","Kingston (SA)",139.684204101562,-36.914436340332,0.09,1.86,4.21,2.04,1.86,2.3,1.39,1.33,1.48
"NSW","Bega Valley",149.947372436523,-36.914436340332,0.09,1.42,2.47,7.68,5.67,11.8,1.78,1.63,2.02
"SA","Kingston (SA)",139.736831665039,-36.8723564147949,0.09,1.88,4.22,1.97,1.81,2.21,1.39,1.33,1.47
"SA","Kingston (SA)",139.789474487305,-36.8723564147949,0.09,1.9,4.22,1.93,1.77,2.16,1.38,1.32,1.47
"SA","Kingston (SA)",139.842086791992,-36.8723564147949,0.09,1.93,4.23,1.89,1.74,2.1,1.38,1.32,1.47
"NSW","Bega Valley",149.947372436523,-36.8723564147949,0.09,1.42,2.7,7.69,5.68,11.82,1.59,1.49,1.76
"SA","Kingston (SA)",139.842086791992,-36.8302536010742,0.09,1.93,4.08,1.88,1.74,2.1,1.39,1.33,1.49
"NSW","Bega Valley",150,-36.8302536010742,0.09,1.42,2.83,7.76,5.73,11.97,1.57,1.47,1.73
"SA","Kingston (SA)",139.842086791992,-36.7881240844727,0.09,1.93,4.08,1.88,1.74,2.1,1.39,1.33,1.49
"NSW","Bega Valley",150,-36.7881240844727,0.09,1.42,2.84,7.78,5.74,12,1.57,1.47,1.73
"SA","Kingston (SA)",139.842086791992,-36.7459754943848,0.09,1.93,4.09,1.88,1.74,2.1,1.39,1.33,1.48
NA,"Bega Valley",150.052627563477,-36.7459754943848,0.09,1.4,3,7.87,5.8,12.17,1.52,1.43,1.66
"SA","Kingston (SA)",139.842102050781,-36.7037887573242,0.09,1.93,4.09,1.87,1.73,2.09,1.39,1.33,1.48
"NSW","Bega Valley",150.052627563477,-36.703800201416,0.09,1.4,3.01,7.96,5.85,12.34,1.52,1.43,1.66
"SA","Kingston (SA)",139.842102050781,-36.6616058349609,0.09,1.94,4.15,1.86,1.72,2.07,1.38,1.32,1.47
"NSW","Bega Valley",150.052627563477,-36.6616058349609,0.09,1.4,3,8.03,5.89,12.48,1.51,1.43,1.65
"SA","Kingston (SA)",139.789474487305,-36.619384765625,0.09,1.94,4.17,1.86,1.72,2.06,1.37,1.31,1.46
"NSW","Bega Valley",150.052627563477,-36.619384765625,0.09,1.4,2.9,8.05,5.91,12.52,1.54,1.44,1.68
"SA","Kingston (SA)",139.789474487305,-36.5771408081055,0.09,1.96,4.18,1.83,1.7,2.03,1.37,1.31,1.46
"NSW","Bega Valley",150.105270385742,-36.5771408081055,0.09,1.4,3.14,8.42,6.13,13.22,1.49,1.41,1.62
"SA","Kingston (SA)",139.789474487305,-36.5348777770996,0.09,1.97,4.19,1.82,1.69,2.01,1.37,1.31,1.45
"NSW","Bega Valley",150.105270385742,-36.5348739624023,0.09,1.4,3.12,8.5,6.18,13.39,1.49,1.41,1.62
"SA","Kingston (SA)",139.789474487305,-36.4925880432129,0.09,1.97,4.19,1.8,1.67,2,1.36,1.31,1.45
"NSW","Bega Valley",150.105270385742,-36.4925880432129,0.09,1.4,3.1,8.61,6.24,13.61,1.49,1.4,1.61
"SA","Kingston (SA)",139.789474487305,-36.4502754211426,0.09,1.98,4.2,1.8,1.67,1.98,1.36,1.31,1.45
"NSW","Bega Valley",150.105270385742,-36.4502639770508,0.09,1.39,3.11,8.72,6.31,13.83,1.49,1.4,1.61
"SA","Kingston (SA)",139.789474487305,-36.4079399108887,0.09,1.98,4.3,1.79,1.66,1.97,1.35,1.29,1.42
"SA","Kingston (SA)",139.736846923828,-36.3655700683594,0.09,1.97,4.29,1.81,1.68,2.01,1.34,1.29,1.41
"NSW","Eurobodalla",150.105270385742,-36.3655815124512,0.09,1.39,3.03,8.95,6.45,14.28,1.49,1.41,1.62
"SA","Kingston (SA)",139.736831665039,-36.3232002258301,0.09,1.97,4.3,1.81,1.68,2,1.34,1.28,1.41
"NSW","Eurobodalla",150.157897949219,-36.3232002258301,0.09,1.39,3.03,9.39,6.71,15.16,1.49,1.41,1.61
"SA","Kingston (SA)",139.684204101562,-36.2807922363281,0.09,1.95,4.3,1.84,1.71,2.04,1.34,1.28,1.41
"NSW","Eurobodalla",150.157897949219,-36.2807922363281,0.09,1.39,3.15,9.59,6.83,15.58,1.48,1.4,1.6
"SA","Coorong",139.684204101562,-36.2383651733398,0.09,1.95,4.3,1.84,1.7,2.04,1.33,1.28,1.41
"NSW","Eurobodalla",150.157897949219,-36.2383651733398,0.09,1.38,3.15,9.83,6.97,16.07,1.48,1.4,1.6
"SA","Coorong",139.631576538086,-36.195915222168,0.09,1.93,4.27,1.87,1.73,2.08,1.34,1.28,1.41
"NSW","Eurobodalla",150.157897949219,-36.195915222168,0.09,1.38,3.09,10.05,7.1,16.53,1.5,1.41,1.63
"SA","Coorong",139.631576538086,-36.1534423828125,0.09,1.93,4.27,1.87,1.73,2.08,1.33,1.28,1.41
"NSW","Eurobodalla",150.157897949219,-36.1534423828125,0.09,1.38,2.61,10.25,7.22,16.95,1.68,1.56,1.88
"SA","Coorong",139.57893371582,-36.1109466552734,0.09,1.92,4.25,1.9,1.75,2.12,1.34,1.29,1.41
"NSW","Eurobodalla",150.157897949219,-36.1109466552734,0.09,1.38,2.62,10.43,7.32,17.33,1.68,1.55,1.87
"SA","Kangaroo Island",136.894729614258,-36.0684242248535,0.09,2.18,4.15,2.69,2.38,3.17,1.56,1.47,1.72
"SA","Kangaroo Island",136.947372436523,-36.0684242248535,0.09,2.18,4.16,2.67,2.36,3.14,1.57,1.47,1.72
"SA","Kangaroo Island",137,-36.0684242248535,0.09,2.19,4.18,2.67,2.36,3.14,1.56,1.46,1.7
"SA","Kangaroo Island",137.052627563477,-36.0684242248535,0.09,2.18,4.25,2.67,2.36,3.15,1.54,1.45,1.68
"SA","Kangaroo Island",137.105270385742,-36.0684242248535,0.09,2.18,4.27,2.69,2.37,3.17,1.54,1.45,1.68
"SA","Kangaroo Island",137.157897949219,-36.0684242248535,0.09,2.18,4.27,2.7,2.38,3.19,1.54,1.45,1.68
"SA","Kangaroo Island",137.421051025391,-36.0684242248535,0.09,2.18,4.28,2.68,2.37,3.16,1.55,1.46,1.69
"SA","Kangaroo Island",137.473678588867,-36.0684242248535,0.09,1.69,3.62,2.68,2.37,3.16,1.6,1.49,1.76
"SA","Kangaroo Island",137.526321411133,-36.0684242248535,0.09,1.69,3.38,2.69,2.38,3.16,1.64,1.53,1.82
"SA","Kangaroo Island",137.578948974609,-36.0684242248535,0.09,1.69,3.51,2.7,2.38,3.17,1.61,1.5,1.77
"SA","Coorong",139.578948974609,-36.0684127807617,0.09,1.92,4.14,1.89,1.74,2.1,1.36,1.31,1.44
"NSW","Eurobodalla",150.157897949219,-36.0684242248535,0.09,1.36,2.8,10.56,7.39,17.62,1.53,1.44,1.68
"SA","Kangaroo Island",136.684204101562,-36.0258827209473,0.09,2.19,4.92,2.66,2.36,3.13,1.4,1.33,1.49
"SA","Kangaroo Island",136.736846923828,-36.0258827209473,0.09,2.19,4.25,2.65,2.35,3.11,1.54,1.44,1.68
"SA","Kangaroo Island",136.789474487305,-36.0258827209473,0.09,2.19,4.08,2.63,2.33,3.08,1.58,1.48,1.74
"SA","Kangaroo Island",136.842102050781,-36.0258827209473,0.09,2.2,4.16,2.6,2.31,3.05,1.55,1.46,1.7
"SA","Kangaroo Island",137.263153076172,-36.0258827209473,0.09,2.19,3.82,2.61,2.32,3.06,1.66,1.55,1.84
"SA","Kangaroo Island",137.315795898438,-36.0258827209473,0.09,2.2,4.28,2.58,2.29,3.02,1.54,1.45,1.67
"SA","Kangaroo Island",137.368423461914,-36.0258827209473,0.09,2.21,4.3,2.54,2.27,2.96,1.54,1.45,1.68
"SA","Kangaroo Island",137.631576538086,-36.0258827209473,0.09,1.69,2.96,2.67,2.37,3.14,1.76,1.62,1.98
"SA","Coorong",139.578948974609,-36.0258827209473,0.09,1.93,4.14,1.88,1.74,2.09,1.36,1.3,1.44
"NSW","Eurobodalla",150.157897949219,-36.0258827209473,0.09,1.36,3.13,10.63,7.43,17.77,1.47,1.39,1.59
"SA","Kangaroo Island",136.631576538086,-35.9833145141602,0.09,2.2,5.17,2.57,2.28,3.01,1.36,1.3,1.44
"SA","Kangaroo Island",137.631576538086,-35.9833145141602,0.09,1.7,2.96,2.66,2.35,3.12,1.76,1.62,1.97
"SA","Coorong",139.526321411133,-35.9833145141602,0.09,1.92,4.13,1.9,1.75,2.11,1.36,1.31,1.44
"NSW","Eurobodalla",150.210525512695,-35.9833030700684,0.09,1.36,3.13,10.69,7.47,17.91,1.47,1.39,1.59
"SA","Kangaroo Island",136.578948974609,-35.9407272338867,0.09,2.21,5.24,2.52,2.24,2.94,1.34,1.29,1.42
"SA","Kangaroo Island",137.631576538086,-35.9407272338867,0.09,1.7,2.49,2.65,2.35,3.1,2.02,1.81,2.36
"SA","Coorong",139.421051025391,-35.9407272338867,0.09,1.9,4.07,1.93,1.78,2.15,1.38,1.32,1.47
"SA","Coorong",139.473678588867,-35.9407272338867,0.09,1.92,4.09,1.91,1.76,2.12,1.38,1.32,1.47
"NSW","Eurobodalla",150.210525512695,-35.9407157897949,0.09,1.36,3.11,10.72,7.48,17.97,1.47,1.39,1.59
"SA","Kangaroo Island",136.526321411133,-35.8981170654297,0.09,1.87,4.81,2.46,2.2,2.86,1.33,1.28,1.4
"SA","Kangaroo Island",137.684204101562,-35.8981170654297,0.09,1.7,2.5,2.62,2.32,3.07,2,1.8,2.33
"SA","Kangaroo Island",137.736831665039,-35.8981170654297,0.09,1.71,2.9,2.6,2.31,3.05,1.79,1.64,2.03
"SA","Kangaroo Island",137.789474487305,-35.8981170654297,0.09,1.71,2.64,2.59,2.3,3.03,1.91,1.73,2.21
"SA","Kangaroo Island",137.842086791992,-35.8981170654297,0.09,1.71,2.94,2.57,2.29,3.01,1.77,1.62,1.99
"SA","Kangaroo Island",137.894729614258,-35.8981170654297,0.09,1.72,2.94,2.55,2.27,2.98,1.76,1.62,1.98
"SA","Kangaroo Island",137.947357177734,-35.8981170654297,0.09,1.72,3.41,2.52,2.25,2.93,1.59,1.49,1.75
"SA","Kangaroo Island",138,-35.8981170654297,0.09,1.73,3.44,2.49,2.23,2.9,1.58,1.48,1.74
"SA","Kangaroo Island",138.052627563477,-35.8981170654297,0.09,1.73,3.43,2.47,2.21,2.88,1.58,1.48,1.74
"SA","Kangaroo Island",138.105255126953,-35.8981170654297,0.09,1.73,2.65,2.45,2.19,2.85,1.89,1.71,2.16
"SA","Coorong",139.368408203125,-35.8981170654297,0.09,1.91,3.99,1.91,1.76,2.13,1.4,1.34,1.5
"NSW","Eurobodalla",150.210525512695,-35.8981170654297,0.09,1.36,3.1,10.75,7.5,18.04,1.45,1.37,1.56
"SA","Kangaroo Island",136.526321411133,-35.8554801940918,0.09,1.89,4.83,2.39,2.14,2.77,1.32,1.27,1.39
"SA","Kangaroo Island",138.157897949219,-35.8554801940918,0.09,1.75,2.67,2.39,2.15,2.77,1.87,1.7,2.13
"SA","Coorong",139.315780639648,-35.8554801940918,0.09,1.91,3.88,1.92,1.77,2.15,1.43,1.36,1.53
"NSW","Eurobodalla",150.210525512695,-35.8554801940918,0.09,1.36,3.11,10.84,7.55,18.22,1.44,1.37,1.55
"SA","Kangaroo Island",136.526321411133,-35.8128242492676,0.09,1.89,4.81,2.38,2.13,2.76,1.3,1.26,1.37
"SA","Kangaroo Island",138.157897949219,-35.8128242492676,0.09,1.76,2.21,2.34,2.11,2.7,2.1,1.9,2.42
"SA","Coorong",139.263153076172,-35.8128242492676,0.09,1.89,3.75,1.95,1.79,2.18,1.45,1.38,1.56
"NSW","Eurobodalla",150.263153076172,-35.8128242492676,0.09,1.36,3.3,10.84,7.55,18.22,1.41,1.34,1.51
"SA","Kangaroo Island",136.526321411133,-35.7701416015625,0.09,1.89,4.82,2.39,2.14,2.77,1.3,1.25,1.37
"SA","Kangaroo Island",138.105270385742,-35.7701301574707,0.09,1.79,2.22,2.23,2.02,2.54,2.09,1.89,2.39
"SA","Coorong",139.210525512695,-35.7701416015625,0.09,1.89,3.75,1.96,1.8,2.2,1.45,1.38,1.56
"NSW","Eurobodalla",150.263153076172,-35.7701416015625,0.09,1.36,3.31,10.9,7.59,18.35,1.4,1.34,1.5
"SA","Kangaroo Island",136.57893371582,-35.7274398803711,0.09,1.89,4.45,2.37,2.13,2.74,1.32,1.27,1.38
"SA","Kangaroo Island",136.631576538086,-35.7274398803711,0.09,2.25,4.81,2.35,2.11,2.72,1.31,1.27,1.38
"SA","Kangaroo Island",138.105270385742,-35.7274398803711,0.09,1.84,2.33,2.07,1.89,2.33,1.85,1.71,2.08
"SA","Yankalilla",138.157897949219,-35.7274398803711,0.09,1.82,2.33,2.13,1.94,2.41,1.87,1.72,2.1
"SA","Yankalilla",138.210510253906,-35.7274398803711,0.09,1.8,2.32,2.2,1.99,2.51,1.89,1.73,2.12
"SA","Coorong",139.157897949219,-35.7274398803711,0.09,1.88,3.6,1.98,1.82,2.22,1.49,1.41,1.61
"NSW","Eurobodalla",150.315795898438,-35.7274398803711,0.09,1.36,3.47,11.01,7.65,18.57,1.38,1.32,1.47
"SA","Kangaroo Island",136.684204101562,-35.6847114562988,0.09,2.25,4.81,2.33,2.1,2.69,1.32,1.27,1.38
"SA","Kangaroo Island",136.736846923828,-35.684700012207,0.09,2.26,4.63,2.31,2.08,2.66,1.31,1.27,1.38
"SA","Kangaroo Island",136.789474487305,-35.6847114562988,0.09,2.27,4.52,2.28,2.05,2.62,1.31,1.26,1.37
"SA","Kangaroo Island",137.631576538086,-35.6847114562988,0.09,2.37,3.53,1.97,1.81,2.2,1.43,1.36,1.52
"SA","Kangaroo Island",137.684204101562,-35.6847114562988,0.09,2.38,3.46,1.96,1.8,2.19,1.45,1.38,1.55
"SA","Kangaroo Island",137.736846923828,-35.684700012207,0.09,2.39,3.35,1.94,1.79,2.17,1.49,1.41,1.6
"SA","Kangaroo Island",137.789474487305,-35.6847114562988,0.09,2.39,3.36,1.93,1.78,2.15,1.48,1.41,1.59
"SA","Kangaroo Island",137.842102050781,-35.684700012207,0.09,1.91,2.85,1.92,1.77,2.13,1.49,1.41,1.6
"SA","Kangaroo Island",137.894729614258,-35.6847114562988,0.09,1.92,2.72,1.9,1.76,2.12,1.54,1.45,1.67
"SA","Kangaroo Island",138,-35.6847114562988,0.09,1.93,2.62,1.88,1.74,2.09,1.58,1.49,1.73
"SA","Kangaroo Island",138.052627563477,-35.6847114562988,0.09,1.92,2.61,1.89,1.75,2.09,1.6,1.5,1.74
"SA","Yankalilla",138.105270385742,-35.6847114562988,0.09,1.91,2.57,1.92,1.78,2.14,1.64,1.53,1.79
"SA","Yankalilla",138.263153076172,-35.6847114562988,0.09,1.79,3.04,2.22,2.01,2.53,1.67,1.55,1.86
"SA","Yankalilla",138.315795898438,-35.6847114562988,0.09,1.8,3.24,2.21,2,2.52,1.61,1.5,1.77
"SA","Yankalilla",138.368423461914,-35.6847114562988,0.09,1.8,3.24,2.2,2,2.51,1.6,1.5,1.77
"SA","Yankalilla",138.421051025391,-35.6847114562988,0.09,1.8,3.09,2.19,1.99,2.5,1.66,1.54,1.84
"SA","Victor Harbor",138.473678588867,-35.6847114562988,0.09,1.8,3.09,2.19,1.98,2.5,1.66,1.54,1.84
"SA","Victor Harbor",138.526321411133,-35.6847114562988,0.09,1.8,3.17,2.19,1.99,2.5,1.63,1.52,1.81
"SA","Coorong",139.105270385742,-35.6847114562988,0.09,1.87,3.59,2.01,1.84,2.26,1.5,1.41,1.62
"NSW","Eurobodalla",150.315795898438,-35.6847114562988,0.09,1.36,3.36,11.08,7.69,18.71,1.39,1.32,1.48
"SA","Kangaroo Island",136.842086791992,-35.6419639587402,0.09,2.27,4.4,2.25,2.03,2.57,1.31,1.26,1.38
"SA","Kangaroo Island",136.894729614258,-35.6419639587402,0.09,2.29,4.42,2.21,2,2.52,1.31,1.26,1.37
"SA","Kangaroo Island",136.947357177734,-35.6419639587402,0.09,2.29,4.15,2.18,1.98,2.48,1.33,1.28,1.4
"SA","Kangaroo Island",137,-35.6419639587402,0.09,2.31,3.83,2.14,1.95,2.43,1.37,1.31,1.45
"SA","Kangaroo Island",137.052627563477,-35.6419639587402,0.09,2.32,4.12,2.11,1.92,2.38,1.34,1.29,1.41
"SA","Kangaroo Island",137.105255126953,-35.6419639587402,0.09,2.33,4.05,2.08,1.9,2.34,1.34,1.29,1.42
"SA","Kangaroo Island",137.631576538086,-35.6419639587402,0.09,2.37,3.53,1.98,1.82,2.21,1.43,1.36,1.52
"SA","Yankalilla",138.052627563477,-35.6419639587402,0.09,1.94,2.63,1.86,1.72,2.07,1.58,1.48,1.72
"SA","Victor Harbor",138.578948974609,-35.6419639587402,0.09,1.8,3.2,2.2,1.99,2.52,1.62,1.51,1.79
"SA","Coorong",139.052627563477,-35.6419639587402,0.09,1.85,3.41,2.04,1.86,2.3,1.56,1.46,1.7
"NSW","Shoalhaven",150.368423461914,-35.6419639587402,0.09,1.36,3.57,11.14,7.73,18.86,1.36,1.3,1.45
"SA","Kangaroo Island",137.157897949219,-35.5991897583008,0.09,2.34,4.05,2.05,1.88,2.31,1.34,1.29,1.42
"SA","Kangaroo Island",137.631576538086,-35.5991897583008,0.09,2.37,3.52,1.98,1.82,2.21,1.43,1.36,1.52
"SA","Coorong",139.052627563477,-35.5991897583008,0.09,1.86,3.41,2.03,1.86,2.3,1.56,1.46,1.7
"NSW","Shoalhaven",150.421051025391,-35.5991897583008,0.09,1.36,3.44,11.34,7.84,19.26,1.38,1.32,1.48
"SA","Kangaroo Island",137.210525512695,-35.5563850402832,0.09,2.34,4.04,2.06,1.88,2.31,1.35,1.3,1.43
"SA","Kangaroo Island",137.263153076172,-35.556396484375,0.09,2.33,3.92,2.07,1.9,2.33,1.36,1.31,1.44
"SA","Kangaroo Island",137.315795898438,-35.5563850402832,0.09,2.33,3.82,2.08,1.9,2.34,1.37,1.32,1.46
"SA","Kangaroo Island",137.368423461914,-35.5563850402832,0.09,2.33,3.75,2.07,1.9,2.34,1.38,1.33,1.47
"SA","Kangaroo Island",137.421051025391,-35.556396484375,0.09,2.33,3.75,2.06,1.89,2.32,1.38,1.33,1.46
"SA","Kangaroo Island",137.473678588867,-35.5563850402832,0.09,2.34,3.67,2.04,1.87,2.29,1.4,1.34,1.48
"SA","Kangaroo Island",137.526321411133,-35.556396484375,0.09,2.35,3.6,2.01,1.85,2.26,1.42,1.35,1.51
"SA","Kangaroo Island",137.578948974609,-35.5563850402832,0.09,2.37,3.52,1.98,1.82,2.22,1.43,1.36,1.52
"SA","Yankalilla",138.052627563477,-35.556396484375,0.09,1.93,2.9,1.88,1.73,2.09,1.48,1.4,1.59
"SA","Alexandrina",138.684204101562,-35.556396484375,0.09,1.8,2.88,2.2,1.99,2.51,1.75,1.61,1.97
"SA","Alexandrina",138.736846923828,-35.556396484375,0.09,1.81,2.93,2.17,1.97,2.48,1.72,1.59,1.93
"SA","Coorong",139.052627563477,-35.556396484375,0.09,1.86,3.42,2.03,1.85,2.29,1.56,1.46,1.7
"NSW","Shoalhaven",150.421051025391,-35.556396484375,0.09,1.36,3.3,11.36,7.85,19.31,1.4,1.34,1.5
"SA","Yankalilla",138.105270385742,-35.5135650634766,0.09,1.93,2.91,1.88,1.74,2.1,1.47,1.39,1.57
"SA","Alexandrina",138.789474487305,-35.5135765075684,0.09,1.82,3.08,2.14,1.94,2.44,1.66,1.54,1.85
"SA","Alexandrina",138.842102050781,-35.5135765075684,0.09,1.82,3.09,2.12,1.93,2.41,1.66,1.54,1.84
"SA","Alexandrina",138.894729614258,-35.5135765075684,0.09,1.83,3.09,2.1,1.91,2.39,1.66,1.54,1.84
"SA","Coorong",139.105270385742,-35.5135650634766,0.09,1.88,3.43,1.98,1.81,2.24,1.55,1.46,1.7
"NSW","Shoalhaven",150.421051025391,-35.5135765075684,0.09,1.36,3.31,11.41,7.88,19.41,1.4,1.33,1.5
"SA","Yankalilla",138.157897949219,-35.4707374572754,0.09,1.93,3.02,1.88,1.73,2.09,1.43,1.36,1.52
"SA","Yankalilla",138.263153076172,-35.4707374572754,0.09,1.94,3.02,1.85,1.71,2.06,1.42,1.36,1.51
"SA","Alexandrina",138.947372436523,-35.4707260131836,0.09,1.85,3.1,2.05,1.87,2.33,1.65,1.53,1.83
"SA","Coorong",139.157897949219,-35.4707374572754,0.09,1.9,3.44,1.94,1.78,2.18,1.54,1.45,1.69
"SA","Coorong",139.210525512695,-35.4707260131836,0.09,1.91,3.45,1.91,1.75,2.14,1.54,1.45,1.68
"SA","Coorong",139.263153076172,-35.4707374572754,0.09,1.93,3.46,1.88,1.73,2.11,1.53,1.44,1.67
"NSW","Shoalhaven",150.421051025391,-35.4707374572754,0.09,1.36,3.44,11.37,7.86,19.33,1.38,1.32,1.48
"SA","Yankalilla",138.263153076172,-35.4278717041016,0.09,1.95,3.02,1.85,1.71,2.06,1.42,1.36,1.51
"SA","Alexandrina",138.947372436523,-35.4278717041016,0.09,1.86,3.11,2.04,1.86,2.31,1.64,1.53,1.82
"SA","Coorong",139.315780639648,-35.4278717041016,0.09,1.93,3.46,1.88,1.73,2.1,1.53,1.44,1.66
"NSW","Shoalhaven",150.473678588867,-35.4278717041016,0.09,1.39,3.34,11.53,7.95,19.68,1.4,1.34,1.5
"SA","Yankalilla",138.315780639648,-35.3849868774414,0.09,1.95,3.03,1.84,1.7,2.04,1.42,1.35,1.51
"SA","Alexandrina",139,-35.3849868774414,0.09,1.87,3.12,2,1.83,2.26,1.63,1.52,1.81
"SA","Alexandrina",139.052627563477,-35.3849868774414,0.09,1.88,3.43,1.98,1.81,2.23,1.55,1.46,1.7
"SA","Alexandrina",139.105255126953,-35.3849868774414,0.09,1.89,3.43,1.95,1.79,2.2,1.55,1.45,1.69
"SA","Murray Bridge",139.315780639648,-35.3849868774414,0.09,1.93,3.47,1.87,1.72,2.09,1.53,1.44,1.66
"NSW","Shoalhaven",150.473678588867,-35.3849868774414,0.09,1.39,3.35,11.51,7.94,19.61,1.4,1.33,1.5
"SA","Yankalilla",138.368423461914,-35.3420639038086,0.09,1.96,3.11,1.82,1.69,2.02,1.39,1.33,1.47
"SA","Murray Bridge",139.157897949219,-35.3420753479004,0.09,1.91,3.45,1.92,1.76,2.15,1.54,1.45,1.68
"SA","Murray Bridge",139.210525512695,-35.3420753479004,0.09,1.92,3.45,1.9,1.75,2.13,1.54,1.44,1.67
"SA","Murray Bridge",139.263153076172,-35.3420753479004,0.09,1.93,3.46,1.88,1.73,2.1,1.53,1.44,1.67
"NSW","Shoalhaven",150.473678588867,-35.3420753479004,0.09,1.39,3.43,11.42,7.89,19.42,1.39,1.32,1.49
"SA","Yorke Peninsula",136.894729614258,-35.299144744873,0.09,2.3,4.64,2.18,1.97,2.48,1.33,1.28,1.4
"SA","Yorke Peninsula",136.947372436523,-35.299144744873,0.09,2.3,4.3,2.15,1.95,2.44,1.36,1.3,1.44
"SA","Onkaparinga",138.421051025391,-35.299144744873,0.09,1.97,3.15,1.81,1.68,2,1.37,1.32,1.45
"NSW","Shoalhaven",150.526321411133,-35.299144744873,0.09,1.39,3.24,11.41,7.88,19.41,1.42,1.35,1.52
"SA","Yorke Peninsula",136.842102050781,-35.256175994873,0.09,2.29,4.81,2.18,1.98,2.49,1.32,1.27,1.39
"SA","Yorke Peninsula",137,-35.2561874389648,0.09,2.32,4.12,2.1,1.91,2.37,1.37,1.32,1.46
