"state","lga","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"WANorth","Broome",122.218292236328,-18.0007991790771,0,5.25,5.8,1,1,1,1,1,1
"NT","East Arnhem",136.368423461914,-13.8599948883057,0,1.72,2.17,1,1,1,1,1,1
"QLDNorth","Townsville",147.105270385742,-19.2773990631104,0,2.2,2.52,1,1,1,1,1,1
"QLDNorth","Livingstone",150.793533325195,-23.122766494751,0,2.81,3.82,1,1,1,1,1,1
"NSW","Wollongong",150.913467407227,-34.4770774841309,0,1.3,2.99,1,1,1,1,1,1
"VIC","Surf Coast",144,-38.5785293579102,0,1.67,2.69,1,1,1,1,1,1
"SA","Onkaparinga",138.421051025391,-35.1084899902344,0,2.65,3.82,1,1,1,1,1,1
"SA","Ceduna",133.631576538086,-32.1934509277344,0,2.37,4.31,1,1,1,1,1,1
"WASouth","Esperance",121.897087097168,-33.8707008361816,0,1.3,1.67,1,1,1,1,1,1
"TAS","Burnie",145.914001464844,-40.9999961853027,0,2.08,3.36,1,1,1,1,1,1
"WASouth","Joondalup",115.684211730957,-31.8255958557129,0,1.18,4.14,1,1,1,1,1,1
"NT","Darwin",130.845794677734,-12.2999992370605,0,3.91,4.81,1,1,1,1,1,1
"VIC","Bass Coast",145.224685668945,-38.5499954223633,0,2.09,3.46,1,1,1,1,1,1
"VIC","Glenelg",141.631576538086,-38.4138069152832,0,1.16,2.99,1,1,1,1,1,1
"TAS","Glamorgan-Spring Bay",148.099990844727,-42.5463905334473,0,1.14,1.8,1,1,1,1,1,1
"WASouth","Fremantle",115.736831665039,-32.0597686767578,0,1.18,4.09,1,1,1,1,1,1
"NSW","Waverley",151.315795898438,-33.8696632385254,0,1.33,3.49,1,1,1,1,1,1
"SA","Port Pirie",138,-33.1237258911133,0,3.05,4.13,1,1,1,1,1,1
"SA","Port Adelaide Enfield",138.473678588867,-34.782169342041,0,2.59,3.52,1,1,1,1,1,1
"QLDNorth","Townsville",146.894729614258,-19.244197845459,0,2.32,3.35,1,1,1,1,1,1
"SA","Charles Sturt",138.473663330078,-34.8685684204102,0,2.67,3.6,1,1,1,1,1,1
"VIC","Queenscliffe",144.631576538086,-38.2900199890137,0,1.43,2.64,1,1,1,1,1,1
"NT","Darwin",130.789474487305,-12.4139251708984,0,3.92,4.9,1,1,1,1,1,1
"SA","Victor Harbor",138.631576538086,-35.5991897583008,0,1.71,2.57,1,1,1,1,1,1
"WASouth","Albany",117.894737243652,-35.1271858215332,0,1.2,3.98,1,1,1,1,1,1
"SA","Unincorporated SA",135.894729614258,-34.6957054138184,0,1.78,3.71,1,1,1,1,1,1
"WASouth","Esperance",121.894737243652,-33.8696632385254,0,1.3,1.67,1,1,1,1,1,1
"SA","Unincorporated SA",133.052627563477,-32.1043510437012,0,2.28,4.32,1,1,1,1,1,1
"WASouth","Greater Geraldton",114.57893371582,-28.7936973571777,0,1.08,3.01,1,1,1,1,1,1
"NSW","Newcastle",151.789474487305,-32.9031105041504,0,1.3,3.38,1,1,1,1,1,1
"VIC","Hobsons Bay",144.894729614258,-37.8758659362793,0,1.19,1.49,1,1,1,1,1,1
"QLDSouth","Bundaberg",152.421051025391,-24.754753112793,0,2.05,3.02,1,1,1,1,1,1
"WASouth","Bunbury",115.631576538086,-33.2998161315918,0,1.33,3.83,1,1,1,1,1,1
"TAS","Clarence",147.368423461914,-42.9977073669434,0,1.26,1.56,1,1,1,1,1,1
"WANorth","Port Hedland",118.578948974609,-20.2841644287109,0,3.72,5.13,1,1,1,1,1,1
"WANorth","Wyndham-East Kimberley",128.105255126953,-15.3765287399292,0,3.81,4.89,1,1,1,1,1,1
"QLDSouth","Brisbane",153.157897949219,-27.3544616699219,0,1.65,3.15,1,1,1,1,1,1
"VIC","Greater Geelong",144.421051025391,-38.2900199890137,0,1.18,1.96,1,1,1,1,1,1
"TAS","Burnie",145.894729614258,-41.0038528442383,0,2.08,3.22,1,1,1,1,1,1
"WANorth","Carnarvon",113.631576538086,-24.8980293273926,0,1.14,2.09,1,1,1,1,1,1
"QLDNorth","Mackay",149.263153076172,-21.1209907531738,0,3.61,4.59,1,1,1,1,1,1
"TAS","George Town",146.789474487305,-41.0435485839844,0,2.04,3.72,1,1,1,1,1,1
"WANorth","Broome",122.210517883301,-17.997501373291,0,5.25,5.8,1,1,1,1,1,1
"QLDNorth","Cairns",145.842102050781,-16.8426761627197,0,1.89,2.62,1,1,1,1,1,1
"NT","East Arnhem",136.684204101562,-12.2082605361938,0,2.1,2.49,1,1,1,1,1,1
"QLDNorth","Aurukun",141.789474487305,-12.6707773208618,0,2.02,3.81,1,1,1,1,1,1
"QLDNorth","Gladstone",151.421051025391,-23.9397563934326,0,2.55,3.49,1,1,1,1,1,1
"NSW","Unincorporated NSW",159.052627563477,-31.5230770111084,0,1.52,3.91,1,1,1,1,1,1
"VIC","East Gippsland",147.947357177734,-37.9173851013184,0,1.02,2.36,1,1,1,1,1,1
"QLDNorth","Gladstone",151.315795898438,-23.7953815460205,0,2.56,3.58,1,1,1,1,1,1
"VIC","Bass Coast",145.105270385742,-38.4962158203125,0,2.1,3.62,1,1,1,1,1,1
"NSW","Bega Valley",149.947372436523,-37.0825157165527,0,1.33,2.34,1,1,1,1,1,1
"NT","East Arnhem",136.421051025391,-13.7977819442749,0,1.61,2.1,1,1,1,1,1,1
"QLDNorth","Torres",141.894729614258,-10.6091213226318,0,2.34,4.04,1,1,1,1,1,1
"SA","Grant",140.684204101562,-38.0832366943359,0,1.16,3.9,1,1,1,1,1,1
"NSW","Northern Beaches",151.315795898438,-33.8259620666504,0,1.33,3.42,1,1,1,1,1,1
"WANorth","Karratha",116.736831665039,-20.5800476074219,0,3.71,5.17,1,1,1,1,1,1
"SA","Copper Coast",137.57893371582,-33.9133415222168,0,2.25,3.71,1,1,1,1,1,1
"QLDNorth","Townsville",147.105270385742,-19.2938747406006,0,2.2,2.52,1,1,1,1,1,1
"TAS","Devonport",146.368408203125,-41.1228675842285,0,2.08,3.69,1,1,1,1,1,1
"NSW","Randwick",151.263153076172,-34.0006294250488,0,1.32,3.53,1,1,1,1,1,1
"QLDNorth","Mackay",149.315780639648,-21.268180847168,0,3.78,4.83,1,1,1,1,1,1
"QLDNorth","Cassowary Coast",146.157897949219,-17.5966548919678,0,1.88,2.97,1,1,1,1,1,1
"TAS","Glamorgan-Spring Bay",148.052627563477,-42.5341911315918,0,1.14,1.8,1,1,1,1,1,1
"QLDNorth","Cassowary Coast",146.368423461914,-18.4972763061523,0,2.22,3.17,1,1,1,1,1,1
