"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'albany-62120-aus-bom'",51,117.8926,-35.0337,0.14,1.28,8.3,8.37,8.22
"'batemans_bay_princess_jetty-216410-aus-bom'",22,150.1779,-35.7049,0.14,1.57,6.84,6.94,6.73
"'bermagui-219470-aus-bom'",29,150.0715333,-36.42633887,0.14,1.54,9.49,9.6,9.38
"'booby_island-336a-aus-uhslc'",34,141.91,-10.603,0.14,2.56,4.11,4.18,4.04
"'booby_island-58230-aus-bom'",34,141.9101,-10.6026,0.14,2.56,4.11,4.18,4.04
"'botany_bay-60390-aus-bom'",33,151.2204,-33.9684,0.14,1.52,18.3,18.45,18.14
"'bowen-59320-aus-bom'",35,148.25,-20.025,0.14,2.53,3.57,3.63,3.5
"'brisbane_bar-59980-aus-bom'",49,153.1719,-27.3608,0.14,1.86,20.96,21.1,20.83
"'brisbane-331a-aus-uhslc'",49,153.167,-27.367,0.14,1.86,20.96,21.1,20.83
"'broome-166a-aus-uhslc'",44,122.218,-18.002,0.14,5.73,2.43,2.49,2.38
"'broome-62650-aus-bom'",44,122.2186,-18.0008,0.14,5.73,2.43,2.49,2.38
"'brunswick_heads-202403-aus-bom'",30,153.55211,-28.53681115,0.14,1.64,7.76,7.87,7.66
"'bunbury-62190-aus-bom'",53,115.66,-33.3234,0.14,1.58,3.21,3.27,3.16
"'bundaberg_burnett_heads-59820-aus-bom'",53,152.3833,-24.7667,0.14,2.41,4.36,4.41,4.3
"'bundaberg-332a-aus-uhslc'",53,152.38,-24.767,0.14,2.41,4.36,4.41,4.3
"'burnie-344a-aus-uhslc'",43,145.915,-41.05,0.14,2.27,5.07,5.14,5.01
"'burnie-60910-aus-bom'",43,145.9111,-41.0528,0.14,2.27,5.07,5.14,5.01
"'caddadup-dvcad01-aus-bom'",25,115.643056,-32.609444,0.14,1.19,4.6,4.68,4.52
"'cairns-59060-aus-bom'",47,145.78,-16.9267,0.14,2.25,4.37,4.43,4.31
"'cape_bouvard-dvbvd01-aus-bom'",20,115.629983,-32.601376,0.14,1.34,4.2,4.29,4.11
"'cape_ferguson-343a-aus-uhslc'",30,147.058,-19.277,0.14,2.68,3.27,3.34,3.2
"'cape_ferguson-59260-aus-bom'",35,147.0583,-19.2767,0.14,2.61,3.51,3.57,3.44
"'cape_ferguson-h033007a-aus-bom'",30,147.05,-19.27,0.14,2.68,3.27,3.34,3.2
"'cardwell-h035012a-aus-bom'",25,146.03,-18.25,0.14,3.05,2.29,2.37,2.2
"'carnarvon-167a-aus-uhslc'",41,113.652,-24.898,0.14,1.64,3.86,3.92,3.79
"'carnarvon-62370-aus-bom'",41,113.651,-24.8987,0.14,1.64,3.86,3.92,3.79
"'clump_point-59168-aus-bom'",35,146.1053,-17.8515,0.14,2.44,3.85,3.91,3.78
"'cocos-171a-aus-uhslc'",32,96.892,-12.117,0.14,1.3,10.33,10.44,10.23
"'coffs_harbour-205470-aus-bom'",20,153.1460611,-30.30285837,0.14,1.72,7.86,7.98,7.74
"'cooktown-58940-aus-bom'",27,145.25,-15.4667,0.14,2.12,5.59,5.68,5.5
"'cooktown-h066003a-aus-bom'",20,145.25,-15.45,0.14,2.23,4.08,4.17,3.99
"'crookhaven_heads-215408-aus-bom'",25,150.7592,-34.9066,0.14,1.52,6.83,6.93,6.73
"crowdy_head_fuel_wharf_decomm-208470-aus-csiro",24,152.750811,-31.839236,0.14,1.72,7.49,7.59,7.39
"'darwin-168a-aus-uhslc'",56,130.847,-12.472,0.14,4.2,5.88,5.94,5.82
"'darwin-63230-aus-bom'",56,130.8459,-12.4718,0.14,4.2,5.88,5.94,5.82
"'devonport-60930-aus-bom'",28,146.3833,-41.15,0.14,2.27,5.29,5.38,5.21
"'eden-60530-aus-bom'",31,149.9083,-37.0712,0.14,1.58,7.62,7.72,7.53
"'esperance-176a-aus-uhslc'",54,121.897,-33.87,0.14,1.42,5.56,5.62,5.5
"'esperance-62080-aus-bom'",54,121.8954,-33.8709,0.14,1.42,5.56,5.62,5.5
"'exmouth-62435-aus-bom'",25,114.1409,-21.9549,0.14,2.2,2.69,2.77,2.61
"'forster-209402-aus-bom'",24,152.5082112,-32.17398888,0.14,1.32,13.64,13.78,13.5
"'fort_denison-333a-aus-uhslc'",103,151.227,-33.855,0.14,1.56,12.4,12.47,12.33
"'fremantle-175a-aus-uhslc'",110,115.733,-32.05,0.14,1.42,3.85,3.88,3.81
"'fremantle-62230-aus-bom'",110,115.7395,-32.0558,0.14,1.42,3.85,3.88,3.81
"'geelong-60770-aus-bom'",43,144.3633,-38.1467,0.14,1.29,6.71,6.78,6.64
"'georgetown-60950-aus-bom'",28,146.82,-41.11,0.14,2.25,4.99,5.07,4.91
"'geraldton-62290-aus-bom'",54,114.6019,-28.776,0.14,1.3,5.87,5.93,5.81
"'gladstone-59750-aus-bom'",43,151.25,-23.8333,0.14,2.93,4.56,4.62,4.5
"'gold_coast_southport-60051-aus-bom'",22,153.4167,-27.9667,0.14,1.54,14.75,14.91,14.58
"'goods_island-58200-aus-bom'",27,142.1486,-10.5639,0.14,2.58,3.28,3.35,3.21
"'groote_eylandt-145a-aus-uhslc'",34,136.417,-13.86,0.14,2.18,2.25,2.31,2.18
"'harvey-dvhar01-aus-bom'",27,115.6761,-32.6835,0.14,1.3,3.22,3.29,3.15
"'hay_point-59511-aus-bom'",35,149.3033,-21.2683,0.14,4.19,3.63,3.7,3.56
"'hillarys-132a-aus-uhslc'",28,115.738,-31.825,0.14,1.39,4.22,4.3,4.15
"'hillarys-62237-aus-bom'",28,115.7386,-31.8256,0.14,1.39,4.22,4.3,4.15
"'hobart-339a-aus-uhslc'",46,147.342,-42.877,0.14,1.46,5.28,5.34,5.21
"'hobart-61220-aus-bom'",46,147.341,-42.8773,0.14,1.46,5.28,5.34,5.21
"'home_island-46280-aus-bom'",32,96.8919,-12.1167,0.14,1.3,10.33,10.44,10.23
"'hovell_pile-60721-aus-bom'",27,144.8987,-38.3271,0.14,1.29,6.08,6.17,5.99
"'ince_point-58140-aus-bom'",28,142.3117,-10.575,0.14,2.67,2.65,2.72,2.58
"'jervis_bay-216470-aus-bom'",27,150.7076,-35.12200281,0.14,1.52,13.03,13.17,12.9
"'jurien_bay-jujur01-aus-bom'",28,115.0428,-30.2872,0.14,1.3,6.22,6.31,6.13
"'karumba-63580-aus-bom'",33,140.8333,-17.4917,0.14,3.41,2.18,2.25,2.12
"'lakes_entrance_inner_bullock_island-6057a-aus-bom'",33,147.9731,-37.8852,0.14,1.33,3.82,3.89,3.76
"'lord_howe_island-57720-aus-bom'",36,159.0582,-31.5236,0.14,1.8,8.32,8.41,8.23
"'lord_howe-399a-aus-uhslc'",36,159.067,-31.517,0.14,1.8,8.32,8.41,8.23
"'lord_howe-399b-aus-uhslc'",36,159.067,-31.517,0.14,1.8,8.34,8.44,8.25
"'lorne-60790-aus-bom'",26,143.9888,-38.5472,0.14,1.76,10.3,10.43,10.18
"'lucinda_offshore-59200-aus-bom'",33,146.385,-18.5217,0.14,2.59,3.89,3.96,3.82
"'mackay_outer_harbour-59510-aus-bom'",48,149.2333,-21.1167,0.14,4.06,3.38,3.43,3.32
"'melbourne_williamstown-60780-aus-bom'",54,144.9165,-37.8657,0.14,1.28,6.66,6.72,6.59
"'melville_bay_gove_harbour-63480-aus-bom'",23,136.6717,-12.2067,0.14,2.47,3.74,3.82,3.66
"'milner_bay_groote_eylandt-63511-aus-bom'",34,136.4156,-13.8601,0.14,2.18,2.25,2.31,2.18
