"state","lga","longitude","latitude","SWL_pc5","SWLpc50","SWLpc95","MTWL_pc5","MTWLpc50","MTWLpc95"
"SA","Unincorporated SA",132.421051025391,-32.0151634216309,1.86359917873577,1.93080535281576,1.99991985653,3.49672410431253,3.66128937331115,3.83052749839622
"SA","Unincorporated SA",136.57893371582,-35.1702117919922,1.50615477622842,1.56495103689589,1.62541682641469,3.46904569369139,3.62811347866856,3.79169801782912
"SA","Wattle Range",140,-37.5011253356934,0.985622365804819,1.02849704514512,1.07258915758981,3.33062964227077,3.46599973720954,3.60521368678367
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Unincorporated SA",136.157897949219,-34.9979820251465,1.49595797788025,1.55152689176663,1.60867369349686,2.64600469297589,2.75573823414939,2.86858767607693
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Kangaroo Island",137.947372436523,-35.684700012207,1.43110703001499,1.50948317290469,1.59008481840842,2.03895553222728,2.15534139877183,2.27503205987096
"SA","Cleve",136.578948974609,-33.9569969177246,1.76430745955861,1.83757859580873,1.91293027722534,2.48877130615322,2.62249977542564,2.76002548512051
"SA","Lower Eyre Peninsula",136.052627563477,-34.8685684204102,1.49372897077632,1.54859239077567,1.6050136660116,2.0576186061898,2.14550741122325,2.23589183237322
"SA","Whyalla",137.789474487305,-32.9914245605469,2.34824108504244,2.44669505787653,2.5479446463894,3.15641040449165,3.30574484516278,3.45931966021092
"SA","Yorke Peninsula",137.368423461914,-34.9117164611816,1.90645564819834,1.98029119188806,2.05622330718021,3.02320509190987,3.1876579903465,3.35678055409021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Yankalilla",138.052627563477,-35.5991897583008,1.43684683351001,1.51703965803851,1.59950957013518,2.08558519722281,2.20746927472921,2.33281426933485
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Elliston",134.263153076172,-33.9133415222168,1.50072023367266,1.55779642958792,1.61649331285172,3.68672223572659,3.88440581115488,4.08770264206687
"SA","Franklin Harbour",136.894729614258,-33.7822418212891,1.78569484009152,1.86573520834582,1.94804833514897,2.57030042422052,2.71699021637876,2.86784528771334
"SA","Port Augusta",137.842102050781,-32.7262115478516,2.3461678209155,2.4439655934328,2.54454034872009,3.16913996727651,3.32037286295034,3.47590003992254
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Yankalilla",138.210525512695,-35.4707260131836,1.43562624816531,1.51543275023761,1.5975053701926,2.2163346002584,2.35658820809131,2.50082433865819
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Whyalla",137.57893371582,-33.2998161315918,2.33926958879001,2.43488403017873,2.53321345831475,3.13907702272728,3.28603208869197,3.43715996632347
"SA","Yorke Peninsula",137.789474487305,-34.9979820251465,1.91848725680384,1.99613087553617,2.0759791967466,2.23810381911945,2.33755314892244,2.43982635771819
"SA","Unincorporated SA",133.315780639648,-32.5046195983887,1.87681358839035,1.94820220101689,2.02161790426252,3.17067981731209,3.32351167454278,3.48068321583081
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Lower Eyre Peninsula",134.789474487305,-34.6524314880371,1.48374090833814,1.5354430477023,1.58861327725389,3.89908732673733,4.09590637615923,4.29831413271612
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Yorke Peninsula",137.315795898438,-34.2619476318359,1.79352729468886,1.87604668099076,1.96090921793968,2.80762020277897,2.97056710010109,3.13814089959738
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
