"state","lga","longitude","latitude","SWL_pc5","SWLpc50","SWLpc95","MTWL_pc5","MTWLpc50","MTWLpc95"
"SA","Onkaparinga",138.421051025391,-35.1084899902344,2.45065878949875,2.65422290529818,3.01061642020871,3.44214474141864,3.8200994072569,4.48181029527829
"SA","Ceduna",133.631576538086,-32.1934509277344,2.16637391418616,2.37401020382089,2.73753314987301,3.83493345998273,4.31161614524955,5.14617687827489
"SA","Port Pirie",138,-33.1237258911133,2.80618407301326,3.05285943834323,3.48473074408165,3.76199242888654,4.13249610867297,4.7811620496607
"SA","Port Adelaide Enfield",138.473678588867,-34.782169342041,2.38190943659463,2.58950834108383,2.95296583442406,3.17463726550071,3.51995287429853,4.1245203497085
"SA","Charles Sturt",138.473663330078,-34.8685684204102,2.46138375190941,2.66927098378204,3.03323327144333,3.2540846485885,3.59956817871606,4.20442964539605
"SA","Victor Harbor",138.631576538086,-35.5991897583008,1.55785118037835,1.70875707195714,1.97295825942704,2.38608218873848,2.57441600377838,2.90414479735765
"SA","Unincorporated SA",135.894729614258,-34.6957054138184,1.65037705234231,1.78339203758448,2.01627040094464,3.44226270590291,3.70955382771783,4.17751853767613
"SA","Unincorporated SA",133.052627563477,-32.1043510437012,2.10147651650034,2.28295336871214,2.60067721203622,3.91400877708187,4.32390647641777,5.04154220139003
"SA","Grant",140.684204101562,-38.0832366943359,1.0677865593487,1.15550951963774,1.30909206061256,3.59486353757059,3.89926264302209,4.43219481872231
"SA","Copper Coast",137.57893371582,-33.9133415222168,2.04612026786224,2.25303112345107,2.61528400287854,3.30649716632996,3.70685104765542,4.40777776262827
"SA","Unincorporated SA",137.631576538086,-33.0355453491211,2.62065728016284,2.85585230918163,3.26762421088595,3.55084812884391,3.90098896098939,4.5140042824372
"SA","Onkaparinga",138.421051025391,-35.0841407775879,2.45155275374597,2.65547721684156,3.01250161622286,3.44273955671433,3.82100757241204,4.48326706330169
"SA","Yorke Peninsula",137.789474487305,-35.041072845459,2.13179105735598,2.31665529222924,2.64030965630511,2.87730331451736,3.18415258908924,3.72137444217935
"SA","Onkaparinga",138.421051025391,-35.1702117919922,2.44759022844071,2.6499174405454,3.00414542419988,3.44830166204641,3.82665287659159,4.48905802935087
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Kingston (SA)",139.684204101562,-36.9564933776855,1.58861261770449,1.75191811116974,2.03782812331367,3.7546024574101,4.11457778520536,4.74481102572618
"SA","Kangaroo Island",137.210525512695,-36.0258827209473,1.97808056512154,2.10098576702525,2.31616424647007,3.08614854279532,3.27913202825225,3.61700131543767
"SA","Elliston",134.842086791992,-33.650936126709,1.75540033443266,1.93074906607701,2.23774399276344,3.88852226457676,4.33865067688541,5.12672104181082
"SA","Port Augusta",137.789474487305,-32.6376457214355,2.61301405073465,2.84512817683491,3.25150613267641,3.58341699442028,3.94285456219807,4.57214630975455
"SA","Unincorporated SA",132.421051025391,-32.0151634216309,2.04973068578099,2.21034935463152,2.49155536054807,3.9524974308756,4.34579841560544,5.03437714577689
"SA","Unincorporated SA",136.57893371582,-35.1702117919922,1.66899452654115,1.80951401379178,2.05553101820341,3.90959341040719,4.28975574265995,4.95533174212362
"SA","Wattle Range",140,-37.5011253356934,1.10436634712702,1.20683422329025,1.38623168933092,3.70554519318158,4.02907148743774,4.59549093088001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Unincorporated SA",136.157897949219,-34.9979820251465,1.64985939881558,1.78266572353326,2.01517877074988,2.94991827936337,3.21217476922937,3.67132500729752
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SA","Kangaroo Island",137.947372436523,-35.684700012207,1.64817443181481,1.83548864680938,2.1634323573816,2.36129313045026,2.63944827338624,3.12643336254149
"SA","Cleve",136.578948974609,-33.9569969177246,1.96723624102617,2.14234980061746,2.44893299562775,2.85914027688051,3.17874318563096,3.73829369175962
"SA","Lower Eyre Peninsula",136.052627563477,-34.8685684204102,1.64567648431845,1.77679672155134,2.0063578209613,2.30103189309717,2.51108079209466,2.87882765711955
"SA","Whyalla",137.789474487305,-32.9914245605469,2.6209152342417,2.85621424175307,3.26816818566213,3.57000104369078,3.92690127499372,4.55175073535617
"SA","Yorke Peninsula",137.368423461914,-34.9117164611816,2.11094758972908,2.28741004877613,2.59635485362322,3.47866720150012,3.87169962742073,4.55980817345578
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
