"name....dattg.Name","nCompleteY....dattg.nCompleteY","longitude","latitude","SLR","SWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90"
"'fremantle-175a-aus-uhslc'",110,115.733,-32.05,0.1,1.38,2.62,2.64,2.59
"'fremantle-62230-aus-bom'",110,115.7395,-32.0558,0.1,1.38,2.62,2.64,2.59
"'geelong-60770-aus-bom'",43,144.3633,-38.1467,0.1,1.25,3.9,3.94,3.85
"'georgetown-60950-aus-bom'",28,146.82,-41.11,0.1,2.21,3.15,3.2,3.1
"'geraldton-62290-aus-bom'",54,114.6019,-28.776,0.1,1.26,3.54,3.58,3.5
"'gladstone-59750-aus-bom'",43,151.25,-23.8333,0.1,2.89,2.96,3,2.92
"'gold_coast_southport-60051-aus-bom'",22,153.4167,-27.9667,0.1,1.5,6.84,6.91,6.76
"'goods_island-58200-aus-bom'",27,142.1486,-10.5639,0.1,2.54,2.34,2.39,2.29
"'groote_eylandt-145a-aus-uhslc'",34,136.417,-13.86,0.1,2.14,1.78,1.84,1.73
"'harvey-dvhar01-aus-bom'",27,115.6761,-32.6835,0.1,1.26,2.31,2.35,2.26
"'hay_point-59511-aus-bom'",35,149.3033,-21.2683,0.1,4.15,2.51,2.56,2.46
"'hillarys-132a-aus-uhslc'",28,115.738,-31.825,0.1,1.35,2.8,2.85,2.75
"'hillarys-62237-aus-bom'",28,115.7386,-31.8256,0.1,1.35,2.8,2.85,2.75
"'hobart-339a-aus-uhslc'",46,147.342,-42.877,0.1,1.42,3.28,3.32,3.24
"'hobart-61220-aus-bom'",46,147.341,-42.8773,0.1,1.42,3.28,3.32,3.24
"'home_island-46280-aus-bom'",32,96.8919,-12.1167,0.1,1.26,5.3,5.36,5.25
"'hovell_pile-60721-aus-bom'",27,144.8987,-38.3271,0.1,1.25,3.63,3.68,3.57
"'ince_point-58140-aus-bom'",28,142.3117,-10.575,0.1,2.63,2,2.06,1.95
"'jervis_bay-216470-aus-bom'",27,150.7076,-35.12200281,0.1,1.48,6.26,6.32,6.19
"'jurien_bay-jujur01-aus-bom'",28,115.0428,-30.2872,0.1,1.26,3.69,3.74,3.64
"'karumba-63580-aus-bom'",33,140.8333,-17.4917,0.1,3.37,1.75,1.8,1.7
"'lakes_entrance_inner_bullock_island-6057a-aus-bom'",33,147.9731,-37.8852,0.1,1.29,2.6,2.65,2.56
"'lord_howe_island-57720-aus-bom'",36,159.0582,-31.5236,0.1,1.76,4.54,4.59,4.49
"'lord_howe-399a-aus-uhslc'",36,159.067,-31.517,0.1,1.76,4.54,4.59,4.49
"'lord_howe-399b-aus-uhslc'",36,159.067,-31.517,0.1,1.76,4.55,4.6,4.5
"'lorne-60790-aus-bom'",26,143.9888,-38.5472,0.1,1.72,5.29,5.36,5.23
"'lucinda_offshore-59200-aus-bom'",33,146.385,-18.5217,0.1,2.55,2.64,2.69,2.59
"'mackay_outer_harbour-59510-aus-bom'",48,149.2333,-21.1167,0.1,4.02,2.39,2.43,2.35
"'melbourne_williamstown-60780-aus-bom'",54,144.9165,-37.8657,0.1,1.24,3.87,3.91,3.84
"'melville_bay_gove_harbour-63480-aus-bom'",23,136.6717,-12.2067,0.1,2.43,2.57,2.62,2.51
"'milner_bay_groote_eylandt-63511-aus-bom'",34,136.4156,-13.8601,0.1,2.14,1.78,1.84,1.73
"'mooloolaba-59950-aus-bom'",35,153.12,-26.6867,0.1,1.62,5.5,5.55,5.44
"'mourilyan_harbour-59140-aus-bom'",37,146.1167,-17.6,0.1,2.09,3.69,3.74,3.64
"'newcastle-60310-aus-bom'",54,151.7889,-32.9238,0.1,1.5,5.38,5.42,5.34
"'onslow_beadon_creek-62470-aus-bom'",34,115.1315,-21.6497,0.1,1.86,3.81,3.86,3.76
"'patonga-212440-aus-bom'",27,151.27462,-33.55098053,0.1,1.55,5.83,5.89,5.77
"'peel_inlet-plpee01-aus-bom'",31,115.713889,-32.592222,0.1,1.24,2.31,2.36,2.26
"'perth_barrack_street_jetty-6223a-aus-bom'",29,115.8573,-31.9597,0.1,1.32,2.67,2.72,2.63
"'point_lonsdale-60730-aus-bom'",56,144.6139,-38.2919,0.1,1.48,3.96,4,3.93
"'point_richards_corio_bay-60757-aus-bom'",20,144.65,-38.1,0.1,1.27,3.81,3.87,3.74
"'port_adelaide_inner_harbor-61610-aus-bom'",54,138.5,-34.85,0.1,2.74,1.95,1.99,1.91
"'port_adelaide_outer_harbor-61600-aus-bom'",77,138.4807,-34.7798,0.1,2.64,1.98,2.01,1.94
"'port_alma-59690-aus-bom'",36,150.8667,-23.585,0.1,3.22,3.3,3.35,3.26
"'port_douglas-59040-aus-bom'",23,145.4667,-16.4833,0.1,2.17,3.18,3.23,3.12
"'port_giles-61685-aus-bom'",26,137.7683,-35.0218,0.1,2.34,2.24,2.29,2.18
"port_hacking_decomm-214451-aus-csiro",24,151.14608,-34.076911,0.1,1.54,5.34,5.4,5.28
"'port_hedland-169a-aus-uhslc'",43,118.575,-20.318,0.1,4.1,2.16,2.21,2.12
"'port_hedland-62590-aus-bom'",43,118.5744,-20.3176,0.1,4.1,2.16,2.21,2.12
"'port_kembla-342a-aus-uhslc'",38,150.912,-34.473,0.1,1.5,6.14,6.19,6.09
"'port_kembla-60420-aus-bom'",38,150.91,-34.475,0.1,1.5,6.14,6.19,6.09
"'port_lincoln-61900-aus-bom'",54,135.8701,-34.7159,0.1,1.99,2.26,2.3,2.22
"'port_macquarie-207420-aus-bom'",30,152.9109833,-31.42679171,0.1,1.55,3.84,3.9,3.79
"'port_pirie-61800-aus-bom'",88,138.0117,-33.1776,0.1,3.11,1.75,1.79,1.72
"port_stephens_decomm-209450-aus-csiro",27,152.18224,-32.714881,0.1,1.55,5.57,5.63,5.51
"'portland_victoria-129a-aus-uhslc'",40,141.613,-38.343,0.1,1.27,4.23,4.27,4.18
"'portland-61410-aus-bom'",40,141.6197,-38.3514,0.1,1.27,4.23,4.27,4.18
"'queenscliff-60732-aus-bom'",27,144.6626,-38.2728,0.1,1.19,3.91,3.96,3.86
"'rosslyn_bay-330a-aus-uhslc'",28,150.79,-23.162,0.1,3.15,2.62,2.67,2.57
"'rosslyn_bay-59670-aus-bom'",28,150.7917,-23.1667,0.1,3.15,2.62,2.67,2.57
"'shute_harbour-59410-aus-bom'",28,148.7833,-20.2833,0.1,2.89,2.92,2.98,2.87
"'south_trees-h052026a-aus-bom'",25,151.3,-23.85,0.1,2.84,3.27,3.32,3.21
"'spring_bay-335a-aus-uhslc'",35,147.932,-42.547,0.1,1.25,4.39,4.44,4.34
"'spring_bay-61170-aus-bom'",35,147.9283,-42.5486,0.1,1.25,4.39,4.44,4.34
"'sydney_port_jackson-213470-aus-bom'",31,151.2585,-33.8254,0.1,1.55,5.19,5.24,5.14
"'thevenard-128a-aus-uhslc'",54,133.64,-32.15,0.1,2.29,2.36,2.4,2.33
"'thevenard-62000-aus-bom'",54,133.6413,-32.1489,0.1,2.29,2.36,2.4,2.33
"'thursday_island-58170-aus-bom'",21,142.2216,-10.5863,0.1,2.37,2.72,2.78,2.67
"'townsville-334a-aus-uhslc'",63,146.833,-19.25,0.1,2.68,2.39,2.43,2.36
"'townsville-59250-aus-bom'",63,146.8333,-19.25,0.1,2.68,2.39,2.43,2.36
"'turtle_head-58180-aus-bom'",25,142.2133,-10.5212,0.1,2.8,1.75,1.81,1.7
"tweed_heads_decomm-201431-aus-csiro",22,153.549642,-28.16945,0.1,1.48,6.48,6.56,6.41
"'urangan-59850-aus-bom'",30,152.9083,-25.2983,0.1,2.57,3.63,3.68,3.59
"'victor_harbor-61490-aus-bom'",51,138.6354,-35.5625,0.1,1.81,2.42,2.45,2.38
"'wallaroo-61780-aus-bom'",36,137.6152,-33.926,0.1,2.38,1.85,1.91,1.8
"'weipa_humbug_point-63620-aus-bom'",42,141.8633,-12.67,0.1,2.45,1.78,1.83,1.73
"'west_channel_pile-60739-aus-bom'",28,144.7552,-38.1944,0.1,1.23,3.65,3.7,3.6
"'western_port_stony_point-60710-aus-bom'",37,145.2228,-38.3739,0.1,2.25,2.81,2.86,2.77
"'whyalla-61840-aus-bom'",29,137.5904,-33.0128,0.1,2.98,1.72,1.78,1.66
"'wyndham-165a-aus-uhslc'",44,128.102,-15.453,0.1,4.18,5.32,5.37,5.27
"'wyndham-63090-aus-bom'",44,128.101,-15.4533,0.1,4.18,5.32,5.37,5.27
"'yamba-60130-aus-bom'",25,153.3621,-29.429,0.1,1.42,7.6,7.68,7.52
