"state","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"NSW",153.578948974609,-28.5166473388672,0.54,1.87,3.47,17525163.5,1635315.83,482063912.16,12.57,8.53,22
"WASouth",114.473670959473,-28.4703998565674,0.54,1.61,3.2,10191.14,2733.01,64249.07,13.26,9.3,21.61
"NSW",153.578948974609,-28.4703998565674,0.54,1.87,3.54,15935361.18,1510635.23,428227179.73,12.35,8.4,21.54
"WASouth",114.421051025391,-28.4241333007812,0.54,1.6,3.16,13017.67,3378.49,85815.27,14.46,10,24.06
"NSW",153.578948974609,-28.4241237640381,0.54,1.88,3.53,13931680,1350912.7,362026400.1,12.34,8.39,21.57
"WASouth",114.368423461914,-28.3778476715088,0.54,1.59,3.15,18445.12,4534.83,131485.65,14.95,10.29,25.06
"NSW",153.578948974609,-28.377836227417,0.54,1.88,3.53,11672218.33,1166625.85,289923768.96,12.3,8.36,21.47
NA,114.315780639648,-28.3315410614014,0.54,1.58,3.15,24476.01,5725.01,188083.86,14.49,10.03,24.03
"NSW",153.578948974609,-28.3315410614014,0.54,1.83,3.48,9693470.61,998810.66,230233883.95,12.2,8.29,21.3
"WASouth",114.315788269043,-28.285213470459,0.54,1.58,3.15,25549.53,5893.5,201093.96,14.57,10.07,24.24
"NSW",153.578948974609,-28.2852020263672,0.54,1.83,3.5,8161148.93,864296.16,186253612.2,11.83,8.07,20.57
"WASouth",114.263160705566,-28.2388668060303,0.54,1.58,3.22,29990.94,6828.19,239058.47,15.85,10.61,27.86
"NSW",153.578948974609,-28.2388668060303,0.54,1.83,3.5,7472960.5,808476.5,164754202.42,11.75,8.03,20.39
"WASouth",114.210525512695,-28.1924991607666,0.54,1.57,3.2,38536.2,8474,322297.83,16.37,10.92,28.93
"NSW",153.578948974609,-28.1924877166748,0.54,1.83,3.55,6738601.84,737831.5,146306018.23,10.75,7.44,18.35
"WASouth",114.157897949219,-28.146110534668,0.54,1.56,3.36,59347.98,12135.67,552977.88,15.51,10.31,27.71
"WASouth",114.157897949219,-28.099702835083,0.54,1.56,3.28,65930.79,13156.5,639161.88,13.83,9.47,23.56
"QLDSouth",153.473678588867,-28.0996932983398,0.54,1.84,3.55,3767392.16,468214.66,66968010.72,9.79,6.84,16.49
"WASouth",114.105262756348,-28.0532646179199,0.54,1.56,3.25,75945.24,15198.57,723620.4,14.77,10.01,25.56
"QLDSouth",153.473678588867,-28.0532646179199,0.54,1.87,3.58,3173779.44,405822.53,54106968.31,9.77,6.83,16.44
"WASouth",114.105262756348,-28.0068168640137,0.54,1.56,3.24,87021.88,17035.29,856431.34,13.24,9.21,21.94
"QLDSouth",153.421051025391,-28.0068264007568,0.54,1.87,3.45,2056456.38,285263.28,30985111.76,12.51,8.43,22.2
"WASouth",114.105262756348,-27.9603481292725,0.54,1.55,3.49,109647.85,20632.44,1144757.35,12.05,8.4,20.01
"WASouth",114.105262756348,-27.9138717651367,0.54,1.55,3.49,133516.59,24244.85,1471527.83,12.1,8.43,20.13
"QLDSouth",153.421051025391,-27.9138717651367,0.54,1.88,3.46,1606690.21,228303.22,23535982.04,12.32,8.33,21.77
"WASouth",114.052635192871,-27.8673629760742,0.54,1.54,3.46,174484.91,30817.58,1987172.06,13.08,9,22.12
"QLDSouth",153.421051025391,-27.8673629760742,0.54,1.88,3.49,1309025.4,190848.93,18531260.5,12.58,8.51,22.17
NA,114.052635192871,-27.8208351135254,0.54,1.54,3.47,199728.97,34502.37,2350263.56,12.8,8.86,21.49
"QLDSouth",153.421051025391,-27.8208351135254,0.54,1.88,3.42,1037743.54,155911.92,14108258.38,14.11,9.36,25.56
"WASouth",114.105262756348,-27.7742767333984,0.54,1.54,3.48,154851.71,27480.82,1764229.71,12.55,8.71,20.96
"QLDSouth",153.473678588867,-27.7742767333984,0.54,1.87,3.4,2654627.71,338494.75,46096327.63,14.64,9.67,26.69
"WASouth",114.105262756348,-27.7277088165283,0.54,1.54,3.12,193114.05,33228.13,2296574.2,18.59,12.09,34.19
"QLDSouth",153.473678588867,-27.7277088165283,0.54,1.87,3.77,2758604.93,346379.77,49200179.71,9.35,6.67,15.17
"WASouth",114.105255126953,-27.681131362915,0.54,1.54,3.46,214714.16,36536.36,2587465.11,9.56,7.09,14.37
"QLDSouth",153.473678588867,-27.681131362915,0.54,1.87,3.33,2494993.9,315425.05,44252057.49,17.37,11.16,32.99
"WASouth",114.105255126953,-27.6345233917236,0.54,1.54,3.46,210429.42,36101.51,2499333.17,9.49,7.04,14.22
"QLDSouth",153.473678588867,-27.6345233917236,0.54,1.87,3.33,1998936.13,260395.58,34029249.52,17.32,11.13,32.86
"WASouth",114.105262756348,-27.5878963470459,0.54,1.54,3.69,228864.81,38999.83,2735980.25,8.87,6.62,13.24
"QLDSouth",153.526321411133,-27.5878963470459,0.54,2.21,3.99,2477661.49,307514.99,45568846.53,11.84,8.19,20.04
NA,114.052635192871,-27.5412483215332,0.54,1.53,3.63,311202.89,51604.95,3829213.06,9.35,6.95,14.01
"QLDSouth",153.315795898438,-27.5412483215332,0.54,2.21,3.68,4637662.86,490079.7,111297672.83,15.86,10.33,29.51
"QLDSouth",153.368408203125,-27.5412483215332,0.54,2.21,3.92,4275555.03,453070.83,102756198.15,12.96,8.84,22.33
"QLDSouth",153.526321411133,-27.5412483215332,0.54,2.22,3.93,1918523.79,247327.3,33433836.24,13.78,9.35,23.88
"WASouth",114.052635192871,-27.4945812225342,0.54,1.53,3.47,315458.71,52291.93,3880144.87,11.55,8.34,18
"QLDSouth",153.315795898438,-27.4945812225342,0.54,2.21,3.74,3503091.38,391305.14,77078681.99,18.09,11.68,33.9
"QLDSouth",153.368408203125,-27.4945812225342,0.54,2.21,3.73,3899892.99,419444.31,91705418.62,18.26,11.78,34.21
NA,153.578948974609,-27.4945812225342,0.54,2.21,4.12,2951172.44,354804.45,56966738.65,10.92,7.65,18.13
NA,114,-27.4478931427002,0.54,1.52,3.63,623980.45,92999.37,8951028.26,10.72,7.78,16.6
"QLDSouth",153.263153076172,-27.4478931427002,0.54,2.2,3.74,12496877.51,1097147.92,399303602.86,18.49,11.88,34.9
"QLDSouth",153.368423461914,-27.447883605957,0.54,2.21,3.73,3241297.23,357484.56,73641812.75,18.67,12.02,35.09
"QLDSouth",153.578948974609,-27.447883605957,0.54,2.21,4.12,2991305.35,357944.87,58211306.08,10.93,7.65,18.16
"WASouth",114,-27.4011878967285,0.54,1.52,3.62,658172.48,96994.67,9611533.87,10.95,7.95,16.98
"QLDSouth",153.210525512695,-27.4011878967285,0.54,2.19,3.68,30191217.16,2323125.56,1164346276.86,16.28,10.5,30.85
"QLDSouth",153.368408203125,-27.4011878967285,0.54,2.21,3.57,2245597.12,272374.39,43548931.49,20.84,12.93,41.86
"QLDSouth",153.526321411133,-27.4011878967285,0.54,2.21,3.57,2342702.16,291527.97,43055909.77,21.46,13.29,43.12
NA,113.947357177734,-27.3544616699219,0.54,1.51,3.61,1884343.58,239947.99,33684744.31,12.03,8.6,19.05
"QLDSouth",153.421051025391,-27.3544616699219,0.54,2.22,3.66,1905593.82,245931.15,33154889.7,17.61,11.26,33.73
"QLDSouth",153.473678588867,-27.3544616699219,0.54,2.22,3.86,1996780.93,255477.28,35203393.65,13.72,9.12,24.8
"WASouth",113.947357177734,-27.3077144622803,0.54,1.5,3.61,2564069.59,315441.5,47847943.08,12.09,8.64,19.17
"QLDSouth",153.157897949219,-27.3077144622803,0.54,2.19,3.69,16322646.6,1430828.99,511019320.01,16.13,10.45,30.34
"WASouth",113.947357177734,-27.2609481811523,0.54,1.5,3.59,2694482.56,332607.09,49758803.56,12.25,8.74,19.41
"QLDSouth",153.157897949219,-27.2609481811523,0.54,2.2,2.84,5622326.9,598788.67,130725190.85,150.93,69.41,465.01
"WANorth",113.894737243652,-27.2141628265381,0.54,1.5,3.58,3402983.67,412066.25,64067945.54,13.39,9.42,21.69
"QLDSouth",153.157897949219,-27.2141628265381,0.54,2.21,2.84,2586883.34,321494.19,47296828.6,156.45,71.48,486.91
"WANorth",113.894737243652,-27.1673564910889,0.54,1.5,3.58,2665136.56,335184.03,47509127.56,13.45,9.45,21.81
"QLDSouth",153.157897949219,-27.1673564910889,0.54,2.22,2.84,1665070.93,224688.25,26849857.91,157.06,71.74,488.95
"WANorth",113.842102050781,-27.1205215454102,0.54,1.5,3.5,3502804.08,423634.13,65958392.02,15,10.41,24.75
"QLDSouth",153.210525512695,-27.1205215454102,0.54,2.22,2.82,1010180.06,148804.74,14287281.9,183.49,81.74,592.57
"WANorth",113.842094421387,-27.0736865997314,0.54,1.5,3.63,2669518.55,337555.78,47087687.99,12.85,9.09,20.68
"QLDSouth",153.210525512695,-27.0736865997314,0.54,2.23,3.2,785862.51,120529.84,10480210.14,52.23,28.27,127.19
"WANorth",113.789474487305,-27.0268230438232,0.54,1.5,3.49,3356809.25,411594.28,61754717.25,15.56,10.74,25.84
"QLDSouth",153.210525512695,-27.0268135070801,0.54,2.23,3.2,763489.48,117172.36,10191043.36,52.52,28.4,128.03
NA,113.736839294434,-26.9799289703369,0.54,1.5,3.59,3400382.64,413832.53,63402320.85,14.33,9.97,23.6
"QLDSouth",153.210525512695,-26.9799289703369,0.54,1.97,2.94,722808.31,111544.37,9584900.3,52.67,28.48,128.5
"WANorth",113.736831665039,-26.9330368041992,0.54,1.51,3.55,2430347.37,312518.65,41798395.39,15.11,10.45,25.07
"QLDSouth",153.157897949219,-26.9330368041992,0.54,1.97,3.14,801930.77,121489.84,10932985.76,30.89,18.31,65.52
"WANorth",113.684211730957,-26.8861122131348,0.54,1.73,3.87,1972940.27,259362.11,33033493.88,13.71,9.61,22.36
"QLDSouth",153.157897949219,-26.8861122131348,0.54,1.97,3.27,667524.37,103943.5,8751789.01,24.78,15.33,49.14
"WANorth",113.684211730957,-26.8391704559326,0.54,1.73,3.87,1469484.5,202091.31,23061844.36,13.71,9.6,22.36
"QLDSouth",153.157897949219,-26.8391704559326,0.54,1.97,3.27,653466.02,102297.99,8493835.08,25.04,15.48,49.73
"WANorth",113.631576538086,-26.7922077178955,0.54,1.73,3.85,1584828.85,216308.13,25094926.96,15.13,10.44,25.17
"QLDSouth",153.157897949219,-26.7922077178955,0.54,1.97,3.27,732782.41,112194.98,9855158.21,28.21,17.24,56.72
"WANorth",113.578948974609,-26.7452163696289,0.54,1.73,3.8,1668759.39,228585.49,26141383.82,16.67,11.39,28.11
"QLDSouth",153.157897949219,-26.7452278137207,0.54,1.97,3.27,807465.87,121145.79,11209947.44,28.19,17.24,56.6
"WANorth",113.578948974609,-26.6982269287109,0.54,1.73,3.8,1529120.09,211628.33,23637375.31,16.69,11.4,28.15
"WANorth",113.526313781738,-26.6512069702148,0.54,1.73,3.82,1611988.86,224306.13,24566987.19,18.88,12.63,32.82
"QLDSouth",153.157897949219,-26.6512069702148,0.54,1.97,3.35,879756.84,129383.4,12610673.42,24.56,15.34,47.84
"WANorth",113.473686218262,-26.6041660308838,0.54,1.73,3.81,1676648.62,233075.78,25527202.59,21.56,14.1,38.76
"QLDSouth",153.105270385742,-26.6041564941406,0.54,1.96,3.2,1701079.61,223492.12,28840217.01,37.93,22.33,80.15
"WANorth",113.421051025391,-26.557107925415,0.54,1.73,3.79,1603904.24,225519.93,23972075.33,22.15,14.43,40.06
"WANorth",113.684211730957,-26.557107925415,0.54,1.96,3.96,503.75,198.46,1903.87,8.02,6.1,11.62
"WANorth",113.736839294434,-26.5570964813232,0.54,1.96,3.98,464.16,184.8,1729.85,7.83,5.98,11.3
"WANorth",113.789474487305,-26.557107925415,0.54,1.97,3.95,425.34,171.27,1561.65,7.67,5.87,11.03
"QLDSouth",153.105270385742,-26.5570964813232,0.54,1.96,3.2,1490139.15,200794.59,24300464.12,37.87,22.31,79.91
"WANorth",113.368408203125,-26.5100288391113,0.54,1.73,3.79,1933607.49,267365.1,29437891.49,22.32,14.54,40.37
"WANorth",113.684211730957,-26.5100288391113,0.54,1.95,3.97,531.57,207.73,2032.53,7.94,6.05,11.49
"WANorth",113.842094421387,-26.5100288391113,0.54,1.97,3.97,400.49,162.77,1450.83,7.53,5.77,10.79
"QLDSouth",153.105270385742,-26.5100288391113,0.54,1.96,3.2,1496900.18,201466.05,24458523.5,38.2,22.48,80.68
"WANorth",113.315788269043,-26.4629306793213,0.54,1.73,3.81,2353833.2,319559.98,36589501.47,20.15,13.35,35.5
"WANorth",113.631576538086,-26.4629306793213,0.54,1.95,3.97,584.78,225.41,2279.53,8.29,6.27,12.12
"WANorth",113.842102050781,-26.4629211425781,0.54,1.97,4.02,418.85,169.27,1528.47,7.51,5.76,10.77
"QLDSouth",153.157897949219,-26.4629306793213,0.54,1.97,3.25,867267.39,127229.51,12505122.76,35.96,21.37,74.89
"WANorth",113.263160705566,-26.4158134460449,0.54,1.73,3.87,2525775.48,341732.31,39322764.55,17.06,11.58,29.08
"WANorth",113.578948974609,-26.4158039093018,0.54,1.94,3.92,686.58,258.94,2757.15,8.91,6.65,13.29
"WANorth",113.842102050781,-26.4158039093018,0.54,1.97,4.02,444.84,178.09,1645.64,7.53,5.77,10.8
"QLDSouth",153.157897949219,-26.4158134460449,0.54,1.97,3.24,689996.94,104698.95,9484379.71,38.7,22.64,82.61
"WANorth",113.263160705566,-26.3686771392822,0.54,1.73,3.87,1941469.75,270354.23,29157219.64,17.12,11.61,29.22
"WANorth",113.578948974609,-26.3686771392822,0.54,1.94,3.93,692.75,261.45,2775.64,8.81,6.58,13.11
"WANorth",113.842094421387,-26.3686771392822,0.54,1.96,4.03,471.51,187.02,1768.4,7.53,5.77,10.81
"WANorth",114.052635192871,-26.3686771392822,0.54,1.97,3.84,417.91,169.95,1506.16,9.64,7.07,14.79
"WANorth",114.105255126953,-26.3686771392822,0.54,1.98,3.85,372.03,154.38,1300.42,9.35,6.89,14.25
"WANorth",113.263160705566,-26.3215217590332,0.54,1.73,3.75,1848033.57,258296.81,27656205.27,20.83,13.76,36.86
"WANorth",113.578948974609,-26.32151222229,0.54,1.94,3.93,729.67,273.27,2955.91,8.73,6.51,13.04
"WANorth",113.842102050781,-26.3215217590332,0.54,1.96,4,495.16,195.06,1874.73,8.09,6.12,11.83
"WANorth",114.052635192871,-26.3215217590332,0.54,1.97,3.85,430.77,174.9,1553.24,9.54,7.01,14.57
"WANorth",114.157897949219,-26.3215217590332,0.54,1.98,3.88,345.45,145.62,1177.52,9.05,6.7,13.7
"QLDSouth",153.105270385742,-26.32151222229,0.54,1.97,3.26,492997.22,78600.56,6318266.68,37,21.67,79.19
"WANorth",113.210517883301,-26.2743473052979,0.54,1.73,3.8,2468455.85,334089.23,38467380.99,19.6,13.04,34.38
"WANorth",113.526313781738,-26.2743473052979,0.54,1.93,3.84,883.62,322.76,3701.35,9.43,6.97,14.25
"WANorth",113.736831665039,-26.2743473052979,0.54,1.94,3.95,633.16,240.78,2518.64,8.7,6.5,12.97
"WANorth",113.789474487305,-26.2743473052979,0.54,1.95,3.97,569.9,220.02,2219.51,8.5,6.37,12.62
"WANorth",114,-26.2743473052979,0.54,1.96,3.89,467.57,188.13,1704.53,9.64,7.07,14.75
"WANorth",114.157897949219,-26.2743473052979,0.54,1.98,3.89,350.36,147.73,1192.2,8.96,6.64,13.53
"QLDSouth",153.105270385742,-26.2743473052979,0.54,1.98,3.29,381988.14,63176.29,4650133.11,37.24,21.78,79.83
"WANorth",113.157897949219,-26.2271537780762,0.54,1.72,3.84,5090560.26,617975.73,92602061.98,19.87,13.17,35.05
"WANorth",113.526313781738,-26.2271537780762,0.54,1.92,3.85,935.16,339.82,3938.62,9.44,6.98,14.28
"WANorth",113.684211730957,-26.2271537780762,0.54,1.94,3.89,708.18,264.79,2886.08,8.72,6.51,13
"WANorth",114,-26.2271537780762,0.54,1.96,3.86,465.24,188.02,1681.81,10.8,7.75,17.08
"WANorth",114.157897949219,-26.2271537780762,0.54,1.98,3.9,343.73,145.72,1158.86,8.81,6.55,13.25
"QLDSouth",153.105270385742,-26.2271537780762,0.54,1.98,3.32,312370.96,53035.18,3670493.89,37.77,22.04,81.19
"WANorth",113.157897949219,-26.1799411773682,0.54,1.72,3.84,4869288.16,588892.32,89493597.91,19.92,13.19,35.19
"WANorth",113.473686218262,-26.1799411773682,0.54,1.91,3.79,1209.11,419.77,5458.49,10.7,7.75,16.69
"WANorth",113.631576538086,-26.1799411773682,0.54,1.93,3.88,832.25,305.26,3475.42,8.99,6.68,13.51
"WANorth",114,-26.1799411773682,0.54,1.96,3.85,514.57,205.26,1892.94,11.03,7.89,17.57
"WANorth",114.157897949219,-26.1799411773682,0.54,1.98,3.93,368.04,154.84,1252.51,9.19,6.77,13.99
NA,153.157897949219,-26.1799411773682,0.54,1.98,3.31,355549,59084.16,4312088.17,38.68,22.51,83.5
"WANorth",113.157897949219,-26.1327075958252,0.54,1.72,3.82,4320481.98,528390.71,78407799.63,20.42,13.46,36.33
"WANorth",113.421051025391,-26.1327075958252,0.54,1.89,3.59,2021.88,653.74,10067.7,12.42,8.76,20.13
"WANorth",113.578948974609,-26.1327075958252,0.54,1.92,3.84,909.23,330.04,3847.48,9.82,7.19,15.08
"WANorth",113.736839294434,-26.132698059082,0.54,1.91,3.65,1162.03,408.77,5126.13,14.76,10.05,25.31
"WANorth",113.789474487305,-26.1327075958252,0.54,1.92,3.67,966.77,351.95,4044.97,13.97,9.59,23.65
"WANorth",114,-26.1327075958252,0.54,1.95,3.85,551.41,217.83,2056.04,11.24,8.01,18
"WANorth",114.210525512695,-26.132698059082,0.54,1.98,3.93,348.06,148.1,1163.64,9.15,6.74,13.96
"QLDSouth",153.157897949219,-26.1327075958252,0.54,1.98,3.31,308195.35,51964.26,3674159.58,43.48,24.96,95.49
"WANorth",113.157897949219,-26.0854568481445,0.54,1.72,3.74,3565202.51,448234.34,62242692.9,23.27,15.06,42.46
"WANorth",113.421051025391,-26.0854568481445,0.54,1.87,3.6,2949.82,916.74,15389.89,12.34,8.71,19.97
"WANorth",113.526313781738,-26.0854568481445,0.54,1.88,3.66,2538.12,784.51,13567.29,10.82,7.81,16.98
"WANorth",113.736839294434,-26.0854568481445,0.54,1.91,3.65,1277.08,445.17,5690.51,14.66,9.99,25.08
"WANorth",113.789474487305,-26.0854568481445,0.54,1.92,3.68,1052.31,380.06,4440.79,13.87,9.53,23.41
"WANorth",113.947364807129,-26.0854568481445,0.54,1.95,3.78,592.09,232.44,2221.75,11.15,7.95,17.88
"WANorth",114.210517883301,-26.0854568481445,0.54,1.98,3.93,361.77,153.27,1215.97,9.36,6.86,14.38
"QLDSouth",153.157897949219,-26.0854568481445,0.54,1.98,3.26,304470.72,50985.15,3681918.08,54.78,30.63,124.32
"WANorth",113.105262756348,-26.0381870269775,0.54,1.72,3.73,6217331.84,722829.02,121031524.79,23.6,15.26,43.09
"WANorth",113.263160705566,-26.0381851196289,0.54,1.83,3.7,9387.37,2329.81,69662.06,15.23,10.59,25
"WANorth",113.315788269043,-26.0381755828857,0.54,1.84,3.71,7618.67,1971.54,52908.27,14.61,10.2,23.83
"WANorth",113.368423461914,-26.0381755828857,0.54,1.85,3.73,4813.76,1381.73,28230.16,13.86,9.74,22.45
"WANorth",113.526313781738,-26.0381870269775,0.54,1.86,3.66,3392.06,1029.35,18339.99,10.92,7.85,17.22
"WANorth",113.736839294434,-26.0381755828857,0.54,1.9,3.53,1391.02,480.72,6259.76,14.27,9.79,24.14
"WANorth",113.842102050781,-26.0381755828857,0.54,1.92,3.7,931.77,345.93,3760.61,13.27,9.19,22.16
"WANorth",113.894737243652,-26.0381851196289,0.54,1.93,3.73,791.7,299.68,3116.95,12.49,8.73,20.55
"WANorth",114.157897949219,-26.0381851196289,0.54,1.97,3.87,422.3,174.89,1465.79,10.87,7.76,17.42
NA,153.210525512695,-26.0381755828857,0.54,1.98,3.44,314944.64,52968.83,3766693.01,35.54,20.86,75.95
"WANorth",113.052635192871,-25.9908962249756,0.54,1.71,3.74,10531915.24,1137099.04,227239109.78,25.62,16.39,47.46
"WANorth",113.210525512695,-25.9908962249756,0.54,1.81,3.67,23051.4,5005.27,206898.74,17.21,11.73,29.06
"WANorth",113.473670959473,-25.9908962249756,0.54,1.86,3.74,4295.88,1264.06,24207.74,14.07,9.8,23.18
"WANorth",113.736839294434,-25.9908962249756,0.54,1.9,3.54,1450.6,500.86,6516.16,14.01,9.65,23.56
"WANorth",114.157897949219,-25.9908962249756,0.54,1.97,3.87,436.61,180.26,1520.56,11.27,7.99,18.22
"QLDSouth",153.210525512695,-25.9908962249756,0.54,1.98,3.44,282753.34,48233.26,3317491.46,36.6,21.4,78.67
"WANorth",113,-25.9435882568359,0.54,1.71,3.8,16697733.32,1685219.24,396248815.54,21.42,14.07,38.22
"WANorth",113.157897949219,-25.9435882568359,0.54,1.79,3.66,39296.98,7916.97,391277.89,20.3,13.48,35.65
"WANorth",113.789474487305,-25.9435882568359,0.54,1.92,3.59,1051.31,383.65,4346.46,12.81,8.96,21.04
"WANorth",114.210525512695,-25.9435787200928,0.54,1.98,3.86,373.29,157.22,1266.02,10.05,7.24,15.9
"QLDSouth",153.210525512695,-25.9435787200928,0.54,2.85,4.06,270806.45,46368.93,3164803.32,72.5,37.81,184.79
"WANorth",113,-25.89626121521,0.54,1.71,3.69,16791161.11,1682973.41,403594513.45,26.46,16.93,48.92
"WANorth",113.157897949219,-25.89626121521,0.54,1.79,3.66,53634.26,10421.82,558661.98,20.7,13.7,36.51
"WANorth",113.473670959473,-25.89626121521,0.54,1.84,3.7,7910.64,2086.02,52683.78,16.79,11.33,28.97
"WANorth",113.789474487305,-25.89626121521,0.54,1.91,3.59,1159.91,417.68,4883.73,12.69,8.88,20.88
"WANorth",114.210517883301,-25.89626121521,0.54,1.97,3.85,405.93,168.64,1404.88,10.34,7.41,16.49
"QLDSouth",153.157897949219,-25.89626121521,0.54,2.86,4.29,209644.35,37056.97,2349339.95,31.34,18.66,65.83
"WANorth",112.947357177734,-25.848913192749,0.54,1.71,3.78,21051641,2037779.9,531956338.17,23.33,15.16,42.23
"WANorth",113.157897949219,-25.848913192749,0.54,1.78,3.59,61811.17,11940.08,643222.95,23.22,15.12,41.93
"WANorth",113.421051025391,-25.848913192749,0.54,1.81,3.67,21651.72,4959.29,175285.8,18.77,12.51,32.92
"WANorth",113.789474487305,-25.848913192749,0.54,1.9,3.66,1317.86,465.71,5698.72,17.28,11.41,31.06
"WANorth",114.157897949219,-25.848913192749,0.54,1.95,3.7,562.09,222.32,2087.25,10.55,7.56,16.79
"QLDSouth",153.105270385742,-25.848913192749,0.54,2.86,4.3,198302.32,35128.03,2222538.8,30.64,18.33,63.88
"WANorth",112.947364807129,-25.8015384674072,0.54,1.71,3.8,18706116.69,1845362.06,459835178.79,20.13,13.37,35.35
"WANorth",113.157897949219,-25.8015480041504,0.54,1.78,3.6,71565.29,13842.56,733185.72,23.64,15.35,42.83
"WANorth",113.421051025391,-25.8015480041504,0.54,1.79,3.66,44161.95,9137.38,412134.48,19.64,13,34.75
"WANorth",113.736839294434,-25.8015384674072,0.54,1.82,3.66,14520.43,3312.66,123024.46,19.3,12.65,34.83
"WANorth",114.105262756348,-25.8015384674072,0.54,1.93,3.69,776.63,293.43,3074.01,10.99,7.82,17.69
"QLDSouth",153.105270385742,-25.8015384674072,0.54,2.86,4.17,206285.84,36123.44,2357284.13,42.48,24.31,94.11
"WANorth",112.947357177734,-25.7541637420654,0.54,1.71,3.77,18189773.01,1810004.9,440719662.11,20.67,13.69,36.41
"WANorth",113.105262756348,-25.7541637420654,0.54,1.77,3.6,118649.89,21422.07,1335905.83,24.6,15.89,44.87
"WANorth",113.421051025391,-25.7541637420654,0.54,1.78,3.62,74106.08,14337.1,756609.02,22.3,14.56,40.12
"WANorth",113.684211730957,-25.7541637420654,0.54,1.78,3.65,68018.77,11962.19,851845.61,19.85,12.97,35.96
"WANorth",114.105255126953,-25.7541637420654,0.54,1.93,3.68,746.31,286.36,2874.29,11.25,7.96,18.25
"QLDSouth",153.105270385742,-25.7541637420654,0.54,2.85,4.18,221732.41,38265.04,2592364.91,41.7,23.94,91.94
NA,112.894737243652,-25.7067604064941,0.54,1.7,3.65,24379221.03,2344623.96,617092343.21,47.57,27.27,103.96
"WANorth",113.105262756348,-25.706750869751,0.54,1.77,3.56,136205.65,24866.89,1482831.54,36.71,21.73,76.89
"WANorth",113.368423461914,-25.706750869751,0.54,1.77,3.06,101385.65,19036.33,1069963.56,15.43,10.37,27.03
"WANorth",113.631576538086,-25.7067604064941,0.54,1.77,3.11,124732.81,20033.19,1777857.29,13.41,9.22,22.72
"WANorth",114.052635192871,-25.7067604064941,0.54,1.91,3.74,1299.56,462.99,5536.37,15.61,10.43,27.6
"QLDSouth",153.105270385742,-25.706750869751,0.54,2.85,4.18,230112.13,39290.28,2738985.56,40.51,23.37,88.67
"WANorth",112.894737243652,-25.6593379974365,0.54,1.71,3.58,19268222.61,1919555.99,463876387.91,53.49,30.28,118.65
"WANorth",113.105262756348,-25.6593379974365,0.54,1.77,3.58,154908.06,28396.72,1655885.33,26.34,16.88,48.52
"WANorth",113.368408203125,-25.6593379974365,0.54,1.77,3.05,123601.04,22856.95,1322456.23,15.91,10.65,28.02
"WANorth",113.631576538086,-25.6593379974365,0.54,1.76,3.1,175028.29,26716.94,2682676.81,13.86,9.48,23.62
"WANorth",114,-25.6593379974365,0.54,1.81,3.19,17578.47,3940.25,151629.14,11.22,7.91,18.37
"QLDSouth",153.105270385742,-25.6593379974365,0.54,2.85,4.23,221305.37,37742.56,2648555.28,36.92,21.64,78.84
"WANorth",112.894737243652,-25.6118965148926,0.54,1.71,3.61,15899129.73,1629925.85,367520000.99,45.81,26.51,98.57
"WANorth",113.052635192871,-25.6118965148926,0.54,1.76,3.58,188950.86,33747.08,2092064.12,26.37,16.9,48.62
"WANorth",113.421051025391,-25.6118965148926,0.54,1.77,3.05,104236.39,19643.66,1089555.13,15.87,10.63,27.92
"WANorth",113.578948974609,-25.6118965148926,0.54,1.76,3.07,229933.77,34279.61,3602720.72,15.22,10.26,26.54
"WANorth",114,-25.6118965148926,0.54,1.8,3.17,31268.27,6332.81,314843.72,11.94,8.33,19.81
NA,153.157897949219,-25.6118965148926,0.54,2.85,4.2,253646.61,42753.86,3072342.53,41.43,23.87,90.67
"WANorth",112.894737243652,-25.5644359588623,0.54,1.71,3.57,13241361.15,1390491.5,296271709.5,48.2,27.52,106.01
"WANorth",113.052635192871,-25.5644359588623,0.54,1.76,2.94,314276.27,51947.92,3888271.83,23.98,15.01,46.63
"WANorth",113.473686218262,-25.5644264221191,0.54,1.75,3.04,377963.56,54602.56,6025846.95,16.75,11.11,29.88
"WANorth",113.526313781738,-25.5644359588623,0.54,1.75,3.04,600795.24,76449.2,11915522.97,16.62,11.03,29.61
"WANorth",114,-25.5644359588623,0.54,1.79,3.14,39038.89,7666.58,410108.12,12.8,8.83,21.61
"QLDSouth",153.157897949219,-25.5644359588623,0.54,2.85,4.21,249881.59,42056.74,3039238.38,39.79,23.08,86.22
"WANorth",112.894737243652,-25.5169563293457,0.54,1.71,3.57,11966351.37,1276800.78,261642099.38,48.6,27.73,106.96
"WANorth",113.052635192871,-25.5169563293457,0.54,1.74,2.92,744386.43,105824.05,11552077.82,26.81,16.45,53.71
"WANorth",113.947364807129,-25.5169582366943,0.54,1.78,3.1,65568.72,12149.9,738908.54,14.24,9.66,24.64
"QLDSouth",153.157897949219,-25.5169582366943,0.54,2.85,4.4,230512.05,39057.03,2785170.73,26.61,16.29,53.63
"WANorth",112.947357177734,-25.4694595336914,0.54,1.71,3.18,11121008.36,1130844.28,268147840.76,40.99,23.5,90.71
