"state","longitude","latitude","SLR","SWL_AEP1PC","MTWL_AEP1PC","SWL_MFSLR_50","SWL_MFSLR_10","SWL_MFSLR_90","MTWL_MFSLR_50","MTWL_MFSLR_10","MTWL_MFSLR_90"
"WASouth",115.947364807129,-34.8253746032715,0.54,1.88,5.01,238.02,117.98,611.77,4.75,3.89,6.21
NA,118.473686218262,-34.8253746032715,0.54,1.68,2.6,3709.83,1320.39,14745.9,39.32,23.52,80.23
"SA",135.473678588867,-34.8253860473633,0.54,2.38,4.53,124.25,67.45,281.61,7.5,5.69,11.01
"SA",136.052627563477,-34.8253860473633,0.54,2.32,3.06,219.62,109.4,562.15,29.43,18.96,53.3
"SA",137.421051025391,-34.8253860473633,0.54,2.86,4.38,47.58,28.99,92.69,6.08,4.81,8.33
"SA",137.894729614258,-34.8253860473633,0.54,2.87,3.22,45.03,27.95,85.09,22.88,15.2,39.78
"SA",138.473678588867,-34.8253746032715,0.54,3.21,4.14,31.13,20.13,55.82,7.91,6.05,11.36
"NSW",150.789474487305,-34.8253860473633,0.54,1.74,3.14,8771380.58,782506.66,280217103.7,14.35,9.69,25.05
"WASouth",115.947364807129,-34.7821807861328,0.54,1.9,5.03,197.5,100.08,493.15,4.65,3.82,6.06
"WASouth",118.473686218262,-34.7821807861328,0.54,1.67,2.6,4084.73,1432.3,16583.65,37.91,22.77,77
NA,135.421051025391,-34.7821807861328,0.54,2.38,4.77,115.28,63.08,258.69,6.54,5.05,9.35
"SA",136.052627563477,-34.7821807861328,0.54,2.32,3.06,211.42,105.8,537.87,28.68,18.53,51.74
"SA",137.421051025391,-34.7821807861328,0.54,2.86,4.38,47.85,29.14,93.25,6.07,4.81,8.32
"SA",137.894729614258,-34.7821807861328,0.54,2.87,3.22,45.19,28.02,85.53,22.91,15.21,39.87
"NSW",150.842102050781,-34.7821807861328,0.54,1.74,3.65,10156068.48,893350.71,329432470.52,8.18,6.05,12.48
"WASouth",115.894737243652,-34.7389526367188,0.54,1.91,5,175.09,89.9,430.01,4.75,3.89,6.22
"WASouth",118.526313781738,-34.7389526367188,0.54,1.68,2.8,3399.23,1222.63,13325.64,24.72,15.54,47.5
"WASouth",118.578948974609,-34.7389526367188,0.54,1.68,3.11,3380.5,1215.68,13260.49,19.99,13.14,35.83
"WASouth",118.631576538086,-34.7389526367188,0.54,1.68,3.1,3855.71,1356.66,15608.82,20.44,13.39,36.78
"SA",135.368423461914,-34.7389526367188,0.54,2.38,4.22,116.75,63.88,261.85,7.97,6,11.77
"SA",135.421051025391,-34.7389526367188,0.54,2.39,4.25,105.34,58.21,233.43,7.64,5.79,11.19
"SA",135.894729614258,-34.7389526367188,0.54,2.31,4.23,243.67,118.26,649.94,14.95,10.16,25.7
"SA",135.947372436523,-34.738941192627,0.54,2.31,4.26,239.45,116.6,635.4,14.19,9.72,24.11
"SA",136,-34.7389526367188,0.54,2.32,3.05,227.76,112.04,595.18,31.01,19.83,56.76
"SA",137.473678588867,-34.738941192627,0.54,2.87,4.4,44.27,27.22,85.15,5.94,4.72,8.13
"SA",137.894729614258,-34.7389526367188,0.54,2.86,3.22,45.45,28.15,86.2,22.93,15.22,39.96
"SA",138.473678588867,-34.738941192627,0.54,3.13,4.06,31.33,20.26,56.16,7.92,6.06,11.38
"NSW",150.894729614258,-34.7389526367188,0.54,1.74,3.46,12875341.93,1099160.19,434351888.89,10.25,7.31,16.5
"WASouth",115.894737243652,-34.6957054138184,0.54,1.92,4.76,156.42,81.54,376.32,5.27,4.25,7.03
"WASouth",118.684211730957,-34.6957054138184,0.54,1.66,3.35,5635.16,1865.41,24903.06,15.89,10.9,26.68
"SA",135.315780639648,-34.6957054138184,0.54,2.4,4.5,102.41,56.78,226.02,7.11,5.42,10.31
"SA",137.473663330078,-34.6957054138184,0.54,2.87,4.4,43.34,26.74,82.98,5.91,4.69,8.07
"SA",137.894729614258,-34.6957054138184,0.54,2.86,3.28,45.46,28.15,86.26,19.88,13.5,33.53
"SA",138.473663330078,-34.6957054138184,0.54,3.13,3.68,31.32,20.27,56.06,12.45,8.99,19.3
"NSW",150.894729614258,-34.6957054138184,0.54,1.84,3.36,13440398.49,1144389.89,454051849.85,12.93,8.89,21.97
"WASouth",115.842094421387,-34.6524314880371,0.54,1.92,4.76,152.02,79.63,363.14,5.23,4.23,6.97
"WASouth",118.736839294434,-34.6524314880371,0.54,1.65,3.1,8405.74,2601.03,40985.81,22.24,14.39,40.71
"SA",135.315780639648,-34.6524314880371,0.54,2.42,4.74,87.37,49.11,189.83,5.8,4.56,8.1
"SA",135.894729614258,-34.6524314880371,0.54,2.33,4.26,192.31,96.94,485.65,14.16,9.68,24.1
"SA",137.473663330078,-34.6524314880371,0.54,2.88,4.41,42.18,26.13,80.25,5.87,4.66,8
"SA",137.947372436523,-34.6524314880371,0.54,2.87,3.29,43.07,26.79,81.24,19.06,13,31.97
"SA",138.421051025391,-34.6524314880371,0.54,3.12,3.66,33.34,21.42,60.26,12.92,9.28,20.16
"NSW",150.894729614258,-34.6524314880371,0.54,1.84,3.37,14130022.99,1196759.32,480319222.89,12.86,8.85,21.83
"WASouth",115.789474487305,-34.6091346740723,0.54,1.93,4.75,137.92,73.22,323.45,5.34,4.3,7.14
"WASouth",118.736839294434,-34.6091232299805,0.54,1.64,3.13,10526.51,3134.92,54285.96,21.33,13.95,38.39
"SA",135.315795898438,-34.6091232299805,0.54,2.43,4.48,77.79,44.15,167.28,6.42,4.97,9.14
"SA",135.947372436523,-34.6091232299805,0.54,2.34,3.24,172.59,88.56,424.71,18.07,12.4,30.04
"SA",137.473678588867,-34.6091232299805,0.54,2.88,4.47,40.82,25.42,77.12,5.6,4.48,7.57
"SA",137.947372436523,-34.6091232299805,0.54,2.87,3.29,43.01,26.74,81.25,18.96,12.93,31.81
"SA",138.421051025391,-34.6091346740723,0.54,3.12,3.66,33.11,21.29,59.75,12.87,9.25,20.07
"NSW",150.894729614258,-34.6091346740723,0.54,1.84,3.87,15224055.27,1275075.57,525845486.94,7.41,5.56,11.09
NA,115.684211730957,-34.5658187866211,0.54,1.93,4.77,139.77,74.1,328.3,5.24,4.23,6.98
"WASouth",115.736839294434,-34.5658187866211,0.54,1.94,4.93,124.51,67.08,285.99,4.9,4,6.46
"WASouth",118.736839294434,-34.5658187866211,0.54,1.64,2.91,12421.58,3601.19,66601.09,25.77,16.24,49.09
"WASouth",119.210525512695,-34.5658187866211,0.54,1.65,3.91,9050.6,2705.83,46792.26,8.89,6.71,12.99
"WASouth",119.263160705566,-34.5658187866211,0.54,1.65,3.78,8745.14,2626.79,44922.61,10.26,7.55,15.57
"SA",135.315795898438,-34.5658073425293,0.54,2.45,4.5,69.63,39.87,148.37,6.2,4.82,8.77
"SA",135.947372436523,-34.5658187866211,0.54,2.35,3.24,155.59,81.09,374.58,18.05,12.38,30.07
"SA",137.473678588867,-34.5658187866211,0.54,2.89,4.44,39.26,24.59,73.55,5.74,4.57,7.8
"SA",137.947372436523,-34.5658073425293,0.54,2.87,3.29,43.15,26.8,81.63,18.9,12.89,31.73
"SA",138.368423461914,-34.5658187866211,0.54,3.11,3.65,34.53,22.09,62.78,13.25,9.49,20.77
"NSW",150.842102050781,-34.5658073425293,0.54,1.84,3.86,15035163.02,1270141.47,510873428.87,7.6,5.68,11.42
"WASouth",115.631576538086,-34.5224761962891,0.54,1.94,4.86,129.55,69.36,300.26,5.07,4.11,6.72
"WASouth",118.789474487305,-34.5224761962891,0.54,1.64,2.91,11398.2,3339.72,60261.56,25.99,16.34,49.77
"WASouth",118.842102050781,-34.5224761962891,0.54,1.64,3.2,9832.93,2939.82,50563.66,19.69,13,34.98
"WASouth",118.894737243652,-34.5224761962891,0.54,1.65,3.2,9115.46,2751.75,46271.28,19.84,13.09,35.33
"WASouth",119.157897949219,-34.5224761962891,0.54,1.65,3.92,7497.1,2310.33,37098.39,8.87,6.68,13.02
"WASouth",119.315788269043,-34.5224647521973,0.54,1.64,3.71,10037.05,2962.44,52784.87,11.58,8.33,18.17
"SA",135.315795898438,-34.5224647521973,0.54,2.46,4.51,63.99,36.9,135.31,6.05,4.72,8.51
"SA",136,-34.5224761962891,0.54,2.36,3.25,150.53,78.78,360.4,17.67,12.14,29.36
"SA",136.052627563477,-34.5224761962891,0.54,2.36,3.27,147.88,77.64,352.39,16.89,11.68,27.82
"SA",136.105270385742,-34.5224761962891,0.54,2.35,3.28,153.55,80.21,368.46,16.32,11.34,26.7
"SA",137.421051025391,-34.5224761962891,0.54,2.88,4.43,41.76,25.99,78.88,5.79,4.61,7.89
"SA",137.947372436523,-34.5224647521973,0.54,3.07,3.49,43.48,26.97,82.41,18.9,12.88,31.76
"SA",138.315795898438,-34.5224761962891,0.54,3.1,3.64,35.74,22.76,65.37,13.6,9.71,21.42
"NSW",150.842102050781,-34.5224647521973,0.54,1.84,3.86,13890480.4,1192632.2,459955388.62,7.55,5.65,11.33
"WASouth",115.578948974609,-34.4791145324707,0.54,1.94,4.64,124.61,67.17,285.94,5.67,4.53,7.67
"WASouth",118.947364807129,-34.4791145324707,0.54,1.65,3.07,7863.57,2415.97,39009.22,20.42,13.5,36.11
"WASouth",119,-34.4791145324707,0.54,1.65,3.45,7477.16,2315.39,36676.52,12.94,9.23,20.51
"WASouth",119.052635192871,-34.4791145324707,0.54,1.65,3.57,7180.26,2239.61,34843.74,10.46,7.75,15.62
"WASouth",119.105262756348,-34.4791145324707,0.54,1.66,3.57,6209.83,1978.52,29247.92,10.29,7.65,15.34
"WASouth",119.315788269043,-34.4791145324707,0.54,1.64,3.1,10629.87,3107.73,56683.04,21.1,13.73,38.4
"WASouth",119.368423461914,-34.4791145324707,0.54,1.64,3.37,9980.16,2935.83,52830.94,15.3,10.54,25.56
"SA",135.315795898438,-34.4791030883789,0.54,2.47,4.47,60.26,34.99,126.29,4.8,3.9,6.37
"SA",136.157897949219,-34.4791145324707,0.54,2.35,3.18,164.86,84.91,404.11,18.97,12.9,31.96
"SA",137.421051025391,-34.4791145324707,0.54,2.75,4.3,39.61,24.84,74.06,5.73,4.56,7.78
"SA",137.947372436523,-34.4791145324707,0.54,3.06,3.49,43.73,27.11,82.91,18.86,12.85,31.68
"SA",138.263153076172,-34.4791145324707,0.54,3.09,3.63,37.25,23.59,68.64,13.99,9.95,22.16
"NSW",150.842102050781,-34.4791145324707,0.54,1.84,3.54,11739986.86,1036922.45,372655344.98,10.53,7.5,16.97
"NSW",150.894729614258,-34.4791145324707,0.54,1.84,3.54,13384703.73,1158429.23,437534002.04,10.54,7.5,16.97
"WASouth",115.473686218262,-34.4357261657715,0.54,1.93,4.76,138.85,73.97,323.48,5.49,4.41,7.38
"WASouth",115.526313781738,-34.4357261657715,0.54,1.94,4.73,122.27,66.19,278.76,5.49,4.41,7.37
"WASouth",119.421051025391,-34.4357261657715,0.54,1.64,3.37,12803.78,3592.16,72814.28,15.37,10.57,25.72
"SA",135.315795898438,-34.4357147216797,0.54,2.47,4.46,58.55,34.17,121.83,4.8,3.9,6.38
"SA",136.157897949219,-34.4357261657715,0.54,2.35,3.2,157.33,81.75,380.57,18.24,12.47,30.53
"SA",137.421051025391,-34.4357261657715,0.54,2.75,4.31,38.18,24.06,70.85,5.68,4.53,7.71
"SA",138,-34.4357261657715,0.54,3.07,3.49,42.72,26.57,80.7,18.51,12.64,31.02
"SA",138.263153076172,-34.4357261657715,0.54,3.09,3.63,37.23,23.58,68.58,13.96,9.93,22.11
"NSW",150.947372436523,-34.4357147216797,0.54,1.83,3.53,17921205.11,1482393.05,625538789.1,10.58,7.53,17.05
"WASouth",115.421051025391,-34.3923187255859,0.54,1.94,4.43,129.72,69.9,297.19,6.57,5.15,9.11
"WASouth",119.421051025391,-34.3923187255859,0.54,1.63,2.42,14059.74,3860.36,82726.8,55.11,32.07,115.72
"WASouth",119.473670959473,-34.3923187255859,0.54,1.64,2.98,12282.93,3461.93,69447.89,25.55,16.03,49.15
"SA",135.315780639648,-34.3923187255859,0.54,2.47,4.46,58.4,34.13,121.16,4.82,3.91,6.39
"SA",136.157897949219,-34.3923187255859,0.54,2.36,3.21,144.44,76.15,342.04,17.37,11.95,28.81
"SA",137.421051025391,-34.3923187255859,0.54,2.76,4.24,36.86,23.35,67.93,6,4.75,8.24
"SA",138,-34.3923187255859,0.54,3.07,3.49,42.94,26.68,81.16,18.5,12.64,31
"SA",138.263153076172,-34.3923187255859,0.54,3.1,3.63,36.96,23.43,67.98,13.88,9.88,21.95
"NSW",150.947372436523,-34.3923187255859,0.54,1.84,3.24,14974124.8,1277647.93,498787831.88,15.81,10.66,27.48
"WASouth",115.105247497559,-34.3488883972168,0.54,1.9,5.16,198.07,102.87,473.23,4.74,3.88,6.21
"WASouth",115.157897949219,-34.3488883972168,0.54,1.91,5.18,175.58,92.47,411.99,4.68,3.84,6.11
"WASouth",115.210510253906,-34.3488883972168,0.54,1.92,4.12,160.03,84.99,371.86,8,6.14,11.42
"WASouth",115.263160705566,-34.3488883972168,0.54,1.92,4.14,147.34,78.77,339.85,7.69,5.93,10.91
"WASouth",115.315773010254,-34.3488883972168,0.54,1.93,4.29,135.81,73.15,310.59,6.91,5.4,9.65
"WASouth",115.368408203125,-34.3488883972168,0.54,1.94,4.43,122.52,66.73,276.29,6.57,5.15,9.11
"WASouth",119.526313781738,-34.3488883972168,0.54,1.65,2.21,9660.16,2842.99,51203.7,191.98,89.55,562.05
"SA",135.315780639648,-34.3488883972168,0.54,2.47,4.9,58.89,34.41,122.14,3.94,3.3,5.01
"SA",136.210525512695,-34.3488883972168,0.54,2.36,3.22,137.46,72.92,322.84,16.42,11.4,26.88
"SA",137.421051025391,-34.3488883972168,0.54,2.77,4.24,35.04,22.35,63.96,5.95,4.71,8.15
"SA",138,-34.3488883972168,0.54,2.73,3.16,42.98,26.71,81.23,18.41,12.59,30.81
"SA",138.210510253906,-34.3488883972168,0.54,3.08,3.62,39.35,24.73,73.28,14.41,10.21,22.97
NA,151,-34.3488883972168,0.54,1.83,3.79,18088309.03,1496986.29,630182413.16,8.27,6.12,12.58
"WASouth",115.052635192871,-34.3054351806641,0.54,1.89,5.2,213.37,109.91,515.16,4.62,3.8,6.02
"WASouth",119.526313781738,-34.3054351806641,0.54,1.65,2.21,8891.33,2651.75,46230.29,188.85,88.08,553.81
"SA",135.315795898438,-34.3054237365723,0.54,2.47,4.9,59.27,34.63,122.9,3.95,3.3,5.01
"SA",136.263153076172,-34.3054351806641,0.54,2.38,3.23,122.42,66.1,280.41,15.85,11.07,25.75
"SA",137.473678588867,-34.3054237365723,0.54,2.79,4.28,31.3,20.29,55.89,5.72,4.56,7.78
"SA",138.052627563477,-34.3054351806641,0.54,2.73,3.17,43.08,26.75,81.55,18.34,12.54,30.67
"SA",138.210525512695,-34.3054351806641,0.54,3.08,3.62,39.49,24.81,73.59,14.4,10.2,22.94
"NSW",151,-34.3054351806641,0.54,1.84,3.8,14846748.63,1272956.18,490067727.89,8.23,6.09,12.51
"WASouth",119.526313781738,-34.2619590759277,0.54,1.65,2.37,9497.87,2796.24,50365.83,72.49,38.54,177.61
"SA",135.315795898438,-34.2619590759277,0.54,2.47,5.08,59.54,34.8,123.4,3.62,3.07,4.52
"SA",136.315795898438,-34.2619476318359,0.54,2.39,3.23,106.26,58.67,235.73,14.85,10.48,23.77
"SA",137.473678588867,-34.2619476318359,0.54,2.8,4.26,30.58,19.89,54.33,5.74,4.57,7.8
"SA",138.052627563477,-34.2619590759277,0.54,2.73,3.17,43.4,26.91,82.31,18.38,12.57,30.74
"SA",138.157897949219,-34.2619590759277,0.54,2.74,3.28,41.21,25.73,77.45,14.77,10.42,23.64
NA,151.052627563477,-34.2619590759277,0.54,1.85,3.9,16023281.39,1365766.78,531608554.94,7.93,5.88,12.07
"WASouth",115,-34.2184600830078,0.54,1.89,4.81,219.27,112.76,530.14,4.79,3.91,6.28
"WASouth",119.578948974609,-34.2184600830078,0.54,1.65,2.74,8342.18,2502.91,43076,29.38,17.73,60.36
"SA",135.263153076172,-34.2184600830078,0.54,2.46,5.25,64.35,37.25,135.05,3.61,3.06,4.51
"SA",136.315795898438,-34.2184600830078,0.54,2.4,3.21,99.25,55.41,216.68,14.49,10.26,23.1
"SA",137.473663330078,-34.2184600830078,0.54,2.81,4.28,29.7,19.39,52.48,5.63,4.49,7.63
"SA",138.052627563477,-34.2184600830078,0.54,2.73,3.17,43.26,26.83,82,18.28,12.51,30.53
"SA",138.105255126953,-34.2184600830078,0.54,2.74,3.27,42.12,26.22,79.49,14.97,10.54,24.03
"SA",138.157897949219,-34.2184600830078,0.54,2.74,3.28,40.85,25.53,76.67,14.66,10.36,23.44
"NSW",151.052627563477,-34.2184600830078,0.54,1.86,3.8,12665663.69,1124455.8,395181212.86,8.62,6.32,13.34
NA,114.947364807129,-34.1749267578125,0.54,1.88,5.23,238.07,121.29,582.63,4.42,3.65,5.71
"WASouth",119.578948974609,-34.1749382019043,0.54,1.65,2.75,8667.67,2585.41,45131.41,28.57,17.32,58.35
"SA",135.263153076172,-34.1749382019043,0.54,2.46,5.26,64.21,37.17,134.76,3.59,3.05,4.49
"SA",136.368423461914,-34.1749267578125,0.54,2.41,3.21,89.82,50.87,192.25,14.53,10.26,23.24
"SA",137.473678588867,-34.1749267578125,0.54,2.82,4.3,28.31,18.59,49.65,5.47,4.39,7.38
"NSW",151.105270385742,-34.1749382019043,0.54,1.86,4.05,12281949.2,1096516.55,379932489.03,7.17,5.4,10.68
"WASouth",114.947357177734,-34.1313934326172,0.54,1.88,5.13,238.32,121.22,584.89,4.62,3.8,6.03
"WASouth",119.631576538086,-34.1313934326172,0.54,1.65,2.9,8321.54,2513.88,42433.17,24.37,15.09,48.33
"SA",135.263153076172,-34.1313934326172,0.54,2.46,5.18,64.75,37.42,136.25,3.69,3.12,4.62
"SA",136.368423461914,-34.1313934326172,0.54,2.42,3.21,84.67,48.38,178.99,14.58,10.28,23.41
"SA",137.473663330078,-34.1313934326172,0.54,2.83,4.32,26.38,17.47,45.75,5.37,4.32,7.22
"NSW",151.157897949219,-34.1313934326172,0.54,1.86,4.07,11485778.58,1037292.41,349219625.64,7.12,5.4,10.48
"WASouth",114.947364807129,-34.087818145752,0.54,1.88,5.09,238.18,121.06,585.29,4.66,3.82,6.08
"WASouth",119.684211730957,-34.0878295898438,0.54,1.65,2.86,8244.57,2503.07,41680.23,27.11,16.56,54.69
"WASouth",119.736839294434,-34.0878295898438,0.54,1.65,2.86,7719.53,2371.71,38340.06,27.48,16.76,55.64
"SA",135.263153076172,-34.0878295898438,0.54,2.45,4.92,65.56,37.81,138.4,3.96,3.32,5.03
"SA",136.421051025391,-34.0878295898438,0.54,2.44,3.22,73.38,42.8,150.69,14.46,10.19,23.24
"SA",137.473678588867,-34.087818145752,0.54,2.86,4.33,23.84,16,40.64,5.37,4.31,7.23
"NSW",151.210525512695,-34.087818145752,0.54,1.86,3.96,11615914.9,1048305.44,353327796.5,7.49,5.63,11.15
"WASouth",114.947357177734,-34.0442390441895,0.54,1.88,5.09,234.61,119.5,574.85,4.67,3.83,6.1
"WASouth",119.789474487305,-34.0442428588867,0.54,1.72,3.23,7407.6,2294,36352.68,19.77,12.62,37.55
"WASouth",122.105247497559,-34.0442390441895,0.54,1.82,3.15,790.79,331.21,2566.8,10.99,8.21,16.17
"WASouth",122.157897949219,-34.0442428588867,0.54,1.82,2.54,809.02,338.22,2631.03,26.66,17.74,45.81
"WASouth",122.210510253906,-34.0442390441895,0.54,1.81,2.8,929.61,380.39,3117.17,20.32,13.78,34.28
"WASouth",123.210510253906,-34.0442390441895,0.54,1.84,3.62,582.89,254.85,1782.55,10.07,7.5,14.93
"WASouth",123.263160705566,-34.0442428588867,0.54,1.84,3.31,558.93,246.14,1691.25,13.49,9.66,21.15
"SA",135.263153076172,-34.0442428588867,0.54,2.45,4.93,65.97,38.02,139.38,3.95,3.31,5.01
"SA",136.473678588867,-34.0442390441895,0.54,2.46,3.22,63.84,37.98,127.53,14.4,10.14,23.18
"SA",137.526321411133,-34.0442390441895,0.54,2.83,4.3,26.12,17.16,46,5.55,4.41,7.59
"NSW",151.210525512695,-34.0442390441895,0.54,1.86,3.97,9778200.94,904332.79,287432557.77,7.46,5.61,11.09
"WASouth",114.947357177734,-34.0006294250488,0.54,1.88,5,228.18,116.66,556.18,4.8,3.91,6.31
"WASouth",119.842102050781,-34.0006294250488,0.54,1.73,3.09,6303.06,1997.58,29950.11,24.76,15.3,49.26
"WASouth",119.894737243652,-34.0006294250488,0.54,1.73,3.09,5546.99,1794.29,25590.99,24.71,15.27,49.16
"WASouth",119.947357177734,-34.0006294250488,0.54,1.74,3.3,4814.58,1594.17,21471.07,19.45,12.51,36.46
"WASouth",120.368408203125,-34.0006294250488,0.54,1.74,3.98,4898.46,1578.74,22934.79,10.34,7.53,15.98
"WASouth",120.421051025391,-34.0006294250488,0.54,1.73,3.97,5692.94,1799.11,27372.83,10.62,7.7,16.49
"WASouth",122.052635192871,-34.0006294250488,0.54,1.85,3.19,474.24,212.94,1399.12,10.1,7.61,14.67
"WASouth",122.263160705566,-34.0006294250488,0.54,1.8,2.8,1044.47,420.83,3576.88,20.65,13.96,35.01
"WASouth",123.157897949219,-34.0006294250488,0.54,1.85,3.64,464.64,209.05,1367.53,9.6,7.2,14.13
"WASouth",123.315788269043,-34.0006294250488,0.54,1.84,3.42,515.38,229.53,1535.4,12.32,8.8,19.55
"SA",135.210510253906,-34.0006294250488,0.54,2.45,5.45,67.55,38.95,142.32,3.56,3.02,4.44
"SA",136.526321411133,-34.0006294250488,0.54,2.46,3.33,61.53,36.74,122.43,12.37,8.87,19.41
"SA",137.526321411133,-34.0006294250488,0.54,2.82,4.3,28.02,18.19,50.22,5.59,4.43,7.66
"WASouth",114.947357177734,-33.9569969177246,0.54,1.89,4.94,220.55,113.28,534.22,4.8,3.91,6.32
"WASouth",120,-33.9569969177246,0.54,1.75,3.44,3318.17,1166.48,13573.87,17.13,11.3,30.86
"WASouth",120.052635192871,-33.9569969177246,0.54,1.76,3.44,2785.73,1003.27,11022.16,17,11.22,30.59
"WASouth",120.105247497559,-33.9569969177246,0.54,1.77,3.44,2350,865.09,9027.65,16.86,11.14,30.3
"WASouth",120.157897949219,-33.9569969177246,0.54,1.77,3.88,2007.53,752.94,7526.38,11.45,8.09,18.57
"WASouth",120.210510253906,-33.9569969177246,0.54,1.77,3.94,1907.81,716.76,7152.49,10.8,7.74,17.16
"WASouth",120.263160705566,-33.9569969177246,0.54,1.77,3.99,2078.26,763.78,8069.12,10.17,7.38,15.82
"WASouth",120.315773010254,-33.9569969177246,0.54,1.77,4.02,1995.62,732.35,7788.8,9.54,7.03,14.52
"WASouth",120.473686218262,-33.9569969177246,0.54,1.73,3.8,6251.77,1941.45,30862.41,10.43,7.59,16.15
"WASouth",122.052635192871,-33.9569969177246,0.54,1.87,2.63,353.48,165.46,984.25,19.51,13.5,31.83
"WASouth",122.315788269043,-33.9569969177246,0.54,1.8,2.81,1016.76,411.83,3454.42,19.68,13.4,33.06
"WASouth",122.368408203125,-33.9569969177246,0.54,1.81,3.28,958.06,389.44,3245.83,10.74,7.87,16.39
"WASouth",122.421051025391,-33.9569969177246,0.54,1.81,3.28,976.05,393.87,3347.53,10.76,7.88,16.41
"WASouth",122.473670959473,-33.9569969177246,0.54,1.81,3.27,973.15,392.05,3348.49,10.94,7.99,16.75
"WASouth",122.526313781738,-33.9569969177246,0.54,1.81,3.27,954.09,385.79,3264.77,11.11,8.1,17.06
"WASouth",122.57893371582,-33.9569969177246,0.54,1.81,4.02,936.16,380.4,3178.3,7.11,5.53,9.95
"WASouth",123.105247497559,-33.9569969177246,0.54,1.86,3.65,434.74,197.59,1261.16,9.45,7.1,13.89
"WASouth",123.315788269043,-33.9569969177246,0.54,1.85,3.43,484.3,217.4,1427.64,12.13,8.68,19.2
"WASouth",123.473670959473,-33.9569969177246,0.54,1.85,3.4,452.14,205,1314.33,14.53,10.25,23.32
"WASouth",123.526313781738,-33.9569969177246,0.54,1.84,3.42,509.28,227.03,1515.76,14.54,10.23,23.46
"SA",135.157897949219,-33.9569969177246,0.54,2.45,5.23,66,38.33,137.47,3.94,3.29,5.03
"SA",137.526321411133,-33.9569969177246,0.54,2.79,4.23,31.2,19.89,57.43,6.06,4.74,8.47
"NSW",151.263153076172,-33.9569969177246,0.54,1.86,4.08,7600027.49,734363.02,209115585.49,7.06,5.36,10.33
"WASouth",114.947357177734,-33.9133415222168,0.54,1.89,4.93,211.91,109.46,509.36,4.81,3.92,6.34
"WASouth",120.526313781738,-33.9133415222168,0.54,1.73,3.79,5880.05,1839.59,28746.63,10.54,7.64,16.41
"WASouth",120.57893371582,-33.9133415222168,0.54,1.74,3.79,4912.04,1581.3,23043.44,10.53,7.63,16.39
"WASouth",121.631576538086,-33.9133415222168,0.54,1.81,3.88,970.14,396.12,3257.43,7,5.52,9.6
"WASouth",121.684211730957,-33.9133415222168,0.54,1.81,3.51,856.93,355.43,2817.47,8.59,6.58,12.23
"WASouth",121.736831665039,-33.9133415222168,0.54,1.82,3.46,754.01,317.77,2427.02,9.27,6.99,13.52
"WASouth",121.789474487305,-33.9133415222168,0.54,1.83,3.51,632.82,273.08,1972.06,9.51,7.12,14.06
"WASouth",121.842094421387,-33.9133415222168,0.54,1.84,3.54,573.89,250.69,1759.5,9.35,7.05,13.66
"WASouth",122.052635192871,-33.9133415222168,0.54,1.89,2.65,281.06,135.74,749.7,18.19,12.7,29.32
"WASouth",122.631576538086,-33.9133415222168,0.54,1.82,4.03,807.62,335.68,2654.92,6.97,5.44,9.73
"WASouth",122.684211730957,-33.9133415222168,0.54,1.82,4.22,722.48,305.2,2321.61,6.3,4.98,8.64
"WASouth",122.736831665039,-33.9133415222168,0.54,1.83,4.49,700.1,297.02,2236.52,5.48,4.41,7.32
"WASouth",122.789474487305,-33.9133415222168,0.54,1.83,4.6,679.08,289.27,2157.42,5.16,4.2,6.78
"WASouth",122.842094421387,-33.9133415222168,0.54,1.83,4.77,646.01,277.01,2033.99,4.93,4.05,6.4
"WASouth",122.894737243652,-33.9133415222168,0.54,1.83,4.78,610.06,263.7,1899.53,4.94,4.06,6.41
"WASouth",122.947357177734,-33.9133415222168,0.54,1.84,4.83,569.04,248.36,1748.25,4.76,3.93,6.13
"WASouth",123,-33.9133415222168,0.54,1.84,4.76,518.82,229.53,1564.01,4.93,4.05,6.4
"WASouth",123.052635192871,-33.9133415222168,0.54,1.85,3.65,457.99,206.63,1342.34,9.42,7.07,13.85
"WASouth",123.105247497559,-33.9133415222168,0.54,1.86,3.66,384.89,178.66,1082.48,9.2,6.93,13.48
"WASouth",123.368423461914,-33.9133415222168,0.54,1.85,3.13,435.27,199.05,1248.58,17.86,12.26,29.73
"WASouth",123.421051025391,-33.9133415222168,0.54,1.86,3.14,379.57,177.13,1058.24,17.43,12,28.89
"WASouth",123.578948974609,-33.9133415222168,0.54,1.83,3.23,600.85,262,1842.9,18.96,12.79,32.47
"SA",135.157897949219,-33.9133415222168,0.54,2.46,5.24,61.45,36.08,126.04,3.92,3.27,5
"SA",136.631576538086,-33.9133415222168,0.54,2.69,3.73,55.8,33.72,109.23,9.17,6.86,13.58
"NSW",151.315795898438,-33.9133415222168,0.54,1.86,4.08,8291960.06,792722.67,231331543.55,7.14,5.45,10.37
"WASouth",114.947357177734,-33.8696632385254,0.54,1.89,4.9,200.47,104.31,477.08,4.8,3.92,6.33
"WASouth",120.631576538086,-33.8696632385254,0.54,1.75,3.8,4012.03,1332.1,18009.77,10.57,7.65,16.51
"WASouth",120.684211730957,-33.8696632385254,0.54,1.75,4.01,3607.02,1215,15875.12,8.54,6.4,12.67
