NCRA,central,lga,LGA,longitude,latitude,SLR,SWL_AEPPC,MTWL_AEPPC,SWL_MFSLR_50,SWL_MFSLR_10,SWL_MFSLR_90,MTWL_MFSLR_50,MTWL_MFSLR_10,MTWL_MFSLR_90
NT,NT,Victoria Daly,Victoria_Daly,129.0526276,-15.07185936,0.06,3.98,4.65,3.1,2.59,4.02,1.5,1.41,1.63
NT,NT,Victoria Daly,Victoria_Daly,129.3157959,-15.07185268,0.06,3.98,4.64,3.18,2.65,4.15,1.51,1.42,1.65
NT,NT,Victoria Daly,Victoria_Daly,129.3684235,-15.07185268,0.06,3.98,4.64,3.29,2.73,4.34,1.51,1.42,1.64
NT,NT,Victoria Daly,Victoria_Daly,129.421051,-15.07185936,0.06,3.98,4.64,3.18,2.65,4.14,1.51,1.42,1.64
NT,NT,Victoria Daly,Victoria_Daly,129.4736786,-15.07185268,0.06,3.98,4.64,3.18,2.65,4.15,1.51,1.42,1.64
NT,NT,Victoria Daly,Victoria_Daly,129.5263214,-15.07185936,0.06,3.98,4.64,3.14,2.63,4.07,1.51,1.42,1.64
NT,NT,Victoria Daly,Victoria_Daly,129.6315765,-15.07185936,0.06,3.98,4.64,3.26,2.71,4.27,1.51,1.42,1.64
NT,NT,Roper Gulf,Roper_Gulf,135.6842041,-15.07185936,0.06,1.61,2.49,1.56,1.45,1.73,1.21,1.17,1.26
QLDNorth,QLD,Kowanyama,Kowanyama,141.6315765,-15.07185936,0.06,1.82,2.92,1.94,1.75,2.26,1.24,1.2,1.29
QLDNorth,QLD,Hope Vale,Hope_Vale,145.3157959,-15.07185936,0.06,1.8,2.68,3.43,2.9,4.33,1.66,1.55,1.84
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.8947372,-15.02103806,0.06,4.04,4.19,2.2,1.97,2.57,1.87,1.7,2.13
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1052628,-15.02103806,0.06,4.04,4.05,2.2,1.97,2.57,2.16,1.94,2.51
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1578979,-15.02103806,0.06,4.04,4.06,2.17,1.95,2.52,2.12,1.91,2.45
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2105179,-15.02103806,0.06,4.05,4.06,2.11,1.91,2.44,2.06,1.86,2.36
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2631607,-15.02103806,0.06,4.05,4.07,2.05,1.85,2.35,1.99,1.81,2.28
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1052704,-15.02103806,0.06,3.93,4.34,7.26,5.39,11.13,1.81,1.65,2.07
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1578979,-15.02103806,0.06,3.93,4.34,7.17,5.34,10.94,1.8,1.65,2.06
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-15.02103806,0.06,3.93,4.34,7.12,5.3,10.87,1.8,1.64,2.05
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.3684235,-15.02103806,0.06,3.93,4.34,7.64,5.63,11.84,1.77,1.62,2.02
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.421051,-15.02103806,0.06,3.93,4.34,7.6,5.61,11.75,1.77,1.62,2.02
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.4736786,-15.02103806,0.06,3.93,4.34,7.57,5.59,11.68,1.78,1.63,2.03
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,129,-15.02103806,0.06,3.99,4.66,2.97,2.49,3.85,1.49,1.4,1.62
NT,NT,Victoria Daly,Victoria_Daly,129.6315765,-15.02103806,0.06,3.98,4.64,3.3,2.75,4.32,1.51,1.42,1.64
NT,NT,Roper Gulf,Roper_Gulf,135.5263214,-15.02103806,0.06,1.62,2.49,1.53,1.43,1.69,1.21,1.17,1.27
NT,NT,Roper Gulf,Roper_Gulf,135.5789337,-15.02103806,0.06,1.62,2.49,1.54,1.44,1.7,1.21,1.17,1.27
NT,NT,Roper Gulf,Roper_Gulf,135.6315765,-15.02103806,0.06,1.61,2.48,1.55,1.45,1.72,1.21,1.18,1.27
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.6315765,-15.02103806,0.06,1.82,2.92,1.95,1.76,2.28,1.24,1.2,1.29
QLDNorth,QLD,Hope Vale,Hope_Vale,145.3684235,-15.02103806,0.06,1.79,2.67,3.64,3.05,4.63,1.69,1.57,1.88
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.9473648,-14.97020435,0.06,4.03,4.52,2.27,2.02,2.66,1.39,1.32,1.5
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125,-14.97020435,0.06,4.03,4.36,2.3,2.05,2.7,1.53,1.43,1.7
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.0526352,-14.97020435,0.06,4.03,4.04,2.26,2.02,2.63,2.37,2.09,2.82
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2105179,-14.97020435,0.06,4.04,4.06,2.18,1.95,2.53,2.12,1.91,2.45
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1052704,-14.97020435,0.06,3.93,4.34,7.3,5.41,11.22,1.8,1.65,2.06
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2631531,-14.97020435,0.06,3.93,4.34,7.57,5.57,11.76,1.77,1.62,2.01
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.3157806,-14.97020435,0.06,3.93,4.34,7.56,5.56,11.75,1.77,1.62,2.01
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.4736786,-14.97020435,0.06,3.93,4.34,7.6,5.61,11.73,1.77,1.62,2.02
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.8947296,-14.97020435,0.06,3.99,4.65,2.95,2.47,3.83,1.49,1.41,1.62
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.9473572,-14.97020435,0.06,4,4.64,2.79,2.37,3.55,1.51,1.42,1.65
NT,NT,Victoria Daly,Victoria_Daly,129.6315765,-14.97020531,0.06,3.98,4.64,3.31,2.75,4.33,1.51,1.42,1.65
NT,NT,Roper Gulf,Roper_Gulf,135.4736786,-14.97020435,0.06,1.63,2.5,1.52,1.42,1.67,1.21,1.17,1.26
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.6315765,-14.97020531,0.06,1.82,2.92,1.97,1.77,2.3,1.24,1.2,1.29
QLDNorth,QLD,Hope Vale,Hope_Vale,145.3684235,-14.97020435,0.06,1.79,2.67,3.69,3.09,4.72,1.7,1.57,1.89
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2105179,-14.91935921,0.06,4.03,4.05,2.22,1.99,2.59,2.18,1.96,2.54
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1052704,-14.91935921,0.06,3.93,4.34,7.5,5.53,11.62,1.8,1.64,2.06
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.4736786,-14.91935921,0.06,3.93,4.34,7.48,5.54,11.48,1.76,1.61,2
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.8421021,-14.91935921,0.06,3.98,4.75,3.24,2.68,4.27,1.44,1.36,1.55
NT,NT,Victoria Daly,Victoria_Daly,129.6315765,-14.91936016,0.06,3.98,4.64,3.21,2.68,4.16,1.52,1.43,1.66
NT,NT,Roper Gulf,Roper_Gulf,135.421051,-14.91935921,0.06,1.64,2.51,1.51,1.41,1.66,1.21,1.17,1.26
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5789337,-14.91935921,0.06,1.81,2.91,1.98,1.78,2.33,1.24,1.2,1.29
QLDNorth,QLD,Hope Vale,Hope_Vale,145.3157959,-14.91935921,0.06,1.79,2.65,3.7,3.09,4.75,1.68,1.56,1.86
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2105255,-14.86850262,0.06,4.03,4.05,2.24,2,2.61,2.21,1.98,2.58
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1578979,-14.86850262,0.06,3.93,4.34,7.78,5.7,12.18,1.78,1.63,2.03
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.4736786,-14.86849594,0.06,3.93,4.35,7.73,5.68,12.05,1.75,1.6,1.98
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.6315765,-14.86850166,0.06,3.93,4.42,6.87,5.03,10.88,1.61,1.5,1.8
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.6842041,-14.86850166,0.06,3.94,4.43,6.19,4.62,9.53,1.6,1.49,1.78
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.7368469,-14.86849594,0.06,3.94,4.78,5.43,4.16,8.01,1.37,1.31,1.47
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.7894745,-14.86850166,0.06,3.95,4.87,4.87,3.82,6.91,1.35,1.29,1.45
NT,NT,Victoria Daly,Victoria_Daly,129.6315765,-14.86850166,0.06,3.98,4.63,3.1,2.61,3.99,1.54,1.44,1.69
NT,NT,Roper Gulf,Roper_Gulf,135.421051,-14.86850166,0.06,1.64,2.51,1.5,1.41,1.66,1.21,1.17,1.27
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.578949,-14.86849594,0.06,1.81,2.92,1.99,1.79,2.34,1.24,1.2,1.29
QLDNorth,QLD,Hope Vale,Hope_Vale,145.2105255,-14.86849594,0.06,1.79,2.7,3.63,3.04,4.65,1.66,1.55,1.84
QLDNorth,QLD,Hope Vale,Hope_Vale,145.2631531,-14.86850166,0.06,1.79,2.7,3.66,3.06,4.68,1.66,1.55,1.84
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1578979,-14.81763268,0.06,4.03,4.36,2.24,2.01,2.61,1.54,1.44,1.71
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-14.81763268,0.06,3.93,4.37,8.16,5.91,13.03,1.72,1.58,1.94
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.5263214,-14.81763268,0.06,3.93,4.39,7.34,5.37,11.59,1.68,1.55,1.89
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.5789337,-14.81763268,0.06,3.93,4.4,7.61,5.5,12.27,1.66,1.53,1.86
NT,NT,West Daly,West_Daly,129.6842041,-14.81763268,0.06,3.98,4.62,3.11,2.61,3.99,1.55,1.45,1.7
NT,NT,Roper Gulf,Roper_Gulf,135.421051,-14.81763268,0.06,1.64,2.51,1.5,1.4,1.65,1.21,1.18,1.27
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5789337,-14.81763268,0.06,1.81,2.91,2.01,1.8,2.36,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,145.1052704,-14.81763268,0.06,1.8,2.69,3.46,2.92,4.39,1.67,1.55,1.85
QLDNorth,QLD,Hope Vale,Hope_Vale,145.1578979,-14.81763268,0.06,1.79,2.68,3.51,2.95,4.45,1.68,1.56,1.86
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1578979,-14.76675224,0.06,4.04,4.36,2.18,1.96,2.54,1.55,1.45,1.71
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-14.76675129,0.06,3.93,4.38,8.49,6.08,13.8,1.69,1.56,1.91
NT,NT,West Daly,West_Daly,129.6842041,-14.76675224,0.06,3.98,4.62,3.15,2.65,4.06,1.55,1.45,1.7
NT,NT,Roper Gulf,Roper_Gulf,135.421051,-14.76675224,0.06,1.64,2.52,1.5,1.4,1.65,1.21,1.18,1.27
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.76675224,0.06,1.81,2.91,2.02,1.81,2.38,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,145,-14.76675129,0.06,1.79,2.68,3.66,3.06,4.7,1.68,1.56,1.86
QLDNorth,QLD,Cook,Cook,145.0526276,-14.76675129,0.06,1.79,2.68,3.62,3.03,4.63,1.69,1.57,1.87
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1578979,-14.71585846,0.06,4.04,4.36,2.17,1.95,2.52,1.56,1.45,1.72
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-14.71585178,0.06,3.92,4.4,9.72,6.77,16.52,1.65,1.53,1.85
NT,NT,West Daly,West_Daly,129.6842041,-14.71585846,0.06,3.98,4.62,3.29,2.74,4.3,1.55,1.45,1.7
NT,NT,Roper Gulf,Roper_Gulf,135.421051,-14.71585846,0.06,1.64,2.37,1.5,1.4,1.65,1.25,1.21,1.32
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.71585846,0.06,1.81,2.92,2.03,1.81,2.39,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,145,-14.71585846,0.06,1.79,2.64,3.67,3.06,4.72,1.75,1.62,1.96
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1052628,-14.66495323,0.06,4.04,4.52,2.16,1.94,2.51,1.41,1.33,1.52
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1578979,-14.66495323,0.06,4.04,4.35,2.15,1.94,2.49,1.56,1.46,1.74
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-14.66494751,0.06,3.93,4.41,9.13,6.54,14.71,1.62,1.5,1.81
NT,NT,West Daly,West_Daly,129.6842041,-14.66495323,0.06,3.98,4.63,3.3,2.74,4.32,1.54,1.45,1.69
NT,NT,Roper Gulf,Roper_Gulf,135.421051,-14.66495323,0.06,1.64,2.37,1.49,1.4,1.64,1.25,1.21,1.32
NT,NT,Roper Gulf,Roper_Gulf,135.4736786,-14.66495323,0.06,1.64,2.37,1.5,1.41,1.65,1.25,1.21,1.32
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.66495323,0.06,1.81,2.93,2.03,1.82,2.4,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,145,-14.66495323,0.06,1.79,2.63,3.74,3.11,4.82,1.76,1.62,1.97
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.0526352,-14.61403561,0.06,4.04,4.54,2.19,1.97,2.54,1.4,1.33,1.52
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1052704,-14.61402988,0.06,3.93,4.53,9.28,6.53,15.52,1.51,1.41,1.65
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1578979,-14.61403561,0.06,3.92,4.52,10.36,7.18,17.66,1.51,1.42,1.66
NT,NT,West Daly,West_Daly,129.6842041,-14.61403561,0.06,3.98,4.63,3.23,2.69,4.22,1.55,1.45,1.7
NT,NT,Roper Gulf,Roper_Gulf,135.5263214,-14.61403656,0.06,1.63,2.36,1.52,1.42,1.67,1.26,1.21,1.33
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.61403561,0.06,1.81,2.93,2.04,1.82,2.4,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,144.9473724,-14.61402988,0.06,1.79,2.53,3.82,3.17,4.94,2.05,1.84,2.4
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.0526352,-14.56310749,0.06,4.03,4.54,2.29,2.04,2.67,1.41,1.33,1.52
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128,-14.56310749,0.06,3.93,4.58,9.29,6.55,15.46,1.45,1.37,1.58
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.0526276,-14.56310749,0.06,3.92,4.63,9.88,6.91,16.63,1.42,1.35,1.54
NT,NT,West Daly,West_Daly,129.5263214,-14.56310749,0.06,3.99,4.65,2.87,2.44,3.65,1.5,1.41,1.62
NT,NT,West Daly,West_Daly,129.578949,-14.56310749,0.06,3.98,4.63,3.13,2.62,4.08,1.54,1.45,1.69
NT,NT,West Daly,West_Daly,129.6842041,-14.56310749,0.06,3.98,4.62,3.21,2.68,4.18,1.55,1.45,1.71
NT,NT,Roper Gulf,Roper_Gulf,135.578949,-14.56310081,0.06,1.62,2.36,1.53,1.43,1.69,1.26,1.22,1.33
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.56310749,0.06,1.81,2.93,2.04,1.83,2.41,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,144.8421021,-14.56310081,0.06,1.79,2.48,3.78,3.15,4.87,1.81,1.67,2.02
QLDNorth,QLD,Cook,Cook,144.8947296,-14.56310749,0.06,1.79,2.48,3.8,3.16,4.9,1.83,1.68,2.05
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1052551,-14.51216698,0.06,4.02,4.64,2.36,2.1,2.77,1.32,1.27,1.41
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2631607,-14.51216698,0.06,4.01,4.63,2.5,2.2,2.98,1.32,1.26,1.41
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.3157806,-14.51216698,0.06,4.02,4.63,2.45,2.16,2.9,1.32,1.26,1.41
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.3684158,-14.51216698,0.06,4.02,4.63,2.4,2.13,2.84,1.32,1.26,1.41
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.421051,-14.51216698,0.06,4.02,4.48,2.35,2.09,2.77,1.4,1.32,1.51
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.9473648,-14.51216698,0.06,4.05,4.13,2.06,1.86,2.37,1.82,1.66,2.08
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,126,-14.51216698,0.06,4.05,4.13,2.05,1.85,2.36,1.82,1.66,2.08
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,127.9473648,-14.51216698,0.06,3.93,4.52,8.85,6.3,14.47,1.5,1.4,1.65
NT,NT,West Daly,West_Daly,129.421051,-14.51216698,0.06,3.97,4.65,3.83,3.1,5.23,1.52,1.43,1.66
NT,NT,West Daly,West_Daly,129.4736786,-14.51216698,0.06,3.97,4.65,3.67,2.99,4.94,1.53,1.44,1.67
NT,NT,West Daly,West_Daly,129.6315765,-14.51216698,0.06,3.98,4.61,3.37,2.8,4.43,1.56,1.46,1.72
NT,NT,West Daly,West_Daly,129.6842041,-14.51216698,0.06,3.98,4.62,3.18,2.66,4.12,1.56,1.46,1.71
NT,NT,Roper Gulf,Roper_Gulf,135.578949,-14.51216698,0.06,1.62,2.37,1.53,1.43,1.69,1.26,1.21,1.33
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.51216698,0.06,1.8,2.93,2.05,1.83,2.42,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,144.7368469,-14.51216698,0.06,1.79,2.48,3.8,3.16,4.9,1.81,1.67,2.02
QLDNorth,QLD,Cook,Cook,144.7894745,-14.51216698,0.06,1.79,2.48,3.79,3.15,4.88,1.83,1.68,2.05
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1052628,-14.46120834,0.06,4.02,4.63,2.41,2.14,2.83,1.33,1.27,1.42
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2631607,-14.46121407,0.06,4.01,4.63,2.48,2.19,2.95,1.32,1.26,1.41
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.4736862,-14.46120834,0.06,4.02,4.48,2.36,2.1,2.78,1.4,1.33,1.51
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.5263138,-14.46121407,0.06,4.02,4.41,2.35,2.09,2.76,1.45,1.37,1.59
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.8947372,-14.46121407,0.06,4.05,4.13,2.07,1.87,2.38,1.83,1.67,2.09
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,126,-14.46121407,0.06,4.05,4.13,2.05,1.85,2.36,1.82,1.66,2.08
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,127.9473648,-14.46120834,0.06,3.93,4.52,9.02,6.41,14.79,1.5,1.4,1.65
NT,NT,West Daly,West_Daly,129.3684235,-14.46121407,0.06,3.96,4.78,4.32,3.44,5.99,1.42,1.35,1.53
NT,NT,Roper Gulf,Roper_Gulf,135.6315765,-14.46121407,0.06,1.62,2.37,1.54,1.44,1.7,1.26,1.22,1.34
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.46121407,0.06,1.8,2.93,2.06,1.84,2.43,1.24,1.2,1.3
QLDNorth,QLD,Cook,Cook,143.8421021,-14.46120834,0.06,1.81,2.14,3.13,2.66,3.96,1.95,1.77,2.24
QLDNorth,QLD,Cook,Cook,143.8947296,-14.46121407,0.06,1.81,2.14,3.13,2.65,3.95,1.95,1.77,2.24
QLDNorth,QLD,Cook,Cook,143.9473724,-14.46120834,0.06,1.81,2.14,3.13,2.65,3.95,1.95,1.77,2.23
QLDNorth,QLD,Cook,Cook,144,-14.46121407,0.06,1.81,2.14,3.12,2.65,3.94,1.95,1.77,2.23
QLDNorth,QLD,Cook,Cook,144.0526276,-14.46121407,0.06,1.81,2.14,3.12,2.64,3.94,1.94,1.76,2.23
QLDNorth,QLD,Cook,Cook,144.1052704,-14.46120834,0.06,1.81,2.14,3.12,2.64,3.94,1.94,1.76,2.23
QLDNorth,QLD,Cook,Cook,144.6842041,-14.46121407,0.06,1.79,2.49,3.82,3.17,4.93,1.81,1.67,2.03
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.1578979,-14.41024971,0.06,4.02,4.63,2.45,2.17,2.89,1.33,1.27,1.42
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2105255,-14.41024399,0.06,4.02,4.63,2.44,2.16,2.88,1.33,1.27,1.42
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.578949,-14.41024399,0.06,4.02,4.41,2.37,2.1,2.79,1.45,1.37,1.59
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.7368393,-14.41024399,0.06,4.03,4.12,2.3,2.04,2.73,1.89,1.71,2.17
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.7894745,-14.41024971,0.06,4.03,4.12,2.26,2.01,2.66,1.88,1.71,2.17
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.8421021,-14.41024399,0.06,4.04,4.12,2.19,1.96,2.55,1.87,1.7,2.16
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.9473648,-14.41024399,0.06,4.05,4.13,2.06,1.86,2.37,1.85,1.68,2.12
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,127.8947372,-14.41024971,0.06,3.92,4.53,9.67,6.82,16.02,1.49,1.39,1.63
NT,NT,West Daly,West_Daly,129.3157959,-14.41024399,0.06,3.94,4.8,5.36,4.12,7.87,1.4,1.33,1.5
NT,NT,Roper Gulf,Roper_Gulf,135.6842041,-14.41024971,0.06,1.61,2.37,1.55,1.44,1.71,1.27,1.22,1.34
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.41024971,0.06,1.8,2.93,2.06,1.84,2.44,1.24,1.2,1.3
QLDNorth,QLD,Cook,Cook,143.7894745,-14.41024971,0.06,1.81,2.14,3.12,2.65,3.94,1.95,1.77,2.24
QLDNorth,QLD,Cook,Cook,144.1578979,-14.41024971,0.06,1.81,2.14,3.11,2.64,3.92,1.94,1.76,2.22
QLDNorth,QLD,Cook,Cook,144.6315765,-14.41024971,0.06,1.79,2.49,3.84,3.19,4.98,1.82,1.67,2.04
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.5789413,-14.35927486,0.06,4.02,4.41,2.41,2.13,2.84,1.46,1.37,1.59
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.7368393,-14.35927486,0.06,4.02,4.12,2.35,2.08,2.79,1.9,1.72,2.2
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.9473648,-14.35927486,0.06,4.04,4.12,2.13,1.92,2.47,1.87,1.7,2.16
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,127.7894745,-14.35927486,0.06,3.93,4.56,9.04,6.43,14.78,1.46,1.37,1.6
NT,NT,West Daly,West_Daly,129.3157806,-14.35927486,0.06,3.94,4.83,5.87,4.45,8.81,1.37,1.31,1.46
NT,NT,Roper Gulf,Roper_Gulf,135.6842041,-14.35927486,0.06,1.62,2.31,1.54,1.44,1.71,1.28,1.23,1.35
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.5263214,-14.35927486,0.06,1.8,2.93,2.07,1.84,2.45,1.24,1.2,1.3
QLDNorth,QLD,Cook,Cook,143.7894745,-14.35927486,0.06,1.81,2.14,3.13,2.65,3.95,1.96,1.77,2.24
QLDNorth,QLD,Cook,Cook,144.1578979,-14.35927486,0.06,1.81,2.14,3.11,2.63,3.92,1.94,1.76,2.22
QLDNorth,QLD,Cook,Cook,144.6315765,-14.35927486,0.06,1.79,2.48,3.85,3.19,4.98,1.83,1.68,2.05
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.578949,-14.30828094,0.06,4.01,4.4,2.46,2.17,2.92,1.46,1.37,1.6
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.7368393,-14.30828094,0.06,4.02,4.11,2.45,2.15,2.94,1.93,1.74,2.24
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,126,-14.30828667,0.06,4.03,4.19,2.27,2.02,2.67,1.73,1.59,1.97
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,127.7894745,-14.30828667,0.06,3.92,4.58,9.65,6.81,15.96,1.45,1.36,1.58
NT,NT,West Daly,West_Daly,129.3684235,-14.30828094,0.06,3.95,4.83,4.6,3.64,6.42,1.37,1.31,1.46
NT,NT,East Arnhem,East_Arnhem,136.578949,-14.30828762,0.06,1.58,2.38,1.64,1.52,1.84,1.27,1.23,1.35
NT,NT,East Arnhem,East_Arnhem,136.6315765,-14.30828762,0.06,1.57,2.38,1.65,1.53,1.85,1.28,1.23,1.35
NT,NT,East Arnhem,East_Arnhem,136.6842041,-14.30828762,0.06,1.57,2.39,1.67,1.54,1.87,1.28,1.23,1.35
NT,NT,East Arnhem,East_Arnhem,136.7368469,-14.30828762,0.06,1.56,2.4,1.68,1.55,1.89,1.28,1.23,1.35
NT,NT,East Arnhem,East_Arnhem,136.7894745,-14.30828762,0.06,1.56,2.42,1.7,1.56,1.91,1.28,1.23,1.35
NT,NT,East Arnhem,East_Arnhem,136.8421021,-14.30828762,0.06,1.56,2.44,1.71,1.58,1.93,1.28,1.23,1.35
NT,NT,East Arnhem,East_Arnhem,136.8947296,-14.30828762,0.06,1.55,2.42,1.75,1.61,1.98,1.28,1.23,1.36
NT,NT,East Arnhem,East_Arnhem,136.9473724,-14.30828762,0.06,1.53,2.48,1.81,1.65,2.06,1.28,1.23,1.35
QLDNorth,QLD,Pormpuraaw,Pormpuraaw,141.578949,-14.30828094,0.06,1.8,2.95,2.06,1.84,2.44,1.24,1.21,1.3
QLDNorth,QLD,Cook,Cook,143.7894745,-14.30828667,0.06,1.81,2.14,3.14,2.66,3.96,1.96,1.77,2.25
